순번_정류장ID,38-2802393,39-2802395,40-2802397,41-2802399,42-2802406,43-2802409,44-2802413,45-2802417,46-2802391,47-2802427,48-2802445,49-2802444,50-2802457,51-2802483,52-2806240,53-2804421,54-2805039,55-2805309,56-2805206,57-2805004,58-2806095,59-2804866,60-2805586,61-2805058,62-2805396,63-2804872,64-2805550,65-2803821,66-2803767,67-2804877,68-2803768,69-2803522
56-2805206,,,,,,,,,,,,,,,,,,,0,0.255452,0.644718,0.880007,1.091299,1.316144,1.830412,2.192964,2.645213,2.9168380000000003,3.5197840000000005,4.051265000000001,4.549397000000001,4.804525000000001
57-2805004,,,,,,,,,,,,,,,,,,,,0,0.389266,0.624555,0.835847,1.060692,1.57496,1.937512,2.389761,2.6613860000000003,3.2643320000000005,3.7958130000000008,4.293945000000001,4.549073000000001
58-2806095,,,,,,,,,,,,,,,,,,,,,0,0.235289,0.446581,0.671426,1.185694,1.548246,2.000495,2.27212,2.8750660000000003,3.4065470000000007,3.9046790000000007,4.159807000000001
59-2804866,,,,,,,,,,,,,,,,,,,,,,0,0.211292,0.436137,0.950405,1.312957,1.7652059999999998,2.036831,2.6397769999999996,3.171258,3.66939,3.924518
60-2805586,,,,,,,,,,,,,,,,,,,,,,,0,0.224845,0.739113,1.1016650000000001,1.553914,1.825539,2.4284850000000002,2.9599660000000005,3.4580980000000006,3.7132260000000006
61-2805058,,,,,,,,,,,,,,,,,,,,,,,,0,0.5142680000000001,0.87682,1.329069,1.600694,2.20364,2.7351210000000004,3.2332530000000004,3.4883810000000004
62-2805396,,,,,,,,,,,,,,,,,,,,,,,,,0,0.362552,0.8148009999999999,1.086426,1.6893719999999999,2.220853,2.718985,2.974113
63-2804872,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.45224899999999996,0.7238739999999999,1.3268199999999999,1.858301,2.356433,2.611561
64-2805550,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.271625,0.874571,1.406052,1.904184,2.159312
65-2803821,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.602946,1.134427,1.632559,1.8876870000000001
66-2803767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5314810000000001,1.0296130000000001,1.2847410000000001
67-2804877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.49813199999999996,0.75326
68-2803768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.255128
69-2803522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
