순번_정류장ID,1-2805529,2-2805760,3-2805761,4-2805339,5-2805228,6-2805226,7-2805575,8-2805499,9-2805408,10-2804947,11-2804969,12-2805568,13-2804895,14-2805744,15-2806419,16-2803673,17-2804967,18-2806938,19-2803492,20-2807073,21-2807056,22-2800799,23-2800804,24-2803056,25-2802651,26-2802638,27-2803042,28-2803043,29-2803115,30-2803134,31-2803133,32-2803125,33-2803232,34-2803181,35-2803260,36-2803270,37-2803269,38-2803267,39-2806495,40-2802802,41-2802810,42-2807483,43-2802850,44-2802858,45-2802886,46-2802934,47-2802984,48-2803020,49-2802429,50-2802467,51-2806673,52-2802469,53-2802465,54-2802463,55-2802460,56-2802450,57-2802455,58-2802476,59-2802513,60-2802490,61-2802458,62-2802446,63-2802466,64-2806692,65-2805389,66-2802541,67-2802547,68-2802552,69-2802566,70-2802366,71-2802585,72-2802374
1-2805529,0,0.286015,0.530279,1.879156,2.338076,2.557198,2.873579,3.356392,3.641929,3.999771,4.412355,4.71647,5.304973,5.844666,6.366614,7.172923,7.992415,8.472852,8.704265999999999,9.165633999999999,9.635437,9.871478999999999,10.235240999999998,10.737362,10.956346,11.400715,11.765486,12.134497,12.584496,12.968136,13.519089,13.952995999999999,14.358196,14.606482999999999,15.056607999999999,15.283055999999998,15.744989999999998,16.062513999999997,16.349610999999996,16.579319999999996,16.900381999999997,17.183856999999996,17.482065999999996,17.894428999999995,18.388272999999995,18.658134999999994,19.139974999999993,20.14106199999999,20.66931399999999,20.85617399999999,21.381339999999987,21.536313999999987,21.734356999999985,21.998435999999984,22.397899999999982,22.74197399999998,23.12688099999998,24.25535499999998,24.41770599999998,24.906975999999982,25.30262499999998,25.70812699999998,25.86816899999998,26.413617999999982,26.73620599999998,26.91347799999998,27.08909399999998,27.41120499999998,27.72045999999998,28.02896099999998,28.237174999999983,28.338676999999983
2-2805760,,0,0.24426399999999998,1.5931410000000001,2.052061,2.271183,2.587564,3.070377,3.3559140000000003,3.713756,4.12634,4.430455,5.0189580000000005,5.558651,6.080599,6.886908,7.7064,8.186837,8.418251,8.879619,9.349422,9.585464,9.949226,10.451347,10.670331000000001,11.114700000000001,11.479471,11.848482,12.298481,12.682121,13.233074,13.666981,14.072181,14.320468,14.770593,14.997041,15.458974999999999,15.776499,16.063596,16.293305,16.614367,16.897842,17.196051,17.608414,18.102258,18.37212,18.853959999999997,19.855047,20.383298999999997,20.570158999999997,21.095324999999995,21.250298999999995,21.448341999999993,21.712420999999992,22.11188499999999,22.45595899999999,22.840865999999988,23.96933999999999,24.13169099999999,24.62096099999999,25.01660999999999,25.422111999999988,25.58215399999999,26.12760299999999,26.45019099999999,26.627462999999988,26.80307899999999,27.12518999999999,27.43444499999999,27.74294599999999,27.95115999999999,28.05266199999999
3-2805761,,,0,1.348877,1.807797,2.026919,2.3432999999999997,2.826113,3.11165,3.469492,3.8820759999999996,4.186191,4.774694,5.314387,5.836335,6.642644,7.462136,7.942573,8.173987,8.635355,9.105158000000001,9.3412,9.704962,10.207083,10.426067000000002,10.870436000000002,11.235207,11.604218000000001,12.054217000000001,12.437857000000001,12.98881,13.422717,13.827917000000001,14.076204,14.526329,14.752777,15.214711,15.532235,15.819332,16.049041,16.370103,16.653578,16.951787,17.36415,17.857993999999998,18.127855999999998,18.609695999999996,19.610782999999998,20.139034999999996,20.325894999999996,20.851060999999994,21.006034999999994,21.204077999999992,21.46815699999999,21.86762099999999,22.211694999999988,22.596601999999987,23.725075999999987,23.887426999999988,24.37669699999999,24.772345999999988,25.177847999999987,25.337889999999987,25.88333899999999,26.20592699999999,26.383198999999987,26.55881499999999,26.880925999999988,27.19018099999999,27.498681999999988,27.70689599999999,27.80839799999999
4-2805339,,,,0,0.45892,0.678042,0.9944230000000001,1.477236,1.762773,2.120615,2.5331989999999998,2.8373139999999997,3.4258169999999994,3.965509999999999,4.487457999999999,5.293766999999999,6.113258999999999,6.593696,6.82511,7.286478,7.7562809999999995,7.992323,8.356085,8.858206000000001,9.077190000000002,9.521559000000002,9.886330000000001,10.255341000000001,10.705340000000001,11.088980000000001,11.639933000000001,12.07384,12.479040000000001,12.727327,13.177452,13.4039,13.865834,14.183358,14.470455,14.700164,15.021225999999999,15.304700999999998,15.602909999999998,16.015272999999997,16.509116999999996,16.778978999999996,17.260818999999994,18.261905999999996,18.790157999999995,18.977017999999994,19.502183999999993,19.657157999999992,19.85520099999999,20.11927999999999,20.518743999999987,20.862817999999987,21.247724999999985,22.376198999999986,22.538549999999987,23.027819999999988,23.423468999999987,23.828970999999985,23.989012999999986,24.534461999999987,24.857049999999987,25.034321999999985,25.209937999999987,25.532048999999986,25.841303999999987,26.149804999999986,26.358018999999988,26.459520999999988
5-2805228,,,,,0,0.21912199999999998,0.535503,1.018316,1.303853,1.661695,2.0742789999999998,2.3783939999999997,2.9668969999999995,3.506589999999999,4.028537999999999,4.834846999999999,5.654338999999999,6.134776,6.36619,6.827558,7.2973609999999995,7.533403,7.897165,8.399286,8.61827,9.062639,9.42741,9.796421,10.24642,10.63006,11.181013,11.61492,12.02012,12.268407,12.718532,12.94498,13.406913999999999,13.724438,14.011534999999999,14.241243999999998,14.562305999999998,14.845780999999997,15.143989999999997,15.556352999999998,16.050196999999997,16.320058999999997,16.801898999999995,17.802985999999997,18.331237999999995,18.518097999999995,19.043263999999994,19.198237999999993,19.39628099999999,19.66035999999999,20.05982399999999,20.403897999999987,20.788804999999986,21.917278999999986,22.079629999999987,22.56889999999999,22.964548999999987,23.370050999999986,23.530092999999987,24.075541999999988,24.398129999999988,24.575401999999986,24.751017999999988,25.073128999999987,25.382383999999988,25.690884999999987,25.89909899999999,26.00060099999999
6-2805226,,,,,,0,0.31638099999999997,0.799194,1.084731,1.4425729999999999,1.855157,2.159272,2.747775,3.2874679999999996,3.8094159999999997,4.615724999999999,5.435217,5.915654,6.147068,6.608436,7.078239,7.314281,7.678043000000001,8.180164000000001,8.399148000000002,8.843517000000002,9.208288000000001,9.577299000000002,10.027298000000002,10.410938000000002,10.961891000000001,11.395798000000001,11.800998000000002,12.049285000000001,12.499410000000001,12.725858,13.187792,13.505316,13.792413,14.022122,14.343183999999999,14.626658999999998,14.924867999999998,15.337231,15.831074999999998,16.100937,16.582776999999997,17.583864,18.112115999999997,18.298975999999996,18.824141999999995,18.979115999999994,19.177158999999993,19.44123799999999,19.84070199999999,20.18477599999999,20.569682999999987,21.698156999999988,21.86050799999999,22.34977799999999,22.74542699999999,23.150928999999987,23.310970999999988,23.85641999999999,24.17900799999999,24.356279999999987,24.53189599999999,24.85400699999999,25.16326199999999,25.47176299999999,25.67997699999999,25.78147899999999
7-2805575,,,,,,,0,0.482813,0.76835,1.126192,1.5387760000000001,1.8428910000000003,2.431394,2.971087,3.493035,4.299344,5.118836,5.599273,5.830687,6.292055,6.761858,6.9979000000000005,7.361662000000001,7.863783000000001,8.082767,8.527136,8.891907,9.260918,9.710917,10.094557,10.64551,11.079417,11.484617,11.732904,12.183029,12.409476999999999,12.871410999999998,13.188934999999999,13.476031999999998,13.705740999999998,14.026802999999997,14.310277999999997,14.608486999999997,15.020849999999996,15.514693999999995,15.784555999999995,16.266395999999993,17.26748299999999,17.79573499999999,17.98259499999999,18.507760999999988,18.662734999999987,18.860777999999986,19.124856999999984,19.524320999999983,19.868394999999982,20.25330199999998,21.38177599999998,21.544126999999982,22.033396999999983,22.429045999999982,22.83454799999998,22.99458999999998,23.540038999999982,23.862626999999982,24.03989899999998,24.215514999999982,24.53762599999998,24.846880999999982,25.15538199999998,25.363595999999983,25.465097999999983
8-2805499,,,,,,,,0,0.285537,0.6433789999999999,1.055963,1.3600780000000001,1.9485810000000001,2.488274,3.010222,3.8165310000000003,4.636023000000001,5.116460000000001,5.347874000000001,5.809242000000001,6.279045000000001,6.515087000000001,6.8788490000000015,7.380970000000001,7.599954000000001,8.044323,8.409094,8.778105,9.228104,9.611744,10.162697,10.596604,11.001804,11.250091,11.700216,11.926663999999999,12.388597999999998,12.706121999999999,12.993218999999998,13.222927999999998,13.543989999999997,13.827464999999997,14.125673999999997,14.538036999999996,15.031880999999995,15.301742999999995,15.783582999999995,16.784669999999995,17.312921999999993,17.499781999999993,18.02494799999999,18.17992199999999,18.37796499999999,18.642043999999988,19.041507999999986,19.385581999999985,19.770488999999984,20.898962999999984,21.061313999999985,21.550583999999986,21.946232999999985,22.351734999999984,22.511776999999984,23.057225999999986,23.379813999999985,23.557085999999984,23.732701999999986,24.054812999999985,24.364067999999985,24.672568999999985,24.880782999999987,24.982284999999987
9-2805408,,,,,,,,,0,0.357842,0.770426,1.074541,1.663044,2.202737,2.724685,3.530994,4.350486,4.830923,5.062337,5.5237050000000005,5.993508,6.229550000000001,6.593312000000001,7.095433000000001,7.314417000000001,7.758786000000001,8.123557,8.492568,8.942567,9.326207,9.87716,10.311067,10.716267,10.964554,11.414679,11.641127,12.103060999999999,12.420584999999999,12.707681999999998,12.937390999999998,13.258452999999998,13.541927999999997,13.840136999999997,14.252499999999998,14.746343999999997,15.016205999999997,15.498045999999997,16.499132999999997,17.027384999999995,17.214244999999995,17.739410999999993,17.894384999999993,18.09242799999999,18.35650699999999,18.755970999999988,19.100044999999987,19.484951999999986,20.613425999999986,20.775776999999987,21.26504699999999,21.660695999999987,22.066197999999986,22.226239999999986,22.771688999999988,23.094276999999988,23.271548999999986,23.447164999999988,23.769275999999987,24.078530999999987,24.387031999999987,24.59524599999999,24.69674799999999
10-2804947,,,,,,,,,,0,0.412584,0.716699,1.305202,1.844895,2.366843,3.173152,3.992644,4.473081,4.704495,5.165863,5.635666,5.871708,6.23547,6.737591,6.956575,7.400944,7.765715,8.134726,8.584725,8.968365,9.519318,9.953225,10.358425,10.606712,11.056837,11.283285,11.745218999999999,12.062743,12.349839999999999,12.579548999999998,12.900610999999998,13.184085999999997,13.482294999999997,13.894657999999996,14.388501999999995,14.658363999999995,15.140203999999995,16.141290999999995,16.669542999999994,16.856402999999993,17.381568999999992,17.53654299999999,17.73458599999999,17.99866499999999,18.398128999999987,18.742202999999986,19.127109999999984,20.255583999999985,20.417934999999986,20.907204999999987,21.302853999999986,21.708355999999984,21.868397999999985,22.413846999999986,22.736434999999986,22.913706999999985,23.089322999999986,23.411433999999986,23.720688999999986,24.029189999999986,24.237403999999987,24.338905999999987
