순번_정류장ID,1-2806423,2-2806421,3-2805953,4-2806634,5-2806428,6-2806911,7-2805657,8-2805658,9-2802147,10-2801897,11-2801895,12-2802108,13-2801822,14-2802019,15-2802005,16-2801932,17-2801908,18-2801715,19-2801690,20-2803662,21-2800166
1-2806423,0,0.322629,0.61695,1.43586,2.01021,2.2413149999999997,2.653892,2.900418,3.233708,3.516066,3.687329,3.925726,4.264489,4.964777,5.178713999999999,6.331525999999999,7.345317,8.236771,8.763501999999999,9.343231999999999,10.032948999999999
2-2806421,,0,0.294321,1.113231,1.6875810000000002,1.9186860000000001,2.3312630000000003,2.577789,2.911079,3.193437,3.3647,3.603097,3.94186,4.642148000000001,4.856085,6.008897,7.0226880000000005,7.914142000000001,8.440873000000002,9.020603000000001,9.710320000000001
3-2805953,,,0,0.81891,1.3932600000000002,1.624365,2.0369420000000003,2.283468,2.616758,2.899116,3.070379,3.308776,3.647539,4.3478270000000006,4.561764,5.714576,6.728367,7.619821000000001,8.146552000000002,8.726282000000001,9.415999000000001
4-2806634,,,,0,0.57435,0.805455,1.218032,1.464558,1.7978480000000001,2.080206,2.251469,2.489866,2.8286290000000003,3.5289170000000003,3.7428540000000003,4.895666,5.909457,6.800911,7.327642,7.907372,8.597089
5-2806428,,,,,0,0.231105,0.6436820000000001,0.8902080000000001,1.2234980000000002,1.505856,1.677119,1.915516,2.254279,2.954567,3.168504,4.321316,5.335107000000001,6.226561000000001,6.753292000000001,7.333022000000001,8.022739000000001
6-2806911,,,,,,0,0.412577,0.659103,0.9923930000000001,1.2747510000000002,1.4460140000000001,1.684411,2.023174,2.723462,2.937399,4.090211,5.1040019999999995,5.995456,6.522187,7.101916999999999,7.791633999999999
7-2805657,,,,,,,0,0.24652600000000002,0.5798160000000001,0.8621740000000001,1.0334370000000002,1.2718340000000001,1.6105970000000003,2.3108850000000003,2.5248220000000003,3.6776340000000003,4.691425000000001,5.582879000000001,6.109610000000001,6.6893400000000005,7.379057
8-2805658,,,,,,,,0,0.33329000000000003,0.615648,0.7869109999999999,1.0253079999999999,1.364071,2.064359,2.278296,3.431108,4.4448989999999995,5.336353,5.863084,6.442813999999999,7.132530999999999
9-2802147,,,,,,,,,0,0.282358,0.453621,0.692018,1.0307810000000002,1.7310690000000002,1.9450060000000002,3.097818,4.111609,5.003063,5.529794,6.1095239999999995,6.799240999999999
10-2801897,,,,,,,,,,0,0.171263,0.40965999999999997,0.7484230000000001,1.448711,1.6626480000000001,2.8154600000000003,3.829251,4.720705000000001,5.247436,5.827166,6.516883
11-2801895,,,,,,,,,,,0,0.23839699999999997,0.57716,1.2774480000000001,1.4913850000000002,2.644197,3.657988,4.549442,5.076173,5.6559029999999995,6.345619999999999
12-2802108,,,,,,,,,,,,0,0.33876300000000004,1.0390510000000002,1.2529880000000002,2.4058,3.419591,4.311045,4.837776,5.4175059999999995,6.107222999999999
13-2801822,,,,,,,,,,,,,0,0.700288,0.9142250000000001,2.067037,3.080828,3.972282,4.499013,5.078742999999999,5.768459999999999
14-2802019,,,,,,,,,,,,,,0,0.213937,1.3667490000000002,2.38054,3.271994,3.798725,4.378455,5.068172
15-2802005,,,,,,,,,,,,,,,0,1.1528120000000002,2.1666030000000003,3.0580570000000002,3.5847880000000005,4.164518,4.854235
16-2801932,,,,,,,,,,,,,,,,0,1.0137909999999999,1.9052449999999999,2.4319759999999997,3.0117059999999998,3.7014229999999997
17-2801908,,,,,,,,,,,,,,,,,0,0.8914540000000001,1.4181850000000003,1.9979150000000003,2.6876320000000002
18-2801715,,,,,,,,,,,,,,,,,,0,0.5267310000000001,1.106461,1.7961779999999998
19-2801690,,,,,,,,,,,,,,,,,,,0,0.57973,1.269447
20-2803662,,,,,,,,,,,,,,,,,,,,0,0.689717
21-2800166,,,,,,,,,,,,,,,,,,,,,0
