순번_정류장ID,30-2805237,31-2805243,32-2803363,33-2806596,34-2804983,35-2806553,36-2806551,37-2806547,38-2806545,39-2805241,40-2805201,41-2805942,42-2803372,43-2803369,44-2803364,45-2805964,46-2805057,47-2806030,48-2807271,49-2803306,50-2803180,51-2803295,52-2803292,53-2803649,54-2803284,55-2803290,56-2803177,57-2803178,58-2803297
30-2805237,0,0.7721180000000001,1.345204,1.7487920000000001,2.016956,3.162938,5.0149930000000005,5.637384000000001,6.260174000000001,6.992149000000001,7.454310000000001,7.856650000000001,8.379445,8.994324,9.321975,9.638928,10.252263,11.045624,21.84075,22.134349,22.360079,22.542391,22.812841,23.111217999999997,23.587604999999996,23.921113999999996,24.220053999999998,24.535466999999997,26.428245999999998
31-2805243,,0,0.573086,0.976674,1.2448380000000001,2.39082,4.242875,4.865266,5.488056,6.2200310000000005,6.682192000000001,7.084532,7.607327000000001,8.222206,8.549857,8.86681,9.480144999999998,10.273505999999998,21.068631999999997,21.362230999999998,21.587960999999996,21.770272999999996,22.040722999999996,22.339099999999995,22.815486999999994,23.148995999999993,23.44793599999999,23.76334899999999,25.656127999999992
32-2803363,,,0,0.403588,0.671752,1.8177340000000002,3.669789,4.29218,4.91497,5.6469450000000005,6.109106000000001,6.511446,7.034241000000001,7.649120000000001,7.976771000000001,8.293724000000001,8.907059,9.700420000000001,20.495546,20.789145,21.014875,21.197187,21.467637,21.766014,22.242400999999997,22.575909999999997,22.874849999999995,23.190262999999995,25.083041999999995
33-2806596,,,,0,0.268164,1.4141460000000001,3.266201,3.888592,4.511382,5.2433570000000005,5.7055180000000005,6.107858,6.630653000000001,7.245532000000001,7.573183000000001,7.890136000000001,8.503471000000001,9.296832000000002,20.091958,20.385557000000002,20.611287,20.793599,21.064049,21.362426,21.838813,22.172321999999998,22.471261999999996,22.786674999999995,24.679453999999996
34-2804983,,,,,0,1.145982,2.998037,3.620428,4.243218,4.975193,5.437354,5.839694,6.362489,6.977368,7.305019000000001,7.621972,8.235307,9.028668,19.823794,20.117393,20.343123,20.525434999999998,20.795885,21.094261999999997,21.570648999999996,21.904157999999995,22.203097999999997,22.518510999999997,24.411289999999997
35-2806553,,,,,,0,1.852055,2.474446,3.0972359999999997,3.829211,4.291372,4.693712,5.216507,5.831386,6.1590370000000005,6.47599,7.0893250000000005,7.8826860000000005,18.677812,18.971411,19.197141,19.379452999999998,19.649903,19.948279999999997,20.424666999999996,20.758175999999995,21.057115999999994,21.372528999999993,23.265307999999994
36-2806551,,,,,,,0,0.622391,1.245181,1.9771560000000001,2.439317,2.841657,3.364452,3.979331,4.3069820000000005,4.623935,5.2372700000000005,6.0306310000000005,16.825757,17.119356,17.345086,17.527397999999998,17.797848,18.096224999999997,18.572611999999996,18.906120999999995,19.205060999999993,19.520473999999993,21.413252999999994
37-2806547,,,,,,,,0,0.62279,1.354765,1.816926,2.219266,2.742061,3.35694,3.6845909999999997,4.001544,4.614879,5.40824,16.203366,16.496965,16.722694999999998,16.905006999999998,17.175456999999998,17.473833999999997,17.950220999999996,18.283729999999995,18.582669999999993,18.898082999999993,20.790861999999994
38-2806545,,,,,,,,,0,0.731975,1.194136,1.596476,2.119271,2.7341499999999996,3.0618009999999996,3.378754,3.992089,4.78545,15.580576,15.874175000000001,16.099905,16.282217,16.552667,16.851043999999998,17.327430999999997,17.660939999999997,17.95988,18.275292999999998,20.168072
39-2805241,,,,,,,,,,0,0.462161,0.864501,1.387296,2.0021750000000003,2.329826,2.6467790000000004,3.2601140000000006,4.053475000000001,14.848601,15.1422,15.367930000000001,15.550242,15.820692000000001,16.119069,16.595456,16.928964999999998,17.227905,17.543318,19.436097
40-2805201,,,,,,,,,,,0,0.40234000000000003,0.925135,1.540014,1.8676650000000001,2.1846180000000004,2.7979530000000006,3.5913140000000006,14.38644,14.680039,14.905769000000001,15.088081,15.358531000000001,15.656908000000001,16.133295,16.466804,16.765743999999998,17.081156999999997,18.973936
41-2805942,,,,,,,,,,,,0,0.522795,1.137674,1.465325,1.782278,2.395613,3.188974,13.9841,14.277699,14.503429,14.685741,14.956191,15.254568,15.730955000000002,16.064464,16.363404000000003,16.678817000000002,18.571596000000003
42-2803372,,,,,,,,,,,,,0,0.614879,0.94253,1.259483,1.872818,2.666179,13.461305,13.754904,13.980634,14.162946,14.433396,14.731773,15.208160000000001,15.541669,15.840609,16.156022,18.048801
43-2803369,,,,,,,,,,,,,,0,0.327651,0.6446040000000001,1.2579390000000001,2.0513000000000003,12.846426000000001,13.140025000000001,13.365755000000002,13.548067000000001,13.818517000000002,14.116894000000002,14.593281000000003,14.926790000000002,15.225730000000002,15.541143000000002,17.433922000000003
44-2803364,,,,,,,,,,,,,,,0,0.31695300000000004,0.9302880000000001,1.723649,12.518775,12.812374,13.038104,13.220416,13.490866,13.789243,14.265630000000002,14.599139000000001,14.898079000000001,15.213492,17.106271
45-2805964,,,,,,,,,,,,,,,,0,0.6133350000000001,1.4066960000000002,12.201822,12.495421,12.721151,12.903463,13.173913,13.472290000000001,13.948677000000002,14.282186000000001,14.581126000000001,14.896539,16.789318
46-2805057,,,,,,,,,,,,,,,,,0,0.793361,11.588487,11.882086000000001,12.107816000000001,12.290128000000001,12.560578000000001,12.858955000000002,13.335342000000002,13.668851000000002,13.967791000000002,14.283204000000001,16.175983000000002
47-2806030,,,,,,,,,,,,,,,,,,0,10.795126,11.088725,11.314455,11.496767,11.767217,12.065594,12.541981000000002,12.875490000000001,13.174430000000001,13.489843,15.382622000000001
48-2807271,,,,,,,,,,,,,,,,,,,0,0.293599,0.519329,0.7016410000000001,0.972091,1.2704680000000002,1.746855,2.080364,2.379304,2.694717,4.587496
49-2803306,,,,,,,,,,,,,,,,,,,,0,0.22573000000000001,0.408042,0.6784920000000001,0.9768690000000001,1.453256,1.7867650000000002,2.085705,2.401118,4.293896999999999
50-2803180,,,,,,,,,,,,,,,,,,,,,0,0.182312,0.452762,0.751139,1.2275260000000001,1.5610350000000002,1.8599750000000002,2.1753880000000003,4.068167000000001
51-2803295,,,,,,,,,,,,,,,,,,,,,,0,0.27045,0.568827,1.045214,1.3787230000000001,1.6776630000000001,1.993076,3.8858550000000003
52-2803292,,,,,,,,,,,,,,,,,,,,,,,0,0.298377,0.774764,1.108273,1.407213,1.722626,3.615405
53-2803649,,,,,,,,,,,,,,,,,,,,,,,,0,0.476387,0.809896,1.108836,1.4242489999999999,3.3170279999999996
54-2803284,,,,,,,,,,,,,,,,,,,,,,,,,0,0.333509,0.632449,0.947862,2.8406409999999997
