순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2804147,14-2804149,15-2804151,16-2804162,17-2804164,18-2804166,19-2804656,20-2804168,21-2806206,22-2804654,23-2804651,24-2804649,25-2804648,26-2804646,27-2804327,28-2804329,29-2804645,30-2804198,31-2804200
1-2800270,0,0.789313,1.060607,1.372924,1.512173,1.762855,2.05268,2.6922,3.0206440000000003,3.155848,3.582986,3.995159,4.424955,5.029285,6.104265,7.059479,8.048841,8.700479999999999,9.170888,9.495616,10.246026,10.935949,11.68007,11.993631,13.837102,14.509117,14.751142,14.975117,15.395643,15.828529,16.268104
2-2800268,,0,0.271294,0.583611,0.7228600000000001,0.9735420000000001,1.2633670000000001,1.9028870000000002,2.2313310000000004,2.3665350000000003,2.793673,3.205846,3.6356420000000003,4.239972,5.314952,6.270166,7.2595279999999995,7.911167,8.381575,8.706303,9.456713,10.146636,10.890757,11.204318,13.047789,13.719804,13.961829,14.185804,14.60633,15.039216,15.478791
3-2800264,,,0,0.312317,0.451566,0.702248,0.992073,1.631593,1.960037,2.095241,2.522379,2.934552,3.364348,3.968678,5.043658,5.9988719999999995,6.988233999999999,7.639873,8.110281,8.435009,9.185419000000001,9.875342000000002,10.619463000000001,10.933024000000001,12.776495,13.44851,13.690535,13.91451,14.335036,14.767922,15.207497
4-2807245,,,,0,0.139249,0.389931,0.679756,1.319276,1.6477199999999999,1.782924,2.2100619999999997,2.622235,3.052031,3.656361,4.731341,5.686554999999999,6.675916999999999,7.3275559999999995,7.7979639999999995,8.122691999999999,8.873102,9.563025,10.307146,10.620707,12.464177999999999,13.136192999999999,13.378217999999999,13.602192999999998,14.022718999999999,14.455604999999998,14.895179999999998
5-2800262,,,,,0,0.250682,0.5405070000000001,1.180027,1.508471,1.643675,2.0708130000000002,2.4829860000000004,2.9127820000000004,3.5171120000000005,4.592092,5.547306,6.536668,7.188307,7.658715,7.983443,8.733853,9.423776,10.167897,10.481458,12.324929,12.996944,13.238968999999999,13.462943999999998,13.883469999999999,14.316355999999999,14.755930999999999
6-2807367,,,,,,0,0.289825,0.929345,1.257789,1.3929930000000001,1.8201310000000002,2.232304,2.6621,3.26643,4.34141,5.2966239999999996,6.285985999999999,6.937625,7.408033,7.732761,8.483171,9.173094,9.917215,10.230776,12.074247,12.746262,12.988287,13.212261999999999,13.632788,14.065674,14.505249
7-2800265,,,,,,,0,0.63952,0.967964,1.1031680000000001,1.5303060000000002,1.942479,2.372275,2.976605,4.051585,5.006799,5.996161,6.6478,7.118208,7.442936,8.193346,8.883269,9.62739,9.940951,11.784422,12.456437,12.698462,12.922436999999999,13.342963,13.775849,14.215423999999999
8-2803682,,,,,,,,0,0.328444,0.463648,0.8907860000000001,1.302959,1.732755,2.337085,3.412065,4.367279,5.356641,6.00828,6.478688,6.803416,7.553826000000001,8.243749000000001,8.987870000000001,9.301431000000001,11.144902,11.816917,12.058942,12.282917,12.703443,13.136329,13.575904
9-2807369,,,,,,,,,0,0.135204,0.562342,0.974515,1.404311,2.008641,3.083621,4.038835,5.028197,5.679836,6.150244,6.474972,7.225382,7.915305,8.659426,8.972987,10.816457999999999,11.488472999999999,11.730497999999999,11.954472999999998,12.374998999999999,12.807884999999999,13.247459999999998
10-2804135,,,,,,,,,,0,0.427138,0.8393109999999999,1.269107,1.873437,2.948417,3.903631,4.892993,5.544632,6.01504,6.339768,7.090178,7.780101,8.524222,8.837783,10.681254,11.353269,11.595293999999999,11.819268999999998,12.239794999999999,12.672680999999999,13.112255999999999
11-2803684,,,,,,,,,,,0,0.41217299999999996,0.841969,1.446299,2.521279,3.4764929999999996,4.4658549999999995,5.117494,5.587902,5.91263,6.6630400000000005,7.352963000000001,8.097084,8.410645,10.254116,10.926131,11.168156,11.392131,11.812657,12.245543,12.685118
12-2803685,,,,,,,,,,,,0,0.429796,1.034126,2.1091059999999997,3.0643199999999995,4.053681999999999,4.705321,5.175729,5.500457,6.2508669999999995,6.94079,7.684911,7.998472,9.841942999999999,10.513957999999999,10.755982999999999,10.979957999999998,11.400483999999999,11.833369999999999,12.272944999999998
13-2804147,,,,,,,,,,,,,0,0.60433,1.6793099999999999,2.634524,3.6238859999999997,4.275525,4.745933,5.070661,5.821071,6.510994,7.255115,7.568676,9.412147,10.084162,10.326187,10.550161999999998,10.970687999999999,11.403573999999999,11.843148999999999
14-2804149,,,,,,,,,,,,,,0,1.0749799999999998,2.030194,3.0195559999999997,3.671195,4.141603,4.466331,5.216741000000001,5.906664000000001,6.650785000000001,6.964346000000001,8.807817,9.479832,9.721857,9.945832,10.366358,10.799244,11.238819
15-2804151,,,,,,,,,,,,,,,0,0.9552139999999999,1.944576,2.596215,3.066623,3.391351,4.141761,4.831684,5.575805,5.889366,7.732837,8.404852,8.646877,8.870852,9.291378,9.724264,10.163839
16-2804162,,,,,,,,,,,,,,,,0,0.9893620000000001,1.6410010000000002,2.111409,2.436137,3.186547,3.87647,4.620591,4.934152,6.777623,7.449638,7.691663,7.915638,8.336164,8.76905,9.208625
17-2804164,,,,,,,,,,,,,,,,,0,0.6516390000000001,1.122047,1.4467750000000001,2.197185,2.887108,3.6312290000000003,3.9447900000000002,5.788261,6.460276,6.702301,6.9262760000000005,7.346802,7.779688,8.219263
18-2804166,,,,,,,,,,,,,,,,,,0,0.470408,0.7951360000000001,1.545546,2.235469,2.97959,3.293151,5.136622,5.808637,6.050662,6.274637,6.695163,7.128049,7.5676239999999995
19-2804656,,,,,,,,,,,,,,,,,,,0,0.324728,1.075138,1.7650609999999998,2.509182,2.822743,4.666214,5.338229,5.580254,5.804229,6.224755,6.657641,7.0972159999999995
20-2804168,,,,,,,,,,,,,,,,,,,,0,0.75041,1.4403329999999999,2.1844539999999997,2.4980149999999997,4.341486,5.013501,5.255526,5.479501,5.900027,6.332913,6.772487999999999
21-2806206,,,,,,,,,,,,,,,,,,,,,0,0.689923,1.434044,1.747605,3.591076,4.263091,4.505116,4.729091,5.149617,5.582503,6.022078
22-2804654,,,,,,,,,,,,,,,,,,,,,,0,0.744121,1.057682,2.901153,3.573168,3.815193,4.039168,4.459694,4.89258,5.332154999999999
23-2804651,,,,,,,,,,,,,,,,,,,,,,,0,0.31356100000000003,2.157032,2.829047,3.071072,3.295047,3.715573,4.148459,4.5880339999999995
24-2804649,,,,,,,,,,,,,,,,,,,,,,,,0,1.8434709999999999,2.5154859999999997,2.7575109999999996,2.9814859999999994,3.4020119999999996,3.8348979999999995,4.2744729999999995
25-2804648,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6720149999999999,0.91404,1.138015,1.558541,1.9914269999999998,2.431002
26-2804646,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.242025,0.46599999999999997,0.8865259999999999,1.3194119999999998,1.7589869999999999
27-2804327,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.223975,0.644501,1.0773869999999999,1.516962
28-2804329,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.420526,0.8534120000000001,1.292987
29-2804645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.432886,0.8724609999999999
30-2804198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.439575
31-2804200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
