순번_정류장ID,34-2803478,35-2806276,36-2805175,37-2805166,38-2805164,39-2805167,40-2805162,41-2805160,42-2805158,43-2807491,44-2807490,45-2800900,46-2800403,47-2800432,48-2800435,49-2800440,50-2800469,51-2803595,52-2800468,53-2800465,54-2800462,55-2800460,56-2800453,57-2800450,58-2805195,59-2800476,60-2800490,61-2806258
51-2803595,,,,,,,,,,,,,,,,,,0,0.222311,0.519287,0.7920710000000001,1.038208,1.463109,1.805032,2.133312,2.802555,3.896331,6.515741
52-2800468,,,,,,,,,,,,,,,,,,,0,0.296976,0.56976,0.8158970000000001,1.240798,1.582721,1.9110010000000002,2.5802440000000004,3.6740200000000005,6.293430000000001
53-2800465,,,,,,,,,,,,,,,,,,,,0,0.272784,0.518921,0.9438219999999999,1.285745,1.6140249999999998,2.2832679999999996,3.3770439999999997,5.996454
54-2800462,,,,,,,,,,,,,,,,,,,,,0,0.246137,0.671038,1.012961,1.3412410000000001,2.010484,3.10426,5.72367
55-2800460,,,,,,,,,,,,,,,,,,,,,,0,0.42490100000000003,0.766824,1.095104,1.764347,2.858123,5.477532999999999
56-2800453,,,,,,,,,,,,,,,,,,,,,,,0,0.341923,0.670203,1.3394460000000001,2.433222,5.052632
57-2800450,,,,,,,,,,,,,,,,,,,,,,,,0,0.32828,0.997523,2.0912990000000002,4.710709
58-2805195,,,,,,,,,,,,,,,,,,,,,,,,,0,0.669243,1.7630190000000001,4.382429
59-2800476,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.093776,3.713186
60-2800490,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.61941
61-2806258,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
