순번_정류장ID,34-2803478,35-2806276,36-2805175,37-2805166,38-2805164,39-2805167,40-2805162,41-2805160,42-2805158,43-2807491,44-2807490,45-2800900,46-2800403,47-2800432,48-2800435,49-2800440,50-2800469,51-2803595,52-2800468,53-2800465,54-2800462,55-2800460,56-2800453,57-2800450,58-2805195,59-2800476,60-2800490,61-2806258
34-2803478,0,0.75327,1.630448,2.430808,2.80302,3.294226,3.828023,4.352958,5.10738,11.840138,15.817105999999999,25.147039999999997,27.857415999999997,29.777995999999998,30.072885999999997,30.298819999999996,31.869018999999994,32.17086499999999,32.39317599999999,32.69015199999999,32.96293599999999,33.20907299999999,33.63397399999999,33.97589699999999,34.30417699999999,34.97341999999999,36.06719599999999,38.68660599999999
35-2806276,,0,0.877178,1.6775380000000002,2.0497500000000004,2.5409560000000004,3.0747530000000003,3.5996880000000004,4.35411,11.086868,15.063836,24.39377,27.104146,29.024726,29.319616,29.54555,31.115748999999997,31.417595,31.639906,31.936882,32.209666,32.455802999999996,32.880703999999994,33.222626999999996,33.550906999999995,34.22015,35.313925999999995,37.933336
36-2805175,,,0,0.8003600000000001,1.1725720000000002,1.6637780000000002,2.1975750000000005,2.7225100000000007,3.4769320000000006,10.209690000000002,14.186658000000001,23.516592000000003,26.226968000000003,28.147548000000004,28.442438000000003,28.668372,30.238571,30.540417,30.762728000000003,31.059704000000004,31.332488000000005,31.578625000000006,32.00352600000001,32.34544900000001,32.67372900000001,33.34297200000001,34.43674800000001,37.05615800000001
37-2805166,,,,0,0.372212,0.863418,1.397215,1.9221500000000002,2.676572,9.40933,13.386298,22.716231999999998,25.426607999999998,27.347188,27.642077999999998,27.868011999999997,29.438210999999995,29.740056999999997,29.962367999999998,30.259344,30.532128,30.778265,31.203166,31.545089,31.873369,32.542612,33.636388,36.255798
38-2805164,,,,,0,0.49120600000000003,1.025003,1.549938,2.30436,9.037118,13.014085999999999,22.34402,25.054396,26.974976,27.269866,27.4958,29.065998999999998,29.367845,29.590156,29.887132,30.159916000000003,30.406053000000004,30.830954000000002,31.172877000000003,31.501157000000003,32.1704,33.264176,35.883586
39-2805167,,,,,,0,0.5337970000000001,1.058732,1.813154,8.545912000000001,12.52288,21.852814000000002,24.563190000000002,26.483770000000003,26.778660000000002,27.004594,28.574793,28.876639,29.098950000000002,29.395926000000003,29.668710000000004,29.914847000000005,30.339748000000004,30.681671000000005,31.009951000000004,31.679194000000006,32.77297000000001,35.39238000000001
40-2805162,,,,,,,0,0.524935,1.279357,8.012115000000001,11.989083,21.319017000000002,24.029393000000002,25.949973000000004,26.244863000000002,26.470797,28.040996,28.342842,28.565153000000002,28.862129000000003,29.134913000000005,29.381050000000005,29.805951000000004,30.147874000000005,30.476154000000005,31.145397000000006,32.23917300000001,34.85858300000001
41-2805160,,,,,,,,0,0.754422,7.48718,11.464148,20.794082,23.504458,25.425038,25.719928,25.945861999999998,27.516060999999997,27.817906999999998,28.040218,28.337194,28.609978,28.856115000000003,29.281016,29.622939000000002,29.951219000000002,30.620462000000003,31.714238,34.333648000000004
42-2805158,,,,,,,,,0,6.7327580000000005,10.709726,20.039659999999998,22.750035999999998,24.670616,24.965505999999998,25.191439999999997,26.761638999999995,27.063484999999996,27.285795999999998,27.582772,27.855556,28.101693,28.526594,28.868517,29.196797,29.86604,30.959816000000004,33.579226000000006
43-2807491,,,,,,,,,,0,3.976968,13.306902,16.017277999999997,17.937858,18.232747999999997,18.458681999999996,20.028880999999995,20.330726999999996,20.553037999999997,20.850013999999998,21.122798,21.368935,21.793836,22.135759,22.464039,23.133282,24.227058,26.846467999999998
44-2807490,,,,,,,,,,,0,9.329934,12.04031,13.96089,14.25578,14.481714,16.051913,16.353759,16.57607,16.873046000000002,17.145830000000004,17.391967000000005,17.816868000000003,18.158791000000004,18.487071000000004,19.156314000000005,20.250090000000007,22.869500000000006
45-2800900,,,,,,,,,,,,0,2.7103759999999997,4.630955999999999,4.925845999999999,5.151779999999999,6.721978999999998,7.023824999999999,7.246135999999999,7.543111999999999,7.815895999999999,8.062032999999998,8.486933999999998,8.828856999999998,9.157136999999997,9.826379999999997,10.920155999999997,13.539565999999997
46-2800403,,,,,,,,,,,,,0,1.92058,2.21547,2.441404,4.011603,4.313449,4.535760000000001,4.832736000000001,5.10552,5.351657,5.7765580000000005,6.118481000000001,6.446761000000001,7.116004000000001,8.209780000000002,10.829190000000002
47-2800432,,,,,,,,,,,,,,0,0.29489,0.520824,2.091023,2.3928689999999997,2.6151799999999996,2.9121559999999995,3.1849399999999997,3.4310769999999997,3.855978,4.197901,4.526181,5.195424,6.2892,8.90861
48-2800435,,,,,,,,,,,,,,,0,0.22593400000000002,1.796133,2.097979,2.32029,2.617266,2.89005,3.136187,3.5610880000000003,3.9030110000000002,4.231291000000001,4.900534,5.9943100000000005,8.61372
49-2800440,,,,,,,,,,,,,,,,0,1.570199,1.872045,2.094356,2.391332,2.664116,2.910253,3.335154,3.677077,4.005357,4.6746,5.768376,8.387786
50-2800469,,,,,,,,,,,,,,,,,0,0.301846,0.524157,0.821133,1.093917,1.340054,1.764955,2.106878,2.435158,3.104401,4.198177,6.817587
