순번_정류장ID,1-2801647,2-2801520,3-2801387,4-2801317,5-2801115,6-2801070,7-2800837,8-2800983,9-2800835,10-2800843,11-2800943,12-2807495,13-2807489,14-2807492,15-2807529,16-2807537,17-2807540,18-2807523,19-2807538,20-2807562,21-2807513,22-2807519,23-2803390,24-2803570,25-2803568,26-2805046,27-2805648,28-2803394,29-2803396,30-2803397,31-2803400,32-2803403
1-2801647,0,2.039751,3.302984,4.014995,5.081321,5.626354,6.379022,6.8682,7.399763,7.9077470000000005,8.760338,18.260336000000002,21.985846000000002,25.974023000000003,29.388767,30.818424,31.966032,33.358717999999996,35.841409999999996,37.29844799999999,39.694342999999996,41.452358999999994,42.286120999999994,43.114301,44.361587,45.048713,45.905913,46.279818999999996,46.793997999999995,47.409285,47.904332999999994,48.79295499999999
2-2801520,,0,1.263233,1.975244,3.04157,3.586603,4.339271,4.828449,5.360012,5.867996,6.720587,16.220585,19.946095,23.934272,27.349016,28.778672999999998,29.926280999999996,31.318966999999997,33.801658999999994,35.25869699999999,37.654591999999994,39.41260799999999,40.24636999999999,41.074549999999995,42.321836,43.008962,43.866161999999996,44.240067999999994,44.75424699999999,45.369533999999994,45.86458199999999,46.75320399999999
3-2801387,,,0,0.712011,1.778337,2.32337,3.076038,3.565216,4.096779,4.604763,5.4573540000000005,14.957352,18.682862,22.671039,26.085783,27.515439999999998,28.663047999999996,30.055733999999998,32.538425999999994,33.99546399999999,36.391358999999994,38.14937499999999,38.98313699999999,39.811316999999995,41.058603,41.745729,42.602928999999996,42.976834999999994,43.49101399999999,44.106300999999995,44.60134899999999,45.48997099999999
4-2801317,,,,0,1.066326,1.6113590000000002,2.364027,2.853205,3.384768,3.892752,4.745343,14.245341,17.970851,21.959028,25.373772,26.803428999999998,27.951037,29.343723,31.826415,33.283453,35.679348000000005,37.437364,38.271126,39.099306000000006,40.34659200000001,41.03371800000001,41.890918000000006,42.264824000000004,42.779003,43.394290000000005,43.889338,44.77796
5-2801115,,,,,0,0.545033,1.297701,1.7868789999999999,2.318442,2.826426,3.679017,13.179015,16.904525,20.892702,24.307446,25.737102999999998,26.884710999999996,28.277396999999997,30.760088999999997,32.217127,34.613022,36.371038,37.2048,38.03298,39.280266000000005,39.967392000000004,40.824592,41.198498,41.712677,42.327964,42.823012,43.711634
6-2801070,,,,,,0,0.752668,1.241846,1.773409,2.281393,3.133984,12.633982,16.359492,20.347669,23.762413,25.192069999999998,26.339678,27.732364,30.215056,31.672094,34.067989000000004,35.826005,36.659767,37.487947000000005,38.73523300000001,39.42235900000001,40.279559000000006,40.653465000000004,41.167644,41.782931000000005,42.277979,43.166601
7-2800837,,,,,,,0,0.489178,1.0207410000000001,1.5287250000000001,2.381316,11.881314,15.606824,19.595001,23.009745,24.439401999999998,25.58701,26.979696,29.462388,30.919426,33.315321000000004,35.073337,35.907099,36.735279000000006,37.98256500000001,38.66969100000001,39.526891000000006,39.900797000000004,40.414976,41.030263000000005,41.525311,42.413933
8-2800983,,,,,,,,0,0.531563,1.039547,1.892138,11.392136,15.117646,19.105823,22.520567,23.950224,25.097831999999997,26.490517999999998,28.973209999999998,30.430248,32.826143,34.584159,35.417921,36.246101,37.493387000000006,38.180513000000005,39.037713000000004,39.411619,39.925798,40.541085,41.036133,41.924755
9-2800835,,,,,,,,,0,0.507984,1.3605749999999999,10.860572999999999,14.586082999999999,18.57426,21.989003999999998,23.418660999999997,24.566269,25.958955,28.441647,29.898685,32.29458,34.052596,34.886358,35.714538000000005,36.96182400000001,37.648950000000006,38.506150000000005,38.880056,39.394235,40.009522000000004,40.50457,41.393192
10-2800843,,,,,,,,,,0,0.852591,10.352589,14.078099,18.066276,21.481019999999997,22.910676999999996,24.058284999999998,25.450971,27.933663,29.390701,31.786596,33.544612,34.378374,35.206554000000004,36.45384000000001,37.140966000000006,37.998166000000005,38.372072,38.886251,39.501538000000004,39.996586,40.885208
11-2800943,,,,,,,,,,,0,9.499998,13.225508,17.213684999999998,20.628428999999997,22.058085999999996,23.205693999999994,24.598379999999995,27.081071999999995,28.538109999999996,30.934004999999996,32.692021,33.525783,34.353963,35.601249,36.288375,37.145575,37.519481,38.03366,38.648947,39.143995,40.032616999999995
