순번_정류장ID,30-2804062,31-2800299,32-2800293,33-2803938,34-2804530,35-2804532,36-2803935,37-2804070,38-2804545,39-2804546,40-2804068,41-2804542,42-2804538,43-2804536,44-2804065,45-2800296,46-2800298,47-2805077,48-2800301,49-2804454,50-2800294,51-2806305,52-2804529,53-2804056,54-2804604,55-2804598,56-2804053,57-2804051,58-2804596,59-2804050,60-2804594,61-2804047,62-2806409,63-2804592,64-2804044,65-2804590,66-2804042,67-2804040,68-2804038,69-2804036,70-2804033,71-2800268,72-2804528,73-2804527,74-2800270
30-2804062,0,0.43086899999999995,1.284897,1.806994,2.210848,3.1695349999999998,3.7088289999999997,3.925572,4.318364,4.484764,4.837835,5.754127,6.263493,6.480427000000001,7.513451000000001,7.751429000000001,8.492121000000001,9.082980000000001,9.556243,10.011246,10.517889,10.888448,12.256897,12.685989000000001,13.748922,14.096212,15.884233,16.764309,17.669021,19.755684000000002,20.236163,20.756148,21.912748999999998,22.994636999999997,23.282161999999996,23.658482999999997,23.982880999999995,24.345334999999995,24.566697999999995,25.318433999999996,25.902963999999997,26.378335999999997,26.635627999999997,26.961650999999996,27.132601999999995
31-2800299,,0,0.8540280000000001,1.376125,1.779979,2.7386660000000003,3.27796,3.4947030000000003,3.8874950000000004,4.053895000000001,4.406966000000001,5.323258000000001,5.832624000000001,6.049558000000001,7.082582000000001,7.320560000000001,8.061252000000001,8.652111000000001,9.125374,9.580377,10.08702,10.457579,11.826028,12.255120000000002,13.318053,13.665343,15.453364,16.33344,17.238152,19.324815,19.805294,20.325279,21.481879999999997,22.563767999999996,22.851292999999995,23.227613999999996,23.552011999999994,23.914465999999994,24.135828999999994,24.887564999999995,25.472094999999996,25.947466999999996,26.204758999999996,26.530781999999995,26.701732999999994
32-2800293,,,0,0.522097,0.925951,1.884638,2.4239319999999998,2.640675,3.033467,3.199867,3.5529379999999997,4.46923,4.978596,5.19553,6.228554,6.466532,7.207224,7.798083,8.271346,8.726348999999999,9.232992,9.603551,10.972,11.401092,12.464025,12.811314999999999,14.599336,15.479412,16.384124,18.470787,18.951266,19.471251,20.627851999999997,21.709739999999996,21.997264999999995,22.373585999999996,22.697983999999995,23.060437999999994,23.281800999999994,24.033536999999995,24.618066999999996,25.093438999999996,25.350730999999996,25.676753999999995,25.847704999999994
33-2803938,,,,0,0.403854,1.362541,1.901835,2.118578,2.51137,2.6777699999999998,3.0308409999999997,3.9471329999999996,4.456498999999999,4.673432999999999,5.7064569999999994,5.9444349999999995,6.685127,7.275986,7.749249,8.204252,8.710895,9.081454,10.449903,10.878995000000002,11.941928,12.289218,14.077239,14.957315000000001,15.862027000000001,17.948690000000003,18.429169,18.949154,20.105755,21.187642999999998,21.475167999999996,21.851488999999997,22.175886999999996,22.538340999999996,22.759703999999996,23.511439999999997,24.095969999999998,24.571341999999998,24.828633999999997,25.154656999999997,25.325607999999995
34-2804530,,,,,0,0.9586870000000001,1.497981,1.714724,2.107516,2.273916,2.6269869999999997,3.5432789999999996,4.052645,4.269579,5.302603,5.540581,6.2812730000000006,6.872132000000001,7.345395000000001,7.800398,8.307041,8.6776,10.046049,10.475141,11.538074,11.885364,13.673385,14.553461,15.458173,17.544836,18.025315,18.545299999999997,19.701900999999996,20.783788999999995,21.071313999999994,21.447634999999995,21.772032999999993,22.134486999999993,22.355849999999993,23.107585999999994,23.692115999999995,24.167487999999995,24.424779999999995,24.750802999999994,24.921753999999993
35-2804532,,,,,,0,0.5392939999999999,0.756037,1.148829,1.315229,1.6683,2.584592,3.0939579999999998,3.310892,4.343916,4.581894,5.322586,5.913445,6.3867080000000005,6.841711,7.3483540000000005,7.718913000000001,9.087362,9.516454000000001,10.579387,10.926677,12.714698,13.594774000000001,14.499486000000001,16.586149000000002,17.066628,17.586613,18.743214,19.825101999999998,20.112626999999996,20.488947999999997,20.813345999999996,21.175799999999995,21.397162999999995,22.148898999999997,22.733428999999997,23.208800999999998,23.466092999999997,23.792115999999996,23.963066999999995
36-2803935,,,,,,,0,0.216743,0.609535,0.775935,1.129006,2.045298,2.554664,2.771598,3.804622,4.0426,4.783292,5.374151,5.8474140000000006,6.302417,6.809060000000001,7.179619000000001,8.548068,8.977160000000001,10.040093,10.387383,12.175404,13.055480000000001,13.960192000000001,16.046855,16.527334,17.047318999999998,18.203919999999997,19.285807999999996,19.573332999999995,19.949653999999995,20.274051999999994,20.636505999999994,20.857868999999994,21.609604999999995,22.194134999999996,22.669506999999996,22.926798999999995,23.252821999999995,23.423772999999994
37-2804070,,,,,,,,0,0.39279200000000003,0.559192,0.912263,1.8285550000000002,2.337921,2.5548550000000003,3.587879,3.825857,4.566549,5.157408,5.630671,6.085674,6.592317,6.9628760000000005,8.331325,8.760417,9.82335,10.170639999999999,11.958661,12.838737,13.743449,15.830112,16.310591,16.830575999999997,17.987176999999996,19.069064999999995,19.356589999999994,19.732910999999994,20.057308999999993,20.419762999999993,20.641125999999993,21.392861999999994,21.977391999999995,22.452763999999995,22.710055999999994,23.036078999999994,23.207029999999992
38-2804545,,,,,,,,,0,0.1664,0.519471,1.4357630000000001,1.945129,2.1620630000000003,3.195087,3.433065,4.173757,4.764616,5.237879,5.692882,6.199525,6.5700840000000005,7.9385330000000005,8.367625,9.430558,9.777847999999999,11.565869,12.445945,13.350657,15.43732,15.917799,16.437784,17.594385,18.676273,18.963797999999997,19.340118999999998,19.664516999999996,20.026970999999996,20.248333999999996,21.000069999999997,21.5846,22.059972,22.317263999999998,22.643286999999997,22.814237999999996
39-2804546,,,,,,,,,,0,0.353071,1.269363,1.778729,1.995663,3.0286869999999997,3.2666649999999997,4.007357,4.598216,5.071479,5.526482,6.033125,6.403684,7.772133,8.201225,9.264158,9.611448,11.399469,12.279545,13.184257,15.27092,15.751399000000001,16.271384,17.427985,18.509873,18.797397999999998,19.173719,19.498116999999997,19.860570999999997,20.081933999999997,20.833669999999998,21.4182,21.893572,22.150864,22.476886999999998,22.647837999999997
40-2804068,,,,,,,,,,,0,0.916292,1.4256579999999999,1.6425919999999998,2.6756159999999998,2.913594,3.654286,4.245145,4.718408,5.173411,5.680054,6.050613,7.419062,7.848154,8.911087,9.258377,11.046398,11.926474,12.831186,14.917849,15.398328000000001,15.918313000000001,17.074914,18.156802,18.444326999999998,18.820648,19.145045999999997,19.507499999999997,19.728862999999997,20.480598999999998,21.065129,21.540501,21.797793,22.123815999999998,22.294766999999997
41-2804542,,,,,,,,,,,,0,0.509366,0.7263,1.7593239999999999,1.997302,2.737994,3.328853,3.802116,4.257118999999999,4.763762,5.134321,6.50277,6.931862,7.994795,8.342084999999999,10.130106,11.010182,11.914894,14.001557,14.482036,15.002021000000001,16.158622,17.24051,17.528035,17.904356,18.228754,18.591207999999998,18.812571,19.564307,20.148837,20.624209,20.881501,21.207524,21.378474999999998
42-2804538,,,,,,,,,,,,,0,0.21693400000000002,1.249958,1.487936,2.228628,2.819487,3.29275,3.747753,4.254396,4.624955,5.993404,6.422496,7.485429,7.832719,9.62074,10.500816,11.405528,13.492191,13.97267,14.492655000000001,15.649256000000001,16.731144,17.018669,17.39499,17.719388,18.081841999999998,18.303205,19.054941,19.639471,20.114843,20.372135,20.698158,20.869108999999998
43-2804536,,,,,,,,,,,,,,0,1.033024,1.271002,2.011694,2.602553,3.0758159999999997,3.5308189999999997,4.037462,4.408021,5.77647,6.205562,7.268495,7.615785,9.403806,10.283882,11.188594,13.275257,13.755736,14.275721,15.432322000000001,16.514210000000002,16.801735,17.178056,17.502454,17.864908,18.086271,18.838007,19.422537000000002,19.897909000000002,20.155201,20.481224,20.652175
44-2804065,,,,,,,,,,,,,,,0,0.23797800000000002,0.97867,1.5695290000000002,2.0427920000000004,2.4977950000000004,3.0044380000000004,3.3749970000000005,4.7434460000000005,5.172538,6.235471,6.5827610000000005,8.370782,9.250858000000001,10.15557,12.242233,12.722712000000001,13.242697000000001,14.399298000000002,15.481186000000001,15.768711000000001,16.145032,16.46943,16.831884,17.053247,17.804983,18.389513,18.864885,19.122177,19.4482,19.619151
45-2800296,,,,,,,,,,,,,,,,0,0.740692,1.3315510000000002,1.8048140000000001,2.259817,2.76646,3.137019,4.5054680000000005,4.93456,5.997493,6.3447830000000005,8.132804,9.012880000000001,9.917592,12.004255,12.484734000000001,13.004719000000001,14.161320000000002,15.243208000000001,15.530733000000001,15.907054000000002,16.231452,16.593906,16.815269,17.567005,18.151535000000003,18.626907000000003,18.884199000000002,19.210222,19.381173
46-2800298,,,,,,,,,,,,,,,,,0,0.590859,1.064122,1.519125,2.0257680000000002,2.3963270000000003,3.7647760000000003,4.193868,5.256801,5.604091,7.392112,8.272188,9.1769,11.263563,11.744042,12.264027,13.420628,14.502516,14.790041,15.166362000000001,15.490760000000002,15.853214000000001,16.074577,16.826313000000003,17.410843000000003,17.886215000000004,18.143507000000003,18.469530000000002,18.640481
47-2805077,,,,,,,,,,,,,,,,,,0,0.473263,0.928266,1.4349090000000002,1.8054680000000003,3.1739170000000003,3.603009,4.665942,5.013232,6.801253,7.681329,8.586041,10.672704,11.153183,11.673168,12.829769,13.911657,14.199182,14.575503000000001,14.899901000000002,15.262355000000001,15.483718000000001,16.235454,16.819984,17.295356,17.552648,17.878671,18.049622
48-2800301,,,,,,,,,,,,,,,,,,,0,0.455003,0.961646,1.332205,2.700654,3.129746,4.192679,4.539969,6.32799,7.208066,8.112778,10.199441,10.679920000000001,11.199905000000001,12.356506000000001,13.438394,13.725919000000001,14.102240000000002,14.426638000000002,14.789092000000002,15.010455000000002,15.762191000000001,16.346721000000002,16.822093000000002,17.079385000000002,17.405408,17.576359
49-2804454,,,,,,,,,,,,,,,,,,,,0,0.5066430000000001,0.877202,2.245651,2.6747430000000003,3.7376760000000004,4.0849660000000005,5.872987,6.753063,7.657775,9.744438,10.224917000000001,10.744902000000002,11.901503000000002,12.983391000000001,13.270916000000001,13.647237000000002,13.971635000000003,14.334089000000002,14.555452000000002,15.307188000000002,15.891718000000001,16.36709,16.624382,16.950405,17.121356
