순번_정류장ID,1-2801628,2-2801576,3-2801549,4-2801501,5-2801450,6-2804871,7-2801383,8-2801347,9-2801317,10-2801280,11-2801115,12-2801106,13-2801094,14-2801068,15-2801049,16-2801039,17-2801018,18-2801004,19-2800976,20-2806784,21-2800942,22-2800937,23-2800935,24-2800931,25-2800927,26-2800925,27-2800923,28-2800826,29-2800919,30-2800914,31-2800911,32-2800904,33-2800889,34-2800909,35-2800912,36-2806928,37-2800917,38-2805385,39-2800920,40-2806927,41-2806789,42-2806636
1-2801628,0,0.481224,0.693251,1.124897,1.6100050000000001,1.948604,2.317159,2.628937,2.955015,3.458345,4.021341,4.2634289999999995,4.643623,5.03338,5.285416000000001,5.505702,5.8257010000000005,6.085581,6.397265,6.848815,7.265445,7.590040999999999,7.801037999999999,8.004406,8.197396,8.448884999999999,9.039216999999999,9.303201,9.767387,10.186195,10.350394,10.887431,11.276496,12.095666,12.384001999999999,12.615091,13.243347,13.450362,13.735998,14.243292,14.796501000000001,14.903371000000002
2-2801576,,0,0.212027,0.643673,1.128781,1.46738,1.8359349999999999,2.147713,2.473791,2.977121,3.540117,3.782205,4.162399,4.552156,4.8041920000000005,5.024478,5.344477,5.604357,5.916041,6.367591,6.784221,7.108816999999999,7.319813999999999,7.523181999999999,7.716171999999999,7.967661,8.557993,8.821977,9.286163,9.704971,9.86917,10.406207,10.795272,11.614442,11.902778,12.133867,12.762123,12.969138000000001,13.254774000000001,13.762068000000001,14.315277000000002,14.422147000000002
3-2801549,,,0,0.43164600000000003,0.9167540000000001,1.255353,1.623908,1.935686,2.261764,2.765094,3.32809,3.570178,3.9503719999999998,4.340129,4.5921650000000005,4.812451,5.13245,5.39233,5.704014,6.155564,6.572194,6.896789999999999,7.107786999999999,7.311154999999999,7.504144999999999,7.755634,8.345965999999999,8.60995,9.074136,9.492944,9.657143,10.19418,10.583245,11.402415,11.690750999999999,11.92184,12.550096,12.757111,13.042747,13.550041,14.103250000000001,14.210120000000002
4-2801501,,,,0,0.485108,0.823707,1.192262,1.5040399999999998,1.830118,2.3334479999999997,2.896444,3.1385319999999997,3.5187259999999996,3.9084829999999995,4.160519,4.380805,4.700804,4.960684,5.272367999999999,5.723917999999999,6.140547999999999,6.465143999999999,6.6761409999999985,6.879508999999999,7.072498999999999,7.323987999999999,7.914319999999999,8.178303999999999,8.642489999999999,9.061297999999999,9.225496999999999,9.762533999999999,10.151599,10.970768999999999,11.259104999999998,11.490193999999999,12.11845,12.325465,12.611101,13.118395,13.671604,13.778474000000001
5-2801450,,,,,0,0.338599,0.7071540000000001,1.018932,1.34501,1.84834,2.4113360000000004,2.6534240000000002,3.033618,3.423375,3.675411,3.895697,4.215696,4.475576,4.78726,5.23881,5.65544,5.980035999999999,6.191032999999999,6.394400999999999,6.587390999999999,6.83888,7.429212,7.6931959999999995,8.157382,8.57619,8.740389,9.277426,9.666491,10.485661,10.773997,11.005086,11.633342,11.840357000000001,12.125993000000001,12.633287000000001,13.186496000000002,13.293366000000002
6-2804871,,,,,,0,0.368555,0.6803330000000001,1.0064110000000002,1.5097410000000002,2.072737,2.314825,2.695019,3.0847759999999997,3.3368119999999997,3.557098,3.877097,4.136977,4.4486609999999995,4.900211,5.316840999999999,5.641436999999999,5.852433999999999,6.055801999999999,6.248791999999999,6.500280999999999,7.090612999999999,7.354596999999999,7.818782999999999,8.237590999999998,8.401789999999998,8.938826999999998,9.327891999999999,10.147061999999998,10.435397999999998,10.666486999999998,11.294742999999999,11.501757999999999,11.787393999999999,12.294687999999999,12.847897,12.954767
7-2801383,,,,,,,0,0.311778,0.637856,1.141186,1.704182,1.9462700000000002,2.326464,2.716221,2.968257,3.188543,3.5085420000000003,3.768422,4.080106,4.531656,4.9482859999999995,5.272881999999999,5.483878999999999,5.687246999999999,5.880236999999999,6.131726,6.722058,6.986041999999999,7.450227999999999,7.8690359999999995,8.033235,8.570272,8.959337,9.778507,10.066842999999999,10.297932,10.926188,11.133203,11.418839,11.926133,12.479342,12.586212000000002
8-2801347,,,,,,,,0,0.32607800000000003,0.8294080000000001,1.3924040000000002,1.6344920000000003,2.014686,2.404443,2.656479,2.8767650000000002,3.1967640000000004,3.4566440000000003,3.7683280000000003,4.2198780000000005,4.636508,4.961104,5.172101,5.375469,5.568459,5.819948,6.41028,6.674264,7.13845,7.557258,7.721457,8.258494,8.647559000000001,9.466729,9.755065,9.986154,10.614410000000001,10.821425000000001,11.107061000000002,11.614355000000002,12.167564000000002,12.274434000000003
9-2801317,,,,,,,,,0,0.50333,1.066326,1.3084140000000002,1.6886080000000003,2.0783650000000002,2.330401,2.5506870000000004,2.8706860000000005,3.1305660000000004,3.4422500000000005,3.8938000000000006,4.31043,4.635026,4.846023,5.049391,5.242381,5.49387,6.084202,6.348186,6.812372,7.23118,7.395379,7.932416,8.321481,9.140651,9.428987,9.660076,10.288332,10.495347,10.780983,11.288277,11.841486000000002,11.948356000000002
10-2801280,,,,,,,,,,0,0.562996,0.805084,1.185278,1.5750350000000002,1.8270710000000001,2.0473570000000003,2.3673560000000005,2.6272360000000003,2.9389200000000004,3.3904700000000005,3.8071000000000006,4.131696000000001,4.342693000000001,4.546061000000001,4.739051000000001,4.990540000000001,5.580872000000001,5.844856000000001,6.309042000000001,6.727850000000001,6.892049000000001,7.429086000000001,7.818151,8.637321,8.925657,9.156746,9.785002,9.992017,10.277653,10.784947,11.338156000000001,11.445026000000002
