순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2804585,21-2804587,22-2804722,23-2804725,24-2804727,25-2803943,26-2803945,27-2803947,28-2803949,29-2803963,30-2803965,31-2803967,32-2803969,33-2803972,34-2803868,35-2803866,36-2803863,37-2803864
1-2800269,0,0.356205,0.924562,1.311193,1.551218,1.715384,1.9771450000000002,2.3670080000000002,2.9146650000000003,3.1204870000000002,3.393638,3.667208,4.354881,5.258456,5.418951,5.969111,6.671404,7.112706,8.291371,8.625003,8.920352,9.37746,9.853321999999999,10.328490999999998,10.855055999999998,11.437673999999998,11.754251999999997,12.364662999999997,12.804394999999996,13.390942999999996,13.734670999999997,14.372483999999996,14.655240999999997,15.018727999999996,15.457713999999996,15.659419999999995,16.287879999999994
2-2805488,,0,0.568357,0.954988,1.1950129999999999,1.359179,1.62094,2.010803,2.55846,2.764282,3.037433,3.311003,3.9986759999999997,4.902251,5.062746,5.612906,6.315199,6.756501,7.935166000000001,8.268798,8.564147,9.021255,9.497117,9.972285999999999,10.498850999999998,11.081468999999998,11.398046999999998,12.008457999999997,12.448189999999997,13.034737999999997,13.378465999999998,14.016278999999997,14.299035999999997,14.662522999999997,15.101508999999997,15.303214999999996,15.931674999999997
3-2807373,,,0,0.386631,0.626656,0.790822,1.052583,1.4424460000000001,1.990103,2.195925,2.469076,2.7426459999999997,3.430319,4.333894,4.494389,5.044549,5.746842,6.188144,7.366809,7.700441,7.9957899999999995,8.452898,8.928759999999999,9.403928999999998,9.930493999999998,10.513111999999998,10.829689999999998,11.440100999999997,11.879832999999996,12.466380999999997,12.810108999999997,13.447921999999997,13.730678999999997,14.094165999999996,14.533151999999996,14.734857999999996,15.363317999999996
4-2800272,,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.603472,1.809294,2.082445,2.3560149999999997,3.0436879999999995,3.9472629999999995,4.107758,4.657918,5.360211,5.801513,6.980178,7.31381,7.609159,8.066267,8.542129,9.017297999999998,9.543862999999998,10.126480999999998,10.443058999999998,11.053469999999997,11.493201999999997,12.079749999999997,12.423477999999998,13.061290999999997,13.344047999999997,13.707534999999996,14.146520999999996,14.348226999999996,14.976686999999997
5-2803582,,,,,0,0.164166,0.42592700000000006,0.81579,1.3634469999999999,1.5692689999999998,1.8424199999999997,2.1159899999999996,2.8036629999999994,3.7072379999999994,3.8677329999999994,4.417892999999999,5.1201859999999995,5.561488,6.740152999999999,7.073784999999999,7.369133999999999,7.826241999999999,8.302103999999998,8.777272999999997,9.303837999999997,9.886455999999997,10.203033999999997,10.813444999999996,11.253176999999996,11.839724999999996,12.183452999999997,12.821265999999996,13.104022999999996,13.467509999999995,13.906495999999995,14.108201999999995,14.736661999999995
6-2803603,,,,,,0,0.261761,0.651624,1.199281,1.405103,1.678254,1.9518239999999998,2.6394969999999995,3.5430719999999996,3.7035669999999996,4.253727,4.95602,5.397322,6.575987,6.909618999999999,7.204967999999999,7.662075999999999,8.137937999999998,8.613106999999998,9.139671999999997,9.722289999999997,10.038867999999997,10.649278999999996,11.089010999999996,11.675558999999996,12.019286999999997,12.657099999999996,12.939856999999996,13.303343999999996,13.742329999999995,13.944035999999995,14.572495999999996
7-2803602,,,,,,,0,0.389863,0.9375199999999999,1.1433419999999999,1.416493,1.6900629999999999,2.3777359999999996,3.2813109999999996,3.4418059999999997,3.9919659999999997,4.694259,5.135561,6.314226,6.647857999999999,6.943206999999999,7.400314999999999,7.876176999999999,8.351346,8.877911,9.460529,9.777106999999999,10.387517999999998,10.827249999999998,11.413797999999998,11.757525999999999,12.395338999999998,12.678095999999998,13.041582999999997,13.480568999999997,13.682274999999997,14.310734999999998
8-2800274,,,,,,,,0,0.547657,0.7534789999999999,1.02663,1.3001999999999998,1.9878729999999998,2.8914479999999996,3.0519429999999996,3.6021029999999996,4.304396,4.745698,5.924363,6.257994999999999,6.553343999999999,7.010451999999999,7.486313999999999,7.961482999999999,8.488048,9.070666,9.387243999999999,9.997654999999998,10.437386999999998,11.023934999999998,11.367662999999999,12.005475999999998,12.288232999999998,12.651719999999997,13.090705999999997,13.292411999999997,13.920871999999997
9-2803847,,,,,,,,,0,0.20582199999999998,0.478973,0.752543,1.440216,2.343791,2.504286,3.054446,3.756739,4.198041,5.376706,5.710338,6.005687,6.462795,6.938657,7.413826,7.940391,8.523009,8.839587,9.449997999999999,9.889729999999998,10.476277999999999,10.820006,11.457818999999999,11.740575999999999,12.104062999999998,12.543048999999998,12.744754999999998,13.373214999999998
10-2803599,,,,,,,,,,0,0.27315100000000003,0.546721,1.234394,2.137969,2.298464,2.848624,3.550917,3.992219,5.170884,5.504516,5.799865,6.2569729999999995,6.732835,7.208004,7.734569,8.317187,8.633765,9.244176,9.683907999999999,10.270456,10.614184,11.251997,11.534754,11.898240999999999,12.337226999999999,12.538932999999998,13.167392999999999
