순번_정류장ID,1-2802855,2-2801846,3-2801847,4-2801943,5-2801914,6-2801185,7-2801184,8-2801636,9-2801520,10-2801387,11-2801347,12-2801317,13-2803502,14-2807466,15-2803415,16-2803476,17-2807432,18-2805168,19-2805163,20-2805165,21-2803466,22-2803486,23-2803483
1-2802855,0,1.0476889999999999,1.9992219999999998,2.775099,4.25106,5.114304,5.774411,6.56061,7.823843,8.209775,8.535853000000001,14.283158,19.236178,25.130916999999997,27.555293999999996,28.665488999999997,29.161056,29.848336,30.25979,30.680543,32.559677,33.664346,35.570664
2-2801846,,0,0.951533,1.72741,3.2033709999999997,4.066615,4.726722,5.5129209999999995,6.776154,7.162086,7.488164,13.235469,18.188489,24.083228,26.507604999999998,27.6178,28.113367,28.800647,29.212101,29.632854000000002,31.511988000000002,32.616657000000004,34.522975
3-2801847,,,0,0.775877,2.2518380000000002,3.115082,3.775189,4.561388,5.8246210000000005,6.210553000000001,6.536631000000001,12.283936,17.236956,23.131695,25.556072,26.666267,27.161834000000002,27.849114000000004,28.260568000000003,28.681321000000004,30.560455000000005,31.665124000000006,33.571442000000005
4-2801943,,,,0,1.475961,2.339205,2.999312,3.785511,5.048744,5.4346760000000005,5.760754,11.508059,16.461078999999998,22.355818,24.780195,25.89039,26.385957,27.073237000000002,27.484691,27.905444000000003,29.784578000000003,30.889247000000005,32.795565
5-2801914,,,,,0,0.863244,1.523351,2.3095499999999998,3.572783,3.9587149999999998,4.284793,10.032098,14.985118,20.879857,23.304234,24.414429000000002,24.909996000000003,25.597276000000004,26.008730000000003,26.429483000000005,28.308617000000005,29.413286000000006,31.319604000000005
6-2801185,,,,,,0,0.660107,1.4463059999999999,2.709539,3.095471,3.4215489999999997,9.168854,14.121873999999998,20.016613,22.44099,23.551185,24.046752,24.734032000000003,25.145486000000002,25.566239000000003,27.445373000000004,28.550042000000005,30.456360000000004
7-2801184,,,,,,,0,0.786199,2.049432,2.435364,2.7614419999999997,8.508747,13.461766999999998,19.356505999999996,21.780882999999996,22.891077999999997,23.386644999999998,24.073925,24.485379,24.906132,26.785266,27.889935,29.796253
8-2801636,,,,,,,,0,1.263233,1.649165,1.975243,7.722548,12.675567999999998,18.570307,20.994684,22.104879,22.600446,23.287726000000003,23.699180000000002,24.119933000000003,25.999067000000004,27.103736000000005,29.010054000000004
9-2801520,,,,,,,,,0,0.385932,0.71201,6.459315,11.412334999999999,17.307074,19.731451,20.841646,21.337213000000002,22.024493000000003,22.435947000000002,22.856700000000004,24.735834000000004,25.840503000000005,27.746821000000004
10-2801387,,,,,,,,,,0,0.32607800000000003,6.073383,11.026402999999998,16.921141999999996,19.345518999999996,20.455713999999997,20.951280999999998,21.638561,22.050015,22.470768,24.349902,25.454571,27.360889
11-2801347,,,,,,,,,,,0,5.747305,10.700325,16.595064,19.019441,20.129636,20.625203000000003,21.312483000000004,21.723937000000003,22.144690000000004,24.023824000000005,25.128493000000006,27.034811000000005
12-2801317,,,,,,,,,,,,0,4.9530199999999995,10.847759,13.272136,14.382331,14.877898,15.565178,15.976631999999999,16.397385,18.276519,19.381188,21.287506
13-2803502,,,,,,,,,,,,,0,5.8947389999999995,8.319116,9.429310999999998,9.924877999999998,10.612157999999997,11.023611999999996,11.444364999999996,13.323498999999996,14.428167999999996,16.334485999999995
14-2807466,,,,,,,,,,,,,,0,2.4243770000000002,3.5345720000000003,4.030139,4.7174190000000005,5.1288730000000005,5.549626000000001,7.4287600000000005,8.533429,10.439747
15-2803415,,,,,,,,,,,,,,,0,1.110195,1.605762,2.293042,2.704496,3.1252489999999997,5.004383,6.109052,8.01537
16-2803476,,,,,,,,,,,,,,,,0,0.495567,1.182847,1.594301,2.015054,3.894188,4.998857,6.905175
17-2807432,,,,,,,,,,,,,,,,,0,0.68728,1.0987339999999999,1.5194869999999998,3.398621,4.50329,6.4096079999999995
18-2805168,,,,,,,,,,,,,,,,,,0,0.411454,0.8322069999999999,2.711341,3.8160100000000003,5.722328
19-2805163,,,,,,,,,,,,,,,,,,,0,0.420753,2.299887,3.4045560000000004,5.310874
20-2805165,,,,,,,,,,,,,,,,,,,,0,1.879134,2.983803,4.890121
21-2803466,,,,,,,,,,,,,,,,,,,,,0,1.1046690000000001,3.010987
22-2803486,,,,,,,,,,,,,,,,,,,,,,0,1.906318
23-2803483,,,,,,,,,,,,,,,,,,,,,,,0
