순번_정류장ID,29-2804062,30-2800299,31-2800293,32-2803938,33-2804530,34-2804532,35-2803935,36-2804070,37-2804545,38-2804546,39-2804068,40-2804542,41-2804538,42-2804536,43-2804065,44-2800296,45-2800298,46-2800301,47-2804454,48-2800294,49-2806305,50-2804529,51-2804056,52-2804604,53-2804598,54-2804053,55-2804051,56-2804596,57-2804050,58-2804594,59-2804047,60-2806409,61-2804592,62-2804044,63-2804590,64-2804042,65-2804040,66-2804038,67-2804036,68-2804033,69-2800268,70-2800264,71-2807245,72-2800262,73-2807367,74-2800265,75-2807368,76-2804602,77-2803580,78-2800263,79-2804528,80-2804527,81-2800270
29-2804062,0,0.7152229999999999,1.1460919999999999,2.00012,2.522217,2.926071,3.8847579999999997,4.424052,4.640795,5.033587,5.199987,5.553058,6.46935,6.978716,7.1956500000000005,8.228674,8.466652,9.798202999999999,10.271465999999998,10.726468999999998,11.233111999999998,11.603670999999999,12.972119999999999,13.401212,14.464144999999998,14.811434999999998,16.599455999999996,17.479531999999995,18.384243999999995,20.470906999999997,20.951385999999996,21.471370999999994,22.627971999999993,23.709859999999992,23.99738499999999,24.37370599999999,24.69810399999999,25.06055799999999,25.28192099999999,26.03365699999999,26.618186999999992,26.889480999999993,27.201797999999993,27.341046999999993,27.591728999999994,27.881553999999994,28.368272999999995,28.594709999999996,28.743877999999995,28.963888999999995,29.523558999999995,29.780850999999995,30.106873999999994
30-2800299,,0,0.43086899999999995,1.284897,1.806994,2.210848,3.1695349999999998,3.7088289999999997,3.925572,4.318364,4.484764,4.837835,5.754127,6.263493,6.480427000000001,7.513451000000001,7.751429000000001,9.082980000000001,9.556243,10.011246,10.517889,10.888448,12.256897,12.685989000000001,13.748922,14.096212,15.884233,16.764309,17.669021,19.755684000000002,20.236163,20.756148,21.912748999999998,22.994636999999997,23.282161999999996,23.658482999999997,23.982880999999995,24.345334999999995,24.566697999999995,25.318433999999996,25.902963999999997,26.174258,26.486575,26.625823999999998,26.876506,27.166331,27.65305,27.879487,28.028655,28.248666,28.808336,29.065628,29.391651
31-2800293,,,0,0.8540280000000001,1.376125,1.779979,2.7386660000000003,3.27796,3.4947030000000003,3.8874950000000004,4.053895000000001,4.406966000000001,5.323258000000001,5.832624000000001,6.049558000000001,7.082582000000001,7.320560000000001,8.652111000000001,9.125374,9.580377,10.08702,10.457579,11.826028,12.255120000000002,13.318053,13.665343,15.453364,16.33344,17.238152,19.324815,19.805294,20.325279,21.481879999999997,22.563767999999996,22.851292999999995,23.227613999999996,23.552011999999994,23.914465999999994,24.135828999999994,24.887564999999995,25.472094999999996,25.743388999999997,26.055705999999997,26.194954999999997,26.445636999999998,26.735462,27.222181,27.448618,27.597786,27.817797,28.377467,28.634759,28.960782
32-2803938,,,,0,0.522097,0.925951,1.884638,2.4239319999999998,2.640675,3.033467,3.199867,3.5529379999999997,4.46923,4.978596,5.19553,6.228554,6.466532,7.798083,8.271346,8.726348999999999,9.232992,9.603551,10.972,11.401092,12.464025,12.811314999999999,14.599336,15.479412,16.384124,18.470787,18.951266,19.471251,20.627851999999997,21.709739999999996,21.997264999999995,22.373585999999996,22.697983999999995,23.060437999999994,23.281800999999994,24.033536999999995,24.618066999999996,24.889360999999997,25.201677999999998,25.340926999999997,25.591609,25.881434,26.368153,26.59459,26.743758,26.963769,27.523439,27.780731,28.106754
33-2804530,,,,,0,0.403854,1.362541,1.901835,2.118578,2.51137,2.6777699999999998,3.0308409999999997,3.9471329999999996,4.456498999999999,4.673432999999999,5.7064569999999994,5.9444349999999995,7.275986,7.749249,8.204252,8.710895,9.081454,10.449903,10.878995000000002,11.941928,12.289218,14.077239,14.957315000000001,15.862027000000001,17.948690000000003,18.429169,18.949154,20.105755,21.187642999999998,21.475167999999996,21.851488999999997,22.175886999999996,22.538340999999996,22.759703999999996,23.511439999999997,24.095969999999998,24.367264,24.679581,24.81883,25.069512,25.359337,25.846056,26.072493,26.221661,26.441672,27.001342,27.258634,27.584657
34-2804532,,,,,,0,0.9586870000000001,1.497981,1.714724,2.107516,2.273916,2.6269869999999997,3.5432789999999996,4.052645,4.269579,5.302603,5.540581,6.872132000000001,7.345395000000001,7.800398,8.307041,8.6776,10.046049,10.475141,11.538074,11.885364,13.673385,14.553461,15.458173,17.544836,18.025315,18.545299999999997,19.701900999999996,20.783788999999995,21.071313999999994,21.447634999999995,21.772032999999993,22.134486999999993,22.355849999999993,23.107585999999994,23.692115999999995,23.963409999999996,24.275726999999996,24.414975999999996,24.665657999999997,24.955482999999997,25.442201999999998,25.668639,25.817807,26.037817999999998,26.597488,26.854779999999998,27.180802999999997
35-2803935,,,,,,,0,0.5392939999999999,0.756037,1.148829,1.315229,1.6683,2.584592,3.0939579999999998,3.310892,4.343916,4.581894,5.913445,6.3867080000000005,6.841711,7.3483540000000005,7.718913000000001,9.087362,9.516454000000001,10.579387,10.926677,12.714698,13.594774000000001,14.499486000000001,16.586149000000002,17.066628,17.586613,18.743214,19.825101999999998,20.112626999999996,20.488947999999997,20.813345999999996,21.175799999999995,21.397162999999995,22.148898999999997,22.733428999999997,23.004723,23.31704,23.456288999999998,23.706971,23.996796,24.483515,24.709952,24.85912,25.079131,25.638801,25.896093,26.222116
36-2804070,,,,,,,,0,0.216743,0.609535,0.775935,1.129006,2.045298,2.554664,2.771598,3.804622,4.0426,5.374151,5.8474140000000006,6.302417,6.809060000000001,7.179619000000001,8.548068,8.977160000000001,10.040093,10.387383,12.175404,13.055480000000001,13.960192000000001,16.046855,16.527334,17.047318999999998,18.203919999999997,19.285807999999996,19.573332999999995,19.949653999999995,20.274051999999994,20.636505999999994,20.857868999999994,21.609604999999995,22.194134999999996,22.465428999999997,22.777745999999997,22.916994999999996,23.167676999999998,23.457501999999998,23.944221,24.170658,24.319826,24.539837,25.099507,25.356799,25.682821999999998
37-2804545,,,,,,,,,0,0.39279200000000003,0.559192,0.912263,1.8285550000000002,2.337921,2.5548550000000003,3.587879,3.825857,5.157408,5.630671,6.085674,6.592317,6.9628760000000005,8.331325,8.760417,9.82335,10.170639999999999,11.958661,12.838737,13.743449,15.830112,16.310591,16.830575999999997,17.987176999999996,19.069064999999995,19.356589999999994,19.732910999999994,20.057308999999993,20.419762999999993,20.641125999999993,21.392861999999994,21.977391999999995,22.248685999999996,22.561002999999996,22.700251999999995,22.950933999999997,23.240758999999997,23.727477999999998,23.953915,24.103082999999998,24.323093999999998,24.882763999999998,25.140055999999998,25.466078999999997
38-2804546,,,,,,,,,,0,0.1664,0.519471,1.4357630000000001,1.945129,2.1620630000000003,3.195087,3.433065,4.764616,5.237879,5.692882,6.199525,6.5700840000000005,7.9385330000000005,8.367625,9.430558,9.777847999999999,11.565869,12.445945,13.350657,15.43732,15.917799,16.437784,17.594385,18.676273,18.963797999999997,19.340118999999998,19.664516999999996,20.026970999999996,20.248333999999996,21.000069999999997,21.5846,21.855894,22.168211,22.30746,22.558142,22.847967,23.334686,23.561123000000002,23.710291,23.930302,24.489972,24.747264,25.073287
39-2804068,,,,,,,,,,,0,0.353071,1.269363,1.778729,1.995663,3.0286869999999997,3.2666649999999997,4.598216,5.071479,5.526482,6.033125,6.403684,7.772133,8.201225,9.264158,9.611448,11.399469,12.279545,13.184257,15.27092,15.751399000000001,16.271384,17.427985,18.509873,18.797397999999998,19.173719,19.498116999999997,19.860570999999997,20.081933999999997,20.833669999999998,21.4182,21.689494,22.001811,22.14106,22.391742,22.681567,23.168286000000002,23.394723000000003,23.543891000000002,23.763902,24.323572000000002,24.580864000000002,24.906887
40-2804542,,,,,,,,,,,,0,0.916292,1.4256579999999999,1.6425919999999998,2.6756159999999998,2.913594,4.245145,4.718408,5.173411,5.680054,6.050613,7.419062,7.848154,8.911087,9.258377,11.046398,11.926474,12.831186,14.917849,15.398328000000001,15.918313000000001,17.074914,18.156802,18.444326999999998,18.820648,19.145045999999997,19.507499999999997,19.728862999999997,20.480598999999998,21.065129,21.336423,21.64874,21.787989,22.038671,22.328496,22.815215000000002,23.041652000000003,23.190820000000002,23.410831,23.970501000000002,24.227793000000002,24.553816
