순번_정류장ID,83-2800505,84-2805797,85-2800504,86-2800510,87-2800512,88-2800521,89-2800524,90-2800548,91-2800553,92-2800566,93-2800580,94-2800587,95-2805740,96-2800596,97-2806215,98-2807267,99-2804912,100-2800626,101-2800637,102-2800647,103-2800666,104-2800678,105-2800688,106-2805582,107-2800715,108-2800727,109-2800723,110-2800745,111-2800759,112-2800776,113-2800796,114-2800813,115-2803049,116-2802654,117-2807098,118-2802671,119-2802630,120-2803042,121-2803043,122-2805595,123-2803123,124-2803131,125-2803137,126-2805441,127-2802629,128-2802719,129-2802709,130-2802718,131-2802712,132-2802708,133-2802731,134-2802755,135-2802776,136-2802813,137-2802854,138-2802865,139-2802876,140-2802880,141-2802890,142-2802893,143-2802896,144-2805500,145-2802634,146-2802843,147-2802804,148-2802810,149-2802859,150-2803287,151-2803294,152-2803308,153-2807102,154-2806071,155-2805983,156-2807033,157-2806177,158-2807454,159-2807455,160-2807484,161-2806157,162-2806176
83-2800505,0,1.1099729999999999,1.3192609999999998,1.5824949999999998,1.9306739999999998,2.3789789999999997,2.6422099999999995,3.4984149999999996,3.6296989999999996,4.030689,4.568016,4.902629,6.3749780000000005,6.5997900000000005,7.270008000000001,7.851800000000001,8.049605000000001,8.252016000000001,8.545775,8.798831000000002,9.097784,9.567498,10.005700000000001,10.208739000000001,10.37883,10.678685000000002,10.958578000000001,11.296590000000002,11.490719000000002,11.881627000000002,12.270785000000002,13.166554000000001,13.521281000000002,13.809498000000001,14.523104000000002,14.783316000000001,15.202954000000002,15.568880000000002,15.933651000000001,16.244998000000002,16.442687000000003,16.747936000000003,16.977822000000003,17.209223000000005,17.619300000000006,17.880379000000005,18.178317000000003,19.308763000000003,19.529657000000004,20.106274000000003,20.474364,20.729719000000003,21.132689000000003,21.599285000000002,21.993401000000002,22.288959000000002,22.704228,23.037027000000002,23.281010000000002,23.602514000000003,23.952220000000004,24.469802000000005,24.960575000000006,25.307124000000005,25.934624000000007,26.240486000000008,26.84837900000001,27.567045000000007,28.164113000000008,28.63231500000001,29.27564000000001,29.84416000000001,30.38363700000001,30.65742900000001,31.37136800000001,34.22507300000001,34.72354700000001,35.27692100000001,38.47301200000001,39.42313500000001
84-2805797,,0,0.209288,0.472522,0.820701,1.269006,1.532237,2.388442,2.519726,2.920716,3.458043,3.792656,5.265005,5.489817,6.160035000000001,6.741827000000001,6.9396320000000005,7.142043,7.435802,7.688858,7.987811,8.457525,8.895727,9.098766000000001,9.268857,9.568712000000001,9.848605000000001,10.186617000000002,10.380746000000002,10.771654000000002,11.160812000000002,12.056581000000001,12.411308000000002,12.699525000000001,13.413131000000002,13.673343000000001,14.092981000000002,14.458907000000002,14.823678000000001,15.135025,15.332714000000001,15.637963000000001,15.867849000000001,16.09925,16.509327000000003,16.770406,17.068344,18.19879,18.419684,18.996301,19.364390999999998,19.619746,20.022716,20.489311999999998,20.883428,21.178986,21.594254999999997,21.927054,22.171037,22.492541,22.842247,23.359829,23.850602000000002,24.197151,24.824651000000003,25.130513000000004,25.738406000000005,26.457072000000004,27.054140000000004,27.522342000000005,28.165667000000006,28.734187000000006,29.273664000000007,29.547456000000007,30.261395000000007,33.115100000000005,33.61357400000001,34.166948000000005,37.36303900000001,38.313162000000005
85-2800504,,,0,0.263234,0.611413,1.059718,1.322949,2.1791539999999996,2.3104379999999995,2.7114279999999997,3.2487549999999996,3.5833679999999997,5.055717,5.280529,5.950747,6.532539,6.730344,6.932754999999999,7.226513999999999,7.479569999999999,7.778522999999999,8.248237,8.686439,8.889478,9.059569,9.359424,9.639317,9.977329000000001,10.171458000000001,10.562366,10.951524000000001,11.847293,12.202020000000001,12.490237,13.203843,13.464055,13.883693000000001,14.249619000000001,14.61439,14.925737,15.123426,15.428675,15.658561,15.889962,16.300039,16.561118,16.859056,17.989501999999998,18.210396,18.787012999999998,19.155102999999997,19.410458,19.813428,20.280023999999997,20.674139999999998,20.969697999999998,21.384966999999996,21.717765999999997,21.961748999999998,22.283253,22.632959,23.150541,23.641314,23.987863,24.615363000000002,24.921225000000003,25.529118000000004,26.247784000000003,26.844852000000003,27.313054000000005,27.956379000000005,28.524899000000005,29.064376000000006,29.338168000000007,30.052107000000007,32.905812000000005,33.404286000000006,33.957660000000004,37.15375100000001,38.103874000000005
86-2800510,,,,0,0.348179,0.796484,1.059715,1.9159199999999998,2.047204,2.448194,2.985521,3.320134,4.792483,5.017295,5.687513,6.269305,6.46711,6.669521,6.963279999999999,7.216335999999999,7.515288999999999,7.985002999999999,8.423205,8.626244,8.796335,9.09619,9.376083,9.714095,9.908224,10.299132,10.68829,11.584059,11.938786,12.227003,12.940609,13.200821,13.620459,13.986385,14.351156,14.662503,14.860192,15.165441,15.395327,15.626728,16.036805,16.297884,16.595822,17.726267999999997,17.947162,18.523778999999998,18.891868999999996,19.147223999999998,19.550193999999998,20.016789999999997,20.410905999999997,20.706463999999997,21.121732999999995,21.454531999999997,21.698514999999997,22.020018999999998,22.369725,22.887307,23.37808,23.724629,24.352129,24.657991000000003,25.265884000000003,25.984550000000002,26.581618000000002,27.049820000000004,27.693145000000005,28.261665000000004,28.801142000000006,29.074934000000006,29.788873000000006,32.64257800000001,33.14105200000001,33.69442600000001,36.89051700000001,37.84064000000001
87-2800512,,,,,0,0.448305,0.711536,1.5677409999999998,1.6990249999999998,2.100015,2.637342,2.971955,4.444304,4.669116,5.339334,5.921126,6.118931,6.321342,6.615100999999999,6.868156999999999,7.167109999999999,7.636823999999999,8.075026,8.278065,8.448155999999999,8.748011,9.027904,9.365915999999999,9.560044999999999,9.950952999999998,10.340110999999998,11.235879999999998,11.590606999999999,11.878823999999998,12.592429999999998,12.852641999999998,13.272279999999999,13.638205999999998,14.002976999999998,14.314323999999997,14.512012999999998,14.817261999999998,15.047147999999998,15.278548999999998,15.688625999999998,15.949704999999998,16.247642999999997,17.378088999999996,17.598982999999997,18.175599999999996,18.543689999999994,18.799044999999996,19.202014999999996,19.668610999999995,20.062726999999995,20.358284999999995,20.773553999999994,21.106352999999995,21.350335999999995,21.671839999999996,22.021545999999997,22.539127999999998,23.029901,23.37645,24.00395,24.309812,24.917705,25.636371,26.233439,26.701641000000002,27.344966000000003,27.913486000000002,28.452963000000004,28.726755000000004,29.440694000000004,32.294399000000006,32.79287300000001,33.346247000000005,36.54233800000001,37.492461000000006
88-2800521,,,,,,0,0.263231,1.1194359999999999,1.2507199999999998,1.6517099999999998,2.189037,2.52365,3.995999,4.220810999999999,4.891029,5.472821,5.6706259999999995,5.873036999999999,6.166795999999999,6.419851999999999,6.718804999999999,7.1885189999999985,7.626720999999999,7.829759999999999,7.999851,8.299706,8.579599,8.917611,9.111740000000001,9.502648,9.891806,10.787575,11.142302,11.430519,12.144125,12.404337,12.823975,13.189901,13.554672,13.866019,14.063708,14.368957,14.598843,14.830244,15.240321,15.5014,15.799338,16.929784,17.150678000000003,17.727295,18.095385,18.350740000000002,18.75371,19.220306,19.614422,19.90998,20.325249,20.658048,20.902031,21.223535000000002,21.573241000000003,22.090823000000004,22.581596000000005,22.928145000000004,23.555645000000005,23.861507000000007,24.469400000000007,25.188066000000006,25.785134000000006,26.253336000000008,26.89666100000001,27.46518100000001,28.00465800000001,28.27845000000001,28.99238900000001,31.846094000000008,32.34456800000001,32.89794200000001,36.09403300000001,37.04415600000001
89-2800524,,,,,,,0,0.8562049999999999,0.9874889999999998,1.3884789999999998,1.9258059999999997,2.2604189999999997,3.7327679999999996,3.9575799999999997,4.627797999999999,5.2095899999999995,5.407394999999999,5.609805999999999,5.903564999999999,6.156620999999999,6.455573999999999,6.925287999999998,7.363489999999999,7.566528999999999,7.736619999999999,8.036475,8.316367999999999,8.65438,8.848509,9.239417,9.628575,10.524344,10.879071,11.167288,11.880894,12.141105999999999,12.560744,12.92667,13.291440999999999,13.602787999999999,13.800476999999999,14.105725999999999,14.335612,14.567013,14.977089999999999,15.238169,15.536107,16.666553,16.887447,17.464064,17.832154,18.087509,18.490479,18.957075,19.351191,19.646749,20.062018,20.394817,20.6388,20.960304,21.310010000000002,21.827592000000003,22.318365000000004,22.664914000000003,23.292414000000004,23.598276000000006,24.206169000000006,24.924835000000005,25.521903000000005,25.990105000000007,26.633430000000008,27.201950000000007,27.74142700000001,28.01521900000001,28.72915800000001,31.58286300000001,32.08133700000001,32.63471100000001,35.83080200000001,36.78092500000001
90-2800548,,,,,,,,0,0.13128399999999998,0.532274,1.069601,1.404214,2.876563,3.101375,3.771593,4.353385,4.55119,4.753601,5.047359999999999,5.300415999999999,5.599368999999999,6.069082999999999,6.5072849999999995,6.710324,6.880415,7.18027,7.4601630000000005,7.7981750000000005,7.992304000000001,8.383212,8.77237,9.668139,10.022866,10.311083,11.024689,11.284901,11.704539,12.070465,12.435236,12.746583,12.944272,13.249521,13.479407,13.710808,14.120885,14.381964,14.679902,15.810348,16.031242,16.607858999999998,16.975948999999996,17.231303999999998,17.634273999999998,18.100869999999997,18.494985999999997,18.790543999999997,19.205812999999996,19.538611999999997,19.782594999999997,20.104098999999998,20.453805,20.971387,21.46216,21.808709,22.436209,22.742071000000003,23.349964000000003,24.068630000000002,24.665698000000003,25.133900000000004,25.777225000000005,26.345745000000004,26.885222000000006,27.159014000000006,27.872953000000006,30.726658000000008,31.22513200000001,31.77850600000001,34.97459700000001,35.92472000000001
91-2800553,,,,,,,,,0,0.40099,0.9383170000000001,1.2729300000000001,2.745279,2.970091,3.6403090000000002,4.222101,4.419906,4.622317,4.9160759999999994,5.169131999999999,5.468084999999999,5.937798999999999,6.376001,6.57904,6.749131,7.048986,7.328879000000001,7.666891000000001,7.861020000000001,8.251928000000001,8.641086000000001,9.536855000000001,9.891582000000001,10.179799000000001,10.893405000000001,11.153617,11.573255000000001,11.939181000000001,12.303952,12.615299,12.812988,13.118237,13.348123000000001,13.579524000000001,13.989601,14.250680000000001,14.548618000000001,15.679064,15.899958,16.476575,16.844665,17.10002,17.50299,17.969586,18.363702,18.65926,19.074529,19.407328,19.651311,19.972815,20.322521000000002,20.840103000000003,21.330876000000004,21.677425000000003,22.304925000000004,22.610787000000006,23.218680000000006,23.937346000000005,24.534414000000005,25.002616000000007,25.645941000000008,26.214461000000007,26.75393800000001,27.02773000000001,27.74166900000001,30.595374000000007,31.09384800000001,31.64722200000001,34.84331300000001,35.79343600000001
92-2800566,,,,,,,,,,0,0.537327,0.8719399999999999,2.344289,2.569101,3.239319,3.821111,4.018916,4.221327,4.515085999999999,4.768141999999999,5.067094999999999,5.536808999999999,5.975010999999999,6.17805,6.348141,6.647996,6.927889,7.265901,7.460030000000001,7.850938,8.240096,9.135864999999999,9.490592,9.778808999999999,10.492415,10.752626999999999,11.172265,11.538191,11.902961999999999,12.214308999999998,12.411997999999999,12.717246999999999,12.947133,13.178533999999999,13.588610999999998,13.849689999999999,14.147628,15.278073999999998,15.498967999999998,16.075584999999997,16.443674999999995,16.699029999999997,17.101999999999997,17.568595999999996,17.962711999999996,18.258269999999996,18.673538999999995,19.006337999999996,19.250320999999996,19.571824999999997,19.921530999999998,20.439113,20.929886,21.276435,21.903935,22.209797000000002,22.817690000000002,23.536356,24.133424,24.601626000000003,25.244951000000004,25.813471000000003,26.352948000000005,26.626740000000005,27.340679000000005,30.194384000000007,30.692858000000008,31.24623200000001,34.44232300000001,35.39244600000001
