순번_정류장ID,53-2803132,54-2803135,55-2803124,56-2805595,57-2803123,58-2803131,59-2803137,60-2805441,61-2802629,62-2802719,63-2802709,64-2802703,65-2802693,66-2802688,67-2802684,68-2802681,69-2802676,70-2802670,71-2802023,72-2801985,73-2801806,74-2801954,75-2801957,76-2801963,77-2801978,78-2801975,79-2801972,80-2801991,81-2802003,82-2802033,83-2802057,84-2802105,85-2802127,86-2802109,87-2802087,88-2804799,89-2802048,90-2801823,91-2802110,92-2801894,93-2801896,94-2801893,95-2806425,96-2801852,97-2806772,98-2806513,99-2807111,100-2806771,101-2806429,102-2805649,103-2805906,104-2806422
53-2803132,0,0.33958299999999997,0.719463,0.917152,1.222401,1.452287,1.683688,2.0937650000000003,2.3548440000000004,2.652782,3.1415490000000004,3.5400820000000004,3.7707930000000003,4.0107800000000005,4.210807000000001,4.500343000000001,4.987757000000001,5.469598000000001,5.936188000000001,6.175224000000002,6.705279000000002,7.178226000000002,7.466669000000002,8.003313000000002,8.387719000000002,8.709116000000002,9.162262000000002,9.582917000000002,10.113896000000002,10.256812000000002,10.631580000000001,11.407562000000002,11.730837000000003,11.936124000000003,12.234590000000003,12.621619000000003,13.127743000000002,13.456080000000002,13.658558000000001,13.874335,14.189630000000001,14.479326,14.668254000000001,15.081397,15.177208,15.469823,15.855526,16.225096999999998,16.896534999999997,17.595056999999997,17.927844999999998,18.258954999999997
54-2803135,,0,0.37988,0.577569,0.882818,1.112704,1.3441049999999999,1.754182,2.0152609999999997,2.313199,2.801966,3.200499,3.43121,3.6711970000000003,3.871224,4.16076,4.648174,5.130015,5.596605,5.835641000000001,6.365696000000001,6.838643000000001,7.127086000000001,7.663730000000001,8.048136000000001,8.369533,8.822679,9.243334,9.774313000000001,9.917229,10.291997,11.067979000000001,11.391254000000002,11.596541000000002,11.895007000000001,12.282036000000002,12.788160000000001,13.116497,13.318975,13.534752,13.850047,14.139743,14.328671,14.741814,14.837625,15.130239999999999,15.515942999999998,15.885513999999999,16.556952,17.255474,17.588262,17.919372
55-2803124,,,0,0.197689,0.502938,0.732824,0.9642250000000001,1.3743020000000001,1.6353810000000002,1.9333190000000002,2.422086,2.820619,3.05133,3.2913170000000003,3.4913440000000002,3.7808800000000002,4.268294,4.750135,5.216725,5.455761000000001,5.985816000000001,6.458763000000001,6.747206000000001,7.283850000000001,7.668256000000001,7.9896530000000014,8.442799,8.863454,9.394433000000001,9.537349,9.912117,10.688099000000001,11.011374000000002,11.216661000000002,11.515127000000001,11.902156000000002,12.408280000000001,12.736617,12.939095,13.154872,13.470167,13.759863,13.948791,14.361934,14.457745,14.750359999999999,15.136062999999998,15.505633999999999,16.177072,16.875594,17.208382,17.539492
56-2805595,,,,0,0.305249,0.535135,0.7665360000000001,1.1766130000000001,1.4376920000000002,1.7356300000000002,2.224397,2.62293,2.853641,3.0936280000000003,3.293655,3.5831910000000002,4.0706050000000005,4.552446000000001,5.019036000000001,5.258072,5.788127,6.261074000000001,6.549517000000001,7.086161000000001,7.470567000000001,7.791964000000001,8.24511,8.665765,9.196744,9.33966,9.714428,10.49041,10.813685000000001,11.018972000000002,11.317438000000001,11.704467000000001,12.210591,12.538928,12.741406,12.957182999999999,13.272478,13.562173999999999,13.751102,14.164245,14.260055999999999,14.552670999999998,14.938373999999998,15.307944999999998,15.979382999999999,16.677905,17.010693,17.341803
57-2803123,,,,,0,0.229886,0.461287,0.871364,1.132443,1.4303810000000001,1.919148,2.317681,2.5483919999999998,2.788379,2.988406,3.277942,3.7653559999999997,4.247197,4.713787,4.952823,5.482878,5.955825000000001,6.244268000000001,6.780912000000001,7.165318000000001,7.486715000000001,7.939861000000001,8.360516,8.891495,9.034411,9.409179,10.185161,10.508436000000001,10.713723000000002,11.012189000000001,11.399218000000001,11.905342000000001,12.233679,12.436157,12.651933999999999,12.967229,13.256924999999999,13.445853,13.858996,13.954806999999999,14.247421999999998,14.633124999999998,15.002695999999998,15.674133999999999,16.372656,16.705444,17.036554
58-2803131,,,,,,0,0.23140100000000002,0.641478,0.902557,1.200495,1.689262,2.087795,2.3185059999999997,2.558493,2.75852,3.048056,3.53547,4.017311,4.483901,4.722937,5.252992,5.725939,6.014382,6.551026,6.9354320000000005,7.256829000000001,7.709975000000001,8.13063,8.661609,8.804525,9.179293,9.955275,10.278550000000001,10.483837000000001,10.782303,11.169332,11.675456,12.003793,12.206271,12.422047999999998,12.737343,13.027038999999998,13.215967,13.629109999999999,13.724920999999998,14.017535999999998,14.403238999999997,14.772809999999998,15.444247999999998,16.14277,16.475558,16.806668
59-2803137,,,,,,,0,0.410077,0.6711560000000001,0.9690940000000001,1.457861,1.856394,2.087105,2.3270920000000004,2.5271190000000003,2.8166550000000004,3.304069,3.7859100000000003,4.2525,4.491536,5.021591,5.494538,5.782981,6.319625,6.7040310000000005,7.025428000000001,7.478574000000001,7.899229000000001,8.430208,8.573124,8.947892,9.723873999999999,10.047149,10.252436,10.550901999999999,10.937930999999999,11.444054999999999,11.772391999999998,11.974869999999997,12.190646999999997,12.505941999999997,12.795637999999997,12.984565999999997,13.397708999999997,13.493519999999997,13.786134999999996,14.171837999999996,14.541408999999996,15.212846999999996,15.911368999999997,16.244156999999998,16.575266999999997
60-2805441,,,,,,,,0,0.261079,0.5590170000000001,1.047784,1.446317,1.677028,1.917015,2.117042,2.406578,2.893992,3.375833,3.842423,4.081459000000001,4.611514000000001,5.084461000000001,5.372904000000001,5.909548000000001,6.293954000000001,6.615351000000001,7.068497000000002,7.489152000000002,8.020131000000001,8.163047,8.537815,9.313797000000001,9.637072000000002,9.842359000000002,10.140825000000001,10.527854000000001,11.033978000000001,11.362315,11.564793,11.780569999999999,12.095865,12.385561,12.574489,12.987632,13.083442999999999,13.376057999999999,13.761760999999998,14.131331999999999,14.802769999999999,15.501292,15.83408,16.16519
61-2802629,,,,,,,,,0,0.29793800000000004,0.786705,1.185238,1.415949,1.6559359999999999,1.8559629999999998,2.145499,2.6329130000000003,3.1147540000000005,3.5813440000000005,3.8203800000000006,4.350435000000001,4.8233820000000005,5.1118250000000005,5.648469,6.032875000000001,6.354272000000001,6.807418000000001,7.228073000000001,7.759052000000001,7.901968000000001,8.276736000000001,9.052718000000002,9.375993000000003,9.581280000000003,9.879746000000003,10.266775000000003,10.772899000000002,11.101236000000002,11.303714000000001,11.519491,11.834786000000001,12.124482,12.313410000000001,12.726553000000001,12.822364,13.114979,13.500682,13.870253,14.541691,15.240213,15.573001000000001,15.904111000000002
62-2802719,,,,,,,,,,0,0.488767,0.8873,1.118011,1.357998,1.558025,1.847561,2.334975,2.816816,3.2834060000000003,3.5224420000000003,4.052497000000001,4.525444,4.813887,5.350531,5.734937,6.0563340000000006,6.509480000000001,6.930135000000001,7.461114000000001,7.604030000000001,7.978798000000001,8.75478,9.078055,9.283342000000001,9.581808,9.968837,10.474961,10.803298,11.005776,11.221552999999998,11.536847999999999,11.826543999999998,12.015471999999999,12.428614999999999,12.524425999999998,12.817040999999998,13.202743999999997,13.572314999999998,14.243752999999998,14.942274999999999,15.275063,15.606173
