순번_정류장ID,1-2806577,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2804336,8-2804260,9-2807394,10-2804761,11-2804759,12-2804258,13-2804256,14-2806229,15-2804245,16-2804774,17-2804243,18-2804242,19-2806329,20-2804240,21-2807613,22-2807609,23-2807611,24-2803709
1-2806577,0,0.816361,1.087655,1.399972,1.539221,1.789903,2.13494,2.213247,2.4453,2.696593,2.966939,3.437347,3.926085,4.20234,4.779653000000001,6.137728000000001,7.063409000000001,7.914890000000001,8.460049000000001,8.915116000000001,9.518676000000001,10.882322,11.508700000000001,12.125566000000001
2-2800268,,0,0.271294,0.583611,0.7228600000000001,0.9735420000000001,1.3185790000000002,1.396886,1.6289390000000001,1.8802320000000001,2.1505780000000003,2.6209860000000003,3.1097240000000004,3.3859790000000003,3.963292,5.321367,6.247048,7.098529,7.643688,8.098755,8.702315,10.065961,10.692339,11.309205
3-2800264,,,0,0.312317,0.451566,0.702248,1.047285,1.125592,1.357645,1.608938,1.879284,2.349692,2.8384300000000002,3.114685,3.691998,5.050072999999999,5.975753999999999,6.827234999999999,7.372393999999999,7.827460999999999,8.431021,9.794666999999999,10.421045,11.037911
4-2807245,,,,0,0.139249,0.389931,0.7349680000000001,0.8132750000000001,1.045328,1.296621,1.566967,2.037375,2.526113,2.802368,3.3796809999999997,4.737755999999999,5.663436999999999,6.514917999999999,7.060076999999999,7.5151439999999985,8.118704,9.482349999999999,10.108728,10.725594
5-2800262,,,,,0,0.250682,0.595719,0.674026,0.9060790000000001,1.157372,1.427718,1.898126,2.386864,2.663119,3.240432,4.598507,5.524188,6.375668999999999,6.920827999999999,7.375894999999999,7.979454999999999,9.343100999999999,9.969479,10.586345
6-2807367,,,,,,0,0.345037,0.423344,0.655397,0.90669,1.177036,1.647444,2.136182,2.4124369999999997,2.98975,4.347825,5.273506,6.124987,6.670146,7.125213,7.7287729999999994,9.092419,9.718797,10.335663
7-2804336,,,,,,,0,0.078307,0.31036,0.561653,0.8319989999999999,1.3024069999999999,1.7911449999999998,2.0673999999999997,2.6447129999999994,4.002787999999999,4.928468999999999,5.779949999999999,6.3251089999999985,6.780175999999998,7.383735999999998,8.747381999999998,9.373759999999999,9.990625999999999
8-2804260,,,,,,,,0,0.232053,0.483346,0.753692,1.2241,1.712838,1.989093,2.5664059999999997,3.9244809999999997,4.850161999999999,5.701642999999999,6.246801999999999,6.7018689999999985,7.305428999999998,8.669074999999998,9.295452999999998,9.912318999999998
9-2807394,,,,,,,,,0,0.251293,0.521639,0.9920469999999999,1.480785,1.75704,2.334353,3.692428,4.6181090000000005,5.46959,6.014749,6.469816,7.073376,8.437021999999999,9.0634,9.680266
10-2804761,,,,,,,,,,0,0.27034600000000003,0.740754,1.229492,1.505747,2.0830599999999997,3.4411349999999996,4.366816,5.218297,5.763456,6.218522999999999,6.822082999999999,8.185728999999998,8.812107,9.428973
11-2804759,,,,,,,,,,,0,0.470408,0.959146,1.235401,1.812714,3.170789,4.09647,4.947951,5.49311,5.948176999999999,6.551736999999999,7.915382999999999,8.541761,9.158627
12-2804258,,,,,,,,,,,,0,0.488738,0.764993,1.342306,2.700381,3.626062,4.477543,5.022702,5.4777689999999994,6.081328999999999,7.4449749999999995,8.071353,8.688219
13-2804256,,,,,,,,,,,,,0,0.27625500000000003,0.853568,2.211643,3.137324,3.988805,4.533964,4.989031,5.592591,6.956237,7.582615,8.199481
14-2806229,,,,,,,,,,,,,,0,0.577313,1.9353879999999999,2.8610689999999996,3.7125499999999994,4.257708999999999,4.712775999999999,5.316335999999999,6.679981999999999,7.306359999999999,7.923225999999999
15-2804245,,,,,,,,,,,,,,,0,1.358075,2.283756,3.135237,3.680396,4.135463,4.7390229999999995,6.102669,6.729047,7.3459129999999995
16-2804774,,,,,,,,,,,,,,,,0,0.925681,1.777162,2.322321,2.777388,3.380948,4.744594,5.370972,5.987838
17-2804243,,,,,,,,,,,,,,,,,0,0.8514809999999999,1.39664,1.8517070000000002,2.455267,3.8189130000000002,4.445291,5.062157
18-2804242,,,,,,,,,,,,,,,,,,0,0.5451590000000001,1.000226,1.603786,2.9674319999999996,3.5938099999999995,4.210675999999999
19-2806329,,,,,,,,,,,,,,,,,,,0,0.455067,1.058627,2.4222729999999997,3.0486509999999996,3.6655169999999995
20-2804240,,,,,,,,,,,,,,,,,,,,0,0.60356,1.967206,2.593584,3.21045
21-2807613,,,,,,,,,,,,,,,,,,,,,0,1.363646,1.990024,2.60689
22-2807609,,,,,,,,,,,,,,,,,,,,,,0,0.626378,1.243244
23-2807611,,,,,,,,,,,,,,,,,,,,,,,0,0.616866
24-2803709,,,,,,,,,,,,,,,,,,,,,,,,0
