순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2804748,5-2804750,6-2804752,7-2803916,8-2806319,9-2807398,10-2807397,11-2804763,12-2804591,13-2804762,14-2806393,15-2806336,16-2803920,17-2804766,18-2806338,19-2803922,20-2804771,21-2807393,22-2803924,23-2807390,24-2800260,25-2800275,26-2804713,27-2803598,28-2803600,29-2800273,30-2803601,31-2804331,32-2803581,33-2800271,34-2805489,35-2807150,36-2804581,37-2804582,38-2800267,39-2804032
1-2800269,0,0.41885600000000006,0.775061,1.216895,1.5456320000000001,2.037382,2.242403,2.677857,3.12398,3.546897,4.042789,4.697321,5.071192,5.321545,5.892971,6.1518500000000005,6.391672000000001,6.700541,7.00493,7.2598709999999995,7.632377,7.917719,8.183665,8.380127,8.612855,8.938533999999999,9.116677999999999,9.627813999999999,10.070742999999998,10.273352,10.454968,10.709287999999999,11.19062,11.69755,12.061798999999999,12.402733999999999,12.703986999999998,13.064174999999999,13.7029
2-2805488,,0,0.356205,0.7980389999999999,1.126776,1.6185260000000001,1.823547,2.259001,2.705124,3.128041,3.623933,4.278465,4.652336,4.9026890000000005,5.474115,5.732994000000001,5.972816000000001,6.281685,6.586074,6.841015,7.213521,7.498863,7.764809,7.961271,8.193999,8.519677999999999,8.697821999999999,9.208957999999999,9.651886999999999,9.854496,10.036112,10.290432,10.771764,11.278694,11.642942999999999,11.983877999999999,12.285131,12.645319,13.284044000000002
3-2807373,,,0,0.441834,0.770571,1.262321,1.467342,1.902796,2.348919,2.771836,3.267728,3.92226,4.296131,4.5464839999999995,5.117909999999999,5.376789,5.616611,5.925479999999999,6.229868999999999,6.484809999999999,6.857315999999999,7.142657999999999,7.408603999999999,7.605065999999999,7.837793999999999,8.163472999999998,8.341616999999998,8.852752999999998,9.295681999999998,9.498290999999998,9.679906999999998,9.934226999999998,10.415558999999998,10.922488999999999,11.286737999999998,11.627672999999998,11.928925999999997,12.289113999999998,12.927838999999999
4-2804748,,,,0,0.328737,0.820487,1.0255079999999999,1.4609619999999999,1.907085,2.330002,2.825894,3.480426,3.854297,4.1046499999999995,4.676075999999999,4.9349549999999995,5.174777,5.483645999999999,5.788034999999999,6.042975999999999,6.415481999999999,6.700823999999999,6.966769999999999,7.163231999999999,7.395959999999999,7.721638999999999,7.8997829999999984,8.410918999999998,8.853847999999997,9.056456999999998,9.238072999999998,9.492392999999998,9.973724999999998,10.480654999999999,10.844903999999998,11.185838999999998,11.487091999999997,11.847279999999998,12.486004999999999
5-2804750,,,,,0,0.49175,0.696771,1.132225,1.578348,2.001265,2.497157,3.151689,3.52556,3.775913,4.347339,4.606218,4.84604,5.154909,5.4592979999999995,5.714238999999999,6.086744999999999,6.372086999999999,6.638032999999998,6.834494999999999,7.0672229999999985,7.3929019999999985,7.571045999999998,8.082181999999998,8.525110999999997,8.727719999999998,8.909335999999998,9.163655999999998,9.644987999999998,10.151917999999998,10.516166999999998,10.857101999999998,11.158354999999997,11.518542999999998,12.157267999999998
6-2804752,,,,,,0,0.205021,0.640475,1.086598,1.509515,2.005407,2.659939,3.03381,3.284163,3.855589,4.1144680000000005,4.354290000000001,4.663159,4.967548,5.2224889999999995,5.594994999999999,5.880336999999999,6.146282999999999,6.342744999999999,6.575472999999999,6.901151999999999,7.0792959999999985,7.590431999999998,8.033360999999998,8.235969999999998,8.417585999999998,8.671905999999998,9.153237999999998,9.660167999999999,10.024416999999998,10.365351999999998,10.666604999999997,11.026792999999998,11.665517999999999
7-2803916,,,,,,,0,0.435454,0.8815769999999999,1.304494,1.800386,2.454918,2.828789,3.079142,3.650568,3.9094469999999997,4.149268999999999,4.458137999999999,4.762526999999999,5.017467999999998,5.389973999999999,5.675315999999999,5.941261999999998,6.137723999999999,6.3704519999999984,6.6961309999999985,6.874274999999998,7.385410999999998,7.828339999999998,8.030948999999998,8.212564999999998,8.466884999999998,8.948216999999998,9.455146999999998,9.819395999999998,10.160330999999998,10.461583999999998,10.821772,11.460497
8-2806319,,,,,,,,0,0.44612299999999994,0.8690399999999999,1.364932,2.019464,2.393335,2.643688,3.215114,3.4739929999999997,3.7138149999999994,4.022683999999999,4.327072999999999,4.582013999999998,4.954519999999999,5.239861999999999,5.505807999999998,5.702269999999999,5.934997999999998,6.2606769999999985,6.438820999999998,6.949956999999998,7.392885999999998,7.595494999999998,7.777110999999998,8.031430999999998,8.512762999999998,9.019692999999998,9.383941999999998,9.724876999999998,10.026129999999998,10.386318,11.025043
9-2807398,,,,,,,,,0,0.422917,0.918809,1.573341,1.9472120000000002,2.197565,2.7689909999999998,3.0278699999999996,3.2676919999999994,3.5765609999999994,3.8809499999999995,4.135890999999999,4.508396999999999,4.793738999999999,5.059684999999998,5.256146999999999,5.488874999999998,5.8145539999999984,5.992697999999998,6.503833999999998,6.946762999999998,7.149371999999998,7.330987999999998,7.585307999999998,8.066639999999998,8.573569999999998,8.937818999999998,9.278753999999998,9.580006999999998,9.940195,10.57892
10-2807397,,,,,,,,,,0,0.495892,1.1504240000000001,1.5242950000000002,1.7746480000000002,2.346074,2.604953,2.8447750000000003,3.1536440000000003,3.4580330000000004,3.7129740000000004,4.0854800000000004,4.370822,4.636768,4.83323,5.065958,5.391637,5.569781,6.0809169999999995,6.523846,6.726455,6.908071,7.1623909999999995,7.643723,8.150653,8.514902,8.855837,9.15709,9.517278000000001,10.156003000000002
11-2804763,,,,,,,,,,,0,0.654532,1.028403,1.278756,1.850182,2.109061,2.348883,2.657752,2.962141,3.217082,3.589588,3.87493,4.1408760000000004,4.337338000000001,4.570066000000001,4.895745000000001,5.073889,5.585025,6.027954,6.230563,6.412179,6.666499,7.147831,7.654761,8.01901,8.359945,8.661197999999999,9.021386,9.660111
12-2804591,,,,,,,,,,,,0,0.373871,0.6242240000000001,1.19565,1.454529,1.694351,2.00322,2.307609,2.56255,2.935056,3.220398,3.486344,3.682806,3.9155339999999996,4.241212999999999,4.419356999999999,4.9304929999999985,5.373421999999999,5.576030999999999,5.757646999999999,6.0119669999999985,6.493298999999999,7.000228999999998,7.364477999999998,7.705412999999998,8.006666,8.366854,9.005579000000001
13-2804762,,,,,,,,,,,,,0,0.25035300000000005,0.821779,1.0806580000000001,1.32048,1.6293490000000002,1.9337380000000002,2.188679,2.561185,2.846527,3.112473,3.308935,3.541663,3.867342,4.0454859999999995,4.556621999999999,4.999550999999999,5.202159999999999,5.383775999999999,5.638095999999999,6.119427999999999,6.626357999999999,6.990606999999999,7.331541999999999,7.632794999999999,7.992982999999999,8.631708
14-2806393,,,,,,,,,,,,,,0,0.571426,0.830305,1.0701269999999998,1.3789959999999999,1.683385,1.938326,2.310832,2.596174,2.86212,3.058582,3.2913099999999997,3.616989,3.795133,4.3062689999999995,4.749198,4.951807,5.133423,5.3877429999999995,5.869075,6.376004999999999,6.740253999999999,7.081188999999999,7.382441999999999,7.742629999999999,8.381355
15-2806336,,,,,,,,,,,,,,,0,0.25887899999999997,0.49870099999999995,0.8075699999999999,1.111959,1.3668999999999998,1.7394059999999998,2.0247479999999998,2.290694,2.4871559999999997,2.7198839999999995,3.0455629999999996,3.2237069999999997,3.7348429999999997,4.177772,4.380381,4.561997,4.816317,5.297649,5.8045789999999995,6.1688279999999995,6.5097629999999995,6.8110159999999995,7.1712039999999995,7.8099289999999995
16-2803920,,,,,,,,,,,,,,,,0,0.23982199999999998,0.548691,0.8530800000000001,1.108021,1.480527,1.765869,2.031815,2.228277,2.4610049999999997,2.7866839999999997,2.964828,3.475964,3.9188929999999997,4.1215019999999996,4.3031179999999996,4.557437999999999,5.0387699999999995,5.545699999999999,5.909948999999999,6.250883999999999,6.552136999999999,6.912324999999999,7.551049999999999
17-2804766,,,,,,,,,,,,,,,,,0,0.308869,0.613258,0.8681989999999999,1.240705,1.526047,1.791993,1.9884549999999999,2.221183,2.546862,2.725006,3.236142,3.679071,3.88168,4.063295999999999,4.317615999999999,4.798947999999999,5.305877999999999,5.670126999999999,6.011061999999999,6.312314999999999,6.672502999999999,7.311227999999999
18-2806338,,,,,,,,,,,,,,,,,,0,0.30438899999999997,0.5593299999999999,0.9318359999999999,1.2171779999999999,1.4831239999999999,1.6795859999999998,1.9123139999999998,2.237993,2.416137,2.927273,3.370202,3.5728109999999997,3.7544269999999997,4.008747,4.490079,4.997008999999999,5.361257999999999,5.702192999999999,6.003445999999999,6.363633999999999,7.002358999999999
19-2803922,,,,,,,,,,,,,,,,,,,0,0.254941,0.627447,0.912789,1.178735,1.375197,1.607925,1.933604,2.111748,2.622884,3.065813,3.2684219999999997,3.4500379999999997,3.7043579999999996,4.185689999999999,4.692619999999999,5.056868999999999,5.397803999999999,5.699056999999999,6.059244999999999,6.697969999999999
20-2804771,,,,,,,,,,,,,,,,,,,,0,0.372506,0.657848,0.923794,1.120256,1.352984,1.678663,1.856807,2.367943,2.810872,3.0134809999999996,3.1950969999999996,3.4494169999999995,3.9307489999999996,4.437678999999999,4.801927999999999,5.142862999999999,5.444115999999999,5.804303999999999,6.443028999999999
21-2807393,,,,,,,,,,,,,,,,,,,,,0,0.285342,0.551288,0.74775,0.9804780000000001,1.306157,1.484301,1.995437,2.438366,2.6409749999999996,2.8225909999999996,3.0769109999999995,3.5582429999999996,4.065173,4.429422,4.770357,5.07161,5.431798,6.070523
22-2803924,,,,,,,,,,,,,,,,,,,,,,0,0.265946,0.46240800000000004,0.6951360000000001,1.020815,1.198959,1.710095,2.153024,2.3556329999999996,2.5372489999999996,2.7915689999999995,3.2729009999999996,3.7798309999999997,4.14408,4.485015,4.786268,5.146456,5.785181
23-2807390,,,,,,,,,,,,,,,,,,,,,,,0,0.196462,0.42919,0.754869,0.933013,1.444149,1.8870779999999998,2.0896869999999996,2.2713029999999996,2.5256229999999995,3.0069549999999996,3.5138849999999997,3.8781339999999997,4.219068999999999,4.520321999999999,4.880509999999999,5.519234999999999
24-2800260,,,,,,,,,,,,,,,,,,,,,,,,0,0.23272800000000002,0.558407,0.736551,1.247687,1.690616,1.893225,2.074841,2.329161,2.810493,3.3174230000000002,3.6816720000000003,4.022607000000001,4.323860000000001,4.684048000000001,5.322773000000001
25-2800275,,,,,,,,,,,,,,,,,,,,,,,,,0,0.325679,0.503823,1.014959,1.457888,1.6604970000000001,1.8421130000000001,2.096433,2.5777650000000003,3.0846950000000004,3.4489440000000005,3.7898790000000004,4.091132,4.45132,5.090045
26-2804713,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.178144,0.6892799999999999,1.132209,1.334818,1.516434,1.7707540000000002,2.2520860000000003,2.7590160000000004,3.1232650000000004,3.4642000000000004,3.7654530000000004,4.125641000000001,4.764366000000001
27-2803598,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5111359999999999,0.9540649999999999,1.156674,1.33829,1.59261,2.073942,2.5808720000000003,2.9451210000000003,3.2860560000000003,3.5873090000000003,3.9474970000000003,4.586222
28-2803600,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.442929,0.645538,0.827154,1.081474,1.5628060000000001,2.0697360000000002,2.4339850000000003,2.7749200000000003,3.0761730000000003,3.436361,4.075086000000001
29-2800273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.20260899999999998,0.384225,0.6385449999999999,1.1198769999999998,1.626807,1.991056,2.331991,2.633244,2.993432,3.632157
30-2803601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.181616,0.435936,0.917268,1.424198,1.7884470000000001,2.129382,2.430635,2.790823,3.429548
31-2804331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.25432,0.735652,1.242582,1.6068310000000001,1.947766,2.249019,2.609207,3.247932
32-2803581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.481332,0.988262,1.352511,1.693446,1.994699,2.354887,2.993612
33-2800271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.50693,0.8711789999999999,1.212114,1.513367,1.8735549999999999,2.5122799999999996
34-2805489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.364249,0.705184,1.006437,1.366625,2.00535
35-2807150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.340935,0.642188,1.002376,1.641101
36-2804581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.301253,0.661441,1.300166
37-2804582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.360188,0.9989129999999999
38-2800267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.638725
39-2804032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
