순번_정류장ID,55-2802708,56-2802731,57-2802755,58-2802776,59-2802813,60-2802853,61-2802878,62-2802903,63-2802942,64-2802439,65-2805766,66-2802438,67-2803517,68-2802427,69-2802466,70-2806692,71-2805715,72-2802477,73-2802479,74-2802487,75-2802530,76-2802542,77-2802546,78-2802562,79-2802571,80-2802576,81-2802581,82-2802373,83-2804851,84-2802597,85-2802594,86-2802591,87-2802590,88-2805039,89-2805309,90-2805206,91-2805004,92-2806095,93-2806096,94-2805007,95-2805008,96-2806625,97-2805550,98-2803821,99-2803767,100-2804877,101-2803768,102-2803522,103-2803523,104-2805995
55-2802708,0,0.36809000000000003,0.623445,1.026415,1.493011,1.7479,2.009945,2.237051,2.539374,4.405121,4.605313000000001,4.810442000000001,5.123468000000001,5.805075,6.200019,6.360061,6.428466,6.667746,7.041292,7.245685,7.661856,8.009781,8.167333000000001,8.491107000000001,8.784615,9.062891,9.224963,9.769493,9.883519000000001,11.492754000000001,11.729664000000001,11.926909000000002,12.128110000000001,12.542595000000002,12.857866000000001,13.241150000000001,13.404498,13.65995,13.857452,14.526486,14.734928,15.217451,15.629463000000001,16.081712,16.353337,16.956283,17.487764,17.985895999999997,18.241023999999996,18.591418999999995
56-2802731,,0,0.255355,0.658325,1.124921,1.37981,1.641855,1.868961,2.171284,4.037031,4.237223,4.4423520000000005,4.755378,5.436985,5.831929,5.9919709999999995,6.060376,6.299656,6.673202,6.8775949999999995,7.293766,7.641691,7.799243,8.123016999999999,8.416524999999998,8.694800999999998,8.856872999999998,9.401402999999998,9.515429,11.124664,11.361574,11.558819,11.760019999999999,12.174505,12.489775999999999,12.873059999999999,13.036407999999998,13.291859999999998,13.489361999999998,14.158395999999998,14.366837999999998,14.849360999999998,15.261372999999999,15.713621999999999,15.985247,16.588193,17.119674,17.617805999999998,17.872933999999997,18.223328999999996
57-2802755,,,0,0.40297,0.8695660000000001,1.124455,1.3864999999999998,1.6136059999999999,1.9159289999999998,3.781676,3.981868,4.186997,4.500023,5.181629999999999,5.576573999999999,5.736615999999999,5.805020999999999,6.044300999999999,6.417846999999999,6.622239999999999,7.038410999999999,7.386335999999999,7.543887999999999,7.867661999999999,8.161169999999998,8.439445999999998,8.601517999999999,9.146047999999999,9.260074,10.869309,11.106219,11.303464,11.504665,11.91915,12.234421,12.617704999999999,12.781052999999998,13.036504999999998,13.234006999999998,13.903040999999998,14.111482999999998,14.594005999999998,15.006018,15.458267,15.729892,16.332838,16.864319,17.362450999999997,17.617578999999996,17.967973999999995
58-2802776,,,,0,0.466596,0.7214849999999999,0.9835299999999999,1.2106359999999998,1.512959,3.378706,3.578898,3.784027,4.097053,4.7786599999999995,5.173603999999999,5.333645999999999,5.402050999999999,5.641330999999999,6.014876999999999,6.219269999999999,6.635440999999999,6.983365999999999,7.140917999999999,7.464691999999999,7.7581999999999995,8.036476,8.198548,8.743078,8.857104000000001,10.466339000000001,10.703249000000001,10.900494000000002,11.101695000000001,11.516180000000002,11.831451000000001,12.214735000000001,12.378083,12.633535,12.831037,13.500071,13.708513,14.191036,14.603048000000001,15.055297000000001,15.326922000000001,15.929868,16.461349000000002,16.959481,17.214609,17.565004
59-2802813,,,,,0,0.254889,0.516934,0.74404,1.046363,2.91211,3.112302,3.317431,3.630457,4.3120639999999995,4.707007999999999,4.867049999999999,4.935454999999999,5.174734999999999,5.548280999999999,5.752673999999999,6.168844999999999,6.516769999999999,6.674321999999999,6.998095999999999,7.2916039999999995,7.5698799999999995,7.731952,8.276482,8.390508,9.999743,10.236653,10.433898000000001,10.635099,11.049584000000001,11.364855,11.748139,11.911487,12.166939,12.364441,13.033475,13.241916999999999,13.72444,14.136452,14.588701,14.860326,15.463272,15.994753,16.492884999999998,16.748012999999997,17.098407999999996
60-2802853,,,,,,0,0.262045,0.489151,0.791474,2.657221,2.8574129999999998,3.0625419999999997,3.3755679999999995,4.057174999999999,4.452118999999999,4.612160999999999,4.680565999999999,4.919845999999999,5.293391999999999,5.497784999999999,5.913955999999999,6.261880999999999,6.419432999999999,6.743206999999999,7.036714999999999,7.314990999999999,7.477062999999999,8.021593,8.135619,9.744854,9.981764,10.179009,10.38021,10.794695,11.109966,11.49325,11.656597999999999,11.912049999999999,12.109551999999999,12.778585999999999,12.987027999999999,13.469551,13.881563,14.333812,14.605437,15.208383,15.739863999999999,16.237996,16.493123999999998,16.843518999999997
61-2802878,,,,,,,0,0.227106,0.529429,2.395176,2.595368,2.800497,3.113523,3.79513,4.190074,4.350116,4.418521,4.657801,5.031347,5.23574,5.651911,5.999836,6.157388,6.481162,6.77467,7.052946,7.215018000000001,7.759548000000001,7.8735740000000005,9.482809,9.719719,9.916964,10.118165,10.53265,10.847921,11.231205,11.394552999999998,11.650004999999998,11.847506999999998,12.516540999999998,12.724982999999998,13.207505999999999,13.619518,14.071767,14.343392,14.946337999999999,15.477818999999998,15.975950999999998,16.231078999999998,16.581473999999996
62-2802903,,,,,,,,0,0.302323,2.16807,2.368262,2.573391,2.886417,3.568024,3.962968,4.12301,4.191415,4.430695,4.804241,5.008634,5.424805,5.77273,5.930282,6.254056,6.547564,6.82584,6.987912000000001,7.5324420000000005,7.6464680000000005,9.255703,9.492613,9.689858000000001,9.891059,10.305544000000001,10.620815,11.004099,11.167447,11.422899,11.620401,12.289435,12.497876999999999,12.9804,13.392412,13.844661,14.116286,14.719232,15.250713,15.748845,16.003973,16.354367999999997
63-2802942,,,,,,,,,0,1.865747,2.065939,2.271068,2.5840940000000003,3.2657010000000004,3.6606450000000006,3.8206870000000004,3.889092,4.128372000000001,4.501918000000001,4.706311,5.122482000000001,5.470407000000001,5.627959000000001,5.951733000000001,6.245241000000001,6.523517000000001,6.685589000000001,7.230119000000001,7.344145000000001,8.953380000000001,9.190290000000001,9.387535000000002,9.588736,10.003221000000002,10.318492,10.701776,10.865124,11.120576,11.318078,11.987112,12.195554,12.678077,13.090089,13.542338,13.813963000000001,14.416909,14.94839,15.446522,15.70165,16.052045
64-2802439,,,,,,,,,,0,0.200192,0.40532100000000004,0.7183470000000001,1.3999540000000001,1.794898,1.9549400000000001,2.023345,2.262625,2.636171,2.840564,3.256735,3.60466,3.762212,4.085986,4.379494,4.65777,4.819842,5.364372,5.478398,7.087633,7.324543,7.521788,7.722989,8.137474000000001,8.452745,8.836029,8.999376999999999,9.254828999999999,9.452331,10.121364999999999,10.329806999999999,10.81233,11.224342,11.676591,11.948216,12.551162,13.082643,13.580775,13.835902999999998,14.186297999999999
