순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2807391,15-2803925,16-2807392,17-2804772,18-2803923,19-2806339,20-2804765,21-2803921,22-2806337,23-2806394,24-2803919,25-2804592,26-2804044,27-2804590,28-2804042,29-2804040,30-2804038,31-2804036,32-2804033,33-2800268,34-2800264,35-2807245,36-2800262,37-2807367,38-2800265,39-2800266,40-2807368,41-2804602,42-2803580,43-2800263,44-2807388,45-2804528,46-2804527
1-2800269,0,0.41885600000000006,0.775061,1.343418,1.730049,1.9700739999999999,2.1342399999999997,2.3960009999999996,2.7858639999999997,3.3335209999999997,3.5393429999999997,3.8124939999999996,4.0860639999999995,4.312742999999999,4.560746999999999,4.902267999999999,5.239165999999999,5.4547039999999996,5.796342999999999,6.1021279999999996,6.34308,6.565421,7.144511,7.397456,7.769239,8.851127,9.138652,9.514973000000001,9.839371000000002,10.201825000000001,10.423188000000001,11.174924,11.759454000000002,12.030748,12.343065000000001,12.482314,12.732996,13.022821,13.208393000000001,13.509540000000001,13.735977000000002,13.885145000000001,14.105156000000001,14.530056,14.664826,14.922118
2-2805488,,0,0.356205,0.924562,1.311193,1.551218,1.715384,1.9771450000000002,2.3670080000000002,2.9146650000000003,3.1204870000000002,3.393638,3.667208,3.893887,4.141891,4.483412,4.82031,5.035848,5.3774869999999995,5.683272,5.924224,6.146565,6.725655,6.9786,7.350383,8.432271,8.719796,9.096117000000001,9.420515000000002,9.782969000000001,10.004332000000002,10.756068,11.340598,11.611892,11.924209,12.063457999999999,12.314139999999998,12.603964999999999,12.789537,13.090684,13.317121,13.466289,13.6863,14.111199999999998,14.245969999999998,14.503261999999998
3-2807373,,,0,0.568357,0.954988,1.1950129999999999,1.359179,1.62094,2.010803,2.55846,2.764282,3.037433,3.311003,3.5376819999999998,3.7856859999999997,4.127206999999999,4.464104999999999,4.679642999999999,5.0212819999999985,5.327066999999999,5.568018999999999,5.790359999999999,6.369449999999999,6.622394999999999,6.994177999999999,8.076065999999999,8.363591,8.739912,9.06431,9.426764,9.648127,10.399863,10.984393,11.255687,11.568004,11.707253,11.957934999999999,12.24776,12.433332,12.734479,12.960916000000001,13.110084,13.330095,13.754995,13.889764999999999,14.147056999999998
4-2800272,,,,0,0.386631,0.626656,0.790822,1.052583,1.4424460000000001,1.990103,2.195925,2.469076,2.7426459999999997,2.9693249999999995,3.2173289999999994,3.5588499999999996,3.8957479999999998,4.111286,4.452925,4.75871,4.999662,5.222003,5.801093,6.054038,6.425821,7.507709,7.795234,8.171555,8.495953,8.858407,9.07977,9.831506,10.416035999999998,10.687329999999998,10.999646999999998,11.138895999999997,11.389577999999997,11.679402999999997,11.864974999999998,12.166121999999998,12.392558999999999,12.541726999999998,12.761737999999998,13.186637999999997,13.321407999999996,13.578699999999996
5-2803582,,,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.603472,1.809294,2.082445,2.3560149999999997,2.5826939999999996,2.8306979999999995,3.1722189999999997,3.509117,3.724655,4.066294,4.372079,4.613031,4.8353720000000004,5.414462,5.667407000000001,6.0391900000000005,7.121078000000001,7.408603,7.784924,8.109322,8.471776,8.693139,9.444875,10.029405,10.300699,10.613016,10.752265,11.002946999999999,11.292772,11.478344,11.779491,12.005928,12.155096,12.375107,12.800006999999999,12.934776999999999,13.192068999999998
6-2803603,,,,,,0,0.164166,0.42592700000000006,0.81579,1.3634469999999999,1.5692689999999998,1.8424199999999997,2.1159899999999996,2.3426689999999994,2.5906729999999993,2.9321939999999995,3.2690919999999997,3.4846299999999997,3.8262689999999995,4.132053999999999,4.373005999999999,4.595346999999999,5.174436999999999,5.427382,5.7991649999999995,6.881053,7.168577999999999,7.544898999999999,7.8692969999999995,8.231751,8.453114,9.204849999999999,9.789379999999998,10.060673999999997,10.372990999999997,10.512239999999997,10.762921999999996,11.052746999999997,11.238318999999997,11.539465999999997,11.765902999999998,11.915070999999998,12.135081999999997,12.559981999999996,12.694751999999996,12.952043999999995
7-2803602,,,,,,,0,0.261761,0.651624,1.199281,1.405103,1.678254,1.9518239999999998,2.1785029999999996,2.4265069999999995,2.7680279999999997,3.104926,3.320464,3.6621029999999997,3.9678879999999994,4.2088399999999995,4.431181,5.0102709999999995,5.263216,5.634999,6.716887,7.004411999999999,7.380732999999999,7.705131,8.067585,8.288948,9.040683999999999,9.625214,9.896507999999999,10.208825,10.348073999999999,10.598755999999998,10.888580999999999,11.074152999999999,11.3753,11.601737,11.750905,11.970915999999999,12.395815999999998,12.530585999999998,12.787877999999997
8-2800274,,,,,,,,0,0.389863,0.9375199999999999,1.1433419999999999,1.416493,1.6900629999999999,1.916742,2.164746,2.5062670000000002,2.8431650000000004,3.0587030000000004,3.400342,3.7061270000000004,3.9470790000000004,4.169420000000001,4.7485100000000005,5.001455,5.373238,6.455126,6.7426509999999995,7.118971999999999,7.44337,7.805823999999999,8.027187,8.778922999999999,9.363453,9.634746999999999,9.947064,10.086312999999999,10.336994999999998,10.626819999999999,10.812392,11.113539,11.339976,11.489144,11.709154999999999,12.134054999999998,12.268824999999998,12.526116999999998
9-2803847,,,,,,,,,0,0.547657,0.7534789999999999,1.02663,1.3001999999999998,1.5268789999999999,1.774883,2.116404,2.4533020000000003,2.6688400000000003,3.010479,3.3162640000000003,3.5572160000000004,3.7795570000000005,4.358647,4.611592,4.983375,6.065263,6.352787999999999,6.729108999999999,7.053507,7.415960999999999,7.637324,8.389059999999999,8.973589999999998,9.244883999999997,9.557200999999997,9.696449999999997,9.947131999999996,10.236956999999997,10.422528999999997,10.723675999999998,10.950112999999998,11.099280999999998,11.319291999999997,11.744191999999996,11.878961999999996,12.136253999999996
10-2803599,,,,,,,,,,0,0.20582199999999998,0.478973,0.752543,0.9792219999999999,1.227226,1.568747,1.9056449999999998,2.121183,2.4628219999999996,2.7686069999999994,3.0095589999999994,3.2318999999999996,3.8109899999999994,4.063934999999999,4.435717999999999,5.517605999999999,5.8051309999999985,6.181451999999998,6.505849999999999,6.868303999999998,7.089666999999999,7.841402999999999,8.425932999999999,8.697226999999998,9.009543999999998,9.148792999999998,9.399474999999997,9.689299999999998,9.874871999999998,10.176018999999998,10.402455999999999,10.551623999999999,10.771634999999998,11.196534999999997,11.331304999999997,11.588596999999996
