순번_정류장ID,1-2804802,2-2800361,3-2800359,4-2800357,5-2805323,6-2804950,7-2800355,8-2800341,9-2800353,10-2800467,11-2800449,12-2800441,13-2800436,14-2800433,15-2800431,16-2806186,17-2800417,18-2800404,19-2800401,20-2800893,21-2800895,22-2800897,23-2800898,24-2805292,25-2805297,26-2800888,27-2800905,28-2800910,29-2800915,30-2800918,31-2800922,32-2800924,33-2800926,34-2800933,35-2800939,36-2800948,37-2800841,38-2800964,39-2800840,40-2805652,41-2800985,42-2800838,43-2801042,44-2801072,45-2801103,46-2801283,47-2801315,48-2801356,49-2801414,50-2801492,51-2801524,52-2801602,53-2801647,54-2801634,55-2801671,56-2801661,57-2801656,58-2801649,59-2801642,60-2800164,61-2803661,62-2801697,63-2801724,64-2801915,65-2801923,66-2801926,67-2801922,68-2801940,69-2801951,70-2801962,71-2801991,72-2802003,73-2802033,74-2802057,75-2802105,76-2803811,77-2806842,78-2806513,79-2807111,80-2806524,81-2806523,82-2806522,83-2805906,84-2806422,85-2806424
1-2804802,0,0.7571180000000001,1.127374,1.5015660000000002,2.320614,2.88243,3.103963,3.618559,4.078907,4.5879650000000005,5.244604000000001,6.053551000000001,6.3473820000000005,6.597231000000001,7.183184000000001,7.695469000000001,8.261281,8.550092000000001,8.798134000000001,9.828827,10.452789000000001,11.037536000000001,11.347939000000002,11.826733000000003,12.796951000000004,13.405113000000004,13.785288000000003,14.298651000000003,14.487426000000003,14.869479000000004,15.372661000000004,15.630049000000005,16.242000000000004,16.613859000000005,16.840375000000005,17.030881000000004,17.485205000000004,17.682552000000005,17.985627000000004,18.183488000000004,18.544512000000005,19.029792000000004,19.423734000000003,19.783307000000004,20.091902000000005,20.916327000000006,21.350769000000007,21.78662900000001,22.33598600000001,23.07620200000001,23.37677600000001,23.85027400000001,24.47551600000001,24.76164700000001,25.39061700000001,25.72267900000001,26.03401600000001,26.47707500000001,26.82748300000001,27.843469000000013,28.485591000000014,29.110182000000012,29.65230400000001,30.98124800000001,31.75076700000001,31.87411900000001,32.25383100000001,32.666207000000014,32.89474400000002,33.126292000000014,33.40485200000001,33.825507000000016,34.35648600000002,34.49940200000002,34.87417000000002,35.54290000000002,35.806153000000016,37.154798000000014,37.44741300000001,37.93866100000001,38.32092500000001,38.60913300000001,38.91864700000001,39.25143500000001,39.58254500000001
2-2800361,,0,0.370256,0.744448,1.563496,2.125312,2.346845,2.861441,3.321789,3.830847,4.487486,5.2964329999999995,5.5902639999999995,5.840113,6.426066,6.938351,7.504163,7.792974,8.041016,9.071709,9.695671,10.280418000000001,10.590821000000002,11.069615000000002,12.039833000000002,12.647995000000002,13.028170000000001,13.541533000000001,13.730308,14.112361000000002,14.615543000000002,14.872931000000003,15.484882000000002,15.856741000000003,16.083257000000003,16.273763000000002,16.728087000000002,16.925434000000003,17.228509000000003,17.426370000000002,17.787394000000003,18.272674000000002,18.666616,19.026189000000002,19.334784000000003,20.159209000000004,20.593651000000005,21.029511000000007,21.578868000000007,22.319084000000007,22.61965800000001,23.093156000000008,23.718398000000008,24.00452900000001,24.633499000000008,24.965561000000008,25.27689800000001,25.71995700000001,26.070365000000013,27.086351000000015,27.728473000000015,28.353064000000014,28.895186000000013,30.224130000000013,30.993649000000012,31.117001000000013,31.496713000000014,31.909089000000012,32.13762600000001,32.36917400000001,32.64773400000001,33.06838900000001,33.59936800000001,33.74228400000001,34.117052000000015,34.78578200000001,35.04903500000001,36.39768000000001,36.690295000000006,37.181543000000005,37.563807000000004,37.852015,38.161529,38.494317,38.825427000000005
3-2800359,,,0,0.374192,1.19324,1.7550560000000002,1.9765890000000002,2.491185,2.9515330000000004,3.4605910000000004,4.11723,4.926177,5.220008,5.469857,6.05581,6.5680950000000005,7.133907000000001,7.422718000000001,7.6707600000000005,8.701453,9.325415000000001,9.910162000000001,10.220565000000002,10.699359000000003,11.669577000000004,12.277739000000004,12.657914000000003,13.171277000000003,13.360052000000003,13.742105000000004,14.245287000000005,14.502675000000005,15.114626000000005,15.486485000000005,15.713001000000006,15.903507000000005,16.357831000000004,16.555178000000005,16.858253000000005,17.056114000000004,17.417138000000005,17.902418000000004,18.296360000000004,18.655933000000005,18.964528000000005,19.788953000000006,20.223395000000007,20.65925500000001,21.20861200000001,21.94882800000001,22.24940200000001,22.72290000000001,23.34814200000001,23.63427300000001,24.26324300000001,24.59530500000001,24.906642000000012,25.349701000000014,25.700109000000015,26.716095000000017,27.358217000000018,27.982808000000016,28.524930000000015,29.853874000000015,30.623393000000014,30.746745000000015,31.126457000000016,31.538833000000015,31.767370000000014,31.998918000000014,32.277478000000016,32.69813300000001,33.229112000000015,33.372028000000014,33.74679600000002,34.415526000000014,34.67877900000001,36.02742400000001,36.32003900000001,36.81128700000001,37.19355100000001,37.481759000000004,37.791273000000004,38.124061000000005,38.45517100000001
4-2800357,,,,0,0.819048,1.3808639999999999,1.6023969999999998,2.116993,2.5773409999999997,3.0863989999999997,3.743038,4.551985,4.845816,5.095665,5.681618,6.193903000000001,6.759715000000001,7.048526000000001,7.296568000000001,8.327261,8.951223,9.53597,9.846373000000002,10.325167000000002,11.295385000000003,11.903547000000003,12.283722000000003,12.797085000000003,12.985860000000002,13.367913000000003,13.871095000000004,14.128483000000005,14.740434000000004,15.112293000000005,15.338809000000005,15.529315000000004,15.983639000000004,16.180986000000004,16.484061000000004,16.681922000000004,17.042946000000004,17.528226000000004,17.922168000000003,18.281741000000004,18.590336000000004,19.414761000000006,19.849203000000006,20.285063000000008,20.83442000000001,21.57463600000001,21.87521000000001,22.34870800000001,22.97395000000001,23.26008100000001,23.88905100000001,24.22111300000001,24.53245000000001,24.975509000000013,25.325917000000015,26.341903000000016,26.984025000000017,27.608616000000016,28.150738000000015,29.479682000000015,30.249201000000014,30.372553000000014,30.752265000000016,31.164641000000014,31.393178000000013,31.624726000000013,31.903286000000012,32.32394100000001,32.854920000000014,32.997836000000014,33.37260400000002,34.04133400000002,34.30458700000002,35.65323200000002,35.945847000000015,36.437095000000014,36.81935900000001,37.10756700000001,37.41708100000001,37.74986900000001,38.08097900000001
5-2805323,,,,,0,0.561816,0.783349,1.297945,1.7582929999999999,2.2673509999999997,2.92399,3.7329369999999997,4.026768,4.276617,4.86257,5.374855,5.940667,6.229478,6.47752,7.5082130000000005,8.132175,8.716922,9.027325000000001,9.506119000000002,10.476337000000001,11.084499000000001,11.464674,11.978037,12.166812,12.548865000000001,13.052047000000002,13.309435000000002,13.921386000000002,14.293245000000002,14.519761000000003,14.710267000000002,15.164591000000001,15.361938000000002,15.665013000000002,15.862874000000001,16.223898000000002,16.709178,17.10312,17.462693,17.771288000000002,18.595713000000003,19.030155000000004,19.466015000000006,20.015372000000006,20.755588000000007,21.056162000000008,21.529660000000007,22.154902000000007,22.441033000000008,23.070003000000007,23.402065000000007,23.71340200000001,24.15646100000001,24.506869000000012,25.522855000000014,26.164977000000015,26.789568000000013,27.331690000000012,28.660634000000012,29.43015300000001,29.553505000000012,29.933217000000013,30.34559300000001,30.57413000000001,30.80567800000001,31.08423800000001,31.50489300000001,32.03587200000001,32.17878800000001,32.553556000000015,33.22228600000001,33.48553900000001,34.83418400000001,35.126799000000005,35.618047000000004,36.000311,36.288519,36.598033,36.930821,37.261931000000004
6-2804950,,,,,,0,0.22153299999999998,0.736129,1.196477,1.705535,2.362174,3.171121,3.464952,3.7148009999999996,4.3007539999999995,4.813039,5.378851,5.667662,5.915704,6.946397,7.570359,8.155106,8.465509,8.944303000000001,9.914521,10.522683,10.902858,11.416221,11.604996,11.987049,12.490231000000001,12.747619000000002,13.359570000000001,13.731429000000002,13.957945000000002,14.148451000000001,14.602775000000001,14.800122000000002,15.103197000000002,15.301058000000001,15.662082000000002,16.147362,16.541304,16.900877,17.209472,18.033897000000003,18.468339000000004,18.904199000000006,19.453556000000006,20.193772000000006,20.494346000000007,20.967844000000007,21.593086000000007,21.879217000000008,22.508187000000007,22.840249000000007,23.15158600000001,23.59464500000001,23.945053000000012,24.961039000000014,25.603161000000014,26.227752000000013,26.769874000000012,28.098818000000012,28.86833700000001,28.99168900000001,29.371401000000013,29.78377700000001,30.01231400000001,30.24386200000001,30.52242200000001,30.94307700000001,31.474056000000008,31.616972000000008,31.991740000000007,32.660470000000004,32.923723,34.272368,34.564983,35.056231,35.438494999999996,35.72670299999999,36.03621699999999,36.369004999999994,36.700115
7-2800355,,,,,,,0,0.514596,0.974944,1.484002,2.140641,2.949588,3.243419,3.4932679999999996,4.0792209999999995,4.591506,5.157318,5.446129,5.694171,6.724864,7.348826,7.933573,8.243976,8.72277,9.692988,10.30115,10.681325,11.194688,11.383462999999999,11.765516,12.268698,12.526086000000001,13.138037,13.509896000000001,13.736412000000001,13.926918,14.381242,14.578589000000001,14.881664,15.079525,15.440549,15.925829,16.319771,16.679344,16.987939,17.812364000000002,18.246806000000003,18.682666000000005,19.232023000000005,19.972239000000005,20.272813000000006,20.746311000000006,21.371553000000006,21.657684000000007,22.286654000000006,22.618716000000006,22.930053000000008,23.37311200000001,23.72352000000001,24.739506000000013,25.381628000000013,26.006219000000012,26.54834100000001,27.87728500000001,28.64680400000001,28.77015600000001,29.149868000000012,29.56224400000001,29.79078100000001,30.02232900000001,30.30088900000001,30.72154400000001,31.252523000000007,31.395439000000007,31.770207000000006,32.43893700000001,32.70219000000001,34.050835000000006,34.343450000000004,34.834698,35.216962,35.50517,35.814684,36.147472,36.478582
8-2800341,,,,,,,,0,0.460348,0.969406,1.626045,2.434992,2.7288229999999998,2.9786719999999995,3.5646249999999995,4.07691,4.642722,4.931533,5.179575,6.210268,6.83423,7.418977,7.72938,8.208174,9.178391999999999,9.786553999999999,10.166728999999998,10.680091999999998,10.868866999999998,11.250919999999999,11.754102,12.01149,12.623441,12.9953,13.221816,13.412322,13.866646,14.063993,14.367068,14.564929,14.925953,15.411233,15.805174999999998,16.164748,16.473343,17.297768,17.732210000000002,18.168070000000004,18.717427000000004,19.457643000000004,19.758217000000005,20.231715000000005,20.856957000000005,21.143088000000006,21.772058000000005,22.104120000000005,22.415457000000004,22.858516000000005,23.208924000000007,24.22491000000001,24.86703200000001,25.491623000000008,26.033745000000007,27.362689000000007,28.132208000000006,28.255560000000006,28.635272000000008,29.047648000000006,29.276185000000005,29.507733000000005,29.786293000000004,30.206948000000004,30.737927000000003,30.880843000000002,31.255611000000002,31.924341000000002,32.187594000000004,33.536239,33.828854,34.320102,34.702366,34.990573999999995,35.300087999999995,35.632875999999996,35.963986
9-2800353,,,,,,,,,0,0.509058,1.1656970000000002,1.974644,2.268475,2.518324,3.1042769999999997,3.6165619999999996,4.182373999999999,4.471184999999999,4.719226999999999,5.7499199999999995,6.373881999999999,6.958628999999999,7.269031999999999,7.747825999999999,8.718043999999999,9.326205999999999,9.706380999999999,10.219743999999999,10.408518999999998,10.790572,11.293754,11.551142,12.163093,12.534952,12.761468,12.951974,13.406298,13.603645,13.90672,14.104581,14.465605,14.950885,15.344826999999999,15.704399999999998,16.012994999999997,16.837419999999998,17.271862,17.707722,18.257079,18.997295,19.297869000000002,19.771367,20.396609,20.682740000000003,21.31171,21.643772000000002,21.955109,22.398168000000002,22.748576000000003,23.764562000000005,24.406684000000006,25.031275000000004,25.573397000000003,26.902341000000003,27.671860000000002,27.795212000000003,28.174924000000004,28.587300000000003,28.815837000000002,29.047385000000002,29.325945,29.7466,30.277579,30.420495,30.795263,31.463993,31.727245999999997,33.075891,33.368506,33.859753999999995,34.242017999999995,34.53022599999999,34.83973999999999,35.17252799999999,35.503637999999995
10-2800467,,,,,,,,,,0,0.6566390000000001,1.465586,1.759417,2.009266,2.595219,3.107504,3.673316,3.9621269999999997,4.210169,5.240862,5.864824,6.449571,6.759974,7.238767999999999,8.208986,8.817148,9.197322999999999,9.710685999999999,9.899460999999999,10.281514,10.784696,11.042084000000001,11.654035,12.025894000000001,12.252410000000001,12.442916,12.89724,13.094587,13.397662,13.595523,13.956547,14.441827,14.835768999999999,15.195341999999998,15.503936999999999,16.328362,16.762804,17.198664,17.748021,18.488237,18.788811000000003,19.262309000000002,19.887551000000002,20.173682000000003,20.802652000000002,21.134714000000002,21.446051000000004,21.889110000000006,22.239518000000007,23.25550400000001,23.89762600000001,24.52221700000001,25.064339000000007,26.393283000000007,27.162802000000006,27.286154000000007,27.66586600000001,28.078242000000007,28.306779000000006,28.538327000000006,28.816887000000005,29.237542000000005,29.768521000000003,29.911437000000003,30.286205000000002,30.954935000000003,31.218188,32.566833,32.859448,33.350696,33.73296,34.021167999999996,34.330681999999996,34.66347,34.99458
