순번_정류장ID,26-2803818,27-2805978,28-2806073,29-2806265,30-2802318,31-2802307,32-2802305,33-2801890,34-2805667,35-2801818,36-2805040,37-2802248,38-2802235,39-2802231,40-2802228,41-2802227,42-2802237,43-2802247,44-2802249,45-2802368,46-2802456
26-2803818,0,0.581936,1.365054,1.681825,1.8981439999999998,2.17008,2.416182,2.782126,3.7302809999999997,4.06194,4.452063,4.909459,5.282669,5.504047,5.794507,6.202264,6.574567,6.7772310000000004,6.92178,7.188592,7.3993459999999995
27-2805978,,0,0.783118,1.0998890000000001,1.316208,1.588144,1.834246,2.20019,3.148345,3.480004,3.870127,4.327523,4.7007330000000005,4.922111,5.2125710000000005,5.620328000000001,5.992631,6.195295000000001,6.339844,6.606656,6.81741
28-2806073,,,0,0.316771,0.5330900000000001,0.805026,1.051128,1.417072,2.365227,2.696886,3.087009,3.5444050000000002,3.917615,4.138993,4.4294530000000005,4.837210000000001,5.209513,5.412177000000001,5.556726,5.823538,6.034292
29-2806265,,,,0,0.216319,0.488255,0.7343569999999999,1.100301,2.048456,2.380115,2.770238,3.227634,3.600844,3.822222,4.112682,4.5204390000000005,4.892742,5.0954060000000005,5.239955,5.506767,5.717521
30-2802318,,,,,0,0.271936,0.518038,0.883982,1.832137,2.163796,2.553919,3.011315,3.384525,3.605903,3.896363,4.30412,4.676423,4.879087,5.023636,5.290448,5.501201999999999
31-2802307,,,,,,0,0.246102,0.612046,1.560201,1.8918599999999999,2.281983,2.739379,3.112589,3.333967,3.624427,4.032184,4.404487,4.607151,4.7517,5.018511999999999,5.229265999999999
32-2802305,,,,,,,0,0.365944,1.314099,1.6457579999999998,2.035881,2.493277,2.866487,3.087865,3.378325,3.786082,4.158385,4.361049,4.505598,4.77241,4.9831639999999995
33-2801890,,,,,,,,0,0.948155,1.279814,1.669937,2.127333,2.500543,2.721921,3.012381,3.420138,3.792441,3.995105,4.139654,4.406466,4.61722
34-2805667,,,,,,,,,0,0.33165900000000004,0.721782,1.179178,1.552388,1.7737660000000002,2.064226,2.4719830000000003,2.8442860000000003,3.0469500000000003,3.1914990000000003,3.458311,3.6690650000000002
35-2801818,,,,,,,,,,0,0.390123,0.847519,1.220729,1.442107,1.732567,2.140324,2.512627,2.715291,2.85984,3.126652,3.337406
36-2805040,,,,,,,,,,,0,0.457396,0.830606,1.051984,1.342444,1.7502010000000001,2.122504,2.325168,2.469717,2.736529,2.947283
37-2802248,,,,,,,,,,,,0,0.37321,0.594588,0.8850480000000001,1.292805,1.665108,1.867772,2.012321,2.279133,2.489887
38-2802235,,,,,,,,,,,,,0,0.22137800000000002,0.511838,0.919595,1.291898,1.494562,1.639111,1.905923,2.116677
39-2802231,,,,,,,,,,,,,,0,0.29046,0.6982170000000001,1.0705200000000001,1.273184,1.4177330000000001,1.6845450000000002,1.895299
40-2802228,,,,,,,,,,,,,,,0,0.40775700000000004,0.78006,0.9827239999999999,1.127273,1.394085,1.6048390000000001
41-2802227,,,,,,,,,,,,,,,,0,0.372303,0.574967,0.719516,0.9863280000000001,1.197082
42-2802237,,,,,,,,,,,,,,,,,0,0.202664,0.347213,0.614025,0.824779
43-2802247,,,,,,,,,,,,,,,,,,0,0.144549,0.411361,0.622115
44-2802249,,,,,,,,,,,,,,,,,,,0,0.266812,0.477566
45-2802368,,,,,,,,,,,,,,,,,,,,0,0.210754
46-2802456,,,,,,,,,,,,,,,,,,,,,0
