순번_정류장ID,1-2800889,2-2800909,3-2800912,4-2806928,5-2800917,6-2800920,7-2805373,8-2806791,9-2806797,10-2806795,11-2806793,12-2800498,13-2800497,14-2800493,15-2800344,16-2800481,17-2805944,18-2807434,19-2800416,20-2804855,21-2800343,22-2800303,23-2800302
1-2800889,0,0.81917,1.1075059999999999,1.3385949999999998,1.9668509999999997,2.4595009999999995,3.1838849999999996,3.8640979999999994,5.138304999999999,5.676970999999999,6.058180999999999,6.731711999999999,7.011445999999999,7.511856,7.8226249999999995,8.072427,8.360643999999999,8.902335999999998,10.740079999999999,11.154789999999998,11.585867999999998,11.720022999999998,11.960414999999998
2-2800909,,0,0.28833600000000004,0.519425,1.147681,1.640331,2.364715,3.0449279999999996,4.319134999999999,4.857800999999999,5.239011,5.912541999999999,6.192276,6.692686,7.003455,7.253257,7.541474,8.083166,9.92091,10.335619999999999,10.766697999999998,10.900852999999998,11.141244999999998
3-2800912,,,0,0.231089,0.859345,1.351995,2.076379,2.7565920000000004,4.030799,4.569465,4.950675,5.624206,5.90394,6.404350000000001,6.7151190000000005,6.964921,7.253138000000001,7.794830000000001,9.632574000000002,10.047284000000001,10.478362,10.612517,10.852909
4-2806928,,,,0,0.628256,1.120906,1.8452899999999999,2.5255029999999996,3.7997099999999993,4.338375999999999,4.719586,5.393116999999999,5.672851,6.173261,6.48403,6.733832,7.022049,7.563741,9.401485000000001,9.816195,10.247273,10.381428,10.62182
5-2800917,,,,,0,0.49265,1.217034,1.897247,3.1714539999999998,3.71012,4.09133,4.764861,5.044595,5.545005,5.855773999999999,6.105575999999999,6.393793,6.935485,8.773229,9.187939,9.619017,9.753172,9.993564
6-2800920,,,,,,0,0.724384,1.4045969999999999,2.6788039999999995,3.2174699999999996,3.5986799999999994,4.2722109999999995,4.551945,5.052355,5.363124,5.612926,5.901143,6.4428350000000005,8.280579,8.695288999999999,9.126366999999998,9.260521999999998,9.500913999999998
7-2805373,,,,,,,0,0.680213,1.9544199999999998,2.493086,2.8742959999999997,3.547827,3.8275609999999998,4.327971,4.638739999999999,4.888541999999999,5.176759,5.718451,7.556195,7.970905,8.401983,8.536138,8.77653
8-2806791,,,,,,,,0,1.2742069999999999,1.8128729999999997,2.1940829999999996,2.8676139999999997,3.1473479999999996,3.6477579999999996,3.9585269999999997,4.208329,4.496546,5.038238000000001,6.8759820000000005,7.290692000000001,7.721770000000001,7.855925000000001,8.096317
9-2806797,,,,,,,,,0,0.538666,0.9198759999999999,1.593407,1.873141,2.373551,2.68432,2.934122,3.222339,3.764031,5.601775,6.016485,6.447563000000001,6.581718,6.82211
10-2806795,,,,,,,,,,0,0.38121,1.054741,1.3344749999999999,1.8348849999999999,2.145654,2.395456,2.6836729999999998,3.225365,5.063109,5.477819,5.9088970000000005,6.043052,6.283444
11-2806793,,,,,,,,,,,0,0.673531,0.953265,1.453675,1.7644440000000001,2.014246,2.302463,2.8441549999999998,4.681899,5.096609,5.527687,5.661842,5.902234
12-2800498,,,,,,,,,,,,0,0.27973400000000004,0.7801440000000001,1.090913,1.340715,1.628932,2.170624,4.008368,4.423078,4.854156000000001,4.988311,5.228703
13-2800497,,,,,,,,,,,,,0,0.50041,0.8111790000000001,1.0609810000000002,1.3491980000000001,1.8908900000000002,3.728634,4.143344,4.574422,4.708577,4.948969
14-2800493,,,,,,,,,,,,,,0,0.310769,0.560571,0.8487880000000001,1.3904800000000002,3.228224,3.642934,4.074012,4.2081669999999995,4.4485589999999995
15-2800344,,,,,,,,,,,,,,,0,0.249802,0.538019,1.079711,2.917455,3.332165,3.7632429999999997,3.8973979999999995,4.13779
16-2800481,,,,,,,,,,,,,,,,0,0.288217,0.829909,2.6676529999999996,3.0823629999999995,3.5134409999999994,3.647595999999999,3.887987999999999
17-2805944,,,,,,,,,,,,,,,,,0,0.5416920000000001,2.379436,2.794146,3.225224,3.3593789999999997,3.5997709999999996
18-2807434,,,,,,,,,,,,,,,,,,0,1.8377439999999998,2.2524539999999997,2.6835319999999996,2.8176869999999994,3.0580789999999993
19-2800416,,,,,,,,,,,,,,,,,,,0,0.41471,0.845788,0.979943,1.220335
20-2804855,,,,,,,,,,,,,,,,,,,,0,0.43107799999999996,0.565233,0.805625
21-2800343,,,,,,,,,,,,,,,,,,,,,0,0.134155,0.37454699999999996
22-2800303,,,,,,,,,,,,,,,,,,,,,,0,0.240392
23-2800302,,,,,,,,,,,,,,,,,,,,,,,0
