순번_정류장ID,1-2802586,2-2802349,3-2802577,4-2802581,5-2804851,6-2803664,7-2806670,8-2806089,9-2805031,10-2806722,11-2806724,12-2807231,13-2805770,14-2806725,15-2805822,16-2805054,17-2803769,18-2804876,19-2803770,20-2803820,21-2806041,22-2805551,23-2804418,24-2803624,25-2805039,26-2805309,27-2805206,28-2805004,29-2805552,30-2802568,31-2802551,32-2802377,33-2802356,34-2802518,35-2802493,36-2802471,37-2805716,38-2802464,39-2802451,40-2802426,41-2803019,42-2803578,43-2802646,44-2803032,45-2803031,46-2803025,47-2803023,48-2803016,49-2802995,50-2802957,51-2802933,52-2802891,53-2802879,54-2802621,55-2803274,56-2803264,57-2803257,58-2803253,59-2803249,60-2803230,61-2803135,62-2803124,63-2803099,64-2803044,65-2803041,66-2803066,67-2806058,68-2805447,69-2805651,70-2800369,71-2800373
1-2802586,0,0.216912,0.383942,1.0424980000000001,2.620087,3.5381419999999997,3.851418,4.2230739999999996,5.009342999999999,5.485841,5.966589,6.391137,6.697531,7.071803999999999,7.678360999999999,8.235104,8.789439999999999,9.295841,9.608158,9.848113999999999,10.056360999999999,10.458665,10.778783,11.085076,11.400347,11.783631,11.946978999999999,12.272224999999999,13.826737,14.466821,15.225242,15.570135,15.952508,16.171479,16.492445,16.792808,17.026614000000002,17.364162000000004,17.763786000000003,18.883162000000002,19.183757000000004,19.579586000000003,19.874231,20.139171,20.313855,20.407639,20.632745,20.862215,21.132417999999998,21.317376999999997,21.683726999999998,21.88882,22.2625,22.618926,23.047338999999997,23.317573999999997,23.754582999999997,24.061366999999997,24.547630999999996,25.393237999999997,25.732820999999998,26.175532999999998,26.634548,26.854302999999998,27.017972999999998,27.563554999999997,27.820589999999996,28.027397999999994,28.892177999999994,29.337035999999994,30.005212999999994
2-2802349,,0,0.16702999999999998,0.825586,2.403175,3.32123,3.634506,4.006162,4.792431,5.268929,5.749677,6.174225,6.480619,6.8548919999999995,7.461449,8.018191999999999,8.572527999999998,9.078928999999999,9.391245999999999,9.631201999999998,9.839448999999998,10.241753,10.561871,10.868164,11.183435,11.566718999999999,11.730066999999998,12.055312999999998,13.609824999999999,14.249908999999999,15.008329999999999,15.353223,15.735596,15.954566999999999,16.275533,16.575896,16.809702,17.147250000000003,17.546874000000003,18.66625,18.966845000000003,19.362674000000002,19.657319,19.922259,20.096943,20.190727,20.415833,20.645303,20.915505999999997,21.100464999999996,21.466814999999997,21.671908,22.045588,22.402013999999998,22.830426999999997,23.100661999999996,23.537670999999996,23.844454999999996,24.330718999999995,25.176325999999996,25.515908999999997,25.958620999999997,26.417635999999998,26.637390999999997,26.801060999999997,27.346642999999997,27.603677999999995,27.810485999999994,28.675265999999993,29.120123999999993,29.788300999999993
3-2802577,,,0,0.658556,2.236145,3.1542,3.467476,3.839132,4.625401,5.101899,5.582647000000001,6.007195,6.313589,6.687862,7.2944189999999995,7.8511619999999995,8.405498,8.911899,9.224216,9.464172,9.672419,10.074722999999999,10.394841,10.701134,11.016404999999999,11.399688999999999,11.563036999999998,11.888282999999998,13.442794999999998,14.082878999999998,14.841299999999999,15.186193,15.568565999999999,15.787536999999999,16.108503,16.408866,16.642672,16.980220000000003,17.379844000000002,18.49922,18.799815000000002,19.195644,19.490289,19.755229,19.929913,20.023697,20.248803,20.478272999999998,20.748475999999997,20.933434999999996,21.299784999999996,21.504877999999998,21.878557999999998,22.234983999999997,22.663396999999996,22.933631999999996,23.370640999999996,23.677424999999996,24.163688999999994,25.009295999999996,25.348878999999997,25.791590999999997,26.250605999999998,26.470360999999997,26.634030999999997,27.179612999999996,27.436647999999995,27.643455999999993,28.508235999999993,28.953093999999993,29.621270999999993
4-2802581,,,,0,1.577589,2.495644,2.80892,3.1805760000000003,3.966845,4.4433430000000005,4.924091000000001,5.348639,5.655033,6.029306,6.6358630000000005,7.1926060000000005,7.746942000000001,8.253343000000001,8.565660000000001,8.805616,9.013863,9.416167000000002,9.736285000000002,10.042578000000002,10.357849000000002,10.741133000000001,10.904481,11.229727,12.784239000000001,13.424323000000001,14.182744000000001,14.527637000000002,14.910010000000002,15.128981000000001,15.449947000000002,15.750310000000002,15.984116000000002,16.321664000000002,16.721288,17.840664,18.141259,18.537088,18.831733,19.096673,19.271357,19.365140999999998,19.590246999999998,19.819716999999997,20.089919999999996,20.274878999999995,20.641228999999996,20.846321999999997,21.220001999999997,21.576427999999996,22.004840999999995,22.275075999999995,22.712084999999995,23.018868999999995,23.505132999999994,24.350739999999995,24.690322999999996,25.133034999999996,25.592049999999997,25.811804999999996,25.975474999999996,26.521056999999995,26.778091999999994,26.984899999999993,27.849679999999992,28.294537999999992,28.962714999999992
5-2804851,,,,,0,0.918055,1.231331,1.602987,2.389256,2.865754,3.346502,3.7710500000000002,4.077444,4.4517169999999995,5.058273999999999,5.615016999999999,6.169352999999999,6.6757539999999995,6.988071,7.228027,7.436274,7.838578,8.158696,8.464989000000001,8.78026,9.163544,9.326891999999999,9.652137999999999,11.20665,11.846734,12.605155,12.950048,13.332421,13.551392,13.872358,14.172721000000001,14.406527,14.744075,15.143699,16.263075,16.563670000000002,16.959499,17.254144,17.519084,17.693768,17.787551999999998,18.012658,18.242127999999997,18.512330999999996,18.697289999999995,19.063639999999996,19.268732999999997,19.642412999999998,19.998838999999997,20.427251999999996,20.697486999999995,21.134495999999995,21.441279999999995,21.927543999999994,22.773150999999995,23.112733999999996,23.555445999999996,24.014460999999997,24.234215999999996,24.397885999999996,24.943467999999996,25.200502999999994,25.407310999999993,26.272090999999993,26.716948999999993,27.385125999999993
6-2803664,,,,,,0,0.313276,0.684932,1.471201,1.947699,2.4284470000000002,2.8529950000000004,3.1593890000000004,3.5336620000000005,4.140219,4.696962,5.251298,5.757699000000001,6.070016000000001,6.309972000000001,6.518219000000001,6.920523000000001,7.240641000000001,7.546934000000001,7.862205000000001,8.245489000000001,8.408837,8.734083,10.288595,10.928679,11.687100000000001,12.031993000000002,12.414366000000001,12.633337000000001,12.954303000000001,13.254666000000002,13.488472000000002,13.826020000000002,14.225644,15.345020000000002,15.645615000000001,16.041444000000002,16.336089,16.601029,16.775713,16.869497,17.094603,17.324073,17.594275999999997,17.779234999999996,18.145584999999997,18.350678,18.724358,19.080783999999998,19.509196999999997,19.779431999999996,20.216440999999996,20.523224999999996,21.009488999999995,21.855095999999996,22.194678999999997,22.637390999999997,23.096405999999998,23.316160999999997,23.479830999999997,24.025412999999997,24.282447999999995,24.489255999999994,25.354035999999994,25.798893999999994,26.467070999999994
7-2806670,,,,,,,0,0.371656,1.157925,1.634423,2.115171,2.5397190000000003,2.8461130000000003,3.2203860000000004,3.8269430000000004,4.383686000000001,4.938022000000001,5.444423000000001,5.7567400000000015,5.996696000000002,6.204943000000002,6.607247000000002,6.927365000000002,7.233658000000002,7.548929000000002,7.932213000000002,8.095561000000002,8.420807000000002,9.975319000000002,10.615403000000002,11.373824000000003,11.718717000000003,12.101090000000003,12.320061000000003,12.641027000000003,12.941390000000004,13.175196000000003,13.512744000000003,13.912368000000003,15.031744000000003,15.332339000000003,15.728168000000004,16.022813000000003,16.287753000000002,16.462437,16.556221,16.781327,17.010797,17.281,17.465958999999998,17.832309,18.037402,18.411082,18.767508,19.195921,19.466155999999998,19.903164999999998,20.209948999999998,20.696212999999997,21.541819999999998,21.881403,22.324115,22.78313,23.002885,23.166555,23.712137,23.969171999999997,24.175979999999996,25.040759999999995,25.485617999999995,26.153794999999995
8-2806089,,,,,,,,0,0.786269,1.262767,1.743515,2.168063,2.474457,2.84873,3.455287,4.01203,4.566366,5.072767000000001,5.385084000000001,5.625040000000001,5.833287000000001,6.235591000000001,6.555709000000001,6.862002000000001,7.177273000000001,7.560557000000001,7.723905000000001,8.049151000000002,9.603663000000003,10.243747000000003,11.002168000000003,11.347061000000004,11.729434000000003,11.948405000000003,12.269371000000003,12.569734000000004,12.803540000000003,13.141088000000003,13.540712000000003,14.660088000000002,14.960683000000001,15.356512000000002,15.651157000000001,15.916097,16.090781,16.184565,16.409671,16.639141,16.909343999999997,17.094302999999996,17.460652999999997,17.665746,18.039426,18.395851999999998,18.824264999999997,19.094499999999996,19.531508999999996,19.838292999999997,20.324556999999995,21.170163999999996,21.509746999999997,21.952458999999998,22.411474,22.631228999999998,22.794898999999997,23.340480999999997,23.597515999999995,23.804323999999994,24.669103999999994,25.113961999999994,25.782138999999994
9-2805031,,,,,,,,,0,0.476498,0.9572459999999999,1.381794,1.688188,2.062461,2.669018,3.225761,3.7800969999999996,4.286498,4.598815,4.838771,5.0470180000000004,5.449322,5.76944,6.0757330000000005,6.391004000000001,6.774288,6.937636,7.262882,8.817394,9.457478,10.215899,10.560792000000001,10.943165,11.162136,11.483102,11.783465000000001,12.017271000000001,12.354819,12.754443,13.873819000000001,14.174414,14.570243000000001,14.864888,15.129828,15.304511999999999,15.398295999999998,15.623401999999999,15.852871999999998,16.123074999999996,16.308033999999996,16.674383999999996,16.879476999999998,17.253156999999998,17.609582999999997,18.037995999999996,18.308230999999996,18.745239999999995,19.052023999999996,19.538287999999994,20.383894999999995,20.723477999999997,21.166189999999997,21.625204999999998,21.844959999999997,22.008629999999997,22.554211999999996,22.811246999999995,23.018054999999993,23.882834999999993,24.327692999999993,24.995869999999993
10-2806722,,,,,,,,,,0,0.48074799999999995,0.9052959999999999,1.21169,1.585963,2.19252,2.749263,3.303599,3.81,4.122317,4.362273,4.57052,4.972824,5.292942,5.599235,5.914506,6.29779,6.461138,6.786384,8.340896,8.98098,9.739401,10.084294000000002,10.466667000000001,10.685638,11.006604000000001,11.306967000000002,11.540773000000002,11.878321000000001,12.277945,13.397321000000002,13.697916000000001,14.093745000000002,14.388390000000001,14.65333,14.828014,14.921797999999999,15.146904,15.376373999999998,15.646576999999999,15.831535999999998,16.197885999999997,16.402979,16.776659,17.133084999999998,17.561497999999997,17.831732999999996,18.268741999999996,18.575525999999996,19.061789999999995,19.907396999999996,20.246979999999997,20.689691999999997,21.148706999999998,21.368461999999997,21.532131999999997,22.077713999999997,22.334748999999995,22.541556999999994,23.406336999999994,23.851194999999993,24.519371999999994
