순번_정류장ID,22-2801207,23-2801605,24-2801576,25-2801549,26-2801501,27-2801180,28-2801506,29-2801511,30-2801484,31-2801462,32-2801469,33-2801446,34-2801430,35-2801417,36-2801384,37-2801345,38-2801331,39-2801344,40-2801357,41-2801360,42-2801165
22-2801207,0,0.208414,0.561468,0.7734949999999999,1.205141,1.630301,2.305021,2.670866,2.883608,3.175408,3.646395,3.8238980000000002,4.021137,4.134031,4.468597,4.790617,5.039992,5.38696,5.679684,5.955007,6.2416990000000006
23-2801605,,0,0.353054,0.5650809999999999,0.9967269999999999,1.421887,2.0966069999999997,2.462452,2.675194,2.9669939999999997,3.4379809999999997,3.615484,3.812723,3.925617,4.260183,4.582203,4.8315779999999995,5.178546,5.47127,5.746593,6.033285
24-2801576,,,0,0.212027,0.643673,1.0688330000000001,1.7435530000000001,2.109398,2.32214,2.61394,3.084927,3.26243,3.4596690000000003,3.572563,3.9071290000000003,4.2291490000000005,4.478524,4.825492000000001,5.118216,5.3935390000000005,5.680231000000001
25-2801549,,,,0,0.43164600000000003,0.8568060000000001,1.531526,1.897371,2.110113,2.401913,2.8729,3.050403,3.2476420000000004,3.360536,3.6951020000000003,4.0171220000000005,4.266497,4.613465000000001,4.906189,5.181512000000001,5.468204000000001
26-2801501,,,,,0,0.42516000000000004,1.09988,1.465725,1.678467,1.970267,2.441254,2.618757,2.815996,2.92889,3.263456,3.585476,3.834851,4.181819,4.474543,4.749866,5.036558
27-2801180,,,,,,0,0.67472,1.040565,1.253307,1.545107,2.016094,2.193597,2.390836,2.50373,2.838296,3.160316,3.409691,3.756659,4.049383,4.324706,4.611398
28-2801506,,,,,,,0,0.365845,0.578587,0.870387,1.341374,1.518877,1.716116,1.82901,2.163576,2.485596,2.7349710000000003,3.081939,3.374663,3.649986,3.936678
29-2801511,,,,,,,,0,0.21274200000000001,0.504542,0.9755290000000001,1.153032,1.350271,1.463165,1.797731,2.119751,2.369126,2.716094,3.0088179999999998,3.284141,3.570833
30-2801484,,,,,,,,,0,0.2918,0.762787,0.94029,1.137529,1.250423,1.584989,1.907009,2.156384,2.503352,2.7960760000000002,3.0713990000000004,3.3580910000000004
31-2801462,,,,,,,,,,0,0.470987,0.64849,0.845729,0.958623,1.293189,1.615209,1.8645839999999998,2.2115519999999997,2.504276,2.779599,3.066291
32-2801469,,,,,,,,,,,0,0.177503,0.374742,0.487636,0.822202,1.144222,1.3935970000000002,1.7405650000000001,2.033289,2.308612,2.595304
33-2801446,,,,,,,,,,,,0,0.197239,0.310133,0.6446989999999999,0.9667189999999999,1.216094,1.563062,1.855786,2.131109,2.417801
34-2801430,,,,,,,,,,,,,0,0.11289400000000001,0.44745999999999997,0.7694799999999999,1.0188549999999998,1.3658229999999998,1.6585469999999998,1.9338699999999998,2.2205619999999997
35-2801417,,,,,,,,,,,,,,0,0.334566,0.6565859999999999,0.9059609999999999,1.252929,1.545653,1.820976,2.107668
36-2801384,,,,,,,,,,,,,,,0,0.32202,0.571395,0.918363,1.211087,1.48641,1.773102
37-2801345,,,,,,,,,,,,,,,,0,0.249375,0.5963430000000001,0.889067,1.16439,1.451082
38-2801331,,,,,,,,,,,,,,,,,0,0.346968,0.6396919999999999,0.9150149999999999,1.2017069999999999
39-2801344,,,,,,,,,,,,,,,,,,0,0.292724,0.568047,0.8547389999999999
40-2801357,,,,,,,,,,,,,,,,,,,0,0.275323,0.5620149999999999
41-2801360,,,,,,,,,,,,,,,,,,,,0,0.286692
42-2801165,,,,,,,,,,,,,,,,,,,,,0
