순번_정류장ID,22-2801647,23-2801634,24-2801671,25-2807290,26-2801661,27-2801656,28-2801664,29-2801678,30-2801183,31-2801685,32-2801169,33-2805307,34-2801700,35-2801706,36-2801713,37-2801728
22-2801647,0,0.62897,0.792404,0.961032,1.2723689999999999,1.5539809999999998,1.8147159999999998,1.9879369999999998,2.241433,2.4770879999999997,2.6425859999999997,2.766059,2.988768,3.1741349999999997,3.457813,3.7353319999999997
23-2801634,,0,0.163434,0.33206199999999997,0.6433989999999999,0.9250109999999999,1.185746,1.358967,1.612463,1.848118,2.013616,2.137089,2.359798,2.545165,2.828843,3.106362
24-2801671,,,0,0.168628,0.479965,0.761577,1.0223119999999999,1.195533,1.449029,1.6846839999999998,1.8501819999999998,1.9736549999999997,2.1963639999999995,2.3817309999999994,2.6654089999999995,2.9429279999999993
25-2807290,,,,0,0.311337,0.592949,0.8536839999999999,1.026905,1.280401,1.5160559999999998,1.6815539999999998,1.8050269999999997,2.0277359999999995,2.2131029999999994,2.4967809999999995,2.7742999999999993
26-2801661,,,,,0,0.281612,0.5423469999999999,0.715568,0.9690639999999999,1.2047189999999999,1.3702169999999998,1.4936899999999997,1.7163989999999998,1.9017659999999998,2.185444,2.462963
27-2801656,,,,,,0,0.260735,0.433956,0.687452,0.923107,1.088605,1.212078,1.434787,1.620154,1.9038320000000002,2.1813510000000003
28-2801664,,,,,,,0,0.173221,0.426717,0.6623720000000001,0.8278700000000001,0.951343,1.174052,1.3594190000000002,1.6430970000000003,1.9206160000000003
29-2801678,,,,,,,,0,0.253496,0.489151,0.654649,0.778122,1.000831,1.186198,1.4698760000000002,1.7473950000000003
30-2801183,,,,,,,,,0,0.23565500000000003,0.40115300000000004,0.524626,0.7473350000000001,0.9327020000000001,1.2163800000000002,1.4938990000000003
31-2801685,,,,,,,,,,0,0.165498,0.288971,0.51168,0.697047,0.9807250000000001,1.2582440000000001
32-2801169,,,,,,,,,,,0,0.123473,0.346182,0.531549,0.8152270000000001,1.0927460000000002
33-2805307,,,,,,,,,,,,0,0.22270900000000002,0.408076,0.691754,0.969273
34-2801700,,,,,,,,,,,,,0,0.185367,0.46904500000000005,0.746564
35-2801706,,,,,,,,,,,,,,0,0.28367800000000004,0.5611970000000001
36-2801713,,,,,,,,,,,,,,,0,0.277519
37-2801728,,,,,,,,,,,,,,,,0
