순번_정류장ID,12-2807502,13-2807515,14-2807516,15-2807541,16-2807545,17-2807552,18-2807225,19-2807550
12-2807502,0,3.6467629999999995,6.375036,10.401207,12.474364,47.43562300000001,52.20934200000001,62.71175000000001
13-2807515,,0,2.728273,6.7544439999999994,8.827601,43.78886000000001,48.56257900000001,59.06498700000001
14-2807516,,,0,4.026171,6.099328,41.060587000000005,45.834306000000005,56.33671400000001
15-2807541,,,,0,2.073157,37.03441600000001,41.80813500000001,52.31054300000001
16-2807545,,,,,0,34.961259000000005,39.734978000000005,50.23738600000001
17-2807552,,,,,,0,4.773719,15.276127
18-2807225,,,,,,,0,10.502408
19-2807550,,,,,,,,0
