순번_정류장ID,1-2801610,2-2801595,3-2801562,4-2800171,5-2800236,6-2800224,7-2801432,8-2801167,9-2801443,10-2801471,11-2801475,12-2801505,13-2801553,14-2801593,15-2801622,16-2801627,17-2801633,18-2801192,19-2801638
1-2801610,0,0.379355,0.5338350000000001,0.7991630000000001,1.071852,1.3073000000000001,1.6350130000000003,1.8115470000000002,1.9726900000000003,2.1965990000000004,2.3452840000000004,2.6262480000000004,2.9445790000000005,3.1113650000000006,3.3892950000000006,3.6480440000000005,3.9562830000000004,4.2078370000000005,4.4610590000000006
2-2801595,,0,0.15448,0.419808,0.692497,0.927945,1.255658,1.432192,1.593335,1.817244,1.965929,2.246893,2.565224,2.7320100000000003,3.0099400000000003,3.268689,3.576928,3.828482,4.081704
3-2801562,,,0,0.265328,0.538017,0.773465,1.101178,1.277712,1.438855,1.6627640000000001,1.811449,2.092413,2.410744,2.5775300000000003,2.8554600000000003,3.1142090000000002,3.422448,3.674002,3.9272240000000003
4-2800171,,,,0,0.272689,0.5081370000000001,0.8358500000000001,1.0123840000000002,1.1735270000000002,1.3974360000000003,1.5461210000000003,1.8270850000000003,2.1454160000000004,2.3122020000000005,2.5901320000000005,2.8488810000000004,3.1571200000000004,3.4086740000000004,3.6618960000000005
5-2800236,,,,,0,0.235448,0.563161,0.739695,0.900838,1.1247470000000002,1.2734320000000001,1.554396,1.872727,2.039513,2.317443,2.576192,2.8844309999999997,3.135985,3.389207
6-2800224,,,,,,0,0.32771300000000003,0.504247,0.66539,0.8892990000000001,1.037984,1.318948,1.637279,1.804065,2.081995,2.340744,2.648983,2.900537,3.153759
7-2801432,,,,,,,0,0.176534,0.337677,0.561586,0.710271,0.991235,1.309566,1.4763519999999999,1.754282,2.013031,2.3212699999999997,2.5728239999999998,2.826046
8-2801167,,,,,,,,0,0.161143,0.38505200000000006,0.533737,0.814701,1.133032,1.2998180000000001,1.5777480000000002,1.836497,2.144736,2.39629,2.649512
9-2801443,,,,,,,,,0,0.22390900000000002,0.372594,0.653558,0.971889,1.138675,1.4166050000000001,1.675354,1.983593,2.235147,2.488369
10-2801471,,,,,,,,,,0,0.14868499999999998,0.42964899999999995,0.7479799999999999,0.9147659999999999,1.1926959999999998,1.4514449999999997,1.7596839999999996,2.0112379999999996,2.2644599999999997
11-2801475,,,,,,,,,,,0,0.280964,0.5992949999999999,0.7660809999999999,1.0440109999999998,1.3027599999999997,1.6109989999999996,1.8625529999999997,2.1157749999999997
12-2801505,,,,,,,,,,,,0,0.318331,0.48511699999999996,0.763047,1.021796,1.3300349999999999,1.581589,1.834811
13-2801553,,,,,,,,,,,,,0,0.166786,0.444716,0.703465,1.011704,1.263258,1.51648
14-2801593,,,,,,,,,,,,,,0,0.27793,0.5366789999999999,0.8449179999999998,1.096472,1.349694
15-2801622,,,,,,,,,,,,,,,0,0.25874899999999995,0.5669879999999999,0.8185419999999999,1.071764
16-2801627,,,,,,,,,,,,,,,,0,0.308239,0.559793,0.813015
17-2801633,,,,,,,,,,,,,,,,,0,0.251554,0.504776
18-2801192,,,,,,,,,,,,,,,,,,0,0.253222
19-2801638,,,,,,,,,,,,,,,,,,,0
