순번_정류장ID,1-2807634,2-2806815,3-2805755,4-2805756,5-2807636,6-2800317,7-2804990,8-2807301,9-2803514,10-2803080,11-2803077,12-2803101,13-2805595,14-2803123,15-2803131,16-2803137,17-2805441,18-2802629,19-2802719,20-2802709,21-2802718,22-2802712,23-2802625,24-2802694,25-2802673,26-2802039,27-2801999,28-2801977,29-2802024,30-2802051,31-2802098,32-2802129,33-2802158,34-2802168,35-2802175,36-2801848,37-2802825,38-2802870,39-2802906,40-2802937,41-2802951,42-2802958,43-2802439,44-2802476,45-2806240,46-2804421,47-2805309,48-2805206,49-2805004,50-2806095,51-2804866,52-2805586,53-2805058,54-2805396,55-2804872,56-2803519,57-2802348,58-2802345,59-2802359,60-2803795,61-2804906,62-2805203,63-2803769,64-2806756,65-2807088,66-2806766,67-2806758,68-2806755
1-2807634,0,1.1044180000000001,1.497989,1.835183,2.323178,2.823954,3.346424,3.8693619999999997,4.718164,5.041275,5.410838999999999,5.666951999999999,5.864640999999999,6.169889999999999,6.399775999999998,6.631176999999998,7.041253999999999,7.302332999999998,7.6002709999999984,8.730716999999999,8.951610999999998,9.557202999999998,9.867956999999997,10.722747999999998,11.053384999999997,11.584899999999998,12.326152999999998,12.766995999999997,12.959473999999997,13.418805999999996,13.790842999999997,14.305755999999997,14.630692999999997,14.983413999999998,15.248690999999997,15.600494999999997,15.910391999999996,16.566107999999996,17.144006999999995,17.492870999999994,17.773939999999993,19.55484699999999,19.94849799999999,22.14425099999999,23.24957499999999,23.70509299999999,24.08837699999999,24.25172499999999,24.50717699999999,24.89644299999999,25.131731999999992,25.343023999999993,25.56786899999999,26.082136999999992,26.533849999999994,26.776665999999995,27.439299999999996,28.086093999999996,28.445509999999995,28.735194999999994,29.479727999999994,30.104849999999995,30.657827999999995,31.357341999999996,31.689459999999997,32.081618,33.029728999999996,34.302513999999995
2-2806815,,0,0.393571,0.730765,1.21876,1.7195360000000002,2.242006,2.764944,3.613746,3.936857,4.306421,4.562534,4.760223,5.065472,5.295357999999999,5.526758999999999,5.936836,6.197914999999999,6.495852999999999,7.6262989999999995,7.847193,8.452785,8.763539,9.61833,9.948967,10.480482,11.221735,11.662578,11.855056,12.314388,12.686425,13.201338,13.526275,13.878996,14.144273,14.496077,14.805973999999999,15.461689999999999,16.039589,16.388453,16.669521999999997,18.450428999999996,18.844079999999995,21.039832999999994,22.145156999999994,22.600674999999995,22.983958999999995,23.147306999999994,23.402758999999996,23.792024999999995,24.027313999999997,24.238605999999997,24.463450999999996,24.977718999999997,25.429432,25.672248,26.334882,26.981676,27.341092,27.630777,28.37531,29.000432,29.55341,30.252924,30.585042,30.9772,31.925311,33.198096
3-2805755,,,0,0.337194,0.825189,1.325965,1.848435,2.371373,3.2201750000000002,3.543286,3.91285,4.168963,4.366652,4.671901,4.901787,5.133188,5.543265,5.8043439999999995,6.102282,7.232728,7.453622,8.059214,8.369968,9.224759,9.555396,10.086911,10.828164000000001,11.269007,11.461485,11.920817,12.292854,12.807767,13.132704,13.485425000000001,13.750702,14.102506,14.412403,15.068119,15.646018,15.994882,16.275951,18.056858,18.450508999999997,20.646261999999997,21.751585999999996,22.207103999999998,22.590387999999997,22.753735999999996,23.009187999999995,23.398453999999994,23.633742999999996,23.845034999999996,24.069879999999994,24.584147999999995,25.035860999999997,25.278677,25.941311,26.588105,26.947521,27.237205999999997,27.981738999999997,28.606861,29.159838999999998,29.859353,30.191471,30.583629,31.53174,32.804525
4-2805756,,,,0,0.48799499999999996,0.988771,1.511241,2.034179,2.882981,3.206092,3.575656,3.831769,4.029458,4.334707,4.5645929999999995,4.795993999999999,5.206071,5.467149999999999,5.7650879999999995,6.895534,7.116428,7.72202,8.032774,8.887565,9.218202,9.749717,10.49097,10.931813,11.124291,11.583623,11.95566,12.470573,12.79551,13.148231000000001,13.413508,13.765312,14.075209,14.730925,15.308824,15.657688,15.938757,17.719664,18.113315,20.309068,21.414392,21.86991,22.253194,22.416542,22.671993999999998,23.061259999999997,23.296549,23.507841,23.732685999999998,24.246954,24.698667,24.941483,25.604117000000002,26.250911000000002,26.610327,26.900012,27.644545,28.269667000000002,28.822645,29.522159000000002,29.854277000000003,30.246435,31.194546000000003,32.467331
5-2807636,,,,,0,0.500776,1.0232459999999999,1.5461839999999998,2.394986,2.7180969999999998,3.0876609999999998,3.343774,3.541463,3.8467119999999997,4.076598,4.307999,4.718076,4.9791549999999996,5.277093,6.407539,6.628433,7.234025,7.544779,8.39957,8.730207,9.261722,10.002975000000001,10.443818,10.636296,11.095628,11.467665,11.982578,12.307515,12.660236000000001,12.925513,13.277317,13.587214,14.24293,14.820829,15.169693,15.450762000000001,17.231669,17.62532,19.821073,20.926396999999998,21.381915,21.765199,21.928547,22.183999,22.573265,22.808554,23.019846,23.244691,23.758959,24.210672000000002,24.453488000000004,25.116122000000004,25.762916000000004,26.122332000000004,26.412017000000002,27.156550000000003,27.781672000000004,28.334650000000003,29.034164000000004,29.366282000000005,29.758440000000004,30.706551000000005,31.979336000000004
6-2800317,,,,,,0,0.52247,1.0454080000000001,1.8942100000000002,2.217321,2.586885,2.842998,3.040687,3.345936,3.575822,3.807223,4.2173,4.478378999999999,4.776317,5.906763,6.127657,6.733249,7.044003,7.898794,8.229431,8.760946,9.502199000000001,9.943042,10.13552,10.594852,10.966889,11.481802,11.806739,12.159460000000001,12.424737,12.776541,13.086438,13.742154,14.320053,14.668917,14.949986,16.730893000000002,17.124544,19.320297,20.425621,20.881139,21.264423,21.427771,21.683222999999998,22.072488999999997,22.307778,22.51907,22.743914999999998,23.258183,23.709896,23.952712000000002,24.615346000000002,25.262140000000002,25.621556,25.911241,26.655774,27.280896000000002,27.833874,28.533388000000002,28.865506000000003,29.257664000000002,30.205775000000003,31.47856
7-2804990,,,,,,,0,0.522938,1.37174,1.6948509999999999,2.064415,2.320528,2.518217,2.823466,3.053352,3.284753,3.6948299999999996,3.9559089999999997,4.2538469999999995,5.3842929999999996,5.605187,6.210779,6.521533,7.376323999999999,7.706961,8.238476,8.979729,9.420572,9.61305,10.072382,10.444419,10.959332,11.284269,11.63699,11.902267,12.254071,12.563968,13.219683999999999,13.797583,14.146447,14.427516,16.208423,16.602073999999998,18.797826999999998,19.903150999999998,20.358669,20.741953,20.905300999999998,21.160753,21.550019,21.785308,21.9966,22.221445,22.735713,23.187426000000002,23.430242000000003,24.092876000000004,24.739670000000004,25.099086000000003,25.388771000000002,26.133304000000003,26.758426000000004,27.311404000000003,28.010918000000004,28.343036000000005,28.735194000000003,29.683305000000004,30.956090000000003
8-2807301,,,,,,,,0,0.8488020000000001,1.171913,1.541477,1.79759,1.995279,2.300528,2.530414,2.761815,3.1718919999999997,3.4329709999999998,3.7309089999999996,4.861355,5.082249,5.687841,5.998595,6.8533859999999995,7.184023,7.715538,8.456790999999999,8.897633999999998,9.090111999999998,9.549443999999998,9.921480999999998,10.436393999999998,10.761330999999998,11.114052,11.379328999999998,11.731132999999998,12.041029999999997,12.696745999999997,13.274644999999998,13.623508999999999,13.904577999999999,15.685485,16.079136,18.274888999999998,19.380212999999998,19.835731,20.219015,20.382362999999998,20.637814999999996,21.027080999999995,21.262369999999997,21.473661999999997,21.698506999999996,22.212774999999997,22.664488,22.907304,23.569938,24.216732,24.576148,24.865833,25.610366,26.235488,26.788466,27.48798,27.820098,28.212256,29.160367,30.433152
9-2803514,,,,,,,,,0,0.32311100000000004,0.692675,0.9487880000000001,1.146477,1.4517259999999998,1.6816119999999999,1.9130129999999999,2.3230899999999997,2.5841689999999997,2.8821069999999995,4.012553,4.233447,4.839039,5.149793,6.0045839999999995,6.335221,6.8667359999999995,7.607989,8.048831999999999,8.241309999999999,8.700641999999998,9.072678999999999,9.587591999999999,9.912529,10.26525,10.530527,10.882330999999999,11.192227999999998,11.847943999999998,12.425842999999999,12.774707,13.055776,14.836683,15.230334000000001,17.426087000000003,18.531411000000002,18.986929000000003,19.370213000000003,19.533561000000002,19.789013000000004,20.178279000000003,20.413568000000005,20.624860000000005,20.849705000000004,21.363973000000005,21.815686000000007,22.058502000000008,22.72113600000001,23.36793000000001,23.727346000000008,24.017031000000006,24.761564000000007,25.386686000000008,25.939664000000008,26.63917800000001,26.97129600000001,27.363454000000008,28.31156500000001,29.584350000000008
10-2803080,,,,,,,,,,0,0.369564,0.625677,0.823366,1.128615,1.358501,1.589902,1.999979,2.261058,2.5589959999999996,3.6894419999999997,3.9103359999999996,4.515928,4.826682,5.6814729999999996,6.01211,6.543625,7.284877999999999,7.725720999999999,7.9181989999999995,8.377531,8.749568,9.264481,9.589418,9.942139000000001,10.207416,10.55922,10.869117,11.524833,12.102732,12.451596,12.732665,14.513572,14.907223,17.102975999999998,18.208299999999998,18.663818,19.047102,19.210449999999998,19.465902,19.855168,20.090457,20.301749,20.526594,21.040862,21.492575000000002,21.735391000000003,22.398025000000004,23.044819000000004,23.404235000000003,23.693920000000002,24.438453000000003,25.063575000000004,25.616553000000003,26.316067000000004,26.648185000000005,27.040343000000004,27.988454000000004,29.261239000000003
