순번_정류장ID,1-2800269,2-2804581,3-2804582,4-2800267,5-2804034,6-2804035,7-2804037,8-2804039,9-2804041,10-2804589,11-2804043,12-2804591,13-2804045,14-2804048,15-2804593,16-2804049,17-2804595,18-2804052,19-2804053,20-2804597,21-2804603,22-2804054,23-2804600,24-2804057,25-2800292,26-2804599,27-2804063,28-2804061,29-2804059
1-2800269,0,0.350736,0.6519889999999999,1.0121769999999999,1.775726,2.3893429999999998,2.657472,3.012339,3.341815,3.737661,4.0238190000000005,5.1043210000000006,6.256780000000001,6.765196000000001,7.217104000000001,9.339017000000002,10.256049000000003,11.136330000000003,12.855698000000002,13.327370000000002,14.332879000000002,14.768500000000001,16.062264000000003,16.859293,17.157763,17.674485,18.341734000000002,18.777821000000003,19.064518000000003
2-2804581,,0,0.301253,0.661441,1.42499,2.038607,2.306736,2.661603,2.991079,3.386925,3.673083,4.753585,5.9060440000000005,6.41446,6.866368,8.988281,9.905313000000001,10.785594000000001,12.504962,12.976634,13.982143,14.417764,15.711528,16.508557,16.807026999999998,17.323749,17.990997999999998,18.427084999999998,18.713782
3-2804582,,,0,0.360188,1.123737,1.7373539999999998,2.005483,2.36035,2.689826,3.085672,3.37183,4.452332,5.6047910000000005,6.113207000000001,6.5651150000000005,8.687028000000002,9.604060000000002,10.484341000000002,12.203709000000002,12.675381000000002,13.680890000000002,14.116511000000001,15.410275,16.207304,16.505774,17.022496,17.689745000000002,18.125832000000003,18.412529000000003
4-2800267,,,,0,0.763549,1.377166,1.645295,2.000162,2.329638,2.7254840000000002,3.011642,4.092144,5.244603000000001,5.753019,6.204927,8.32684,9.243872000000001,10.124153000000002,11.843521,12.315193,13.320702,13.756323,15.050087,15.847116,16.145585999999998,16.662308,17.329557,17.765644,18.052341000000002
5-2804034,,,,,0,0.613617,0.8817459999999999,1.236613,1.566089,1.961935,2.248093,3.328595,4.481054,4.989470000000001,5.441378,7.563291,8.480323,9.360604,11.079972,11.551644,12.557153,12.992773999999999,14.286537999999998,15.083566999999999,15.382036999999999,15.898758999999998,16.566007999999997,17.002094999999997,17.288791999999997
6-2804035,,,,,,0,0.268129,0.622996,0.952472,1.348318,1.6344759999999998,2.714978,3.867437,4.375852999999999,4.827760999999999,6.949673999999999,7.866705999999999,8.746986999999999,10.466354999999998,10.938026999999998,11.943535999999998,12.379156999999998,13.672920999999997,14.469949999999997,14.768419999999997,15.285141999999997,15.952390999999997,16.388477999999996,16.675174999999996
7-2804037,,,,,,,0,0.354867,0.684343,1.080189,1.366347,2.4468490000000003,3.5993080000000006,4.107724000000001,4.559632000000001,6.681545000000001,7.598577000000001,8.478858,10.198226,10.669898,11.675407,12.111028,13.404791999999999,14.201820999999999,14.500290999999999,15.017012999999999,15.684261999999999,16.120348999999997,16.407045999999998
8-2804039,,,,,,,,0,0.32947600000000005,0.725322,1.01148,2.091982,3.244441,3.752857,4.204765,6.326678,7.24371,8.123991,9.843359,10.315031,11.32054,11.756160999999999,13.049924999999998,13.846953999999998,14.145423999999998,14.662145999999998,15.329394999999998,15.765481999999999,16.052179
9-2804041,,,,,,,,,0,0.39584600000000003,0.682004,1.7625060000000001,2.9149650000000005,3.4233810000000005,3.8752890000000004,5.997202000000001,6.914234,7.7945150000000005,9.513883,9.985555,10.991064,11.426684999999999,12.720448999999999,13.517477999999999,13.815947999999999,14.332669999999998,14.999918999999998,15.436005999999999,15.722703
10-2804589,,,,,,,,,,0,0.28615799999999997,1.36666,2.519119,3.027535,3.479443,5.601356,6.518388,7.398669,9.118037,9.589709,10.595218,11.030838999999999,12.324602999999998,13.121631999999998,13.420101999999998,13.936823999999998,14.604072999999998,15.040159999999998,15.326856999999999
11-2804043,,,,,,,,,,,0,1.080502,2.2329610000000004,2.7413770000000004,3.1932850000000004,5.3151980000000005,6.23223,7.1125110000000005,8.831879,9.303551,10.30906,10.744681,12.038445,12.835474,13.133944,13.650666,14.317915,14.754002,15.040699
12-2804591,,,,,,,,,,,,0,1.1524590000000001,1.660875,2.1127830000000003,4.2346960000000005,5.151728,6.032009,7.751377000000001,8.223049000000001,9.228558000000001,9.664179,10.957943,11.754972,12.053442,12.570164,13.237413,13.6735,13.960197
13-2804045,,,,,,,,,,,,,0,0.508416,0.960324,3.082237,3.999269,4.87955,6.598918,7.07059,8.076099,8.511719999999999,9.805483999999998,10.602512999999998,10.900982999999998,11.417704999999998,12.084953999999998,12.521040999999999,12.807737999999999
14-2804048,,,,,,,,,,,,,,0,0.451908,2.573821,3.490853,4.371134,6.090502,6.562174,7.567683,8.003304,9.297068,10.094097,10.392567,10.909289,11.576538,12.012625,12.299322
15-2804593,,,,,,,,,,,,,,,0,2.121913,3.038945,3.919226,5.638594,6.110266,7.115775,7.551396,8.84516,9.642189,9.940659,10.457381,11.12463,11.560717,11.847414
16-2804049,,,,,,,,,,,,,,,,0,0.917032,1.797313,3.516681,3.988353,4.993862,5.429483,6.723247000000001,7.520276000000001,7.818746000000001,8.335468,9.002717,9.438804000000001,9.725501000000001
17-2804595,,,,,,,,,,,,,,,,,0,0.880281,2.599649,3.0713209999999997,4.076829999999999,4.5124509999999995,5.806215,6.603244,6.901714,7.418436,8.085685,8.521772,8.808469
18-2804052,,,,,,,,,,,,,,,,,,0,1.719368,2.19104,3.196549,3.63217,4.925934,5.722963,6.021433,6.538155,7.205404,7.641490999999999,7.928188
19-2804053,,,,,,,,,,,,,,,,,,,0,0.47167200000000004,1.477181,1.9128020000000001,3.206566,4.003595,4.302065,4.8187869999999995,5.4860359999999995,5.922122999999999,6.208819999999999
20-2804597,,,,,,,,,,,,,,,,,,,,0,1.005509,1.44113,2.7348939999999997,3.531923,3.830393,4.347115,5.014364,5.450450999999999,5.7371479999999995
21-2804603,,,,,,,,,,,,,,,,,,,,,0,0.435621,1.729385,2.526414,2.824884,3.341606,4.0088550000000005,4.444942,4.731639
22-2804054,,,,,,,,,,,,,,,,,,,,,,0,1.293764,2.0907929999999997,2.3892629999999997,2.905985,3.573234,4.009321,4.296018
23-2804600,,,,,,,,,,,,,,,,,,,,,,,0,0.797029,1.095499,1.612221,2.27947,2.715557,3.0022539999999998
24-2804057,,,,,,,,,,,,,,,,,,,,,,,,0,0.29846999999999996,0.8151919999999999,1.482441,1.9185279999999998,2.2052249999999995
25-2800292,,,,,,,,,,,,,,,,,,,,,,,,,0,0.516722,1.183971,1.6200580000000002,1.9067550000000002
26-2804599,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.667249,1.103336,1.390033
27-2804063,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.436087,0.722784
28-2804061,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.286697
29-2804059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
