순번_정류장ID,36-2804279,37-2804277,38-2804639,39-2803750,40-2803752,41-2804275,42-2806287,43-2806285,44-2804281,45-2806283,46-2804272,47-2804271,48-2804269,49-2804267,50-2804265,51-2806281,52-2804263,53-2804777,54-2803744,55-2804666,56-2803745,57-2803746,58-2803747,59-2803748,60-2804688,61-2807370,62-2803604,63-2800266,64-2807368,65-2804602,66-2803580,67-2800263,68-2800267,69-2804032
36-2804279,0,1.578548,1.783949,1.989152,2.197647,2.645326,3.0588219999999997,3.3486969999999996,3.5776409999999994,4.113134,4.44206,5.061724999999999,5.3485629999999995,6.073275,6.647952999999999,7.152336999999999,7.699209999999999,8.246187999999998,8.550409999999998,9.203663999999998,9.680280999999997,10.412095999999996,10.818153999999996,11.251488999999996,11.386421999999996,11.700169999999996,12.374556999999996,12.675703999999996,12.902140999999997,13.051308999999996,13.271319999999996,13.523342999999995,14.162067999999994,14.358165999999994
37-2804277,,0,0.20540100000000003,0.4106040000000001,0.6190990000000001,1.066778,1.480274,1.770149,1.999093,2.534586,2.863512,3.483177,3.770015,4.494727,5.069405,5.573789,6.120661999999999,6.66764,6.971862,7.625116,8.101733,8.833547999999999,9.239605999999998,9.672940999999998,9.807873999999998,10.121621999999999,10.796008999999998,11.097155999999998,11.323592999999999,11.472760999999998,11.692771999999998,11.944794999999997,12.583519999999996,12.779617999999996
38-2804639,,,0,0.20520300000000002,0.413698,0.8613770000000001,1.2748730000000001,1.5647480000000002,1.7936920000000003,2.3291850000000003,2.6581110000000003,3.2777760000000002,3.564614,4.289326,4.8640039999999996,5.3683879999999995,5.915260999999999,6.462238999999999,6.766461,7.419715,7.896332,8.628147,9.034205,9.46754,9.602473,9.916221,10.590608,10.891755,11.118192,11.26736,11.487371,11.739393999999999,12.378118999999998,12.574216999999997
39-2803750,,,,0,0.20849499999999999,0.656174,1.0696700000000001,1.3595450000000002,1.5884890000000003,2.1239820000000003,2.4529080000000003,3.072573,3.359411,4.084123,4.658801,5.163185,5.710058,6.257036,6.5612580000000005,7.214512000000001,7.691129000000001,8.422944000000001,8.829002000000001,9.262337,9.39727,9.711018000000001,10.385405,10.686552,10.912989000000001,11.062157000000001,11.282168,11.534191,12.172916,12.369014
40-2803752,,,,,0,0.447679,0.861175,1.1510500000000001,1.3799940000000002,1.9154870000000002,2.244413,2.864078,3.150916,3.875628,4.450305999999999,4.954689999999999,5.501562999999999,6.048540999999999,6.3527629999999995,7.006017,7.482634,8.214449,8.620507,9.053842,9.188775,9.502523,10.17691,10.478057,10.704494,10.853662,11.073673,11.325695999999999,11.964420999999998,12.160518999999997
41-2804275,,,,,,0,0.41349600000000003,0.703371,0.932315,1.467808,1.796734,2.416399,2.703237,3.427949,4.002627,4.507011,5.053884,5.600862,5.905084,6.558338000000001,7.034955000000001,7.766770000000001,8.172828,8.606163,8.741096,9.054844000000001,9.729231,10.030378,10.256815000000001,10.405983,10.625994,10.878017,11.516742,11.71284
42-2806287,,,,,,,0,0.289875,0.518819,1.054312,1.383238,2.002903,2.289741,3.0144529999999996,3.5891309999999996,4.093515,4.640388,5.187366,5.491588,6.144842000000001,6.621459000000001,7.353274000000001,7.759332000000001,8.192667,8.3276,8.641348,9.315735,9.616882,9.843319000000001,9.992487,10.212498,10.464521,11.103245999999999,11.299343999999998
43-2806285,,,,,,,,0,0.228944,0.764437,1.093363,1.713028,1.999866,2.724578,3.299256,3.80364,4.350513,4.8974910000000005,5.201713000000001,5.854967,6.331584,7.063399,7.469457,7.902792,8.037725,8.351473,9.02586,9.327007,9.553444,9.702612,9.922623,10.174646,10.813371,11.009469
44-2804281,,,,,,,,,0,0.535493,0.864419,1.484084,1.770922,2.495634,3.070312,3.574696,4.121569,4.668547,4.972769,5.626023,6.10264,6.834455,7.240513,7.673848,7.808781,8.122529,8.796916,9.098063,9.3245,9.473668,9.693679,9.945701999999999,10.584426999999998,10.780524999999997
45-2806283,,,,,,,,,,0,0.328926,0.948591,1.2354289999999999,1.960141,2.5348189999999997,3.0392029999999997,3.5860759999999994,4.133054,4.437276,5.090529999999999,5.567146999999999,6.2989619999999995,6.705019999999999,7.138354999999999,7.273287999999999,7.5870359999999994,8.261422999999999,8.56257,8.789007,8.938175,9.158185999999999,9.410208999999998,10.048934,10.245031999999998
