순번_정류장ID,36-2804279,37-2804277,38-2804639,39-2803750,40-2803752,41-2804275,42-2806287,43-2806285,44-2804281,45-2806283,46-2804272,47-2804271,48-2804269,49-2804267,50-2804265,51-2806281,52-2804263,53-2804777,54-2803744,55-2804666,56-2803745,57-2803746,58-2803747,59-2803748,60-2804688,61-2807370,62-2803604,63-2800266,64-2807368,65-2804602,66-2803580,67-2800263,68-2800267,69-2804032
46-2804272,,,,,,,,,,,0,0.6196649999999999,0.906503,1.631215,2.205893,2.710277,3.25715,3.8041280000000004,4.108350000000001,4.761604,5.238221,5.970036,6.376094,6.809429,6.944362,7.25811,7.932497000000001,8.233644,8.460081,8.609249,8.82926,9.081282999999999,9.720008,9.916106
47-2804271,,,,,,,,,,,,0,0.28683800000000004,1.0115500000000002,1.5862280000000002,2.090612,2.637485,3.184463,3.4886850000000003,4.141939000000001,4.618556000000001,5.350371000000001,5.756429000000001,6.189764,6.3246970000000005,6.638445000000001,7.312832000000001,7.613979000000001,7.840416000000001,7.989584000000002,8.209595000000002,8.461618000000001,9.100343000000002,9.296441000000002
48-2804269,,,,,,,,,,,,,0,0.724712,1.29939,1.8037740000000002,2.3506470000000004,2.8976250000000006,3.2018470000000008,3.8551010000000008,4.331718,5.0635330000000005,5.469591,5.902926000000001,6.037859000000001,6.351607000000001,7.025994000000002,7.327141000000002,7.553578000000002,7.702746000000002,7.9227570000000025,8.174780000000002,8.813505000000003,9.009603000000002
49-2804267,,,,,,,,,,,,,,0,0.574678,1.079062,1.625935,2.172913,2.4771349999999996,3.1303889999999996,3.6070059999999997,4.338820999999999,4.744878999999999,5.178213999999999,5.313146999999999,5.626894999999999,6.301282,6.602429,6.828866,6.978034,7.1980450000000005,7.450068000000001,8.088793,8.284891
50-2804265,,,,,,,,,,,,,,,0,0.504384,1.051257,1.598235,1.902457,2.555711,3.032328,3.7641430000000002,4.1702010000000005,4.603536,4.738469,5.052217000000001,5.726604000000001,6.027751000000001,6.254188000000001,6.403356000000001,6.623367000000002,6.875390000000002,7.514115000000002,7.710213000000002
51-2806281,,,,,,,,,,,,,,,,0,0.5468729999999999,1.093851,1.398073,2.0513269999999997,2.5279439999999997,3.259759,3.6658169999999997,4.099152,4.234085,4.547833000000001,5.222220000000001,5.523367000000001,5.749804000000001,5.898972000000001,6.118983000000002,6.371006000000002,7.009731000000002,7.205829000000002
52-2804263,,,,,,,,,,,,,,,,,0,0.546978,0.8512,1.504454,1.981071,2.712886,3.118944,3.552279,3.687212,4.00096,4.675347,4.976494000000001,5.202931,5.352099000000001,5.572110000000001,5.824133000000002,6.4628580000000015,6.658956000000002
53-2804777,,,,,,,,,,,,,,,,,,0,0.304222,0.957476,1.434093,2.165908,2.5719659999999998,3.005301,3.140234,3.453982,4.128369,4.4295160000000005,4.655953,4.805121000000001,5.025132000000001,5.277155000000001,5.915880000000001,6.1119780000000015
54-2803744,,,,,,,,,,,,,,,,,,,0,0.653254,1.129871,1.8616860000000002,2.267744,2.701079,2.836012,3.14976,3.824147,4.125294,4.351731,4.500899,4.720910000000001,4.972933000000001,5.611658000000001,5.807756000000001
55-2804666,,,,,,,,,,,,,,,,,,,,0,0.476617,1.208432,1.61449,2.047825,2.182758,2.496506,3.170893,3.47204,3.6984769999999996,3.8476449999999995,4.0676559999999995,4.319679,4.958404,5.154502
56-2803745,,,,,,,,,,,,,,,,,,,,,0,0.731815,1.137873,1.571208,1.706141,2.019889,2.694276,2.9954229999999997,3.2218599999999995,3.3710279999999995,3.5910389999999994,3.8430619999999993,4.481786999999999,4.677884999999999
57-2803746,,,,,,,,,,,,,,,,,,,,,,0,0.406058,0.8393930000000001,0.974326,1.288074,1.9624609999999998,2.2636079999999996,2.4900449999999994,2.6392129999999994,2.8592239999999993,3.111246999999999,3.749971999999999,3.9460699999999993
58-2803747,,,,,,,,,,,,,,,,,,,,,,,0,0.433335,0.568268,0.882016,1.556403,1.85755,2.083987,2.233155,2.453166,2.705189,3.343914,3.540012
59-2803748,,,,,,,,,,,,,,,,,,,,,,,,0,0.134933,0.448681,1.123068,1.424215,1.650652,1.79982,2.019831,2.271854,2.910579,3.106677
60-2804688,,,,,,,,,,,,,,,,,,,,,,,,,0,0.313748,0.988135,1.289282,1.515719,1.664887,1.884898,2.136921,2.775646,2.971744
61-2807370,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.674387,0.9755339999999999,1.201971,1.3511389999999999,1.5711499999999998,1.8231729999999997,2.4618979999999997,2.657996
62-2803604,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.301147,0.527584,0.676752,0.896763,1.1487859999999999,1.7875109999999999,1.983609
63-2800266,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.226437,0.37560499999999997,0.5956159999999999,0.8476389999999999,1.486364,1.6824620000000001
64-2807368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.149168,0.36917900000000003,0.621202,1.259927,1.456025
65-2804602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.220011,0.472034,1.110759,1.306857
66-2803580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.252023,0.890748,1.086846
67-2800263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.638725,0.834823
68-2800267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.196098
69-2804032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
