순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2806293,24-2804201,25-2806291,26-2807291,27-2804203,28-2804206,29-2804332,30-2804208,31-2804210,32-2804212,33-2803703,34-2803704,35-2804633,36-2803707,37-2803709,38-2806218,39-2803710,40-2803712,41-2804341,42-2804214,43-2804216,44-2804221,45-2806332,46-2807154,47-2804222,48-2804224,49-2804226,50-2807152,51-2804228,52-2804230
1-2800269,0,0.41885600000000006,0.775061,1.343418,1.730049,1.9700739999999999,2.1342399999999997,2.3960009999999996,2.7858639999999997,3.5499169999999998,3.869557,4.150482,4.6594880000000005,5.250293000000001,5.731132000000001,5.891259000000001,6.225085000000001,6.719396000000001,7.039803000000001,7.477903000000001,7.833264000000002,8.185478000000002,8.721814000000002,8.976198000000002,9.351470000000003,9.542272000000002,9.778519000000003,9.974164000000004,10.519432000000004,11.069991000000003,11.567985000000004,11.902872000000004,12.612322000000004,13.534283000000004,14.036287000000003,14.579306000000003,14.840658000000003,15.200272000000004,15.333438000000003,15.533427000000003,16.201370000000004,16.889345000000006,17.265517000000006,18.044265000000006,18.342065000000005,18.988972000000004,19.210468000000002,19.630214000000002,19.999885000000003,20.343907,20.57292,20.934408
2-2805488,,0,0.356205,0.924562,1.311193,1.551218,1.715384,1.9771450000000002,2.3670080000000002,3.1310610000000003,3.4507010000000005,3.7316260000000003,4.240632000000001,4.831437000000001,5.312276000000001,5.472403000000001,5.806229000000001,6.300540000000001,6.620947000000001,7.059047000000001,7.414408000000002,7.766622000000002,8.302958000000002,8.557342000000002,8.932614000000003,9.123416000000002,9.359663000000003,9.555308000000004,10.100576000000004,10.651135000000004,11.149129000000004,11.484016000000004,12.193466000000004,13.115427000000004,13.617431000000003,14.160450000000003,14.421802000000003,14.781416000000004,14.914582000000003,15.114571000000003,15.782514000000003,16.470489000000004,16.846661000000005,17.625409000000005,17.923209000000003,18.570116000000002,18.791612,19.211358,19.581029,19.925051,20.154063999999998,20.515552
3-2807373,,,0,0.568357,0.954988,1.1950129999999999,1.359179,1.62094,2.010803,2.774856,3.0944960000000004,3.3754210000000002,3.8844270000000005,4.475232,4.956071,5.116198,5.450024,5.944335,6.264742,6.702842,7.058203000000001,7.410417000000001,7.946753000000001,8.201137000000001,8.576409000000002,8.767211000000001,9.003458000000002,9.199103000000003,9.744371000000003,10.294930000000003,10.792924000000003,11.127811000000003,11.837261000000003,12.759222000000003,13.261226000000002,13.804245000000002,14.065597000000002,14.425211000000003,14.558377000000002,14.758366000000002,15.426309000000002,16.114284,16.490456000000002,17.269204000000002,17.567004,18.213911,18.435406999999998,18.855152999999998,19.224823999999998,19.568845999999997,19.797858999999995,20.159346999999997
4-2800272,,,,0,0.386631,0.626656,0.790822,1.052583,1.4424460000000001,2.206499,2.526139,2.807064,3.31607,3.906875,4.387714,4.547841,4.881667,5.375978,5.696385,6.134485000000001,6.489846000000001,6.842060000000001,7.378396,7.63278,8.008052000000001,8.198854,8.435101000000001,8.630746000000002,9.176014000000002,9.726573000000002,10.224567000000002,10.559454000000002,11.268904000000003,12.190865000000002,12.692869000000002,13.235888000000001,13.497240000000001,13.856854000000002,13.990020000000001,14.190009000000002,14.857952000000001,15.545927,15.922099000000001,16.700847,16.998647,17.645553999999997,17.867049999999995,18.286795999999995,18.656466999999996,19.000488999999995,19.229501999999993,19.590989999999994
5-2803582,,,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.819868,2.139508,2.420433,2.9294390000000003,3.5202440000000004,4.001083,4.1612100000000005,4.495036000000001,4.989347,5.309754000000001,5.747854000000001,6.103215000000001,6.455429000000001,6.991765000000001,7.246149000000001,7.621421000000001,7.812223,8.04847,8.244115,8.789383,9.339942,9.837936000000001,10.172823000000001,10.882273000000001,11.804234000000001,12.306238,12.849257,13.110609,13.470223,13.603389,13.803378,14.471321,15.159296,15.535468,16.314216,16.612015999999997,17.258922999999996,17.480418999999994,17.900164999999994,18.269835999999994,18.613857999999993,18.84287099999999,19.204358999999993
6-2803603,,,,,,0,0.164166,0.42592700000000006,0.81579,1.5798429999999999,1.899483,2.180408,2.689414,3.280219,3.7610580000000002,3.9211850000000004,4.2550110000000005,4.749322,5.069729000000001,5.507829000000001,5.863190000000001,6.215404000000001,6.751740000000002,7.006124000000002,7.381396000000001,7.572198000000001,7.808445000000001,8.004090000000001,8.549358000000002,9.099917000000001,9.597911000000002,9.932798000000002,10.642248000000002,11.564209000000002,12.066213000000001,12.609232,12.870584000000001,13.230198000000001,13.363364,13.563353000000001,14.231296,14.919271,15.295443,16.074191,16.371990999999998,17.018897999999997,17.240393999999995,17.660139999999995,18.029810999999995,18.373832999999994,18.602845999999992,18.964333999999994
7-2803602,,,,,,,0,0.261761,0.651624,1.415677,1.7353170000000002,2.016242,2.5252480000000004,3.1160530000000004,3.5968920000000004,3.7570190000000006,4.090845000000001,4.5851560000000005,4.905563000000001,5.343663000000001,5.699024000000001,6.0512380000000014,6.587574000000002,6.841958000000002,7.217230000000002,7.408032000000001,7.644279000000001,7.839924000000001,8.385192,8.935751,9.433745,9.768632,10.478082,11.400043,11.902047,12.445065999999999,12.706418,13.066032,13.199197999999999,13.399187,14.067129999999999,14.755104999999999,15.131276999999999,15.910025,16.207825,16.854732,17.076227999999997,17.495973999999997,17.865644999999997,18.209666999999996,18.438679999999994,18.800167999999996
8-2800274,,,,,,,,0,0.389863,1.153916,1.4735559999999999,1.7544809999999997,2.2634869999999996,2.8542919999999996,3.3351309999999996,3.4952579999999998,3.829084,4.323395,4.643802,5.081902,5.437263000000001,5.789477000000001,6.325813,6.580197,6.955469,7.146271,7.382517999999999,7.578162999999999,8.123430999999998,8.673989999999998,9.171983999999998,9.506870999999999,10.216320999999999,11.138281999999998,11.640285999999998,12.183304999999997,12.444656999999998,12.804270999999998,12.937436999999997,13.137425999999998,13.805368999999997,14.493343999999997,14.869515999999997,15.648263999999998,15.946063999999998,16.592971,16.814466999999997,17.234212999999997,17.603883999999997,17.947905999999996,18.176918999999994,18.538406999999996
9-2803847,,,,,,,,,0,0.764053,1.083693,1.364618,1.8736240000000002,2.464429,2.945268,3.105395,3.4392210000000003,3.9335320000000005,4.253939000000001,4.692039000000001,5.047400000000001,5.3996140000000015,5.935950000000002,6.190334000000002,6.565606000000002,6.756408000000001,6.992655000000001,7.188300000000001,7.733568000000001,8.284127000000002,8.782121000000002,9.117008000000002,9.826458000000002,10.748419000000002,11.250423000000001,11.793442,12.054794000000001,12.414408000000002,12.547574000000001,12.747563000000001,13.415506,14.103481,14.479653,15.258401000000001,15.556201000000001,16.203108,16.424604,16.84435,17.214021,17.558042999999998,17.787055999999996,18.148543999999998
10-2806301,,,,,,,,,,0,0.31964000000000004,0.600565,1.109571,1.700376,2.181215,2.341342,2.675168,3.169479,3.489886,3.9279859999999998,4.283347,4.635561,5.1718969999999995,5.4262809999999995,5.801552999999999,5.992354999999999,6.228601999999999,6.4242469999999985,6.969514999999999,7.520073999999998,8.018067999999998,8.352954999999998,9.062404999999998,9.984365999999998,10.486369999999997,11.029388999999997,11.290740999999997,11.650354999999998,11.783520999999997,11.983509999999997,12.651452999999997,13.339427999999996,13.715599999999997,14.494347999999997,14.792147999999997,15.439054999999998,15.660550999999998,16.080296999999998,16.449968,16.793989999999997,17.023002999999996,17.384490999999997
11-2803848,,,,,,,,,,,0,0.280925,0.789931,1.3807360000000002,1.8615750000000002,2.0217020000000003,2.3555280000000005,2.8498390000000002,3.170246,3.608346,3.9637070000000003,4.315921,4.852257,5.106641,5.481913,5.672714999999999,5.908961999999999,6.104606999999999,6.649874999999999,7.200433999999999,7.698427999999999,8.033314999999998,8.742764999999999,9.664725999999998,10.166729999999998,10.709748999999997,10.971100999999997,11.330714999999998,11.463880999999997,11.663869999999998,12.331812999999997,13.019787999999997,13.395959999999997,14.174707999999997,14.472507999999998,15.119414999999998,15.340910999999998,15.760656999999998,16.130328,16.474349999999998,16.703362999999996,17.064850999999997
12-2806298,,,,,,,,,,,,0,0.5090060000000001,1.099811,1.58065,1.740777,2.074603,2.5689140000000004,2.8893210000000003,3.327421,3.6827820000000004,4.0349960000000005,4.571332,4.825716,5.200988,5.391789999999999,5.628036999999999,5.823681999999999,6.368949999999999,6.919508999999999,7.417502999999999,7.752389999999999,8.461839999999999,9.383800999999998,9.885804999999998,10.428823999999997,10.690175999999997,11.049789999999998,11.182955999999997,11.382944999999998,12.050887999999997,12.738862999999997,13.115034999999997,13.893782999999997,14.191582999999998,14.838489999999998,15.059985999999999,15.479731999999998,15.849402999999999,16.193424999999998,16.422437999999996,16.783925999999997
13-2803849,,,,,,,,,,,,,0,0.590805,1.071644,1.231771,1.565597,2.059908,2.380315,2.818415,3.173776,3.52599,4.0623260000000005,4.3167100000000005,4.691982,4.882784,5.119031,5.3146759999999995,5.859944,6.410502999999999,6.908497,7.243384,7.952834,8.874795,9.376799,9.919818,10.18117,10.540784,10.67395,10.873939,11.541882,12.229856999999999,12.606029,13.384777,13.682577,14.329484,14.550980000000001,14.970726,15.340397000000001,15.684419000000002,15.913432000000002,16.27492
14-2803851,,,,,,,,,,,,,,0,0.480839,0.640966,0.9747920000000001,1.469103,1.78951,2.22761,2.5829709999999997,2.9351849999999997,3.4715209999999996,3.7259049999999996,4.101177,4.2919789999999995,4.528225999999999,4.723870999999999,5.269138999999999,5.819697999999999,6.317691999999999,6.652578999999999,7.362029,8.28399,8.785993999999999,9.329012999999998,9.590364999999998,9.949978999999999,10.083144999999998,10.283133999999999,10.951076999999998,11.639051999999998,12.015223999999998,12.793971999999998,13.091771999999999,13.738679,13.960175,14.379921,14.749592,15.093614,15.322627,15.684115
15-2803852,,,,,,,,,,,,,,,0,0.160127,0.493953,0.9882639999999999,1.308671,1.7467709999999999,2.102132,2.454346,2.990682,3.245066,3.620338,3.81114,4.047387,4.2430319999999995,4.7883,5.338858999999999,5.836853,6.17174,6.88119,7.803151,8.305155,8.848173999999998,9.109525999999999,9.46914,9.602305999999999,9.802294999999999,10.470237999999998,11.158212999999998,11.534384999999999,12.313132999999999,12.610933,13.25784,13.479336,13.899082,14.268753,14.612775000000001,14.841788000000001,15.203276
16-2803854,,,,,,,,,,,,,,,,0,0.333826,0.8281369999999999,1.1485439999999998,1.5866439999999997,1.9420049999999998,2.2942189999999996,2.8305549999999995,3.0849389999999994,3.4602109999999993,3.6510129999999994,3.8872599999999995,4.082904999999999,4.628172999999999,5.178731999999999,5.6767259999999995,6.011613,6.721063,7.6430240000000005,8.145028,8.688047,8.949399,9.309013,9.442179,9.642168,10.310111,10.998085999999999,11.374258,12.153006,12.450806,13.097713,13.319209,13.738955,14.108626000000001,14.452648000000002,14.681661000000002,15.043149000000001
17-2806296,,,,,,,,,,,,,,,,,0,0.49431099999999994,0.8147179999999999,1.252818,1.608179,1.960393,2.496729,2.751113,3.126385,3.317187,3.553434,3.749079,4.294347,4.844906,5.3429,5.677787,6.387237000000001,7.309198,7.811202000000001,8.354221,8.615573000000001,8.975187000000002,9.108353000000001,9.308342000000001,9.976285,10.66426,11.040432000000001,11.819180000000001,12.116980000000002,12.763887000000002,12.985383000000002,13.405129000000002,13.774800000000003,14.118822000000003,14.347835000000003,14.709323000000003
18-2803605,,,,,,,,,,,,,,,,,,0,0.320407,0.758507,1.113868,1.466082,2.002418,2.256802,2.632074,2.822876,3.059123,3.254768,3.800036,4.350595,4.8485890000000005,5.183476000000001,5.892926000000001,6.814887000000001,7.316891000000001,7.859910000000001,8.121262000000002,8.480876000000002,8.614042000000001,8.814031000000002,9.481974000000001,10.169949,10.546121000000001,11.324869000000001,11.622669000000002,12.269576000000002,12.491072000000003,12.910818000000003,13.280489000000003,13.624511000000004,13.853524000000004,14.215012000000003
19-2803855,,,,,,,,,,,,,,,,,,,0,0.4381,0.793461,1.145675,1.682011,1.9363949999999999,2.311667,2.502469,2.738716,2.934361,3.479629,4.030188,4.528182,4.863069,5.572519000000001,6.494480000000001,6.9964840000000015,7.539503000000002,7.800855000000001,8.160469,8.293635,8.493624,9.161567,9.849542,10.225714,11.004462,11.302262,11.949169000000001,12.170665000000001,12.590411000000001,12.960082000000002,13.304104000000002,13.533117000000003,13.894605000000002
20-2803856,,,,,,,,,,,,,,,,,,,,0,0.35536100000000004,0.7075750000000001,1.243911,1.498295,1.873567,2.064369,2.300616,2.496261,3.041529,3.5920880000000004,4.090082000000001,4.424969000000001,5.134419000000001,6.056380000000001,6.558384000000001,7.101403000000001,7.362755000000001,7.7223690000000005,7.855535000000001,8.055524,8.723467,9.411442,9.787614,10.566362,10.864162,11.511069,11.732565000000001,12.152311000000001,12.521982000000001,12.866004000000002,13.095017000000002,13.456505000000002
21-2806231,,,,,,,,,,,,,,,,,,,,,0,0.35221399999999997,0.88855,1.142934,1.518206,1.7090079999999999,1.945255,2.1409,2.686168,3.236727,3.734721,4.069608,4.779058,5.7010190000000005,6.203023000000001,6.746042000000001,7.007394000000001,7.367008,7.500174,7.700163000000001,8.368106000000001,9.056081,9.432253000000001,10.211001000000001,10.508801000000002,11.155708000000002,11.377204000000003,11.796950000000002,12.166621000000003,12.510643000000004,12.739656000000004,13.101144000000003
22-2803857,,,,,,,,,,,,,,,,,,,,,,0,0.5363359999999999,0.7907199999999999,1.165992,1.3567939999999998,1.593041,1.788686,2.333954,2.884513,3.382507,3.717394,4.426844,5.3488050000000005,5.850809000000001,6.393828000000001,6.6551800000000005,7.014794,7.14796,7.347949000000001,8.015892000000001,8.703867,9.080039000000001,9.858787000000001,10.156587000000002,10.803494000000002,11.024990000000003,11.444736000000002,11.814407000000003,12.158429000000003,12.387442000000004,12.748930000000003
23-2806293,,,,,,,,,,,,,,,,,,,,,,,0,0.254384,0.629656,0.820458,1.056705,1.25235,1.797618,2.3481769999999997,2.8461709999999996,3.1810579999999997,3.8905079999999996,4.812469,5.3144730000000004,5.857492000000001,6.118844,6.478458,6.611624,6.811613,7.4795560000000005,8.167531,8.543703,9.322451000000001,9.620251000000001,10.267158000000002,10.488654000000002,10.908400000000002,11.278071000000002,11.622093000000003,11.851106000000003,12.212594000000003
