순번_정류장ID,35-2803478,36-2806276,37-2806274,38-2805175,39-2805166,40-2805164,41-2805167,42-2805162,43-2805160,44-2805158,45-2803416,46-2807467,47-2807468,48-2800136,49-2800184,50-2800188,51-2800194,52-2800195,53-2800220,54-2801697,55-2802033,56-2802096,57-2802136,58-2802168,59-2801848,60-2802399,61-2802372,62-2802530,63-2802367,64-2802371,65-2802370,66-2805716
35-2803478,0,0.393949,0.877178,1.6775380000000002,2.0497500000000004,2.5409560000000004,3.0747530000000003,3.5996880000000004,4.35411,6.738589000000001,12.503537000000001,17.544256,18.594719,19.989289000000003,20.568402000000003,21.236639000000004,21.633691000000002,23.111470000000004,25.199588000000006,29.676891000000005,30.288948000000005,31.928428000000004,32.905198000000006,33.523196000000006,35.67930500000001,37.10769200000001,38.13758700000001,38.78870700000001,40.48589900000001,41.28850800000001,42.227560000000004,42.995236000000006
36-2806276,,0,0.483229,1.283589,1.655801,2.1470070000000003,2.680804,3.2057390000000003,3.9601610000000003,6.34464,12.109588,17.150307,18.200770000000002,19.595340000000004,20.174453000000003,20.842690000000005,21.239742000000003,22.717521000000005,24.805639000000006,29.282942000000006,29.894999000000006,31.534479000000005,32.51124900000001,33.12924700000001,35.28535600000001,36.71374300000001,37.74363800000001,38.39475800000001,40.09195000000001,40.89455900000001,41.833611000000005,42.601287000000006
37-2806274,,,0,0.8003600000000001,1.1725720000000002,1.6637780000000002,2.1975750000000005,2.7225100000000007,3.4769320000000006,5.861411,11.626359,16.667078,17.717541,19.112111000000002,19.691224000000002,20.359461000000003,20.756513,22.234292000000003,24.322410000000005,28.799713000000004,29.411770000000004,31.051250000000003,32.028020000000005,32.646018000000005,34.802127000000006,36.23051400000001,37.26040900000001,37.91152900000001,39.60872100000001,40.41133000000001,41.350382,42.118058000000005
38-2805175,,,,0,0.372212,0.863418,1.397215,1.9221500000000002,2.676572,5.061051000000001,10.825999000000001,15.866718000000002,16.917181000000003,18.311751000000005,18.890864000000004,19.559101000000005,19.956153000000004,21.433932000000006,23.522050000000007,27.999353000000006,28.611410000000006,30.250890000000005,31.227660000000004,31.845658000000004,34.001767,35.430154,36.460049000000005,37.111169000000004,38.808361000000005,39.61097,40.550022,41.317698
39-2805166,,,,,0,0.49120600000000003,1.025003,1.549938,2.30436,4.688839,10.453787,15.494506000000001,16.544969000000002,17.939539000000003,18.518652000000003,19.186889000000004,19.583941000000003,21.061720000000005,23.149838000000006,27.627141000000005,28.239198000000005,29.878678000000004,30.855448000000003,31.473446000000003,33.629555,35.057942000000004,36.08783700000001,36.738957000000006,38.43614900000001,39.238758000000004,40.17781,40.945486
40-2805164,,,,,,0,0.5337970000000001,1.058732,1.813154,4.197633,9.962581,15.0033,16.053763,17.448333,18.027446,18.695683000000002,19.092735,20.570514000000003,22.658632000000004,27.135935000000003,27.747992000000004,29.387472000000002,30.364242,30.98224,33.138349,34.566736,35.596631,36.247751,37.944943,38.747552,39.686603999999996,40.45428
41-2805167,,,,,,,0,0.524935,1.279357,3.6638360000000003,9.428784,14.469503,15.519966,16.914536000000002,17.493649,18.161886000000003,18.558938,20.036717000000003,22.124835000000004,26.602138000000004,27.214195000000004,28.853675000000003,29.830445,30.448443,32.604552,34.032939,35.062834,35.713954,37.411146,38.213755,39.152806999999996,39.920483
42-2805162,,,,,,,,0,0.754422,3.138901,8.903849000000001,13.944568,14.995031,16.389601000000003,16.968714000000002,17.636951000000003,18.034003000000002,19.511782000000004,21.599900000000005,26.077203000000004,26.689260000000004,28.328740000000003,29.30551,29.923508,32.079617,33.508004,34.537899,35.189019,36.886211,37.68882,38.627871999999996,39.395548
43-2805160,,,,,,,,,0,2.3844790000000002,8.149427000000001,13.190146000000002,14.240609000000003,15.635179000000003,16.214292000000004,16.882529000000005,17.279581000000004,18.757360000000006,20.845478000000007,25.322781000000006,25.934838000000006,27.574318000000005,28.551088000000004,29.169086000000004,31.325195000000004,32.753582,33.783477000000005,34.434597000000004,36.131789000000005,36.934398,37.87345,38.641126
44-2805158,,,,,,,,,,0,5.764948,10.805667,11.85613,13.2507,13.829813,14.49805,14.895102,16.372881,18.460999,22.938302,23.550359,25.189839,26.166608999999998,26.784606999999998,28.940716,30.369103,31.398998,32.050118,33.74731,34.549918999999996,35.48897099999999,36.256646999999994
