순번_정류장ID,1-2805786,2-2806013,3-2801982,4-2801803,5-2801798,6-2801792,7-2801786,8-2801781,9-2801173,10-2801778,11-2801769,12-2801763,13-2801170,14-2801237,15-2801744,16-2801734,17-2801185,18-2801688
1-2805786,0,0.19053399999999998,0.48353299999999994,0.6848029999999999,0.9252579999999999,1.029799,1.149846,1.306975,1.965217,2.423853,2.6444509999999997,2.8240049999999997,3.1204949999999996,3.4913169999999996,3.7414259999999997,4.047168999999999,4.334047999999999,4.701071999999999
2-2806013,,0,0.29299899999999995,0.49426899999999996,0.7347239999999999,0.8392649999999999,0.9593119999999999,1.116441,1.774683,2.233319,2.4539169999999997,2.6334709999999997,2.9299609999999996,3.3007829999999996,3.5508919999999997,3.856635,4.143514,4.5105379999999995
3-2801982,,,0,0.20127,0.44172500000000003,0.546266,0.666313,0.823442,1.481684,1.94032,2.160918,2.340472,2.636962,3.007784,3.257893,3.5636360000000002,3.850515,4.217539
4-2801803,,,,0,0.24045500000000003,0.344996,0.46504300000000004,0.6221720000000001,1.280414,1.73905,1.959648,2.139202,2.435692,2.806514,3.056623,3.362366,3.649245,4.016269
5-2801798,,,,,0,0.10454100000000001,0.224588,0.381717,1.039959,1.4985950000000001,1.7191930000000002,1.8987470000000002,2.195237,2.566059,2.8161680000000002,3.1219110000000003,3.40879,3.775814
6-2801792,,,,,,0,0.120047,0.277176,0.935418,1.394054,1.614652,1.794206,2.090696,2.461518,2.711627,3.01737,3.304249,3.671273
7-2801786,,,,,,,0,0.157129,0.815371,1.274007,1.494605,1.674159,1.9706489999999999,2.341471,2.59158,2.897323,3.184202,3.5512259999999998
8-2801781,,,,,,,,0,0.658242,1.116878,1.337476,1.51703,1.81352,2.184342,2.434451,2.7401940000000002,3.027073,3.394097
9-2801173,,,,,,,,,0,0.458636,0.679234,0.858788,1.155278,1.5261,1.7762090000000001,2.0819520000000002,2.368831,2.735855
10-2801778,,,,,,,,,,0,0.220598,0.40015199999999995,0.696642,1.067464,1.3175729999999999,1.623316,1.9101949999999999,2.2772189999999997
11-2801769,,,,,,,,,,,0,0.179554,0.476044,0.846866,1.096975,1.4027180000000001,1.689597,2.056621
12-2801763,,,,,,,,,,,,0,0.29649000000000003,0.667312,0.917421,1.2231640000000001,1.510043,1.877067
13-2801170,,,,,,,,,,,,,0,0.370822,0.620931,0.926674,1.213553,1.5805770000000001
14-2801237,,,,,,,,,,,,,,0,0.250109,0.555852,0.842731,1.209755
15-2801744,,,,,,,,,,,,,,,0,0.305743,0.592622,0.959646
16-2801734,,,,,,,,,,,,,,,,0,0.286879,0.6539029999999999
17-2801185,,,,,,,,,,,,,,,,,0,0.36702399999999996
18-2801688,,,,,,,,,,,,,,,,,,0
