순번_정류장ID,1-2800297,2-2803996,3-2803994,4-2803951,5-2803953,6-2803955,7-2803957,8-2803959,9-2803961,10-2803963,11-2803965,12-2803967,13-2803969,14-2803972,15-2803868,16-2803866,17-2803863,18-2803864,19-2800255,20-2803615,21-2803614,22-2803859,23-2806227,24-2803858,25-2803611,26-2806295,27-2806293,28-2804201,29-2806291,30-2807291,31-2804203,32-2804206,33-2804332,34-2804208,35-2804210,36-2804212,37-2804579,38-2803703
1-2800297,0,0.304133,1.131532,1.659152,2.200473,2.7522450000000003,3.1479580000000005,3.9023870000000005,4.226515000000001,4.666247000000001,5.252795000000001,5.596523000000001,6.234336000000001,6.517093000000001,6.880580000000001,7.319566000000001,7.521272000000001,7.652939000000001,8.195311,9.159632,9.536763,9.764050000000001,10.450102000000001,10.799401000000001,11.982033000000001,12.339811000000001,12.594195000000001,12.969467000000002,13.160269000000001,13.396516000000002,13.592161000000003,14.137429000000003,14.687988000000002,15.185982000000003,15.520869000000003,16.050936000000004,16.230319000000005,16.416912000000004
2-2803996,,0,0.827399,1.355019,1.89634,2.448112,2.8438250000000003,3.5982540000000003,3.9223820000000003,4.362114,4.948662,5.292389999999999,5.930202999999999,6.212959999999999,6.576446999999999,7.015432999999999,7.217138999999999,7.348805999999999,7.891177999999999,8.855498999999998,9.232629999999999,9.459916999999999,10.145969,10.495268,11.6779,12.035677999999999,12.290061999999999,12.665334,12.856136,13.092383,13.288028,13.833296,14.383855,14.881849,15.216736000000001,15.746803000000002,15.926186000000001,16.112779
3-2803994,,,0,0.52762,1.0689410000000001,1.6207130000000003,2.0164260000000005,2.7708550000000005,3.0949830000000005,3.5347150000000003,4.121263,4.4649909999999995,5.102803999999999,5.385560999999999,5.749047999999999,6.188033999999999,6.389739999999999,6.521406999999999,7.063778999999999,8.028099999999998,8.405230999999999,8.632518,9.31857,9.667869,10.850501,11.208279,11.462663,11.837935,12.028737,12.264984,12.460629,13.005897000000001,13.556456,14.054450000000001,14.389337000000001,14.919404000000002,15.098787000000002,15.285380000000002
4-2803951,,,,0,0.541321,1.093093,1.488806,2.2432350000000003,2.5673630000000003,3.007095,3.593643,3.937371,4.575184,4.857941,5.221428,5.660414,5.86212,5.993787,6.5361590000000005,7.5004800000000005,7.877611000000001,8.104898,8.79095,9.140249,10.322881,10.680659,10.935043,11.310315000000001,11.501117,11.737364000000001,11.933009000000002,12.478277000000002,13.028836000000002,13.526830000000002,13.861717000000002,14.391784000000003,14.571167000000003,14.757760000000003
5-2803953,,,,,0,0.551772,0.9474850000000001,1.7019140000000001,2.0260420000000003,2.465774,3.052322,3.3960500000000002,4.033863,4.31662,4.6801070000000005,5.119093,5.320799,5.452466,5.9948380000000006,6.9591590000000005,7.336290000000001,7.563577,8.249629,8.598928,9.78156,10.139338,10.393722,10.768994000000001,10.959796,11.196043000000001,11.391688000000002,11.936956000000002,12.487515000000002,12.985509000000002,13.320396000000002,13.850463000000003,14.029846000000003,14.216439000000003
6-2803955,,,,,,0,0.39571300000000004,1.150142,1.47427,1.914002,2.50055,2.844278,3.482091,3.764848,4.128335,4.567321,4.7690269999999995,4.900694,5.443066,6.407387,6.784518,7.011805,7.697857,8.047156,9.229788,9.587565999999999,9.841949999999999,10.217222,10.408024,10.644271,10.839916,11.385184,11.935743,12.433737,12.768624,13.298691000000002,13.478074000000001,13.664667000000001
7-2803957,,,,,,,0,0.754429,1.078557,1.518289,2.104837,2.448565,3.086378,3.369135,3.732622,4.171608,4.373314,4.504981,5.047353,6.011674,6.3888050000000005,6.616092,7.302144,7.651443,8.834075,9.191853,9.446237,9.821509,10.012311,10.248558000000001,10.444203000000002,10.989471000000002,11.540030000000002,12.038024000000002,12.372911000000002,12.902978000000003,13.082361000000002,13.268954000000003
8-2803959,,,,,,,,0,0.324128,0.76386,1.3504079999999998,1.6941359999999999,2.331949,2.614706,2.978193,3.417179,3.618885,3.7505520000000003,4.292924,5.257245,5.6343760000000005,5.861663,6.547715,6.897014,8.079646,8.437424,8.691808,9.06708,9.257882,9.494129000000001,9.689774000000002,10.235042000000002,10.785601000000002,11.283595000000002,11.618482000000002,12.148549000000003,12.327932000000002,12.514525000000003
9-2803961,,,,,,,,,0,0.43973199999999996,1.0262799999999999,1.370008,2.007821,2.290578,2.654065,3.093051,3.294757,3.4264240000000004,3.968796,4.933117,5.3102480000000005,5.537535,6.223587,6.5728860000000005,7.755518,8.113296,8.36768,8.742952,8.933754,9.170001000000001,9.365646000000002,9.910914000000002,10.461473000000002,10.959467000000002,11.294354000000002,11.824421000000003,12.003804000000002,12.190397000000003
10-2803963,,,,,,,,,,0,0.586548,0.930276,1.568089,1.8508460000000002,2.2143330000000003,2.653319,2.8550250000000004,2.9866920000000006,3.529064000000001,4.493385000000001,4.870516000000001,5.097803000000001,5.783855000000001,6.133154000000001,7.315786000000001,7.673564000000001,7.927948000000001,8.303220000000001,8.494022000000001,8.730269000000002,8.925914000000002,9.471182000000002,10.021741000000002,10.519735000000003,10.854622000000003,11.384689000000003,11.564072000000003,11.750665000000003
