순번_정류장ID,65-2802877,66-2802883,67-2802900,68-2802928,69-2802622,70-2802996,71-2803018,72-2803022,73-2803030,74-2802644,75-2802645,76-2802965,77-2802959,78-2802641,79-2803003,80-2803008,81-2803013,82-2803004,83-2802997,84-2802990,85-2802989,86-2802993,87-2802969,88-2802615,89-2802952,90-2802918,91-2802864,92-2802824,93-2802618,94-2802176,95-2806506,96-2806502,97-2806512,98-2802193,99-2802196,100-2802200,101-2802204,102-2805533,103-2802215,104-2802212,105-2802208,106-2805660,107-2806528,108-2806527,109-2806526,110-2806525,111-2807112,112-2806514,113-2801854,114-2807443,115-2807444,116-2807281,117-2802018,118-2800097,119-2800060,120-2805845,121-2805847,122-2805849,123-2805851,124-2800085
65-2802877,0,0.305917,0.570759,0.811264,1.088355,1.324096,1.567262,1.7230029999999998,2.103313,2.315264,2.533239,3.354927,3.85755,4.173038,4.549036,4.940218,5.342002,5.5725549999999995,5.718747,5.951480999999999,6.283491,6.581994,6.933851,7.203721,7.3755869999999994,7.9202379999999994,8.74012,8.991041999999998,9.343002999999998,9.589303999999998,9.961504999999999,10.352269999999999,10.777975999999999,12.167451999999999,12.957446,13.349188,13.480355,13.820074,14.285741,14.67325,15.332528,16.901702,17.419761,17.578448,17.878542000000003,18.272744000000003,18.76873,19.062700000000003,19.453062000000003,19.708366,20.733286000000003,21.478122000000003,21.944184000000003,22.674111000000003,23.115692000000003,23.575873,23.999760000000002,24.331554,24.612489,24.92537
66-2802883,,0,0.264842,0.505347,0.782438,1.018179,1.261345,1.4170859999999998,1.7973959999999998,2.009347,2.227322,3.04901,3.551633,3.867121,4.243119,4.634301,5.036085,5.266638,5.4128300000000005,5.645564,5.977574000000001,6.276077000000001,6.627934000000001,6.897804000000001,7.06967,7.614321,8.434203,8.685125,9.037085999999999,9.283387,9.655588,10.046353,10.472059,11.861535,12.651529,13.043271,13.174438,13.514157,13.979824,14.367333,15.026611,16.595785,17.113844,17.272531,17.572625000000002,17.966827000000002,18.462813,18.756783000000002,19.147145000000002,19.402449,20.427369000000002,21.172205,21.638267000000003,22.368194000000003,22.809775000000002,23.269956,23.693843,24.025637,24.306572,24.619453
67-2802900,,,0,0.24050500000000002,0.517596,0.7533369999999999,0.9965029999999999,1.152244,1.532554,1.744505,1.96248,2.784168,3.286791,3.6022790000000002,3.9782770000000003,4.369459,4.771243,5.001796000000001,5.147988000000001,5.3807220000000004,5.712732000000001,6.011235000000001,6.363092000000001,6.632962000000001,6.8048280000000005,7.3494790000000005,8.169361,8.420283,8.772243999999999,9.018545,9.390746,9.781511,10.207217,11.596693,12.386687,12.778429000000001,12.909596,13.249315000000001,13.714982000000001,14.102491,14.761769000000001,16.330943,16.849002000000002,17.007689000000003,17.307783000000004,17.701985000000004,18.197971000000003,18.491941000000004,18.882303000000004,19.137607000000003,20.162527000000004,20.907363000000004,21.373425000000005,22.103352000000005,22.544933000000004,23.005114000000003,23.429001000000003,23.760795,24.04173,24.354611000000002
68-2802928,,,,0,0.277091,0.512832,0.755998,0.911739,1.292049,1.504,1.721975,2.543663,3.046286,3.3617739999999996,3.7377719999999997,4.128953999999999,4.5307379999999995,4.761291,4.907483,5.140217,5.472227,5.77073,6.122587,6.392457,6.564323,7.108974,7.928856,8.179777999999999,8.531738999999998,8.778039999999999,9.150241,9.541006,9.966712,11.356188,12.146182,12.537924,12.669091,13.00881,13.474477,13.861986,14.521264,16.090438,16.608497,16.767184,17.067278,17.46148,17.957466,18.251436,18.641798,18.897102,19.922022000000002,20.666858,21.132920000000002,21.862847000000002,22.304428,22.764609,23.188496,23.52029,23.801225,24.114106
69-2802622,,,,,0,0.23574099999999998,0.47890699999999997,0.634648,1.014958,1.226909,1.444884,2.266572,2.769195,3.084683,3.460681,3.8518630000000003,4.253647,4.4841999999999995,4.630392,4.863125999999999,5.195136,5.493639,5.845496,6.115366,6.2872319999999995,6.8318829999999995,7.651764999999999,7.902686999999999,8.254648,8.500949,8.87315,9.263915,9.689621,11.079097,11.869091000000001,12.260833000000002,12.392000000000001,12.731719000000002,13.197386000000002,13.584895000000001,14.244173000000002,15.813347000000002,16.331406,16.490093,16.790187000000003,17.184389000000003,17.680375,17.974345000000003,18.364707000000003,18.620011,19.644931000000003,20.389767000000003,20.855829000000004,21.585756000000003,22.027337000000003,22.487518,22.911405000000002,23.243199,23.524134,23.837015
70-2802996,,,,,,0,0.243166,0.398907,0.779217,0.991168,1.209143,2.030831,2.533454,2.848942,3.22494,3.6161220000000003,4.017906,4.248459,4.3946510000000005,4.627385,4.959395000000001,5.257898000000001,5.609755000000001,5.879625000000001,6.051491,6.596142,7.416024,7.666946,8.018907,8.265208000000001,8.637409000000002,9.028174000000002,9.453880000000002,10.843356000000002,11.633350000000002,12.025092000000003,12.156259000000002,12.495978000000003,12.961645000000003,13.349154000000002,14.008432000000003,15.577606000000003,16.095665000000004,16.254352000000004,16.554446000000006,16.948648000000006,17.444634000000004,17.738604000000006,18.128966000000005,18.384270000000004,19.409190000000006,20.154026000000005,20.620088000000006,21.350015000000006,21.791596000000006,22.251777000000004,22.675664000000005,23.007458000000003,23.288393000000003,23.601274000000004
71-2803018,,,,,,,0,0.15574100000000002,0.536051,0.7480020000000001,0.9659770000000001,1.787665,2.290288,2.6057759999999996,2.9817739999999997,3.372956,3.77474,4.005293,4.151485,4.384219,4.716229,5.014732,5.366589,5.636459,5.808325,6.352976,7.172858,7.42378,7.775741,8.022042,8.394243000000001,8.785008000000001,9.210714000000001,10.600190000000001,11.390184000000001,11.781926000000002,11.913093000000002,12.252812000000002,12.718479000000002,13.105988000000002,13.765266000000002,15.334440000000003,15.852499000000002,16.011186000000002,16.311280000000004,16.705482000000003,17.201468000000002,17.495438000000004,17.885800000000003,18.141104000000002,19.166024000000004,19.910860000000003,20.376922000000004,21.106849000000004,21.548430000000003,22.008611000000002,22.432498000000002,22.764292,23.045227,23.358108
72-2803022,,,,,,,,0,0.38031,0.592261,0.8102360000000001,1.6319240000000002,2.134547,2.4500349999999997,2.826033,3.217215,3.618999,3.849552,3.995744,4.228478,4.560488,4.8589910000000005,5.210848,5.480718,5.652584,6.197235,7.017117,7.268039,7.62,7.866301,8.238502,8.629267,9.054973,10.444449,11.234443,11.626185000000001,11.757352000000001,12.097071000000001,12.562738000000001,12.950247000000001,13.609525000000001,15.178699000000002,15.696758000000003,15.855445000000003,16.155539000000005,16.549741000000004,17.045727000000003,17.339697000000005,17.730059000000004,17.985363000000003,19.010283000000005,19.755119000000004,20.221181000000005,20.951108000000005,21.392689000000004,21.852870000000003,22.276757000000003,22.608551000000002,22.889486,23.202367000000002
73-2803030,,,,,,,,,0,0.21195100000000003,0.42992600000000003,1.251614,1.7542369999999998,2.069725,2.445723,2.8369050000000002,3.2386890000000004,3.4692420000000004,3.6154340000000005,3.8481680000000007,4.180178000000001,4.478681000000001,4.830538000000001,5.100408000000001,5.272274,5.816925,6.636807,6.887729,7.23969,7.485991,7.858192000000001,8.248957,8.674663,10.064139,10.854133000000001,11.245875000000002,11.377042000000001,11.716761000000002,12.182428000000002,12.569937000000001,13.229215000000002,14.798389000000002,15.316448000000001,15.475135000000002,15.775229000000001,16.169431000000003,16.665417,16.959387000000003,17.349749000000003,17.605053,18.629973000000003,19.374809000000003,19.840871000000003,20.570798000000003,21.012379000000003,21.47256,21.896447000000002,22.228241,22.509176,22.822057
74-2802644,,,,,,,,,,0,0.217975,1.039663,1.5422859999999998,1.8577739999999998,2.2337719999999996,2.624954,3.026738,3.257291,3.403483,3.6362170000000003,3.968227,4.26673,4.618587,4.888457,5.0603229999999995,5.6049739999999995,6.424855999999999,6.675777999999999,7.0277389999999995,7.274039999999999,7.646241,8.037006,8.462712,9.852188,10.642182,11.033924,11.165091,11.50481,11.970477,12.357986,13.017264,14.586438000000001,15.104497000000002,15.263184000000003,15.563278000000002,15.957480000000002,16.453466000000002,16.747436000000004,17.137798000000004,17.393102000000003,18.418022000000004,19.162858000000003,19.628920000000004,20.358847000000004,20.800428000000004,21.260609000000002,21.684496000000003,22.01629,22.297225,22.610106000000002
