순번_정류장ID,1-2801439,2-2801494,3-2801522,4-2801537,5-2801552,6-2801594,7-2801630,8-2801631
1-2801439,0,0.707773,0.937036,1.068223,1.1901229999999998,1.4849499999999998,1.8145069999999999,2.164941
2-2801494,,0,0.22926300000000002,0.36045000000000005,0.48235000000000006,0.777177,1.1067339999999999,1.4571679999999998
3-2801522,,,0,0.131187,0.253087,0.547914,0.877471,1.227905
4-2801537,,,,0,0.1219,0.416727,0.746284,1.096718
5-2801552,,,,,0,0.294827,0.624384,0.9748180000000001
6-2801594,,,,,,0,0.329557,0.679991
7-2801630,,,,,,,0,0.350434
8-2801631,,,,,,,,0
