순번_정류장ID,1-2805935,2-2805937,3-2806688,4-2800680,5-2806689,6-2805948,7-2807328,8-2807329,9-2805903,10-2803067,11-2803040,12-2803077,13-2803101,14-2803115,15-2803134,16-2803133,17-2805713,18-2803122,19-2805890,20-2803091,21-2805891,22-2803081,23-2803052,24-2806035,25-2803069,26-2803073,27-2803072,28-2803088,29-2803090,30-2803089,31-2803076,32-2803083,33-2805887,34-2803092,35-2803098,36-2803103,37-2803116,38-2805712,39-2805896,40-2803234,41-2803237,42-2803241,43-2802763,44-2802772,45-2802788,46-2802805,47-2802836,48-2805690,49-2806493,50-2805688
1-2805935,0,0.24360199999999999,0.842549,1.059494,1.383855,3.8016140000000003,4.341531,4.557346,4.8911679999999995,5.203722999999999,5.347848999999999,5.692939999999999,6.062503999999999,6.376281999999999,6.826280999999999,7.209920999999999,7.593875999999999,7.789239999999999,8.251654999999998,8.377392999999998,8.622707999999998,8.837892999999998,8.969451999999997,9.268244999999997,9.532095999999997,9.941945999999998,10.256408999999998,10.530070999999998,10.909963999999997,11.030721999999997,11.403033999999998,11.587197999999999,11.758685999999999,12.002389999999998,12.191109999999998,12.294312999999999,12.532217,12.779235,13.26249,13.717281999999999,14.010193999999998,14.424412999999998,14.980123999999998,15.396749999999999,15.734395999999998,16.002198999999997,16.489198999999996,16.966934999999996,17.233429999999995,17.483283999999994
2-2805937,,0,0.598947,0.815892,1.140253,3.558012,4.097929000000001,4.313744000000001,4.647566,4.960121,5.104247,5.449338,5.818902,6.13268,6.582679,6.9663189999999995,7.350274,7.545637999999999,8.008052999999999,8.133790999999999,8.379105999999998,8.594290999999998,8.725849999999998,9.024642999999998,9.288493999999998,9.698343999999999,10.012806999999999,10.286468999999999,10.666361999999998,10.787119999999998,11.159431999999999,11.343596,11.515084,11.758788,11.947508,12.050711,12.288615,12.535633,13.018888,13.47368,13.766592,14.180810999999999,14.736521999999999,15.153148,15.490794,15.758597,16.245597,16.723333,16.989828,17.239682
3-2806688,,,0,0.21694499999999997,0.541306,2.9590650000000003,3.4989820000000003,3.7147970000000003,4.048619,4.361174,4.5053,4.850391,5.219955000000001,5.533733000000001,5.983732000000001,6.3673720000000005,6.751327000000001,6.946691,7.409106,7.5348440000000005,7.780159,7.995344,8.126903,8.425696,8.689547000000001,9.099397000000002,9.413860000000001,9.687522000000001,10.067415,10.188173,10.560485,10.744649,10.916137,11.159841,11.348561,11.451764,11.689668000000001,11.936686000000002,12.419941000000001,12.874733,13.167645,13.581864,14.137575,14.554201,14.891847,15.159650000000001,15.646650000000001,16.124386,16.390881,16.640735
4-2800680,,,,0,0.324361,2.7421200000000003,3.2820370000000003,3.4978520000000004,3.8316740000000005,4.144229,4.288355,4.633446,5.00301,5.316788,5.766787,6.150427,6.534382,6.729746,7.192161,7.317899,7.563213999999999,7.778398999999999,7.909958,8.208751,8.472602,8.882452,9.196915,9.470577,9.85047,9.971228,10.34354,10.527704000000002,10.699192000000002,10.942896000000001,11.131616000000001,11.234819000000002,11.472723000000002,11.719741000000003,12.202996000000002,12.657788000000002,12.950700000000001,13.364919,13.920630000000001,14.337256000000002,14.674902000000001,14.942705000000002,15.429705000000002,15.907441000000002,16.173936,16.42379
5-2806689,,,,,0,2.417759,2.957676,3.1734910000000003,3.5073130000000003,3.8198680000000005,3.9639940000000005,4.3090850000000005,4.678649,4.992427,5.442426,5.826066,6.210021,6.405385,6.8678,6.993538,7.238853,7.454038,7.585597,7.88439,8.148241,8.558091000000001,8.872554000000001,9.146216,9.526109,9.646867,10.019179000000001,10.203343000000002,10.374831000000002,10.618535000000001,10.807255000000001,10.910458000000002,11.148362000000002,11.395380000000003,11.878635000000003,12.333427000000002,12.626339000000002,13.040558,13.596269000000001,14.012895000000002,14.350541000000002,14.618344000000002,15.105344000000002,15.583080000000002,15.849575000000003,16.099429000000004
6-2805948,,,,,,0,0.539917,0.755732,1.089554,1.4021089999999998,1.5462349999999998,1.8913259999999998,2.26089,2.574668,3.024667,3.408307,3.792262,3.987626,4.450041,4.575779,4.8210939999999995,5.0362789999999995,5.167838,5.466631,5.730481999999999,6.140331999999999,6.454794999999999,6.728456999999999,7.108349999999999,7.229107999999999,7.601419999999999,7.785583999999999,7.957071999999999,8.200776,8.389496,8.492699,8.730603,8.977621000000001,9.460876,9.915668,10.20858,10.622798999999999,11.17851,11.595136,11.932782,12.200585,12.687585,13.165321,13.431816000000001,13.68167
7-2807328,,,,,,,0,0.215815,0.549637,0.8621920000000001,1.006318,1.351409,1.720973,2.034751,2.48475,2.86839,3.252345,3.447709,3.910124,4.035862,4.281177,4.4963619999999995,4.627921,4.926714,5.190564999999999,5.600414999999999,5.914877999999999,6.188539999999999,6.568432999999999,6.689190999999999,7.061502999999999,7.245666999999999,7.417154999999999,7.660858999999999,7.849578999999999,7.952781999999999,8.190686,8.437704,8.920959,9.375751,9.668662999999999,10.082881999999998,10.638592999999998,11.055219,11.392864999999999,11.660668,12.147668,12.625404,12.891899,13.141753
8-2807329,,,,,,,,0,0.333822,0.646377,0.790503,1.135594,1.505158,1.8189359999999999,2.268935,2.652575,3.03653,3.231894,3.694309,3.820047,4.065362,4.280547,4.4121060000000005,4.710899,4.97475,5.3846,5.699063,5.972725,6.352618,6.473376,6.845688,7.029852,7.20134,7.445044,7.633764,7.736967,7.974871,8.221889000000001,8.705144,9.159936,9.452848,9.867066999999999,10.422778,10.839404,11.17705,11.444853,11.931853,12.409589,12.676084000000001,12.925938
9-2805903,,,,,,,,,0,0.312555,0.456681,0.8017719999999999,1.171336,1.4851139999999998,1.9351129999999999,2.318753,2.702708,2.898072,3.360487,3.486225,3.7315400000000003,3.9467250000000003,4.078284,4.377077,4.640928,5.050777999999999,5.365240999999999,5.638902999999999,6.018795999999999,6.1395539999999995,6.5118659999999995,6.6960299999999995,6.867518,7.111222,7.299942,7.403144999999999,7.641049,7.8880669999999995,8.371322,8.826113999999999,9.119025999999998,9.533244999999997,10.088955999999998,10.505581999999999,10.843227999999998,11.111030999999999,11.598030999999999,12.075766999999999,12.342262,12.592115999999999
10-2803067,,,,,,,,,,0,0.144126,0.489217,0.858781,1.1725590000000001,1.6225580000000002,2.0061980000000004,2.390153,2.5855170000000003,3.0479320000000003,3.1736700000000004,3.4189850000000006,3.6341700000000006,3.7657290000000003,4.064522,4.328373,4.738223,5.052686,5.326347999999999,5.7062409999999995,5.826999,6.199311,6.383475,6.554963,6.798667,6.987387,7.09059,7.328494,7.575512,8.058767,8.513558999999999,8.806470999999998,9.220689999999998,9.776400999999998,10.193026999999999,10.530672999999998,10.798475999999999,11.285476,11.763212,12.029707,12.279561
11-2803040,,,,,,,,,,,0,0.345091,0.714655,1.0284330000000002,1.4784320000000002,1.8620720000000002,2.246027,2.4413910000000003,2.9038060000000003,3.0295440000000005,3.2748590000000006,3.4900440000000006,3.6216030000000003,3.920396,4.184247,4.594097,4.90856,5.182221999999999,5.5621149999999995,5.682873,6.055185,6.239349,6.410837,6.654541,6.843261,6.946464,7.184368,7.431386,7.914641,8.369432999999999,8.662344999999998,9.076563999999998,9.632274999999998,10.048900999999999,10.386546999999998,10.654349999999999,11.14135,11.619086,11.885581,12.135435
12-2803077,,,,,,,,,,,,0,0.369564,0.683342,1.133341,1.516981,1.900936,2.0963,2.558715,2.684453,2.929768,3.144953,3.2765120000000003,3.575305,3.839156,4.249006,4.5634689999999996,4.837130999999999,5.217023999999999,5.337782,5.710094,5.894258,6.065746,6.30945,6.49817,6.601373,6.839277,7.086295,7.56955,8.024341999999999,8.317253999999998,8.731472999999998,9.287183999999998,9.703809999999999,10.041455999999998,10.309258999999999,10.796259,11.273995,11.54049,11.790344
13-2803101,,,,,,,,,,,,,0,0.313778,0.7637769999999999,1.147417,1.531372,1.726736,2.189151,2.314889,2.560204,2.775389,2.906948,3.2057409999999997,3.4695919999999996,3.8794419999999996,4.193905,4.467567,4.84746,4.968218,5.34053,5.524694,5.696182,5.939886,6.128606,6.231809,6.4697130000000005,6.716731,7.199986,7.654778,7.947690000000001,8.361909,8.917620000000001,9.334246000000002,9.671892000000001,9.939695000000002,10.426695000000002,10.904431000000002,11.170926000000003,11.420780000000002
14-2803115,,,,,,,,,,,,,,0,0.449999,0.833639,1.217594,1.4129580000000002,1.8753730000000002,2.0011110000000003,2.2464260000000005,2.4616110000000004,2.5931700000000006,2.8919630000000005,3.1558140000000003,3.5656640000000004,3.8801270000000003,4.153789000000001,4.533682000000001,4.654440000000001,5.026752000000001,5.210916000000001,5.382404000000001,5.626108000000001,5.814828000000001,5.918031000000001,6.155935000000001,6.402953000000001,6.886208000000001,7.341000000000001,7.633912000000001,8.048131000000001,8.603842000000002,9.020468000000003,9.358114000000002,9.625917000000003,10.112917000000003,10.590653000000003,10.857148000000004,11.107002000000003
15-2803134,,,,,,,,,,,,,,,0,0.38364000000000004,0.767595,0.962959,1.425374,1.5511119999999998,1.7964269999999998,2.011612,2.1431709999999997,2.4419639999999996,2.7058149999999994,3.1156649999999995,3.4301279999999994,3.7037899999999992,4.083682999999999,4.204440999999999,4.576752999999999,4.760916999999999,4.932404999999999,5.176108999999999,5.364828999999999,5.468031999999999,5.7059359999999995,5.952953999999999,6.436208999999999,6.891000999999999,7.1839129999999995,7.598132,8.153843,8.570469000000001,8.908115,9.175918000000001,9.662918000000001,10.140654000000001,10.407149000000002,10.657003000000001
16-2803133,,,,,,,,,,,,,,,,0,0.383955,0.579319,1.041734,1.167472,1.412787,1.627972,1.759531,2.058324,2.3221749999999997,2.7320249999999997,3.0464879999999996,3.3201499999999995,3.7000429999999995,3.8208009999999994,4.193112999999999,4.377276999999999,4.5487649999999995,4.792469,4.981189,5.084391999999999,5.322296,5.569313999999999,6.052568999999999,6.5073609999999995,6.800273,7.214492,7.7702029999999995,8.186829,8.524474999999999,8.792278,9.279278,9.757014,10.023509,10.273363
17-2805713,,,,,,,,,,,,,,,,,0,0.195364,0.657779,0.783517,1.028832,1.244017,1.375576,1.674369,1.93822,2.34807,2.662533,2.9361949999999997,3.3160879999999997,3.4368459999999996,3.8091579999999996,3.9933219999999996,4.164809999999999,4.408513999999999,4.597233999999999,4.700436999999999,4.938340999999999,5.185358999999999,5.668613999999999,6.123405999999999,6.4163179999999995,6.830537,7.386247999999999,7.802873999999999,8.140519999999999,8.408323,8.895323,9.373059,9.639554,9.889408
