순번_정류장ID,1-2803678,2-2803679,3-2803155,4-2805705,5-2803198,6-2806037,7-2807039,8-2805148,9-2805812,10-2807052,11-2805833,12-2805832,13-2803179,14-2807270,15-2805247,16-2805248,17-2805965,18-2803365,19-2803370,20-2803373,21-2805943,22-2805200,23-2805242,24-2805239,25-2805237,26-2805243,27-2805246,28-2805236,29-2805234,30-2805198,31-2803379,32-2803176,33-2803381,34-2803140,35-2807621,36-2805549,37-2806579,38-2807590,39-2807591,40-2807593
1-2803678,0,0.47279799999999994,1.34098,2.616243,3.1431829999999996,3.4373159999999996,3.6519239999999997,4.256625,4.996091,5.572773,5.975097,6.36515,17.611308,18.448094,19.054026,19.372163,19.699986,20.323822,20.738763,21.259694999999997,21.729553999999997,22.320932999999997,22.770314999999997,23.067454999999995,23.441992999999997,24.015769999999996,25.148714999999996,25.829200999999994,26.090785999999994,26.795547999999993,27.040113999999992,27.31230399999999,27.50235099999999,27.96125299999999,30.06184999999999,30.660025999999988,32.91308699999999,33.43825299999999,34.24836399999999,35.231121999999985
2-2803679,,0,0.868182,2.143445,2.6703849999999996,2.9645179999999995,3.1791259999999997,3.7838269999999996,4.523293,5.099975,5.502299,5.892352,17.13851,17.975296,18.581228,18.899365,19.227187999999998,19.851024,20.265964999999998,20.786896999999996,21.256755999999996,21.848134999999996,22.297516999999996,22.594656999999994,22.969194999999996,23.542971999999995,24.675916999999995,25.356402999999993,25.617987999999993,26.322749999999992,26.56731599999999,26.83950599999999,27.02955299999999,27.488454999999988,29.589051999999988,30.187227999999987,32.440288999999986,32.965454999999984,33.77556599999998,34.75832399999998
3-2803155,,,0,1.2752629999999998,1.8022029999999998,2.096336,2.310944,2.915645,3.6551109999999998,4.231793,4.634117,5.02417,16.270328,17.107114,17.713046,18.031183,18.359005999999997,18.982841999999998,19.397782999999997,19.918714999999995,20.388573999999995,20.979952999999995,21.429334999999995,21.726474999999994,22.101012999999995,22.674789999999994,23.807734999999994,24.488220999999992,24.749805999999992,25.45456799999999,25.69913399999999,25.97132399999999,26.16137099999999,26.620272999999987,28.720869999999987,29.319045999999986,31.572106999999985,32.09727299999999,32.907383999999986,33.89014199999998
4-2805705,,,,0,0.52694,0.8210729999999999,1.0356809999999999,1.6403819999999998,2.379848,2.95653,3.358854,3.748907,14.995065,15.831851,16.437783,16.75592,17.083743,17.707579,18.122519999999998,18.643451999999996,19.113310999999996,19.704689999999996,20.154071999999996,20.451211999999995,20.825749999999996,21.399526999999996,22.532471999999995,23.212957999999993,23.474542999999993,24.179304999999992,24.42387099999999,24.69606099999999,24.88610799999999,25.345009999999988,27.44560699999999,28.043782999999987,30.296843999999986,30.822009999999985,31.632120999999984,32.61487899999998
5-2803198,,,,,0,0.294133,0.508741,1.113442,1.852908,2.42959,2.8319140000000003,3.2219670000000002,14.468125,15.304911,15.910843,16.22898,16.556803,17.180639,17.595579999999998,18.116511999999997,18.586370999999996,19.177749999999996,19.627131999999996,19.924271999999995,20.298809999999996,20.872586999999996,22.005531999999995,22.686017999999994,22.947602999999994,23.652364999999993,23.89693099999999,24.16912099999999,24.35916799999999,24.818069999999988,26.91866699999999,27.516842999999987,29.769903999999986,30.295069999999985,31.105180999999984,32.087938999999984
6-2806037,,,,,,0,0.214608,0.8193090000000001,1.558775,2.1354569999999997,2.537781,2.927834,14.173991999999998,15.010777999999998,15.616709999999998,15.934846999999998,16.262669999999996,16.886505999999997,17.301446999999996,17.822378999999994,18.292237999999994,18.883616999999994,19.332998999999994,19.630138999999993,20.004676999999994,20.578453999999994,21.711398999999993,22.39188499999999,22.65346999999999,23.35823199999999,23.60279799999999,23.874987999999988,24.065034999999988,24.523936999999986,26.624533999999986,27.222709999999985,29.475770999999984,30.000936999999983,30.811047999999982,31.793805999999982
7-2807039,,,,,,,0,0.604701,1.3441670000000001,1.920849,2.323173,2.713226,13.959384,14.79617,15.402102,15.720239,16.048061999999998,16.671898,17.086838999999998,17.607770999999996,18.077629999999996,18.669008999999996,19.118390999999995,19.415530999999994,19.790068999999995,20.363845999999995,21.496790999999995,22.177276999999993,22.438861999999993,23.143623999999992,23.38818999999999,23.66037999999999,23.85042699999999,24.309328999999988,26.409925999999988,27.008101999999987,29.261162999999986,29.786328999999984,30.596439999999983,31.579197999999984
8-2805148,,,,,,,,0,0.739466,1.3161479999999999,1.7184719999999998,2.1085249999999998,13.354683,14.191469,14.797400999999999,15.115537999999999,15.443361,16.067197,16.482138,17.003069999999997,17.472928999999997,18.064307999999997,18.513689999999997,18.810829999999996,19.185367999999997,19.759144999999997,20.892089999999996,21.572575999999994,21.834160999999995,22.538922999999993,22.783488999999992,23.05567899999999,23.24572599999999,23.70462799999999,25.80522499999999,26.403400999999988,28.656461999999987,29.181627999999986,29.991738999999985,30.974496999999985
9-2805812,,,,,,,,,0,0.5766819999999999,0.9790059999999998,1.3690589999999998,12.615217,13.452003,14.057934999999999,14.376071999999999,14.703895,15.327731,15.742672,16.263604,16.733463,17.324842,17.774224,18.071364,18.445902,19.019679,20.152624,20.833109999999998,21.094694999999998,21.799456999999997,22.044022999999996,22.316212999999994,22.506259999999994,22.965161999999992,25.065758999999993,25.66393499999999,27.91699599999999,28.44216199999999,29.252272999999988,30.23503099999999
10-2807052,,,,,,,,,,0,0.40232399999999996,0.792377,12.038535,12.875321,13.481252999999999,13.799389999999999,14.127213,14.751049,15.16599,15.686922000000001,16.156781000000002,16.748160000000002,17.197542000000002,17.494682,17.869220000000002,18.442997000000002,19.575942,20.256428,20.518013,21.222775,21.467340999999998,21.739530999999996,21.929577999999996,22.388479999999994,24.489076999999995,25.087252999999993,27.340313999999992,27.86547999999999,28.67559099999999,29.65834899999999
