순번_정류장ID,64-2803210,65-2803361,66-2807344,67-2806484,68-2807326,69-2805694,70-2805636,71-2806053,72-2806032,73-2806025,74-2805697,75-2805699,76-2805701,77-2807440,78-2806806,79-2805704,80-2807625,81-2806162,82-2805635,83-2805633,84-2807037,85-2805631,86-2805677,87-2807428,88-2807429,89-2807521,90-2806171,91-2807223,92-2806160,93-2805528,94-2807269,95-2806830,96-2805759,97-2805529,98-2805839,99-2805561,100-2805340,101-2805841,102-2805450,103-2806913,104-2805580,105-2805332,106-2805742,107-2805229,108-2805231,109-2805400,110-2805038,111-2804895,112-2805911,113-2806732,114-2806730,115-2807462,116-2806214,117-2800622,118-2800627,119-2800336,120-2800653,121-2800656,122-2800661,123-2804967,124-2806938
64-2803210,0,6.8106539999999995,7.1249519999999995,8.316951999999999,10.2373,10.652605,11.021409,11.325287,11.675393,11.873108,12.780564,12.990597,13.188272,13.401626,13.847083,14.102928,14.533992,14.828624999999999,15.470407999999999,15.823652999999998,16.142000999999997,16.670509999999997,17.683704999999996,17.828054999999996,28.071616999999996,28.918175999999995,30.842404999999996,31.313386999999995,32.429899999999996,33.85332399999999,34.22861799999999,34.91008699999999,35.15418699999999,35.459799999999994,35.711113999999995,35.95415799999999,36.05858399999999,36.29579599999999,36.89520799999999,37.33191499999999,37.631455999999986,37.979877999999985,38.188355999999985,38.492907999999986,38.99101599999999,39.191431999999985,39.47458599999999,39.742724999999986,40.08469499999999,40.56495999999999,40.781015999999994,41.41917899999999,42.35114399999999,42.696282999999994,43.141192999999994,43.36303099999999,43.72215099999999,43.93279599999999,44.340034999999986,45.15952699999998,45.639963999999985
65-2803361,,0,0.314298,1.506298,3.426646,3.841951,4.210755,4.514633,4.864739,5.062454,5.96991,6.179943,6.377618,6.590972,7.036429,7.292274,7.723338,8.017971,8.659754,9.012998999999999,9.331347,9.859855999999999,10.873050999999998,11.017400999999998,21.260962999999997,22.107521999999996,24.031750999999996,24.502732999999996,25.619245999999997,27.042669999999998,27.417963999999998,28.099432999999998,28.343532999999997,28.649146,28.90046,29.143504,29.24793,29.485142,30.084554,30.521261,30.820802,31.169224,31.377702,31.682254,32.180362,32.380778,32.663932,32.932071,33.274041000000004,33.75430600000001,33.97036200000001,34.60852500000001,35.540490000000005,35.88562900000001,36.33053900000001,36.55237700000001,36.911497000000004,37.122142000000004,37.529381,38.348873,38.82931
66-2807344,,,0,1.192,3.112348,3.527653,3.896457,4.200335,4.550441,4.748156,5.655612,5.865645,6.06332,6.276674,6.722131,6.977976,7.40904,7.703673,8.345456,8.698701,9.017049,9.545558,10.558753,10.703102999999999,20.946664999999996,21.793223999999995,23.717452999999995,24.188434999999995,25.304947999999996,26.728371999999997,27.103665999999997,27.785134999999997,28.029234999999996,28.334847999999997,28.586161999999998,28.829206,28.933632,29.170844,29.770256,30.206963,30.506504,30.854926,31.063404,31.367956,31.866063999999998,32.06648,32.349634,32.617773,32.959743,33.440008000000006,33.65606400000001,34.29422700000001,35.226192000000005,35.57133100000001,36.01624100000001,36.238079000000006,36.597199,36.807844,37.215083,38.034575,38.515012
67-2806484,,,,0,1.920348,2.3356529999999998,2.7044569999999997,3.0083349999999998,3.3584409999999996,3.5561559999999997,4.4636119999999995,4.673645,4.87132,5.084674,5.530131,5.785976,6.21704,6.511673,7.153456,7.5067010000000005,7.825049000000001,8.353558000000001,9.366753000000001,9.511103,19.754665,20.601224,22.525453,22.996434999999998,24.112948,25.536372,25.911666,26.593135,26.837235,27.142848,27.394162,27.637206000000003,27.741632000000003,27.978844000000002,28.578256000000003,29.014963,29.314504000000003,29.662926000000002,29.871404000000002,30.175956000000003,30.674064,30.874480000000002,31.157634,31.425773000000003,31.767743000000003,32.248008000000006,32.46406400000001,33.102227000000006,34.034192000000004,34.37933100000001,34.82424100000001,35.046079000000006,35.405199,35.615844,36.023083,36.842575,37.323012
68-2807326,,,,,0,0.41530500000000004,0.7841090000000001,1.087987,1.438093,1.6358080000000002,2.543264,2.7532970000000003,2.950972,3.164326,3.609783,3.865628,4.296692,4.591325,5.2331080000000005,5.586353000000001,5.904701000000001,6.433210000000001,7.446405,7.590755000000001,17.834317,18.680875999999998,20.605105,21.076086999999998,22.1926,23.616024,23.991318,24.672787,24.916887,25.2225,25.473814,25.716858000000002,25.821284000000002,26.058496,26.657908000000003,27.094615,27.394156000000002,27.742578,27.951056,28.255608000000002,28.753716,28.954132,29.237286,29.505425000000002,29.847395000000002,30.32766,30.543716,31.181879,32.113844,32.458983,32.903893000000004,33.125731,33.484851,33.695496,34.102734999999996,34.92222699999999,35.402663999999994
69-2805694,,,,,,0,0.368804,0.672682,1.022788,1.2205030000000001,2.127959,2.3379920000000003,2.535667,2.749021,3.194478,3.450323,3.881387,4.17602,4.8178030000000005,5.171048000000001,5.489396000000001,6.017905000000001,7.0311,7.1754500000000005,17.419012,18.265570999999998,20.189799999999998,20.660781999999998,21.777295,23.200719,23.576013,24.257482,24.501582,24.807195,25.058509,25.301553000000002,25.405979000000002,25.643191,26.242603000000003,26.67931,26.978851000000002,27.327273,27.535751,27.840303000000002,28.338411,28.538827,28.821981,29.090120000000002,29.432090000000002,29.912355,30.128411,30.766574,31.698538999999997,32.043678,32.488588,32.710426,33.069545999999995,33.280190999999995,33.68742999999999,34.50692199999999,34.98735899999999
70-2805636,,,,,,,0,0.30387800000000004,0.653984,0.851699,1.7591549999999998,1.9691879999999997,2.1668629999999998,2.3802169999999996,2.8256739999999994,3.0815189999999992,3.5125829999999993,3.8072159999999995,4.448999,4.802244,5.120592,5.649101,6.6622959999999996,6.806646,17.050207999999998,17.896766999999997,19.820995999999997,20.291977999999997,21.408490999999998,22.831915,23.207209,23.888678,24.132778,24.438391,24.689705,24.932749,25.037175,25.274387,25.873799,26.310506,26.610047,26.958469,27.166947,27.471499,27.969607,28.170023,28.453177,28.721316,29.063286,29.543551,29.759607,30.397769999999998,31.329735,31.674874,32.119783999999996,32.341621999999994,32.70074199999999,32.91138699999999,33.31862599999999,34.138117999999984,34.618554999999986
71-2806053,,,,,,,,0,0.350106,0.547821,1.455277,1.6653099999999998,1.862985,2.076339,2.521796,2.777641,3.208705,3.5033380000000003,4.1451210000000005,4.498366000000001,4.816714000000001,5.345223000000001,6.358418,6.5027680000000005,16.74633,17.592889,19.517118,19.9881,21.104613,22.528037,22.903331,23.5848,23.8289,24.134513000000002,24.385827000000003,24.628871000000004,24.733297000000004,24.970509000000003,25.569921000000004,26.006628000000003,26.306169000000004,26.654591000000003,26.863069000000003,27.167621000000004,27.665729000000002,27.866145000000003,28.149299000000003,28.417438000000004,28.759408000000004,29.239673000000003,29.455729,30.093892,31.025857000000002,31.370996,31.815906000000002,32.037744,32.396864,32.607509,33.014748,33.834239999999994,34.314676999999996
72-2806032,,,,,,,,,0,0.197715,1.105171,1.3152039999999998,1.5128789999999999,1.726233,2.17169,2.4275349999999998,2.858599,3.153232,3.7950150000000002,4.1482600000000005,4.466608000000001,4.9951170000000005,6.008312,6.152662,16.396224,17.242783,19.167012,19.637994,20.754507,22.177931,22.553225,23.234694,23.478794,23.784407,24.035721000000002,24.278765000000003,24.383191000000004,24.620403000000003,25.219815000000004,25.656522000000002,25.956063000000004,26.304485000000003,26.512963000000003,26.817515000000004,27.315623000000002,27.516039000000003,27.799193000000002,28.067332000000004,28.409302000000004,28.889567000000003,29.105623,29.743786,30.675750999999998,31.020889999999998,31.465799999999998,31.687638,32.046758,32.257403,32.66464199999999,33.48413399999999,33.96457099999999
73-2806025,,,,,,,,,,0,0.9074559999999999,1.117489,1.315164,1.528518,1.973975,2.22982,2.6608840000000002,2.9555170000000004,3.5973000000000006,3.9505450000000004,4.268893,4.797402,5.810597,5.954947,16.198508999999998,17.045067999999997,18.969296999999997,19.440278999999997,20.556791999999998,21.980216,22.35551,23.036979,23.281079,23.586692,23.838006,24.08105,24.185476,24.422688,25.022100000000002,25.458807,25.758348,26.10677,26.315248,26.6198,27.117908,27.318324,27.601478,27.869617,28.211587,28.691852,28.907908,29.546070999999998,30.478035999999996,30.823174999999996,31.268084999999996,31.489922999999997,31.849042999999998,32.059688,32.466927,33.286418999999995,33.766856
