순번_정류장ID,58-2801070,59-2801041,60-2800837,61-2801007,62-2800983,63-2800836,64-2800835,65-2800965,66-2800843,67-2800941,68-2800927,69-2800925,70-2800923,71-2800874,72-2805941,73-2800821,74-2800876,75-2800846,76-2805865,77-2805871,78-2805869,79-2805866,80-2805954,81-2805955,82-2806788,83-2800889,84-2805296,85-2805295,86-2800899,87-2805370,88-2805443,89-2805371,90-2800902,91-2800479,92-2800484,93-2800323,94-2800442,95-2800433,96-2800425,97-2800424,98-2800321,99-2803560,100-2803561,101-2803562,102-2800395,103-2800397,104-2800399,105-2800316,106-2805901,107-2800410,108-2800416,109-2804855,110-2800343,111-2800303
58-2801070,0,0.351973,0.7526679999999999,0.9799769999999999,1.2418459999999998,1.4543049999999997,1.7734089999999998,2.100697,2.281393,2.917382,3.30502,3.5565089999999997,4.146840999999999,4.413982999999999,4.630317999999999,4.919219999999999,5.2756799999999995,5.497354,5.716959999999999,5.965338999999999,6.161642999999999,6.9509159999999985,7.173872999999999,7.292643999999998,7.829641999999998,8.786120999999998,9.376502999999998,10.399932999999997,10.719593999999997,11.128149999999998,11.539248999999998,12.054677999999997,12.489114999999998,13.209472999999997,13.943874999999997,14.799429999999997,15.518999999999997,15.798359999999997,16.484436,16.590847999999998,17.048637999999997,18.049239999999998,18.865142999999996,19.217514999999995,19.587983999999995,19.841476999999994,20.059101999999996,20.206641999999995,20.937455999999994,21.782078999999992,22.116201999999994,22.530911999999994,22.961989999999993,23.096144999999993
59-2801041,,0,0.40069499999999997,0.628004,0.889873,1.102332,1.4214360000000001,1.7487240000000002,1.9294200000000001,2.5654090000000003,2.953047,3.204536,3.794868,4.06201,4.278345,4.567247,4.923707,5.145381,5.364987,5.613366,5.80967,6.598942999999999,6.821899999999999,6.940670999999999,7.477668999999999,8.434147999999999,9.024529999999999,10.047959999999998,10.367620999999998,10.776176999999999,11.187275999999999,11.702704999999998,12.137141999999997,12.857499999999996,13.591901999999996,14.447456999999996,15.167026999999996,15.446386999999996,16.132462999999998,16.238874999999997,16.696664999999996,17.697266999999997,18.513169999999995,18.865541999999994,19.236010999999994,19.489503999999993,19.707128999999995,19.854668999999994,20.585482999999993,21.43010599999999,21.764228999999993,22.178938999999993,22.610016999999992,22.744171999999992
60-2800837,,,0,0.227309,0.489178,0.7016370000000001,1.0207410000000001,1.3480290000000001,1.5287250000000001,2.164714,2.552352,2.803841,3.394173,3.661315,3.87765,4.166552,4.5230120000000005,4.744686000000001,4.964292,5.212671,5.408975,6.1982479999999995,6.421205,6.539975999999999,7.076973999999999,8.033453,8.623835,9.647264999999999,9.966925999999999,10.375482,10.786581,11.30201,11.736446999999998,12.456804999999997,13.191206999999997,14.046761999999998,14.766331999999997,15.045691999999997,15.731767999999997,15.838179999999998,16.295969999999997,17.296571999999998,18.112474999999996,18.464846999999995,18.835315999999995,19.088808999999994,19.306433999999996,19.453973999999995,20.184787999999994,21.029410999999993,21.363533999999994,21.778243999999994,22.209321999999993,22.343476999999993
61-2801007,,,,0,0.261869,0.474328,0.793432,1.12072,1.301416,1.937405,2.325043,2.576532,3.166864,3.434006,3.650341,3.9392430000000003,4.2957030000000005,4.517377000000001,4.736983,4.985362,5.181666,5.9709389999999996,6.193896,6.312666999999999,6.849664999999999,7.806143999999999,8.396525999999998,9.419955999999997,9.739616999999997,10.148172999999998,10.559271999999998,11.074700999999997,11.509137999999997,12.229495999999996,12.963897999999995,13.819452999999996,14.539022999999995,14.818382999999995,15.504458999999995,15.610870999999996,16.068660999999995,17.069262999999996,17.885165999999995,18.237537999999994,18.608006999999994,18.861499999999992,19.079124999999994,19.226664999999993,19.957478999999992,20.80210199999999,21.136224999999992,21.550934999999992,21.98201299999999,22.11616799999999
62-2800983,,,,,0,0.212459,0.531563,0.858851,1.039547,1.6755360000000001,2.063174,2.314663,2.904995,3.172137,3.388472,3.6773740000000004,4.033834000000001,4.255508000000001,4.4751140000000005,4.723493,4.919797,5.70907,5.932027,6.0507979999999995,6.587795999999999,7.544274999999999,8.134656999999999,9.158086999999998,9.477747999999998,9.886303999999999,10.297403,10.812831999999998,11.247269,11.967626999999998,12.702028999999998,13.557583999999999,14.277153999999998,14.556513999999998,15.242589999999998,15.349001999999999,15.806791999999998,16.807394,17.623296999999997,17.975668999999996,18.346137999999996,18.599630999999995,18.817255999999997,18.964795999999996,19.695609999999995,20.540232999999994,20.874355999999995,21.289065999999995,21.720143999999994,21.854298999999994
63-2800836,,,,,,0,0.319104,0.6463920000000001,0.827088,1.4630770000000002,1.850715,2.102204,2.692536,2.9596780000000003,3.176013,3.4649150000000004,3.8213750000000006,4.043049000000001,4.2626550000000005,4.511034,4.707338,5.496611,5.719568,5.8383389999999995,6.375336999999999,7.331815999999999,7.922197999999999,8.945628,9.265289,9.673845,10.084944,10.600373,11.03481,11.755168,12.489569999999999,13.345125,14.064694999999999,14.344054999999999,15.030130999999999,15.136543,15.594332999999999,16.594935,17.410838,17.763209999999997,18.133678999999997,18.387171999999996,18.604796999999998,18.752336999999997,19.483150999999996,20.327773999999994,20.661896999999996,21.076606999999996,21.507684999999995,21.641839999999995
64-2800835,,,,,,,0,0.327288,0.507984,1.143973,1.5316109999999998,1.7830999999999997,2.3734319999999998,2.640574,2.856909,3.145811,3.5022710000000004,3.7239450000000005,3.9435510000000007,4.191930000000001,4.388234000000001,5.177507,5.400464,5.519235,6.056233,7.012712,7.603094,8.626524,8.946185,9.354741,9.76584,10.281269,10.715706,11.436064,12.170466,13.026021,13.745591,14.024951,14.711027,14.817439,15.275229,16.275831,17.091734,17.444105999999998,17.814574999999998,18.068067999999997,18.285693,18.433232999999998,19.164046999999997,20.008669999999995,20.342792999999997,20.757502999999996,21.188580999999996,21.322735999999995
65-2800965,,,,,,,,0,0.180696,0.816685,1.204323,1.4558119999999999,2.046144,2.3132859999999997,2.5296209999999997,2.818523,3.174983,3.3966570000000003,3.6162630000000004,3.8646420000000004,4.060946,4.850219,5.073176,5.191947,5.7289449999999995,6.685423999999999,7.275805999999999,8.299235999999999,8.618896999999999,9.027453,9.438552,9.953980999999999,10.388417999999998,11.108775999999997,11.843177999999996,12.698732999999997,13.418302999999996,13.697662999999997,14.383738999999997,14.490150999999997,14.947940999999997,15.948542999999997,16.764445999999996,17.116817999999995,17.487286999999995,17.740779999999994,17.958404999999996,18.105944999999995,18.836758999999994,19.681381999999992,20.015504999999994,20.430214999999993,20.861292999999993,20.995447999999993
66-2800843,,,,,,,,,0,0.635989,1.023627,1.2751160000000001,1.8654480000000002,2.1325900000000004,2.3489250000000004,2.6378270000000006,2.994287000000001,3.215961000000001,3.435567000000001,3.683946000000001,3.880250000000001,4.669523000000001,4.892480000000001,5.011251000000001,5.548249,6.504728,7.09511,8.11854,8.438201,8.846757,9.257856,9.773285,10.207722,10.92808,11.662481999999999,12.518037,13.237606999999999,13.516967,14.203043,14.309455,14.767244999999999,15.767847,16.58375,16.936121999999997,17.306590999999997,17.560083999999996,17.777708999999998,17.925248999999997,18.656062999999996,19.500685999999995,19.834808999999996,20.249518999999996,20.680596999999995,20.814751999999995
67-2800941,,,,,,,,,,0,0.38763800000000004,0.639127,1.2294589999999999,1.4966009999999998,1.7129359999999998,2.001838,2.3582979999999996,2.5799719999999997,2.799578,3.047957,3.244261,4.0335339999999995,4.256491,4.375261999999999,4.912259999999999,5.868738999999999,6.459120999999999,7.482550999999999,7.802211999999999,8.210768,8.621867,9.137296,9.571732999999998,10.292090999999997,11.026492999999997,11.882047999999998,12.601617999999997,12.880977999999997,13.567053999999997,13.673465999999998,14.131255999999997,15.131857999999998,15.947760999999998,16.300133,16.670602,16.924094999999998,17.14172,17.28926,18.020073999999997,18.864696999999996,19.198819999999998,19.613529999999997,20.044607999999997,20.178762999999996
