순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2803688,17-2803689,18-2803690,19-2803691,20-2803740,21-2803692,22-2803694,23-2803696,24-2803698,25-2804776,26-2804795,27-2804746,28-2804640,29-2804188,30-2806152,31-2804190,32-2804192,33-2804642,34-2804194,35-2804196,36-2804198,37-2804200
1-2800270,0,0.789313,1.060607,1.372924,1.512173,1.762855,2.05268,2.6922,3.0206440000000003,3.155848,3.582986,3.995159,4.733763,5.203373999999999,5.847453999999999,6.207977999999999,6.749029999999999,6.973820999999999,8.034306999999998,8.832025999999999,9.052921999999999,9.341835,9.793033,10.135238,10.447901,10.64353,12.263411,12.828037,13.182015,13.46932,13.644203,14.148102,14.311706,14.742263999999999,15.127410999999999,15.378529999999998,15.818104999999997
2-2800268,,0,0.271294,0.583611,0.7228600000000001,0.9735420000000001,1.2633670000000001,1.9028870000000002,2.2313310000000004,2.3665350000000003,2.793673,3.205846,3.9444500000000002,4.414061,5.058141,5.418665,5.9597169999999995,6.184507999999999,7.244993999999999,8.042713,8.263608999999999,8.552522,9.00372,9.345925,9.658588,9.854217,11.474098,12.038724,12.392702,12.680007,12.85489,13.358789,13.522393,13.952950999999999,14.338097999999999,14.589216999999998,15.028791999999997
3-2800264,,,0,0.312317,0.451566,0.702248,0.992073,1.631593,1.960037,2.095241,2.522379,2.934552,3.673156,4.142767,4.786847,5.147371,5.688423,5.913214,6.9737,7.771419,7.992315,8.281228,8.732426,9.074631,9.387294,9.582923000000001,11.202804,11.767430000000001,12.121408,12.408713,12.583596,13.087495,13.251099,13.681657,14.066804,14.317922999999999,14.757497999999998
4-2807245,,,,0,0.139249,0.389931,0.679756,1.319276,1.6477199999999999,1.782924,2.2100619999999997,2.622235,3.360839,3.83045,4.47453,4.8350539999999995,5.376106,5.600897,6.661383,7.459102,7.679997999999999,7.968910999999999,8.420109,8.762314,9.074977,9.270606,10.890487,11.455113,11.809091,12.096396,12.271279,12.775178,12.938782,13.36934,13.754487,14.005605999999998,14.445180999999998
5-2800262,,,,,0,0.250682,0.5405070000000001,1.180027,1.508471,1.643675,2.0708130000000002,2.4829860000000004,3.2215900000000004,3.6912010000000004,4.335281,4.695805,5.2368570000000005,5.461648,6.522134,7.319853,7.540749,7.829662,8.28086,8.623065,8.935728000000001,9.131357000000001,10.751238,11.315864000000001,11.669842000000001,11.957147,12.13203,12.635929,12.799533,13.230091,13.615238,13.866356999999999,14.305931999999999
6-2807367,,,,,,0,0.289825,0.929345,1.257789,1.3929930000000001,1.8201310000000002,2.232304,2.970908,3.440519,4.084599,4.445123,4.986174999999999,5.210965999999999,6.271451999999999,7.069170999999999,7.290066999999999,7.578979999999999,8.030178,8.372383,8.685046,8.880675,10.500556,11.065182,11.41916,11.706465,11.881348,12.385247,12.548850999999999,12.979408999999999,13.364555999999999,13.615674999999998,14.055249999999997
7-2800265,,,,,,,0,0.63952,0.967964,1.1031680000000001,1.5303060000000002,1.942479,2.681083,3.150694,3.7947740000000003,4.155298,4.696350000000001,4.921141,5.9816270000000005,6.779346,7.000242,7.289155,7.740353,8.082558,8.395221000000001,8.590850000000001,10.210731000000001,10.775357000000001,11.129335000000001,11.416640000000001,11.591523,12.095422000000001,12.259026,12.689584,13.074731,13.325849999999999,13.765424999999999
8-2803682,,,,,,,,0,0.328444,0.463648,0.8907860000000001,1.302959,2.041563,2.511174,3.1552540000000002,3.515778,4.05683,4.2816209999999995,5.3421069999999995,6.139825999999999,6.360721999999999,6.649634999999999,7.100832999999999,7.443037999999999,7.755700999999998,7.951329999999999,9.571210999999998,10.135836999999999,10.489814999999998,10.777119999999998,10.952002999999998,11.455901999999998,11.619505999999998,12.050063999999997,12.435210999999997,12.686329999999996,13.125904999999996
9-2807369,,,,,,,,,0,0.135204,0.562342,0.974515,1.713119,2.18273,2.82681,3.187334,3.728386,3.953177,5.013663,5.811382,6.032278,6.321191,6.7723889999999995,7.114593999999999,7.427256999999999,7.622885999999999,9.242766999999999,9.807393,10.161370999999999,10.448675999999999,10.623558999999998,11.127457999999999,11.291061999999998,11.721619999999998,12.106766999999998,12.357885999999997,12.797460999999997
10-2804135,,,,,,,,,,0,0.427138,0.8393109999999999,1.577915,2.047526,2.691606,3.05213,3.593182,3.8179730000000003,4.878459,5.676178,5.897074,6.185987,6.637185,6.9793899999999995,7.292052999999999,7.4876819999999995,9.107562999999999,9.672189,10.026167,10.313471999999999,10.488354999999999,10.992253999999999,11.155857999999998,11.586415999999998,11.971562999999998,12.222681999999997,12.662256999999997
11-2803684,,,,,,,,,,,0,0.41217299999999996,1.150777,1.620388,2.264468,2.6249919999999998,3.166044,3.390835,4.451321,5.24904,5.469936,5.758849,6.210046999999999,6.552251999999999,6.864914999999999,7.060543999999999,8.680425,9.245051,9.599029,9.886334,10.061217,10.565116,10.72872,11.159277999999999,11.544424999999999,11.795543999999998,12.235118999999997
