순번_정류장ID,1-2806263,2-2806259,3-2800492,4-2800477,5-2805048,6-2800456,7-2800451,8-2800454,9-2800461,10-2800463,11-2800466,12-2800470,13-2800353,14-2800467,15-2800441,16-2800436,17-2800433,18-2800401,19-2800901,20-2807489,21-2807492,22-2807529,23-2807537,24-2805157,25-2805159,26-2805161,27-2805168,28-2805163,29-2805165,30-2803466,31-2806277,32-2803486,33-2803483
1-2806263,0,0.52135,3.19346,4.26922,4.419144,5.4967310000000005,5.955941,6.199102,6.766052,6.963147,7.309675,7.5686350000000004,8.094872,8.60393,10.069516,10.363347000000001,10.613196,12.814098000000001,15.282345000000001,24.401327000000002,28.389504000000002,31.804248,33.233905,36.221768,37.036519,37.55815,38.080678999999996,38.767959,39.179413,39.600165999999994,40.480650999999995,41.48029999999999,42.584968999999994
2-2806259,,0,2.67211,3.74787,3.8977939999999998,4.975381,5.434590999999999,5.677751999999999,6.244701999999999,6.441796999999999,6.7883249999999995,7.047285,7.573522,8.08258,9.548166,9.841997000000001,10.091846,12.292748,14.760995,23.879977,27.868154,31.282898,32.712555,35.700418,36.515169,37.0368,37.559329,38.246609,38.658063,39.078815999999996,39.959300999999996,40.958949999999994,42.063618999999996
3-2800492,,,0,1.07576,1.225684,2.303271,2.762481,3.0056420000000004,3.572592,3.7696870000000002,4.116215,4.3751750000000005,4.9014120000000005,5.41047,6.876056,7.169887,7.419736,9.620638,12.088885,21.207867,25.196044,28.610788,30.040445,33.028307999999996,33.843059,34.364689999999996,34.887218999999995,35.574498999999996,35.985952999999995,36.40670599999999,37.28719099999999,38.28683999999999,39.39150899999999
4-2800477,,,,0,0.149924,1.227511,1.6867210000000001,1.929882,2.496832,2.693927,3.040455,3.299415,3.8256520000000003,4.33471,5.800296,6.094127,6.3439760000000005,8.544878,11.013125,20.132107,24.120284,27.535028,28.964685,31.952548,32.767299,33.28893,33.811459,34.498739,34.910193,35.330946,36.211431,37.211079999999995,38.315749
5-2805048,,,,,0,1.077587,1.5367970000000002,1.7799580000000002,2.346908,2.544003,2.890531,3.1494910000000003,3.6757280000000003,4.184786000000001,5.650372000000001,5.944203000000001,6.194052000000001,8.394954000000002,10.863201000000002,19.982183000000003,23.970360000000003,27.385104000000002,28.814761,31.802624,32.617375,33.139006,33.661535,34.348815,34.760269,35.181022,36.061507,37.061156,38.165825
6-2800456,,,,,,0,0.45921000000000006,0.7023710000000001,1.2693210000000001,1.4664160000000002,1.812944,2.071904,2.598141,3.107199,4.572785,4.866616,5.116465,7.317367,9.785614,18.904596,22.892773000000002,26.307517,27.737174,30.725037,31.539788,32.061419,32.583948,33.271228,33.682682,34.103435,34.98392,35.983568999999996,37.088238
7-2800451,,,,,,,0,0.24316100000000002,0.810111,1.007206,1.353734,1.6126939999999998,2.138931,2.647989,4.113575,4.407406,4.657255,6.858157,9.326404,18.445386,22.433563,25.848307,27.277963999999997,30.265826999999998,31.080578,31.602209,32.124738,32.812018,33.223472,33.644225,34.52471,35.524359,36.629028
8-2800454,,,,,,,,0,0.56695,0.764045,1.110573,1.3695330000000001,1.8957700000000002,2.404828,3.8704140000000002,4.164245,4.414094,6.6149960000000005,9.083243000000001,18.202225000000002,22.190402000000002,25.605146,27.034803,30.022666,30.837417000000002,31.359048,31.881577,32.568857,32.980311,33.401064,34.281549,35.281197999999996,36.385867
9-2800461,,,,,,,,,0,0.197095,0.543623,0.8025829999999999,1.32882,1.837878,3.303464,3.597295,3.847144,6.048046,8.516293000000001,17.635275,21.623452,25.038196,26.467852999999998,29.455716,30.270467,30.792098,31.314626999999998,32.001906999999996,32.413360999999995,32.83411399999999,33.71459899999999,34.71424799999999,35.81891699999999
10-2800463,,,,,,,,,,0,0.346528,0.605488,1.1317249999999999,1.6407829999999999,3.106369,3.4002,3.650049,5.850951,8.319198,17.438180000000003,21.426357000000003,24.841101000000002,26.270758,29.258621,30.073372000000003,30.595003000000002,31.117532,31.804812000000002,32.216266000000005,32.637019,33.517504,34.517153,35.621822
11-2800466,,,,,,,,,,,0,0.25895999999999997,0.7851969999999999,1.294255,2.7598409999999998,3.0536719999999997,3.303521,5.504423,7.972670000000001,17.091652000000003,21.079829000000004,24.494573000000003,25.92423,28.912093000000002,29.726844000000003,30.248475000000003,30.771004,31.458284000000003,31.869738,32.290491,33.170976,34.170625,35.275294
12-2800470,,,,,,,,,,,,0,0.526237,1.035295,2.500881,2.794712,3.044561,5.245463,7.713710000000001,16.832692,20.820869000000002,24.235613,25.66527,28.653133,29.467884,29.989515,30.512044,31.199324,31.610778,32.031531,32.912016,33.911665,35.016334
13-2800353,,,,,,,,,,,,,0,0.509058,1.974644,2.268475,2.518324,4.719226,7.187473000000001,16.306455,20.294632,23.709376,25.139032999999998,28.126896,28.941647,29.463278,29.985806999999998,30.673087,31.084540999999998,31.505294,32.385779,33.385428,34.490097
14-2800467,,,,,,,,,,,,,,0,1.465586,1.759417,2.009266,4.210168,6.678415000000001,15.797397000000002,19.785574,23.200318,24.629974999999998,27.617838,28.432589,28.95422,29.476748999999998,30.164029,30.575483,30.996236,31.876721,32.87637,33.981039
15-2800441,,,,,,,,,,,,,,,0,0.293831,0.5436799999999999,2.7445820000000003,5.212829000000001,14.331811000000002,18.319988000000002,21.734732,23.164389,26.152252,26.967003000000002,27.488634,28.011163,28.698443,29.109897,29.53065,30.411135,31.410784000000003,32.515453
16-2800436,,,,,,,,,,,,,,,,0,0.249849,2.4507510000000003,4.918998,14.037980000000001,18.026157,21.440901,22.870558,25.858421,26.673172,27.194803,27.717332,28.404612,28.816066,29.236819,30.117304,31.116953000000002,32.221622
17-2800433,,,,,,,,,,,,,,,,,0,2.200902,4.669149000000001,13.788131000000002,17.776308,21.191052,22.620708999999998,25.608572,26.423323,26.944954,27.467482999999998,28.154763,28.566216999999998,28.98697,29.867455,30.867104,31.971773000000002
18-2800401,,,,,,,,,,,,,,,,,,0,2.4682470000000003,11.587229,15.575406000000001,18.99015,20.419807,23.40767,24.222421,24.744052,25.266581,25.953861,26.365315,26.786068,27.666553,28.666202000000002,29.770871000000003
19-2800901,,,,,,,,,,,,,,,,,,,0,9.118982,13.107159000000001,16.521903000000002,17.95156,20.939423,21.754174000000003,22.275805000000002,22.798334,23.485614,23.897068,24.317821000000002,25.198306000000002,26.197955000000004,27.302624000000005
20-2807489,,,,,,,,,,,,,,,,,,,,0,3.988177,7.402921,8.832578,11.820440999999999,12.635191999999998,13.156822999999997,13.679351999999998,14.366631999999997,14.778085999999998,15.198838999999998,16.079323999999996,17.078972999999998,18.183642
21-2807492,,,,,,,,,,,,,,,,,,,,,0,3.4147440000000002,4.844401,7.832264,8.647015,9.168645999999999,9.691175,10.378454999999999,10.789908999999998,11.210661999999997,12.091146999999998,13.090795999999997,14.195464999999997
22-2807529,,,,,,,,,,,,,,,,,,,,,,0,1.429657,4.41752,5.232271,5.753902,6.2764310000000005,6.963711000000001,7.375165000000001,7.795918000000001,8.676403,9.676052,10.780721
23-2807537,,,,,,,,,,,,,,,,,,,,,,,0,2.987863,3.802614,4.324245,4.846774,5.534054,5.945508,6.366261000000001,7.246746000000001,8.246395000000001,9.351064000000001
24-2805157,,,,,,,,,,,,,,,,,,,,,,,,0,0.814751,1.336382,1.858911,2.546191,2.957645,3.378398,4.258883,5.258532,6.363201
25-2805159,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5216310000000001,1.0441600000000002,1.73144,2.142894,2.563647,3.444132,4.443781,5.548450000000001
26-2805161,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.522529,1.209809,1.621263,2.042016,2.922501,3.9221500000000002,5.026819000000001
27-2805168,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.68728,1.0987339999999999,1.5194869999999998,2.399972,3.399621,4.50429
28-2805163,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.411454,0.8322069999999999,1.712692,2.7123410000000003,3.8170100000000007
29-2805165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.420753,1.3012380000000001,2.3008870000000003,3.4055560000000007
30-2803466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8804850000000001,1.880134,2.9848030000000003
31-2806277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.999649,2.104318
32-2803486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.1046690000000001
33-2803483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
