순번_정류장ID,47-2806665,48-2805423,49-2805016,50-2805042,51-2804898,52-2803800,53-2803817,54-2803805,55-2803803,56-2805284,57-2801827,58-2801825,59-2801829,60-2801831,61-2802240,62-2802256,63-2801828,64-2804878,65-2801815,66-2802248,67-2802217,68-2802190,69-2802180,70-2802167,71-2802135,72-2802074,73-2801983,74-2801945,75-2803645,76-2801666,77-2801568,78-2801189,79-2801421,80-2801160,81-2803546,82-2801287,83-2801270,84-2801057,85-2801035,86-2800998,87-2800971,88-2800941,89-2800927,90-2800925,91-2800923,92-2800911
47-2806665,0,0.21963200000000002,0.445467,0.8787020000000001,1.07074,1.900924,2.100975,2.522869,2.909757,3.113773,3.436152,3.6624529999999997,3.948095,4.100302,4.946204,5.304097,5.676773,6.357552,6.814077,7.655038,8.838405,10.00339,10.669184,11.232073,11.82397,12.453401,13.228985999999999,13.617109999999998,16.373569999999997,16.588430999999996,17.334362999999996,17.837155999999997,18.498717999999997,18.829985999999998,19.145985,19.776355,20.170717,21.182628,21.546726,22.145,22.505437,23.111565,23.499202999999998,23.750691999999997,24.341023999999997,25.652201999999996
48-2805423,,0,0.22583499999999998,0.65907,0.8511080000000001,1.681292,1.881343,2.3032369999999998,2.6901249999999997,2.894141,3.21652,3.442821,3.728463,3.8806700000000003,4.726572,5.084465,5.457141,6.13792,6.594445,7.435406,8.618773000000001,9.783758,10.449552,11.012441,11.604338,12.233769,13.009354,13.397478,16.153938,16.368799,17.114731,17.617524,18.279086,18.610354,18.926353000000002,19.556723,19.951085000000003,20.962996000000004,21.327094000000002,21.925368000000002,22.285805000000003,22.891933,23.279571,23.53106,24.121392,25.43257
49-2805016,,,0,0.43323500000000004,0.6252730000000001,1.455457,1.655508,2.0774019999999997,2.4642899999999996,2.668306,2.990685,3.216986,3.502628,3.6548350000000003,4.500737,4.85863,5.231306,5.912085,6.36861,7.209571,8.392938000000001,9.557923,10.223717,10.786606,11.378503,12.007934,12.783519,13.171643,15.928103,16.142964,16.888896,17.391689,18.053251,18.384519,18.700518000000002,19.330888,19.725250000000003,20.737161000000004,21.101259000000002,21.699533000000002,22.059970000000003,22.666098000000005,23.053736000000004,23.305225000000004,23.895557000000004,25.206735000000002
50-2805042,,,,0,0.19203800000000001,1.022222,1.222273,1.644167,2.031055,2.235071,2.5574500000000002,2.783751,3.0693930000000003,3.2216000000000005,4.067502,4.425395,4.798071,5.47885,5.9353750000000005,6.776336000000001,7.959703000000001,9.124688,9.790482,10.353371000000001,10.945268,11.574699,12.350284,12.738408,15.494868,15.709729000000001,16.455661000000003,16.958454000000003,17.620016000000003,17.951284000000005,18.267283000000006,18.897653000000005,19.292015000000006,20.303926000000008,20.668024000000006,21.266298000000006,21.626735000000007,22.23286300000001,22.620501000000008,22.871990000000007,23.462322000000007,24.773500000000006
51-2804898,,,,,0,0.830184,1.030235,1.452129,1.8390170000000001,2.0430330000000003,2.365412,2.591713,2.877355,3.0295620000000003,3.8754640000000005,4.233357000000001,4.606033000000001,5.286812000000001,5.743337000000001,6.584298000000001,7.767665000000001,8.93265,9.598444,10.161333,10.75323,11.382661,12.158246,12.54637,15.30283,15.517691000000001,16.263623000000003,16.766416000000003,17.427978000000003,17.759246000000005,18.075245000000006,18.705615000000005,19.099977000000006,20.111888000000008,20.475986000000006,21.074260000000006,21.434697000000007,22.040825000000005,22.428463000000004,22.679952000000004,23.270284000000004,24.581462000000002
52-2803800,,,,,,0,0.200051,0.621945,1.008833,1.212849,1.535228,1.7615290000000001,2.047171,2.1993780000000003,3.0452800000000004,3.4031730000000002,3.775849,4.456628,4.913153,5.754114,6.937481,8.102466,8.76826,9.331149,9.923046,10.552477,11.328062,11.716185999999999,14.472645999999997,14.687506999999998,15.433438999999998,15.936231999999999,16.597794,16.929062000000002,17.245061000000003,17.875431000000003,18.269793000000004,19.281704000000005,19.645802000000003,20.244076000000003,20.604513000000004,21.210641000000003,21.598279,21.849768,22.4401,23.751278
53-2803817,,,,,,,0,0.42189399999999994,0.8087819999999999,1.0127979999999999,1.3351769999999998,1.561478,1.8471199999999999,1.9993269999999999,2.845229,3.2031219999999996,3.575798,4.256577,4.713102,5.554063,6.73743,7.9024149999999995,8.568209,9.131098,9.722995,10.352426,11.128010999999999,11.516134999999998,14.272594999999999,14.487456,15.233388,15.736181,16.397743,16.729011,17.04501,17.67538,18.069742,19.081653000000003,19.445751,20.044025,20.404462000000002,21.01059,21.398228,21.649717,22.240049,23.551226999999997
54-2803805,,,,,,,,0,0.386888,0.590904,0.913283,1.139584,1.4252259999999999,1.5774329999999999,2.423335,2.7812279999999996,3.153904,3.834683,4.291208,5.132169,6.315536,7.4805209999999995,8.146315,8.709204,9.301101,9.930532,10.706116999999999,11.094240999999998,13.850700999999997,14.065561999999998,14.811493999999998,15.314286999999998,15.975848999999998,16.307116999999998,16.623116,17.253486,17.647848,18.659759,19.023857,19.622131,19.982568,20.588696,20.976333999999998,21.227822999999997,21.818154999999997,23.129332999999995
55-2803803,,,,,,,,,0,0.204016,0.526395,0.752696,1.038338,1.190545,2.036447,2.3943399999999997,2.767016,3.447795,3.9043200000000002,4.745281,5.928648000000001,7.0936330000000005,7.7594270000000005,8.322316,8.914213,9.543644,10.319229,10.707353,13.463812999999998,13.678673999999999,14.424605999999999,14.927399,15.588961,15.920228999999999,16.236228,16.866598,17.26096,18.272871000000002,18.636969,19.235243,19.59568,20.201808,20.589446,20.840934999999998,21.431267,22.742444999999996
56-2805284,,,,,,,,,,0,0.32237899999999997,0.5486800000000001,0.834322,0.986529,1.8324310000000001,2.190324,2.5629999999999997,3.243779,3.700304,4.541265,5.724632,6.889616999999999,7.555410999999999,8.1183,8.710196999999999,9.339628,10.115212999999999,10.503336999999998,13.259796999999999,13.474658,14.22059,14.723383,15.384945,15.716213,16.032212,16.662582,17.056944,18.068855000000003,18.432953,19.031227,19.391664000000002,19.997792000000004,20.385430000000003,20.636919000000002,21.227251000000003,22.538429
