순번_정류장ID,1-2807209,2-2807287,3-2803331,4-2803325,5-2803320,6-2803314,7-2803299,8-2803311,9-2803316,10-2803319,11-2803328,12-2803305,13-2803293,14-2803289,15-2802621,16-2802809,17-2802790,18-2802606,19-2802764,20-2802635,21-2802730,22-2802727,23-2802734,24-2802752,25-2802748,26-2802738,27-2802728,28-2802721,29-2802123,30-2802116,31-2802112,32-2802094,33-2802098,34-2802129,35-2802158,36-2806506,37-2806502,38-2806620,39-2802135,40-2802124,41-2802114,42-2802097,43-2802088,44-2802105,45-2802127,46-2802131,47-2802148,48-2802155,49-2806513,50-2807111,51-2806524,52-2806523,53-2806522,54-2805906,55-2806422,56-2806424
1-2807209,0,0.321355,0.763869,1.041133,1.3326060000000002,1.5210260000000002,2.2544700000000004,3.1913980000000004,3.5443370000000005,4.47175,5.256007,5.699369,6.195813,6.825552,7.306671,8.039501999999999,8.305544999999999,8.658895999999999,8.882129999999998,9.501902999999999,10.000801999999998,10.455816999999998,10.875578999999998,11.374619,11.677154999999999,12.064604,12.568254999999999,12.911304999999999,13.157302999999999,13.333030999999998,13.491109999999999,14.026072999999998,14.550726999999998,14.922763999999999,15.437676999999999,16.121961,16.512726,16.839541,17.515478,17.839351,18.178648,18.732502,18.95931,19.221988999999997,19.997970999999996,20.345208999999997,20.723310999999995,21.120817999999996,22.705616999999997,22.998231999999998,23.489479999999997,23.871743999999996,24.159951999999997,24.469465999999997,24.802253999999998,25.133363999999997
2-2807287,,0,0.442514,0.719778,1.0112510000000001,1.1996710000000002,1.9331150000000001,2.8700430000000003,3.2229820000000005,4.1503950000000005,4.934652000000001,5.378014,5.874458000000001,6.5041970000000005,6.985316,7.718147,7.98419,8.337541,8.560775,9.180548,9.679447,10.134462,10.554224,11.053264,11.3558,11.743249,12.2469,12.58995,12.835948,13.011676,13.169755,13.704718,14.229372,14.601409,15.116322,15.800606,16.191371,16.518186,17.194123,17.517996,17.857293,18.411147,18.637954999999998,18.900633999999997,19.676615999999996,20.023853999999996,20.401955999999995,20.799462999999996,22.384261999999996,22.676876999999998,23.168124999999996,23.550388999999996,23.838596999999996,24.148110999999997,24.480898999999997,24.812008999999996
3-2803331,,,0,0.277264,0.568737,0.7571570000000001,1.490601,2.4275290000000003,2.7804680000000004,3.7078810000000004,4.492138000000001,4.9355,5.4319440000000005,6.061683,6.542802,7.275633,7.541676,7.895027,8.118261,8.738034,9.236933,9.691948,10.11171,10.610750000000001,10.913286000000001,11.300735000000001,11.804386000000001,12.147436,12.393434000000001,12.569162,12.727241000000001,13.262204,13.786858,14.158895000000001,14.673808000000001,15.358092000000001,15.748857000000001,16.075672,16.751609000000002,17.075482,17.414779,17.968633,18.195441,18.458119999999997,19.234101999999996,19.581339999999997,19.959441999999996,20.356948999999997,21.941747999999997,22.234363,22.725610999999997,23.107874999999996,23.396082999999997,23.705596999999997,24.038384999999998,24.369494999999997
4-2803325,,,,0,0.291473,0.479893,1.213337,2.150265,2.503204,3.4306170000000002,4.214874,4.658236,5.15468,5.784419,6.265537999999999,6.998368999999999,7.264411999999999,7.617762999999999,7.840996999999999,8.460769999999998,8.959668999999998,9.414683999999998,9.834445999999998,10.333485999999999,10.636021999999999,11.023470999999999,11.527121999999999,11.870171999999998,12.116169999999999,12.291897999999998,12.449976999999999,12.984939999999998,13.509593999999998,13.881630999999999,14.396543999999999,15.080827999999999,15.471592999999999,15.798407999999998,16.474345,16.798218,17.137514999999997,17.691368999999998,17.918176999999996,18.180855999999995,18.956837999999994,19.304075999999995,19.682177999999993,20.079684999999994,21.664483999999995,21.957098999999996,22.448346999999995,22.830610999999994,23.118818999999995,23.428332999999995,23.761120999999996,24.092230999999995
5-2803320,,,,,0,0.18842,0.921864,1.8587920000000002,2.2117310000000003,3.1391440000000004,3.923401,4.366763,4.863207,5.492946,5.9740649999999995,6.7068959999999995,6.972938999999999,7.326289999999999,7.549523999999999,8.169296999999998,8.668195999999998,9.123210999999998,9.542972999999998,10.042012999999999,10.344548999999999,10.731997999999999,11.235648999999999,11.578698999999999,11.824696999999999,12.000424999999998,12.158503999999999,12.693466999999998,13.218120999999998,13.590157999999999,14.105070999999999,14.789354999999999,15.180119999999999,15.506934999999999,16.182872,16.506745,16.846041999999997,17.399896,17.626703999999997,17.889382999999995,18.665364999999994,19.012602999999995,19.390704999999993,19.788211999999994,21.373010999999995,21.665625999999996,22.156873999999995,22.539137999999994,22.827345999999995,23.136859999999995,23.469647999999996,23.800757999999995
6-2803314,,,,,,0,0.733444,1.670372,2.023311,2.950724,3.7349810000000003,4.178343,4.674787,5.304526,5.785645,6.518476,6.7845189999999995,7.1378699999999995,7.361103999999999,7.9808769999999996,8.479776,8.934790999999999,9.354553,9.853593,10.156129,10.543578,11.047229,11.390279,11.636277,11.812005,11.970084,12.505047,13.029701,13.401738,13.916651,14.600935,14.9917,15.318515,15.994451999999999,16.318324999999998,16.657621999999996,17.211475999999998,17.438283999999996,17.700962999999994,18.476944999999994,18.824182999999994,19.202284999999993,19.599791999999994,21.184590999999994,21.477205999999995,21.968453999999994,22.350717999999993,22.638925999999994,22.948439999999994,23.281227999999995,23.612337999999994
7-2803299,,,,,,,0,0.9369280000000001,1.289867,2.21728,3.001537,3.444899,3.941343,4.571082,5.052200999999999,5.785031999999999,6.051074999999999,6.404425999999999,6.627659999999999,7.247432999999999,7.746331999999999,8.201346999999998,8.621108999999999,9.120149,9.422685,9.810134,10.313785,10.656835,10.902833,11.078560999999999,11.23664,11.771602999999999,12.296256999999999,12.668294,13.183207,13.867491,14.258256,14.585071,15.261007999999999,15.584881,15.924178,16.478032,16.704839999999997,16.967518999999996,17.743500999999995,18.090738999999996,18.468840999999994,18.866347999999995,20.451146999999995,20.743761999999997,21.235009999999996,21.617273999999995,21.905481999999996,22.214995999999996,22.547783999999996,22.878893999999995
8-2803311,,,,,,,,0,0.352939,1.280352,2.064609,2.507971,3.004415,3.6341539999999997,4.115272999999999,4.848103999999999,5.114146999999999,5.467497999999999,5.690731999999999,6.310504999999999,6.809403999999999,7.264418999999998,7.684180999999999,8.183221,8.485757,8.873206,9.376857,9.719907,9.965905,10.141632999999999,10.299712,10.834674999999999,11.359328999999999,11.731366,12.246279,12.930563,13.321328,13.648143,14.324079999999999,14.647953,14.98725,15.541103999999999,15.767911999999999,16.030590999999998,16.806572999999997,17.153810999999997,17.531912999999996,17.929419999999997,19.514218999999997,19.806834,20.298081999999997,20.680345999999997,20.968553999999997,21.278067999999998,21.610856,21.941965999999997
9-2803316,,,,,,,,,0,0.9274129999999999,1.7116699999999998,2.155032,2.6514759999999997,3.2812149999999995,3.7623339999999996,4.495165,4.761208,5.114559,5.337793,5.957566,6.456465,6.911479999999999,7.331242,7.8302819999999995,8.132818,8.520267,9.023918,9.366968,9.612966,9.788694,9.946773,10.481736,11.00639,11.378427,11.89334,12.577624,12.968389,13.295204,13.971141,14.295014,14.634311,15.188165,15.414973,15.677652,16.453634,16.800872000000002,17.178974,17.576481,19.16128,19.453895000000003,19.945143,20.327407,20.615615000000002,20.925129000000002,21.257917000000003,21.589027
10-2803319,,,,,,,,,,0,0.784257,1.227619,1.724063,2.353802,2.834921,3.567752,3.833795,4.187146,4.41038,5.030153,5.529052,5.984067,6.403829,6.902869,7.205405,7.592854,8.096505,8.439555,8.685553,8.861281,9.01936,9.554323,10.078977,10.451014,10.965927,11.650211,12.040976,12.367791,13.043728,13.367601,13.706898,14.260752,14.48756,14.750239,15.526221,15.873459,16.251561,16.649068,18.233867,18.526482,19.01773,19.399994,19.688202,19.997716,20.330504,20.661614
