순번_정류장ID,1-2807209,2-2807287,3-2803338,4-2803336,5-2803326,6-2803324,7-2803329,8-2803204,9-2803316,10-2803319,11-2803328,12-2803305,13-2803293,14-2803289,15-2802620,16-2803001,17-2802974,18-2802950,19-2802947,20-2802933,21-2802911,22-2802891,23-2802879,24-2802621,25-2807483,26-2802850,27-2802858,28-2802849,29-2802836,30-2802837,31-2802838,32-2802852,33-2802874,34-2802868,35-2802856,36-2802842,37-2802830,38-2806617,39-2802811,40-2804980,41-2802796,42-2802177,43-2802817,44-2802618,45-2802176,46-2802169,47-2802154,48-2802137,49-2802117,50-2802074,51-2802046,52-2802029,53-2802013,54-2801989,55-2801958,56-2801947,57-2801939,58-2801934,59-2801940
1-2807209,0,0.666912,0.8533059999999999,1.1697529999999998,1.3215259999999998,1.7128749999999997,2.0207819999999996,2.4249819999999995,3.3523949999999996,4.136652,4.580013999999999,5.076458,5.7061969999999995,6.4008329999999996,6.964587999999999,7.159243999999999,7.332659,7.572519,7.725194,7.894682,8.091544,8.296637,8.670317,9.292068,9.575543,9.873752,10.187211999999999,10.676103,11.253198,11.551388,11.787545999999999,12.315439,12.628993999999999,12.968774999999999,13.250509999999998,13.410614999999998,13.612087999999998,13.788326999999999,13.989398999999999,14.196133999999999,14.513352999999999,14.959264999999998,15.288106999999998,15.534407999999999,15.90659,16.307308,16.947948,17.610829,17.959557,18.324996,18.714122,19.178883,19.610739,19.865515,20.045641,20.252682,20.469384,20.780677,21.009214
2-2807287,,0,0.186394,0.502841,0.654614,1.045963,1.3538700000000001,1.75807,2.685483,3.46974,3.913102,4.409546,5.039285,5.733921,6.297675999999999,6.492331999999999,6.665747,6.905607,7.058282,7.2277700000000005,7.424632000000001,7.6297250000000005,8.003405,8.625156,8.908631,9.20684,9.520299999999999,10.009191,10.586286,10.884476,11.120633999999999,11.648527,11.962081999999999,12.301862999999999,12.583597999999999,12.743702999999998,12.945175999999998,13.121414999999999,13.322486999999999,13.529221999999999,13.846440999999999,14.292352999999999,14.621194999999998,14.867496,15.239678,15.640395999999999,16.281036,16.943917,17.292645,17.658084,18.04721,18.511971,18.943827,19.198603,19.378729,19.58577,19.802472,20.113765,20.342302
3-2803338,,,0,0.316447,0.46821999999999997,0.859569,1.1674760000000002,1.571676,2.499089,3.283346,3.726708,4.223152,4.852891,5.547527,6.111281999999999,6.305937999999999,6.479353,6.719213,6.871888,7.0413760000000005,7.238238000000001,7.443331000000001,7.817011000000001,8.438762,8.722237,9.020446,9.333905999999999,9.822797,10.399892,10.698082,10.934239999999999,11.462133,11.775687999999999,12.115469,12.397203999999999,12.557308999999998,12.758781999999998,12.935020999999999,13.136092999999999,13.342827999999999,13.660046999999999,14.105958999999999,14.434800999999998,14.681102,15.053284,15.454002,16.094642,16.757523,17.106251,17.47169,17.860816,18.325577,18.757433,19.012209,19.192335,19.399376,19.616078,19.927371,20.155908
4-2803336,,,,0,0.151773,0.543122,0.851029,1.255229,2.182642,2.9668989999999997,3.4102609999999998,3.9067049999999997,4.5364439999999995,5.2310799999999995,5.794834999999999,5.989490999999999,6.1629059999999996,6.402766,6.555441,6.724929,6.921791000000001,7.126884,7.500564000000001,8.122315,8.40579,8.703999,9.017458999999999,9.50635,10.083445,10.381635,10.617792999999999,11.145686,11.459240999999999,11.799021999999999,12.080756999999998,12.240861999999998,12.442334999999998,12.618573999999999,12.819645999999999,13.026380999999999,13.343599999999999,13.789511999999998,14.118353999999998,14.364654999999999,14.736837,15.137554999999999,15.778194999999998,16.441076,16.789804,17.155243,17.544369,18.00913,18.440986,18.695762,18.875888,19.082929,19.299631,19.610924,19.839461
5-2803326,,,,,0,0.391349,0.6992560000000001,1.103456,2.030869,2.8151260000000002,3.2584880000000003,3.754932,4.384671,5.079307,5.6430620000000005,5.837718000000001,6.011133000000001,6.250993000000001,6.4036680000000015,6.573156000000002,6.770018000000002,6.975111000000002,7.348791000000002,7.970542000000002,8.254017000000001,8.552226000000001,8.865686,9.354577,9.931672,10.229862,10.46602,10.993913000000001,11.307468,11.647249,11.928984,12.089089,12.290562,12.466801,12.667873,12.874608,13.191827,13.637739,13.966581,14.212882,14.585064000000001,14.985782,15.626422,16.289303,16.638031,17.00347,17.392596,17.857357,18.289213,18.543989,18.724115,18.931156,19.147858000000003,19.459151000000002,19.687688
6-2803324,,,,,,0,0.30790700000000004,0.712107,1.63952,2.4237770000000003,2.8671390000000003,3.363583,3.993322,4.687958,5.2517130000000005,5.446369000000001,5.619784000000001,5.859644000000001,6.0123190000000015,6.181807000000002,6.378669000000002,6.583762000000002,6.957442000000002,7.579193000000002,7.862668000000002,8.160877000000003,8.474337000000002,8.963228000000003,9.540323000000003,9.838513000000003,10.074671000000002,10.602564000000003,10.916119000000002,11.255900000000002,11.537635000000002,11.697740000000001,11.899213000000001,12.075452000000002,12.276524000000002,12.483259000000002,12.800478000000002,13.246390000000002,13.575232000000002,13.821533000000002,14.193715000000003,14.594433000000002,15.235073000000002,15.897954000000002,16.246682000000003,16.612121000000002,17.001247000000003,17.466008000000002,17.897864000000002,18.15264,18.332766000000003,18.539807000000003,18.756509000000005,19.067802000000004,19.296339000000003
7-2803329,,,,,,,0,0.4042,1.331613,2.11587,2.559232,3.055676,3.685415,4.380051,4.943806,5.1384620000000005,5.311877000000001,5.551737000000001,5.704412000000001,5.873900000000002,6.070762000000002,6.275855000000002,6.649535000000002,7.271286000000002,7.554761000000002,7.852970000000002,8.166430000000002,8.655321000000002,9.232416000000002,9.530606000000002,9.766764000000002,10.294657000000003,10.608212000000002,10.947993000000002,11.229728000000001,11.389833000000001,11.591306000000001,11.767545000000002,11.968617000000002,12.175352000000002,12.492571000000002,12.938483000000002,13.267325000000001,13.513626000000002,13.885808000000003,14.286526000000002,14.927166000000001,15.590047000000002,15.938775000000001,16.304214,16.693340000000003,17.158101000000002,17.589957000000002,17.844733,18.024859000000003,18.231900000000003,18.448602000000005,18.759895000000004,18.988432000000003
8-2803204,,,,,,,,0,0.9274129999999999,1.7116699999999998,2.155032,2.6514759999999997,3.2812149999999995,3.9758509999999996,4.539605999999999,4.734261999999999,4.907677,5.147537,5.300212,5.4697000000000005,5.666562000000001,5.8716550000000005,6.245335000000001,6.8670860000000005,7.150561000000001,7.448770000000001,7.762230000000001,8.251121000000001,8.828216000000001,9.126406000000001,9.362564,9.890457000000001,10.204012000000002,10.543793000000003,10.825528000000002,10.985633000000002,11.187106000000002,11.363345000000002,11.564417000000002,11.771152000000003,12.088371000000002,12.534283000000002,12.863125000000002,13.109426000000003,13.481608000000003,13.882326000000003,14.522966000000002,15.185847000000003,15.534575000000002,15.900014000000002,16.289140000000003,16.753901000000003,17.185757000000002,17.440533000000002,17.620659000000003,17.827700000000004,18.044402000000005,18.355695000000004,18.584232000000004
9-2803316,,,,,,,,,0,0.784257,1.227619,1.724063,2.353802,3.048438,3.612193,3.806849,3.980264,4.220124,4.3727990000000005,4.542287000000001,4.739149000000001,4.944242000000001,5.317922000000001,5.939673000000001,6.223148000000001,6.521357000000001,6.834817000000001,7.323708000000001,7.900803000000001,8.198993000000002,8.435151000000001,8.963044000000002,9.276599000000001,9.616380000000001,9.898115,10.05822,10.259693,10.435932000000001,10.637004000000001,10.843739000000001,11.160958,11.60687,11.935712,12.182013000000001,12.554195000000002,12.954913000000001,13.595553,14.258434000000001,14.607162,14.972601000000001,15.361727,15.826488,16.258344,16.51312,16.693246000000002,16.900287000000002,17.116989000000004,17.428282000000003,17.656819000000002
10-2803319,,,,,,,,,,0,0.443362,0.9398059999999999,1.569545,2.2641809999999998,2.827936,3.022592,3.196007,3.435867,3.588542,3.7580299999999998,3.9548919999999996,4.159985,4.533665,5.155416,5.438891,5.7371,6.05056,6.539451,7.116546,7.4147359999999995,7.650893999999999,8.178787,8.492342,8.832123000000001,9.113858,9.273963,9.475436,9.651675000000001,9.852747,10.059482000000001,10.376701,10.822613,11.151455,11.397756000000001,11.769938000000002,12.170656000000001,12.811296,13.474177000000001,13.822905,14.188344,14.57747,15.042231,15.474086999999999,15.728862999999999,15.908988999999998,16.11603,16.332732,16.644025,16.872562
