순번_정류장ID,12-2801638,13-2801576,14-2801580,15-2801564,16-2801501,17-2801450,18-2801438
12-2801638,0,0.535367,0.706955,0.939709,1.352041,1.8371490000000001,2.274286
13-2801576,,0,0.17158800000000002,0.404342,0.8166739999999999,1.3017819999999998,1.7389189999999997
14-2801580,,,0,0.232754,0.6450859999999999,1.130194,1.5673309999999998
15-2801564,,,,0,0.412332,0.89744,1.334577
16-2801501,,,,,0,0.485108,0.922245
17-2801450,,,,,,0,0.437137
18-2801438,,,,,,,0
