순번_정류장ID,80-2801595,81-2801562,82-2800171,83-2800236,84-2800224,85-2800215,86-2801374,87-2800205,88-2801343,89-2801338,90-2801310,91-2801288,92-2801241,93-2801275,94-2801270,95-2801057,96-2801043,97-2801024,98-2801003,99-2800969,100-2800959,101-2800841,102-2800964,103-2800840,104-2800839,105-2800981,106-2800992,107-2800994,108-2800526,109-2800528,110-2800532,111-2800535,112-2800544,113-2800541,114-2800530,115-2800523,116-2800519,117-2800517,118-2800515,119-2800508,120-2807101,121-2805797,122-2800504,123-2800510,124-2805304,125-2800498,126-2800497,127-2800493,128-2805026,129-2805415,130-2805596,131-2800462,132-2800460,133-2800453,134-2800458,135-2800330,136-2800473,137-2806699,138-2806696,139-2806252,140-2806254,141-2806256,142-2806258,143-2806260,144-2800312,145-2806860,146-2804809,147-2805729,148-2804807,149-2804928,150-2804805,151-2805322,152-2800356,153-2800358,154-2800360
80-2801595,0,0.15448,0.419808,0.692497,0.927945,1.259921,1.788696,2.0532630000000003,2.3255670000000004,2.7686940000000004,3.1703850000000005,3.5340770000000004,3.8564800000000004,4.094995,4.219756,5.234667,5.644011,6.032904,6.395264,6.874803,7.060905,7.7025559999999995,7.899902999999999,8.202978,8.505507,8.829817,9.184781000000001,9.506684000000002,11.148041000000001,11.476521000000002,11.861895000000002,12.280905000000002,13.102768000000003,13.349543000000002,13.829683000000003,14.114570000000002,14.358788000000002,14.517828000000002,14.697475,15.263911,15.468849,16.250378,16.459666000000002,16.722900000000003,17.255387000000002,18.272055,18.551789000000003,19.052199,19.717031000000002,20.337484000000003,20.515744000000005,21.185611000000005,21.431748000000006,21.856649000000004,22.179200000000005,22.418017000000006,22.739663000000007,23.739597000000007,24.14739700000001,25.00166800000001,25.23415900000001,25.79738500000001,26.459281000000008,26.853134000000008,27.277994000000007,27.635201000000006,28.157919000000007,28.601223000000008,29.070491000000008,30.297774000000008,30.736072000000007,31.150389000000008,31.942785000000008,32.40530100000001,32.66061600000001
81-2801562,,0,0.265328,0.538017,0.773465,1.105441,1.634216,1.8987829999999999,2.171087,2.614214,3.015905,3.379597,3.702,3.940515,4.065276,5.0801870000000005,5.489531,5.878424000000001,6.2407840000000006,6.7203230000000005,6.9064250000000005,7.548076,7.745423,8.048498,8.351027,8.675337,9.030301000000001,9.352204000000002,10.993561000000001,11.322041000000002,11.707415000000003,12.126425000000003,12.948288000000003,13.195063000000003,13.675203000000003,13.960090000000003,14.204308000000003,14.363348000000002,14.542995000000001,15.109431,15.314369000000001,16.095898000000002,16.305186000000003,16.568420000000003,17.100907000000003,18.117575000000002,18.397309000000003,18.897719000000002,19.562551000000003,20.183004000000004,20.361264000000006,21.031131000000006,21.277268000000007,21.702169000000005,22.024720000000006,22.263537000000007,22.585183000000008,23.585117000000007,23.99291700000001,24.84718800000001,25.07967900000001,25.64290500000001,26.30480100000001,26.69865400000001,27.123514000000007,27.480721000000006,28.003439000000007,28.44674300000001,28.916011000000008,30.143294000000008,30.581592000000008,30.995909000000008,31.78830500000001,32.25082100000001,32.50613600000001
82-2800171,,,0,0.272689,0.5081370000000001,0.8401130000000001,1.368888,1.633455,1.9057590000000002,2.3488860000000003,2.7505770000000003,3.114269,3.436672,3.675187,3.799948,4.814859,5.224203,5.6130960000000005,5.975456,6.454995,6.641097,7.282748,7.4800949999999995,7.783169999999999,8.085699,8.410009,8.764973000000001,9.086876000000002,10.728233000000001,11.056713000000002,11.442087000000003,11.861097000000003,12.682960000000003,12.929735000000003,13.409875000000003,13.694762000000003,13.938980000000003,14.098020000000002,14.277667000000001,14.844103,15.049041,15.830570000000002,16.039858000000002,16.303092000000003,16.835579000000003,17.852247000000002,18.131981000000003,18.632391000000002,19.297223000000002,19.917676000000004,20.095936000000005,20.765803000000005,21.011940000000006,21.436841000000005,21.759392000000005,21.998209000000006,22.319855000000008,23.319789000000007,23.72758900000001,24.58186000000001,24.81435100000001,25.37757700000001,26.039473000000008,26.433326000000008,26.858186000000007,27.215393000000006,27.738111000000007,28.18141500000001,28.650683000000008,29.877966000000008,30.316264000000007,30.730581000000008,31.522977000000008,31.98549300000001,32.24080800000001
83-2800236,,,,0,0.235448,0.567424,1.096199,1.360766,1.63307,2.076197,2.477888,2.84158,3.163983,3.402498,3.527259,4.5421700000000005,4.951514,5.340407000000001,5.702767000000001,6.1823060000000005,6.3684080000000005,7.010059,7.207406,7.5104809999999995,7.813009999999999,8.137319999999999,8.492284,8.814187,10.455544,10.784024,11.169398000000001,11.588408000000001,12.410271000000002,12.657046000000001,13.137186000000002,13.422073000000001,13.666291000000001,13.825331,14.004978,14.571413999999999,14.776352,15.557881,15.767169,16.030403,16.56289,17.579558,17.859292,18.359702,19.024534,19.644987,19.823247000000002,20.493114000000002,20.739251000000003,21.164152,21.486703000000002,21.725520000000003,22.047166000000004,23.047100000000004,23.454900000000006,24.309171000000006,24.541662000000006,25.104888000000006,25.766784000000005,26.160637000000005,26.585497000000004,26.942704000000003,27.465422000000004,27.908726000000005,28.377994000000005,29.605277000000005,30.043575000000004,30.457892000000005,31.250288000000005,31.712804000000006,31.968119000000005
84-2800224,,,,,0,0.33197600000000005,0.860751,1.125318,1.3976220000000001,1.8407490000000002,2.24244,2.606132,2.928535,3.16705,3.291811,4.306722000000001,4.7160660000000005,5.104959000000001,5.467319000000001,5.946858000000001,6.132960000000001,6.774611,6.971958,7.275033,7.5775619999999995,7.901871999999999,8.256836,8.578739,10.220096,10.548576,10.933950000000001,11.352960000000001,12.174823000000002,12.421598000000001,12.901738000000002,13.186625000000001,13.430843000000001,13.589883,13.76953,14.335965999999999,14.540904,15.322433,15.531721000000001,15.794955000000002,16.327442,17.34411,17.623844000000002,18.124254,18.789086,19.409539000000002,19.587799000000004,20.257666000000004,20.503803000000005,20.928704000000003,21.251255000000004,21.490072000000005,21.811718000000006,22.811652000000006,23.219452000000008,24.073723000000008,24.306214000000008,24.869440000000008,25.531336000000007,25.925189000000007,26.350049000000006,26.707256000000005,27.229974000000006,27.673278000000007,28.142546000000007,29.369829000000006,29.808127000000006,30.222444000000007,31.014840000000007,31.477356000000007,31.732671000000007
85-2800215,,,,,,0,0.528775,0.793342,1.065646,1.5087730000000001,1.9104640000000002,2.274156,2.596559,2.835074,2.959835,3.974746,4.3840900000000005,4.772983000000001,5.135343000000001,5.614882000000001,5.800984000000001,6.442635000000001,6.639982000000001,6.9430570000000005,7.245586,7.569896,7.92486,8.246763,9.888119999999999,10.2166,10.601974,11.020984,11.842847,12.089622,12.569762,12.854649,13.098867,13.257907,13.437553999999999,14.003989999999998,14.208927999999998,14.990457,15.199745,15.462979,15.995466,17.012134,17.291868,17.792278,18.45711,19.077563,19.255823000000003,19.925690000000003,20.171827000000004,20.596728000000002,20.919279000000003,21.158096000000004,21.479742000000005,22.479676000000005,22.887476000000007,23.741747000000007,23.974238000000007,24.537464000000007,25.199360000000006,25.593213000000006,26.018073000000005,26.375280000000004,26.897998000000005,27.341302000000006,27.810570000000006,29.037853000000005,29.476151000000005,29.890468000000006,30.682864000000006,31.145380000000007,31.400695000000006
86-2801374,,,,,,,0,0.264567,0.536871,0.979998,1.381689,1.745381,2.067784,2.306299,2.43106,3.445971,3.855315,4.244208,4.606568,5.086107,5.272209,5.91386,6.111206999999999,6.414281999999999,6.716810999999999,7.041120999999999,7.3960849999999985,7.717987999999998,9.359344999999998,9.687824999999998,10.073198999999999,10.492208999999999,11.314072,11.560846999999999,12.040987,12.325873999999999,12.570091999999999,12.729131999999998,12.908778999999997,13.475214999999997,13.680152999999997,14.461681999999998,14.670969999999999,14.934204,15.466690999999999,16.483359,16.763093,17.263503,17.928335,18.548788000000002,18.727048000000003,19.396915000000003,19.643052000000004,20.067953000000003,20.390504000000004,20.629321000000004,20.950967000000006,21.950901000000005,22.358701000000007,23.212972000000008,23.445463000000007,24.008689000000007,24.670585000000006,25.064438000000006,25.489298000000005,25.846505000000004,26.369223000000005,26.812527000000006,27.281795000000006,28.509078000000006,28.947376000000006,29.361693000000006,30.154089000000006,30.616605000000007,30.871920000000006
87-2800205,,,,,,,,0,0.272304,0.715431,1.117122,1.480814,1.803217,2.041732,2.166493,3.181404,3.590748,3.979641,4.342001,4.82154,5.007642,5.649293,5.84664,6.149715,6.452243999999999,6.776553999999999,7.131517999999999,7.453420999999999,9.094777999999998,9.423257999999999,9.808632,10.227642,11.049505,11.29628,11.77642,12.061307,12.305525,12.464564999999999,12.644211999999998,13.210647999999997,13.415585999999998,14.197114999999998,14.406403,14.669637,15.202124,16.218792,16.498526000000002,16.998936,17.663768,18.284221000000002,18.462481000000004,19.132348000000004,19.378485000000005,19.803386000000003,20.125937000000004,20.364754000000005,20.686400000000006,21.686334000000006,22.094134000000007,22.948405000000008,23.180896000000008,23.744122000000008,24.406018000000007,24.799871000000007,25.224731000000006,25.581938000000005,26.104656000000006,26.547960000000007,27.017228000000006,28.244511000000006,28.682809000000006,29.097126000000006,29.889522000000007,30.352038000000007,30.607353000000007
88-2801343,,,,,,,,,0,0.44312700000000005,0.8448180000000001,1.20851,1.530913,1.769428,1.894189,2.9091,3.318444,3.707337,4.069697,4.549236,4.735338,5.376989,5.574336,5.8774109999999995,6.179939999999999,6.504249999999999,6.859213999999999,7.181116999999999,8.822473999999998,9.150953999999999,9.536328,9.955338,10.777201,11.023976,11.504116,11.789003,12.033221,12.192260999999998,12.371907999999998,12.938343999999997,13.143281999999997,13.924810999999998,14.134098999999999,14.397333,14.92982,15.946487999999999,16.226222,16.726632,17.391464,18.011917,18.190177000000002,18.860044000000002,19.106181000000003,19.531082,19.853633000000002,20.092450000000003,20.414096000000004,21.414030000000004,21.821830000000006,22.676101000000006,22.908592000000006,23.471818000000006,24.133714000000005,24.527567000000005,24.952427000000004,25.309634000000003,25.832352000000004,26.275656000000005,26.744924000000005,27.972207000000004,28.410505000000004,28.824822000000005,29.617218000000005,30.079734000000006,30.335049000000005
89-2801338,,,,,,,,,,0,0.40169099999999996,0.7653829999999999,1.087786,1.326301,1.4510619999999999,2.465973,2.875317,3.26421,3.62657,4.106109,4.292211,4.9338619999999995,5.131208999999999,5.434283999999999,5.736812999999999,6.0611229999999985,6.416086999999998,6.737989999999998,8.379346999999997,8.707826999999998,9.093200999999999,9.512210999999999,10.334074,10.580848999999999,11.060989,11.345875999999999,11.590093999999999,11.749133999999998,11.928780999999997,12.495216999999997,12.700154999999997,13.481683999999998,13.690971999999999,13.954206,14.486692999999999,15.503360999999998,15.783094999999998,16.283504999999998,16.948337,17.56879,17.74705,18.416917,18.663054000000002,19.087955,19.410506,19.649323000000003,19.970969000000004,20.970903000000003,21.378703000000005,22.232974000000006,22.465465000000005,23.028691000000006,23.690587000000004,24.084440000000004,24.509300000000003,24.866507000000002,25.389225000000003,25.832529000000005,26.301797000000004,27.529080000000004,27.967378000000004,28.381695000000004,29.174091000000004,29.636607000000005,29.891922000000005
