순번_정류장ID,20-2801790,21-2801957,22-2801966,23-2801978,24-2801975,25-2805277,26-2805276,27-2805274,28-2805272,29-2801935,30-2801938,31-2801946,32-2801969,33-2806813,34-2801995,35-2802033,36-2802057,37-2802081,38-2802066,39-2802069,40-2802087,41-2804799,42-2802048,43-2802019,44-2801998,45-2801981,46-2801879,47-2801856,48-2801959,49-2801976,50-2801880,51-2802005,52-2802020,53-2801907
32-2801969,,,,,,,,,,,,,0,0.123456,0.552457,0.695373,0.9490510000000001,1.258885,1.534038,1.840686,2.139152,2.5261810000000002,2.817715,3.042803,3.159349,3.36946,3.5821620000000003,3.7838380000000003,4.060236000000001,4.3163480000000005,4.534652,5.090676,5.377544,5.4969790000000005
33-2806813,,,,,,,,,,,,,,0,0.429001,0.571917,0.8255950000000001,1.135429,1.410582,1.71723,2.015696,2.402725,2.694259,2.919347,3.035893,3.246004,3.4587060000000003,3.6603820000000002,3.93678,4.1928920000000005,4.411196,4.96722,5.254088,5.3735230000000005
34-2801995,,,,,,,,,,,,,,,0,0.14291600000000002,0.396594,0.7064280000000001,0.981581,1.288229,1.5866950000000002,1.9737240000000003,2.265258,2.490346,2.606892,2.817003,3.0297050000000003,3.2313810000000003,3.507779,3.763891,3.982195,4.538219,4.825087,4.944522
35-2802033,,,,,,,,,,,,,,,,0,0.253678,0.563512,0.838665,1.145313,1.4437790000000001,1.8308080000000002,2.122342,2.34743,2.463976,2.674087,2.8867890000000003,3.0884650000000002,3.364863,3.620975,3.839279,4.395303,4.682171,4.8016060000000005
36-2802057,,,,,,,,,,,,,,,,,0,0.309834,0.584987,0.891635,1.1901009999999999,1.57713,1.8686639999999999,2.093752,2.210298,2.420409,2.633111,2.834787,3.111185,3.3672969999999998,3.5856009999999996,4.1416249999999994,4.428493,4.547928
37-2802081,,,,,,,,,,,,,,,,,,0,0.27515300000000004,0.581801,0.880267,1.267296,1.55883,1.783918,1.900464,2.110575,2.323277,2.524953,2.801351,3.057463,3.2757669999999997,3.8317909999999995,4.118658999999999,4.238093999999999
38-2802066,,,,,,,,,,,,,,,,,,,0,0.306648,0.6051139999999999,0.992143,1.283677,1.508765,1.625311,1.8354219999999999,2.048124,2.2498,2.526198,2.78231,3.0006139999999997,3.5566379999999995,3.8435059999999996,3.962941
39-2802069,,,,,,,,,,,,,,,,,,,,0,0.298466,0.685495,0.9770289999999999,1.2021169999999999,1.318663,1.5287739999999999,1.7414759999999998,1.9431519999999998,2.21955,2.475662,2.6939659999999996,3.2499899999999995,3.5368579999999996,3.656293
40-2802087,,,,,,,,,,,,,,,,,,,,,0,0.387029,0.678563,0.903651,1.020197,1.230308,1.44301,1.6446859999999999,1.9210839999999998,2.177196,2.3954999999999997,2.9515239999999996,3.2383919999999997,3.357827
41-2804799,,,,,,,,,,,,,,,,,,,,,,0,0.291534,0.516622,0.6331680000000001,0.8432790000000001,1.055981,1.257657,1.534055,1.7901669999999998,2.0084709999999997,2.5644949999999995,2.8513629999999996,2.970798
42-2802048,,,,,,,,,,,,,,,,,,,,,,,0,0.225088,0.341634,0.551745,0.7644470000000001,0.9661230000000001,1.242521,1.4986329999999999,1.716937,2.272961,2.559829,2.6792640000000003
43-2802019,,,,,,,,,,,,,,,,,,,,,,,,0,0.116546,0.32665700000000003,0.539359,0.741035,1.017433,1.273545,1.491849,2.047873,2.334741,2.4541760000000004
44-2801998,,,,,,,,,,,,,,,,,,,,,,,,,0,0.21011100000000002,0.422813,0.624489,0.900887,1.1569989999999999,1.375303,1.931327,2.218195,2.3376300000000003
45-2801981,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.212702,0.414378,0.6907760000000001,0.9468880000000001,1.165192,1.721216,2.008084,2.1275190000000004
46-2801879,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.201676,0.478074,0.734186,0.9524900000000001,1.508514,1.7953819999999998,1.9148169999999998
47-2801856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.276398,0.53251,0.7508140000000001,1.306838,1.5937059999999998,1.7131409999999998
48-2801959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.256112,0.474416,1.03044,1.317308,1.4367429999999999
49-2801976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.218304,0.7743279999999999,1.0611959999999998,1.1806309999999998
50-2801880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.556024,0.842892,0.9623269999999999
51-2802005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.28686799999999996,0.40630299999999997
52-2802020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.11943499999999999
53-2801907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
