순번_정류장ID,20-2801790,21-2801957,22-2801966,23-2801978,24-2801975,25-2805277,26-2805276,27-2805274,28-2805272,29-2801935,30-2801938,31-2801946,32-2801969,33-2806813,34-2801995,35-2802033,36-2802057,37-2802081,38-2802066,39-2802069,40-2802087,41-2804799,42-2802048,43-2802019,44-2801998,45-2801981,46-2801879,47-2801856,48-2801959,49-2801976,50-2801880,51-2802005,52-2802020,53-2801907
20-2801790,0,0.408827,0.825086,1.209492,1.660511,1.958031,2.087089,2.332884,2.645105,2.778631,3.03816,3.357032,3.5942109999999996,3.7176669999999996,4.146668,4.289584,4.5432619999999995,4.853096,5.128249,5.434897,5.733363000000001,6.120392000000001,6.411926000000001,6.6370140000000015,6.753560000000001,6.9636710000000015,7.176373000000002,7.378049000000002,7.654447000000002,7.910559000000002,8.128863000000003,8.684887000000003,8.971755000000003,9.091190000000003
21-2801957,,0,0.416259,0.800665,1.251684,1.549204,1.6782620000000001,1.9240570000000001,2.236278,2.369804,2.629333,2.9482049999999997,3.1853839999999995,3.3088399999999996,3.7378409999999995,3.8807569999999996,4.134435,4.444269,4.719422000000001,5.026070000000001,5.324536000000001,5.711565000000001,6.0030990000000015,6.228187000000002,6.3447330000000015,6.554844000000002,6.767546000000002,6.969222000000002,7.245620000000002,7.501732000000002,7.720036000000002,8.276060000000003,8.562928000000003,8.682363000000002
22-2801966,,,0,0.38440599999999997,0.8354249999999999,1.1329449999999999,1.262003,1.507798,1.820019,1.953545,2.213074,2.531946,2.769125,2.892581,3.321582,3.464498,3.7181759999999997,4.02801,4.3031630000000005,4.6098110000000005,4.908277000000001,5.295306000000001,5.586840000000001,5.811928000000002,5.928474000000001,6.138585000000002,6.351287000000002,6.552963000000002,6.829361000000002,7.085473000000002,7.303777000000002,7.859801000000002,8.146669000000001,8.266104
23-2801978,,,,0,0.45101899999999995,0.748539,0.877597,1.123392,1.435613,1.569139,1.828668,2.14754,2.3847189999999996,2.5081749999999996,2.9371759999999996,3.0800919999999996,3.3337699999999995,3.6436039999999994,3.9187569999999994,4.225404999999999,4.523871,4.9109,5.202434,5.427522000000001,5.544068,5.754179000000001,5.966881000000001,6.168557000000001,6.444955000000001,6.701067000000001,6.919371000000001,7.475395000000001,7.762263000000001,7.881698000000001
24-2801975,,,,,0,0.29752,0.426578,0.672373,0.984594,1.11812,1.377649,1.696521,1.9337,2.057156,2.486157,2.629073,2.882751,3.192585,3.4677379999999998,3.774386,4.072852,4.459881,4.751415000000001,4.976503000000001,5.093049000000001,5.303160000000001,5.515862000000001,5.717538000000001,5.9939360000000015,6.250048000000001,6.468352000000001,7.024376000000001,7.311244000000001,7.430679000000001
25-2805277,,,,,,0,0.129058,0.374853,0.687074,0.8206,1.080129,1.399001,1.63618,1.759636,2.188637,2.331553,2.585231,2.8950649999999998,3.1702179999999998,3.476866,3.7753319999999997,4.162361,4.453895,4.678983000000001,4.795529,5.0056400000000005,5.218342000000001,5.420018000000001,5.696416000000001,5.952528000000001,6.170832000000001,6.726856000000001,7.013724000000001,7.133159000000001
26-2805276,,,,,,,0,0.24579499999999999,0.5580160000000001,0.6915420000000001,0.9510710000000001,1.269943,1.507122,1.630578,2.0595790000000003,2.2024950000000003,2.456173,2.766007,3.04116,3.347808,3.646274,4.033303,4.3248370000000005,4.549925000000001,4.6664710000000005,4.876582000000001,5.089284000000001,5.290960000000001,5.567358000000001,5.823470000000001,6.041774000000001,6.597798000000001,6.884666000000001,7.004101000000001
27-2805274,,,,,,,,0,0.312221,0.445747,0.705276,1.024148,1.261327,1.384783,1.813784,1.9567,2.210378,2.520212,2.795365,3.102013,3.400479,3.787508,4.079042,4.304130000000001,4.420676,4.630787000000001,4.843489000000001,5.045165000000001,5.321563000000001,5.577675000000001,5.795979000000001,6.352003000000001,6.638871000000001,6.758306000000001
28-2805272,,,,,,,,,0,0.133526,0.39305500000000004,0.711927,0.949106,1.072562,1.501563,1.644479,1.898157,2.2079910000000003,2.4831440000000002,2.7897920000000003,3.088258,3.4752870000000002,3.766821,3.991909,4.108455,4.318566000000001,4.531268000000001,4.732944000000001,5.009342000000001,5.265454000000001,5.483758000000001,6.039782000000001,6.326650000000001,6.446085000000001
29-2801935,,,,,,,,,,0,0.259529,0.5784009999999999,0.81558,0.939036,1.368037,1.510953,1.764631,2.074465,2.349618,2.656266,2.954732,3.341761,3.633295,3.858383,3.974929,4.18504,4.397742,4.599418,4.875816,5.131928,5.350232,5.906256,6.193124,6.312559
30-2801938,,,,,,,,,,,0,0.318872,0.556051,0.679507,1.108508,1.251424,1.5051020000000002,1.814936,2.0900890000000003,2.3967370000000003,2.6952030000000002,3.0822320000000003,3.3737660000000003,3.598854,3.7154000000000003,3.925511,4.138213,4.339889,4.616287000000001,4.872399000000001,5.090703,5.646727,5.933595,6.053030000000001
31-2801946,,,,,,,,,,,,0,0.237179,0.360635,0.789636,0.932552,1.1862300000000001,1.496064,1.771217,2.077865,2.376331,2.76336,3.054894,3.279982,3.396528,3.606639,3.819341,4.0210170000000005,4.297415000000001,4.553527000000001,4.771831000000001,5.3278550000000005,5.614723000000001,5.734158000000001
