순번_정류장ID,1-2801292,2-2801309,3-2801329,4-2801335,5-2801377,6-2801392,7-2801397,8-2801404,9-2801403,10-2801412,11-2801415,12-2801428,13-2801444,14-2801480,15-2806864,16-2801541,17-2801577,18-2801633,19-2801192,20-2801628
1-2801292,0,0.255681,0.385075,0.738376,0.983407,1.1119240000000001,1.284861,1.549667,1.7037639999999998,1.8097649999999998,1.924858,2.1692139999999998,2.489058,3.225586,3.5124109999999997,3.7773049999999997,4.534707,4.786261,5.093627,5.574851
2-2801309,,0,0.129394,0.48269500000000004,0.7277260000000001,0.8562430000000001,1.02918,1.2939859999999999,1.4480829999999998,1.5540839999999998,1.669177,1.913533,2.233377,2.969905,3.2567299999999997,3.5216239999999996,4.279026,4.53058,4.837946,5.31917
3-2801329,,,0,0.35330100000000003,0.5983320000000001,0.7268490000000001,0.8997860000000001,1.164592,1.318689,1.42469,1.539783,1.784139,2.103983,2.840511,3.1273359999999997,3.3922299999999996,4.1496319999999995,4.401185999999999,4.708551999999999,5.189775999999999
4-2801335,,,,0,0.245031,0.373548,0.546485,0.811291,0.965388,1.071389,1.1864819999999998,1.4308379999999998,1.7506819999999998,2.4872099999999997,2.7740349999999996,3.0389289999999995,3.7963309999999995,4.047884999999999,4.355250999999999,4.836474999999999
5-2801377,,,,,0,0.12851700000000002,0.301454,0.56626,0.720357,0.826358,0.941451,1.185807,1.505651,2.242179,2.529004,2.793898,3.5513,3.802854,4.11022,4.591444
6-2801392,,,,,,0,0.17293699999999998,0.437743,0.59184,0.697841,0.812934,1.05729,1.377134,2.113662,2.400487,2.665381,3.422783,3.674337,3.981703,4.462927
7-2801397,,,,,,,0,0.264806,0.418903,0.524904,0.639997,0.8843530000000001,1.2041970000000002,1.940725,2.22755,2.492444,3.249846,3.5014,3.808766,4.2899899999999995
8-2801404,,,,,,,,0,0.154097,0.260098,0.375191,0.619547,0.939391,1.675919,1.9627439999999998,2.227638,2.9850399999999997,3.2365939999999997,3.5439599999999998,4.025183999999999
9-2801403,,,,,,,,,0,0.106001,0.221094,0.46545000000000003,0.785294,1.521822,1.8086470000000001,2.073541,2.830943,3.082497,3.389863,3.871087
10-2801412,,,,,,,,,,0,0.115093,0.359449,0.679293,1.415821,1.702646,1.96754,2.724942,2.976496,3.283862,3.765086
11-2801415,,,,,,,,,,,0,0.244356,0.5642,1.3007279999999999,1.5875529999999998,1.8524469999999997,2.6098489999999996,2.8614029999999997,3.1687689999999997,3.649993
12-2801428,,,,,,,,,,,,0,0.319844,1.056372,1.343197,1.608091,2.365493,2.617047,2.924413,3.405637
13-2801444,,,,,,,,,,,,,0,0.736528,1.023353,1.288247,2.045649,2.297203,2.604569,3.0857930000000002
14-2801480,,,,,,,,,,,,,,0,0.286825,0.5517190000000001,1.3091210000000002,1.5606750000000003,1.8680410000000003,2.3492650000000004
15-2806864,,,,,,,,,,,,,,,0,0.264894,1.022296,1.2738500000000001,1.5812160000000002,2.06244
16-2801541,,,,,,,,,,,,,,,,0,0.757402,1.008956,1.316322,1.797546
17-2801577,,,,,,,,,,,,,,,,,0,0.251554,0.55892,1.040144
18-2801633,,,,,,,,,,,,,,,,,,0,0.307366,0.7885899999999999
19-2801192,,,,,,,,,,,,,,,,,,,0,0.481224
20-2801628,,,,,,,,,,,,,,,,,,,,0
