순번_정류장ID,1-2804988,2-2805069,3-2801243,4-2801242,5-2801247,6-2801249,7-2801253,8-2801258,9-2801277,10-2801290,11-2801314,12-2801348,13-2801369,14-2801402,15-2801437,16-2801457,17-2801477,18-2801517,19-2801539,20-2801580,21-2806837,22-2801628
1-2804988,0,0.8567799999999999,1.0422289999999998,1.2169029999999998,1.534773,1.810532,2.086481,2.450462,2.805657,3.1852080000000003,3.663447,4.013194,4.234269,4.523811,4.824563,5.039246,5.224331,5.5570580000000005,5.731606,5.915757,6.34234,6.773945
2-2805069,,0,0.185449,0.36012299999999997,0.677993,0.9537519999999999,1.229701,1.5936819999999998,1.9488769999999997,2.3284279999999997,2.8066669999999996,3.1564139999999994,3.3774889999999993,3.6670309999999993,3.9677829999999994,4.182466,4.367551,4.700278,4.874826,5.058977,5.4855599999999995,5.917165
3-2801243,,,0,0.174674,0.492544,0.768303,1.044252,1.408233,1.763428,2.142979,2.621218,2.9709649999999996,3.1920399999999995,3.4815819999999995,3.7823339999999996,3.9970169999999996,4.1821019999999995,4.514829,4.6893769999999995,4.873527999999999,5.300110999999999,5.731716
4-2801242,,,,0,0.31787,0.593629,0.869578,1.233559,1.588754,1.968305,2.446544,2.7962909999999996,3.0173659999999995,3.3069079999999995,3.6076599999999996,3.8223429999999996,4.007428,4.340155,4.514703,4.698854,5.125437,5.557042
5-2801247,,,,,0,0.27575900000000003,0.5517080000000001,0.9156890000000001,1.2708840000000001,1.650435,2.128674,2.478421,2.699496,2.989038,3.28979,3.504473,3.689558,4.022285,4.196833,4.380984,4.807567,5.239172
6-2801249,,,,,,0,0.275949,0.63993,0.995125,1.374676,1.852915,2.202662,2.423737,2.713279,3.014031,3.228714,3.413799,3.7465260000000002,3.9210740000000004,4.105225000000001,4.531808000000001,4.963413000000001
7-2801253,,,,,,,0,0.363981,0.719176,1.098727,1.576966,1.9267130000000001,2.1477880000000003,2.43733,2.7380820000000003,2.9527650000000003,3.1378500000000003,3.4705770000000005,3.6451250000000006,3.8292760000000006,4.255859000000001,4.687464000000001
8-2801258,,,,,,,,0,0.355195,0.734746,1.212985,1.562732,1.783807,2.073349,2.374101,2.588784,2.773869,3.1065959999999997,3.281144,3.465295,3.8918779999999997,4.3234829999999995
9-2801277,,,,,,,,,0,0.379551,0.85779,1.207537,1.428612,1.718154,2.018906,2.233589,2.4186739999999998,2.7514009999999995,2.9259489999999997,3.1100999999999996,3.5366829999999996,3.9682879999999994
10-2801290,,,,,,,,,,0,0.478239,0.827986,1.049061,1.338603,1.6393550000000001,1.854038,2.039123,2.3718500000000002,2.5463980000000004,2.7305490000000003,3.1571320000000003,3.588737
11-2801314,,,,,,,,,,,0,0.349747,0.5708219999999999,0.8603639999999999,1.1611159999999998,1.3757989999999998,1.5608839999999997,1.8936109999999997,2.0681589999999996,2.2523099999999996,2.6788929999999995,3.1104979999999998
12-2801348,,,,,,,,,,,,0,0.221075,0.510617,0.811369,1.026052,1.211137,1.543864,1.7184119999999998,1.9025629999999998,2.3291459999999997,2.760751
13-2801369,,,,,,,,,,,,,0,0.289542,0.5902940000000001,0.804977,0.990062,1.322789,1.497337,1.6814879999999999,2.108071,2.539676
14-2801402,,,,,,,,,,,,,,0,0.300752,0.515435,0.70052,1.033247,1.207795,1.391946,1.8185289999999998,2.250134
15-2801437,,,,,,,,,,,,,,,0,0.21468299999999998,0.399768,0.732495,0.907043,1.091194,1.517777,1.949382
16-2801457,,,,,,,,,,,,,,,,0,0.185085,0.5178119999999999,0.69236,0.876511,1.303094,1.734699
17-2801477,,,,,,,,,,,,,,,,,0,0.332727,0.507275,0.6914260000000001,1.118009,1.549614
18-2801517,,,,,,,,,,,,,,,,,,0,0.174548,0.358699,0.785282,1.216887
19-2801539,,,,,,,,,,,,,,,,,,,0,0.184151,0.610734,1.0423390000000001
20-2801580,,,,,,,,,,,,,,,,,,,,0,0.426583,0.858188
21-2806837,,,,,,,,,,,,,,,,,,,,,0,0.431605
22-2801628,,,,,,,,,,,,,,,,,,,,,,0
