순번_정류장ID,53-2804229,54-2807153,55-2804227,56-2804225,57-2804223,58-2806333,59-2804220,60-2804217,61-2804215,62-2804342,63-2803719,64-2803711,65-2806217,66-2803708,67-2803706,68-2804634,69-2803705,70-2803703,71-2804213,72-2804211,73-2804209,74-2804207,75-2804205,76-2804204,77-2806290,78-2804202,79-2806292,80-2803609,81-2806232,82-2803608,83-2803607,84-2803606,85-2806297,86-2803616,87-2803853,88-2803850,89-2803617,90-2806299,91-2803618,92-2806300,93-2803600,94-2800273,95-2803601,96-2804331,97-2803581,98-2800271,99-2805489,100-2807150,101-2804582,102-2800267,103-2804032
53-2804229,0,0.261833,0.6173299999999999,0.9521189999999999,1.398086,1.6181349999999999,2.550934,3.323118,3.703295,4.407484,5.046417,5.277658,5.396716,5.749283999999999,6.100579999999999,6.529235999999999,7.081176999999999,7.970272,8.66166,9.025779,9.51669,9.905187,10.623856,10.859763,11.207407,11.628527,11.880832,12.378127,12.754378999999998,13.075225999999999,13.58715,13.880431999999999,14.423400999999998,14.748139999999998,14.947030999999997,15.348919999999998,15.936909999999997,16.467098999999997,16.737636999999996,17.055005999999995,17.755767999999996,18.198696999999996,18.401305999999995,18.582921999999996,18.837241999999996,19.318573999999995,19.825503999999995,20.189752999999996,20.831940999999997,21.192128999999998,21.830854
54-2807153,,0,0.355497,0.690286,1.136253,1.356302,2.2891009999999996,3.061285,3.4414619999999996,4.145651,4.784584,5.0158249999999995,5.134882999999999,5.487450999999999,5.838746999999999,6.267402999999999,6.819343999999999,7.708438999999999,8.399827,8.763946,9.254857000000001,9.643354,10.362023,10.59793,10.945574,11.366694,11.618999,12.116294,12.492545999999999,12.813393,13.325317,13.618599,14.161567999999999,14.486306999999998,14.685197999999998,15.087086999999999,15.675076999999998,16.205265999999998,16.475803999999997,16.793172999999996,17.493934999999997,17.936863999999996,18.139472999999995,18.321088999999994,18.575408999999993,19.05674099999999,19.563670999999992,19.927919999999993,20.570107999999994,20.930295999999995,21.569020999999996
55-2804227,,,0,0.334789,0.780756,1.000805,1.9336039999999999,2.705788,3.085965,3.790154,4.429087,4.660328,4.779386,5.1319539999999995,5.483249999999999,5.911905999999999,6.4638469999999995,7.352942,8.04433,8.408449000000001,8.899360000000001,9.287857,10.006526000000001,10.242433,10.590077,11.011197000000001,11.263502,11.760797,12.137049,12.457896,12.96982,13.263102,13.806071,14.130809999999999,14.329700999999998,14.731589999999999,15.319579999999998,15.849768999999998,16.120306999999997,16.437675999999996,17.138437999999997,17.581366999999997,17.783975999999996,17.965591999999994,18.219911999999994,18.701243999999992,19.208173999999993,19.572422999999993,20.214610999999994,20.574798999999995,21.213523999999996
56-2804225,,,,0,0.445967,0.6660159999999999,1.5988149999999999,2.370999,2.751176,3.455365,4.094298,4.325539,4.444597,4.797165,5.148460999999999,5.577116999999999,6.129058,7.018153,7.709541,8.07366,8.564571,8.953068,9.671737,9.907644,10.255288,10.676408,10.928713,11.426008,11.802259999999999,12.123107,12.635031,12.928313,13.471281999999999,13.796020999999998,13.994911999999998,14.396800999999998,14.984790999999998,15.514979999999998,15.785517999999998,16.102887,16.803649,17.246578,17.449187,17.630803,17.885123,18.366455,18.873385,19.237634,19.879822,20.24001,20.878735000000002
57-2804223,,,,,0,0.22004899999999997,1.1528479999999999,1.9250319999999999,2.3052089999999996,3.0093979999999996,3.6483309999999998,3.8795719999999996,3.9986299999999995,4.351197999999999,4.702493999999999,5.131149999999999,5.683090999999999,6.572185999999999,7.263573999999999,7.627692999999999,8.118604,8.507100999999999,9.225769999999999,9.461676999999998,9.809320999999999,10.230440999999999,10.482745999999999,10.980040999999998,11.356292999999997,11.677139999999998,12.189063999999998,12.482345999999998,13.025314999999997,13.350053999999997,13.548944999999996,13.950833999999997,14.538823999999996,15.069012999999996,15.339550999999997,15.656919999999996,16.357681999999997,16.800610999999996,17.003219999999995,17.184835999999997,17.439155999999997,17.920487999999995,18.427417999999996,18.791666999999997,19.433854999999998,19.794043,20.432768
58-2806333,,,,,,0,0.9327989999999999,1.704983,2.08516,2.789349,3.4282820000000003,3.659523,3.778581,4.131149,4.482444999999999,4.9111009999999995,5.463042,6.352137,7.043525,7.4076439999999995,7.898554999999999,8.287052,9.005721,9.241627999999999,9.589272,10.010392,10.262697,10.759991999999999,11.136243999999998,11.457090999999998,11.969014999999999,12.262296999999998,12.805265999999998,13.130004999999997,13.328895999999997,13.730784999999997,14.318774999999997,14.848963999999997,15.119501999999997,15.436870999999996,16.137632999999997,16.580561999999997,16.783170999999996,16.964786999999994,17.219106999999994,17.700438999999992,18.207368999999993,18.571617999999994,19.213805999999995,19.573993999999995,20.212718999999996
59-2804220,,,,,,,0,0.772184,1.152361,1.85655,2.495483,2.726724,2.845782,3.1983499999999996,3.5496459999999996,3.978302,4.530243,5.419338,6.110726,6.474844999999999,6.965755999999999,7.354252999999999,8.072921999999998,8.308828999999998,8.656472999999998,9.077592999999998,9.329897999999998,9.827192999999998,10.203444999999997,10.524291999999997,11.036215999999998,11.329497999999997,11.872466999999997,12.197205999999996,12.396096999999996,12.797985999999996,13.385975999999996,13.916164999999996,14.186702999999996,14.504071999999995,15.204833999999995,15.647762999999994,15.850371999999995,16.031987999999995,16.286307999999995,16.767639999999993,17.274569999999994,17.638818999999994,18.281006999999995,18.641194999999996,19.279919999999997
60-2804217,,,,,,,,0,0.380177,1.0843660000000002,1.7232990000000001,1.9545400000000002,2.073598,2.4261660000000003,2.7774620000000003,3.2061180000000005,3.7580590000000003,4.6471540000000005,5.338542,5.702661,6.193572,6.582069,7.300738,7.536645,7.884289,8.305409,8.557713999999999,9.055008999999998,9.431260999999997,9.752107999999998,10.264031999999998,10.557313999999998,11.100282999999997,11.425021999999997,11.623912999999996,12.025801999999997,12.613791999999997,13.143980999999997,13.414518999999997,13.731887999999996,14.432649999999995,14.875578999999995,15.078187999999995,15.259803999999995,15.514123999999995,15.995455999999995,16.502385999999994,16.866634999999995,17.508822999999996,17.869010999999997,18.507735999999998
61-2804215,,,,,,,,,0,0.7041890000000001,1.3431220000000001,1.5743630000000002,1.6934210000000003,2.0459890000000005,2.3972850000000006,2.8259410000000007,3.3778820000000005,4.266977000000001,4.958365000000001,5.322484,5.813395,6.201892,6.920561,7.156468,7.504112,7.925232,8.177537000000001,8.674832,9.051084,9.371931,9.883855,10.177137,10.720106,11.044844999999999,11.243735999999998,11.645624999999999,12.233614999999999,12.763803999999999,13.034341999999999,13.351710999999998,14.052472999999997,14.495401999999997,14.698010999999997,14.879626999999997,15.133946999999997,15.615278999999997,16.122208999999998,16.486458,17.128646,17.488834,18.127559
62-2804342,,,,,,,,,,0,0.638933,0.870174,0.989232,1.3418,1.6930960000000002,2.1217520000000003,2.673693,3.5627880000000003,4.254176,4.618295,5.1092059999999995,5.497703,6.216372,6.452279,6.799923,7.221043,7.473348,7.970643,8.346895,8.667742,9.179666000000001,9.472948,10.015917,10.340656,10.539546999999999,10.941436,11.529425999999999,12.059614999999999,12.330153,12.647521999999999,13.348283999999998,13.791212999999997,13.993821999999998,14.175437999999998,14.429757999999998,14.911089999999998,15.418019999999999,15.782268999999998,16.424456999999997,16.784644999999998,17.42337
