순번_정류장ID,37-2805706,38-2803680,39-2803677,40-2806803,41-2806565,42-2805474,43-2805475,44-2803187,45-2803763,46-2806559,47-2806627,48-2806557,49-2805189,50-2805463,51-2805464,52-2806562,53-2807024,54-2806560,55-2805477,56-2807022,57-2807020,58-2807018,59-2806532,60-2805511,61-2807025,62-2805522,63-2807015,64-2807027,65-2803162,66-2805974,67-2806807,68-2807439,69-2805702,70-2805700,71-2807331
37-2805706,0,0.321351,0.677977,1.037042,1.303644,1.765131,2.35048,2.7997050000000003,3.019445,3.7221650000000004,4.311432,4.769392,5.184005,5.690772,5.95605,6.7168660000000004,6.855764000000001,7.267517000000001,7.816012000000001,8.419568,8.966003,9.277032,9.559076000000001,9.748525,9.995002000000001,10.477871,10.91103,11.306539,11.504873,12.392653,12.614403999999999,12.913293999999999,13.105346999999998,14.565586999999999,15.084174999999998
38-2803680,,0,0.356626,0.7156910000000001,0.9822930000000001,1.44378,2.029129,2.4783540000000004,2.698094,3.4008140000000004,3.9900810000000004,4.448041000000001,4.862654000000001,5.369421000000001,5.634699000000001,6.395515000000001,6.534413000000002,6.946166000000002,7.494661000000002,8.098217000000002,8.644652000000002,8.955681000000002,9.237725000000003,9.427174000000003,9.673651000000003,10.156520000000002,10.589679000000002,10.985188000000003,11.183522000000002,12.071302000000001,12.293053,12.591943,12.783996,14.244236,14.762824
39-2803677,,,0,0.359065,0.625667,1.087154,1.6725029999999999,2.121728,2.341468,3.044188,3.633455,4.0914150000000005,4.506028000000001,5.012795000000001,5.278073000000001,6.038889000000001,6.177787000000001,6.589540000000001,7.138035000000001,7.741591000000001,8.288026000000002,8.599055000000002,8.881099000000003,9.070548000000002,9.317025000000003,9.799894000000002,10.233053000000002,10.628562000000002,10.826896000000001,11.714676,11.936427,12.235317,12.42737,13.88761,14.406198
40-2806803,,,,0,0.266602,0.728089,1.313438,1.762663,1.9824030000000001,2.685123,3.27439,3.73235,4.1469629999999995,4.6537299999999995,4.919008,5.679824,5.818722,6.230475,6.77897,7.382526,7.928961,8.23999,8.522034000000001,8.711483000000001,8.957960000000002,9.440829,9.873988,10.269497000000001,10.467831,11.355611,11.577361999999999,11.876252,12.068304999999999,13.528545,14.047132999999999
41-2806565,,,,,0,0.461487,1.0468359999999999,1.4960609999999999,1.715801,2.418521,3.007788,3.465748,3.880361,4.387128000000001,4.652406000000001,5.413222000000001,5.552120000000001,5.963873000000001,6.512368000000001,7.1159240000000015,7.662359000000001,7.973388000000002,8.255432000000003,8.444881000000002,8.691358000000003,9.174227000000002,9.607386000000002,10.002895000000002,10.201229000000001,11.089009,11.31076,11.60965,11.801703,13.261943,13.780531
42-2805474,,,,,,0,0.585349,1.034574,1.2543140000000002,1.9570340000000002,2.546301,3.004261,3.418874,3.925641,4.190919,4.951735,5.090633,5.502386,6.050881,6.654437000000001,7.200872,7.511901,7.793945,7.983394,8.229871,8.712739999999998,9.145898999999998,9.541407999999999,9.739741999999998,10.627521999999997,10.849272999999997,11.148162999999997,11.340215999999996,12.800455999999997,13.319043999999996
43-2805475,,,,,,,0,0.449225,0.668965,1.371685,1.960952,2.418912,2.8335250000000003,3.3402920000000003,3.60557,4.366386,4.5052840000000005,4.9170370000000005,5.4655320000000005,6.069088000000001,6.6155230000000005,6.926552000000001,7.208596000000001,7.398045000000001,7.644522,8.127391,8.56055,8.956059,9.154392999999999,10.042172999999998,10.263923999999998,10.562813999999998,10.754866999999997,12.215106999999998,12.733694999999997
44-2803187,,,,,,,,0,0.21974000000000002,0.9224600000000001,1.511727,1.969687,2.3843,2.891067,3.156345,3.917161,4.056059,4.467812,5.016307,5.6198630000000005,6.166298,6.477327000000001,6.759371000000001,6.94882,7.195297,7.678166,8.111325,8.506834000000001,8.705168,9.592948,9.814699,10.113589,10.305641999999999,11.765882,12.284469999999999
45-2803763,,,,,,,,,0,0.70272,1.291987,1.7499470000000001,2.1645600000000003,2.6713270000000002,2.936605,3.6974210000000003,3.8363190000000005,4.2480720000000005,4.7965670000000005,5.400123000000001,5.9465580000000005,6.257587000000001,6.539631000000001,6.729080000000001,6.975557,7.458426,7.891585,8.287094,8.485427999999999,9.373207999999998,9.594958999999998,9.893848999999998,10.085901999999997,11.546141999999998,12.064729999999997
46-2806559,,,,,,,,,,0,0.589267,1.047227,1.46184,1.968607,2.233885,2.994701,3.1335990000000002,3.5453520000000003,4.093847,4.697403,5.243838,5.554867,5.836911,6.0263599999999995,6.272836999999999,6.755705999999999,7.188864999999999,7.584373999999999,7.782707999999999,8.670487999999999,8.892238999999998,9.191128999999998,9.383181999999998,10.843421999999999,11.362009999999998
