순번_정류장ID,68-2807234,69-2806248,70-2803759,71-2803180,72-2804875,73-2803297,74-2803190,75-2805813,76-2805149,77-2803656,78-2803165,79-2803167,80-2805706,81-2803164,82-2803680,83-2803677,84-2805472,85-2803186,86-2805691,87-2805637,88-2805693,89-2805695,90-2806025,91-2805697,92-2805699,93-2805701,94-2807440,95-2806806,96-2805704,97-2807625,98-2806162,99-2805635,100-2805633,101-2807037,102-2805631,103-2805677,104-2807521,105-2806171,106-2800565,107-2806015,108-2805250,109-2805252,110-2805254,111-2806689,112-2807301,113-2803514,114-2803093,115-2803121,116-2803232,117-2803181,118-2803250,119-2803238,120-2803110,121-2803097,122-2803108,123-2803132,124-2803124,125-2803100,126-2803087,127-2802637,128-2802652,129-2802647,130-2802648,131-2802649,132-2800819,133-2800815,134-2800817,135-2801800
68-2807234,0,7.427900999999999,12.159063,12.507045999999999,13.009179999999999,13.502707999999998,14.781723999999999,15.324929,15.645259,16.014246,16.651324,17.387515999999998,18.243709,18.717923,19.039274,19.940635999999998,20.223685999999997,21.372435999999997,21.687378999999996,22.140830999999995,23.101471999999994,23.377420999999995,23.575135999999993,24.482591999999993,24.692624999999992,24.890299999999993,25.10365399999999,25.549110999999993,25.804955999999994,26.236019999999993,26.530652999999994,27.172435999999994,27.525680999999995,27.844028999999995,28.372537999999995,38.700644999999994,39.547203999999994,41.03824399999999,41.40465199999999,43.43809199999999,43.87846199999999,44.34194699999999,46.63921299999999,49.06544799999999,49.58838599999999,50.39053199999999,50.845831999999994,51.68213899999999,52.08733899999999,53.010926999999995,53.48363799999999,54.33393999999999,54.625449999999994,55.101882999999994,55.936392999999995,56.71209699999999,57.23265399999999,57.52430399999999,58.00841299999998,58.205196999999984,58.600172999999984,59.05503299999998,59.36394399999998,60.64748999999998,60.89997299999998,61.42499999999998,61.715068999999986,62.46769599999998
69-2806248,,0,4.731162,5.0791450000000005,5.581279,6.074807,7.353823,7.897028000000001,8.217358,8.586345000000001,9.223423000000002,9.959615000000003,10.815808000000002,11.290022000000002,11.611373000000002,12.512735000000003,12.795785000000002,13.944535000000002,14.259478000000001,14.712930000000002,15.673571000000003,15.949520000000003,16.147235000000002,17.054691000000002,17.264724,17.462399,17.675753,18.12121,18.377055000000002,18.808119,19.102752000000002,19.744535000000003,20.097780000000004,20.416128000000004,20.944637000000004,31.272744000000003,32.119303,33.610343,33.976751,36.010191,36.450561,36.914046,39.211312,41.637547,42.160485,42.962631,43.417931,44.254238,44.659438,45.583026000000004,46.055737,46.906039,47.197549,47.673982,48.508492000000004,49.284196,49.804753,50.096402999999995,50.58051199999999,50.77729599999999,51.17227199999999,51.62713199999999,51.93604299999999,53.21958899999999,53.47207199999999,53.99709899999999,54.287167999999994,55.03979499999999
70-2803759,,,0,0.347983,0.850117,1.343645,2.622661,3.165866,3.4861959999999996,3.855183,4.492261,5.228453,6.084646,6.55886,6.880211,7.781573,8.064623,9.213372999999999,9.528315999999998,9.981767999999999,10.942409,11.218358,11.416073,12.323529,12.533562,12.731237,12.944591,13.390048,13.645893000000001,14.076957,14.37159,15.013373,15.366617999999999,15.684966,16.213475,26.541582,27.388140999999997,28.879180999999996,29.245588999999995,31.279028999999994,31.719398999999996,32.182883999999994,34.480149999999995,36.90638499999999,37.429323,38.231469,38.686769,39.523075999999996,39.928276,40.851864,41.324574999999996,42.174876999999995,42.466387,42.94282,43.77733,44.553034,45.07359099999999,45.36524099999999,45.84934999999999,46.04613399999999,46.44110999999999,46.89596999999999,47.20488099999999,48.488426999999994,48.74090999999999,49.265936999999994,49.556006,50.30863299999999
71-2803180,,,,0,0.502134,0.9956619999999999,2.2746779999999998,2.8178829999999997,3.1382129999999995,3.5071999999999997,4.144278,4.88047,5.736663,6.210877,6.532228,7.43359,7.71664,8.86539,9.180333,9.633785,10.594426,10.870375000000001,11.068090000000002,11.975546000000001,12.185579,12.383254,12.596608000000002,13.042065000000001,13.297910000000002,13.728974000000001,14.023607,14.66539,15.018635,15.336983,15.865492,26.193599,27.040157999999998,28.531197999999996,28.897605999999996,30.931045999999995,31.371415999999996,31.834900999999995,34.132166999999995,36.558401999999994,37.08134,37.883486,38.338786,39.175093,39.580293,40.503881,40.976592,41.826893999999996,42.118404,42.594837,43.429347,44.205051,44.725607999999994,45.01725799999999,45.50136699999999,45.69815099999999,46.09312699999999,46.54798699999999,46.856897999999994,48.140443999999995,48.39292699999999,48.917953999999995,49.208023,49.960649999999994
72-2804875,,,,,0,0.49352799999999997,1.772544,2.315749,2.6360789999999996,3.005066,3.6421439999999996,4.378335999999999,5.234528999999999,5.708742999999999,6.030093999999999,6.931455999999999,7.214505999999999,8.363256,8.678199,9.131651,10.092292,10.368241000000001,10.565956000000002,11.473412000000001,11.683445,11.881120000000001,12.094474000000002,12.539931000000001,12.795776000000002,13.226840000000001,13.521473,14.163256,14.516501,14.834849,15.363358,25.691465,26.538024,28.029063999999998,28.395471999999998,30.428911999999997,30.869282,31.332766999999997,33.630033,36.056267999999996,36.579206,37.381352,37.836652,38.672959,39.078159,40.001747,40.474458,41.32476,41.61627,42.092703,42.927213,43.702917,44.223473999999996,44.51512399999999,44.99923299999999,45.19601699999999,45.59099299999999,46.045852999999994,46.354763999999996,47.63831,47.890792999999995,48.41582,48.705889,49.458515999999996
73-2803297,,,,,,0,1.279016,1.8222209999999999,2.142551,2.5115380000000003,3.148616,3.884808,4.741001,5.215215,5.536566,6.437927999999999,6.720978,7.869727999999999,8.184671,8.638123,9.598764000000001,9.874713000000002,10.072428000000002,10.979884000000002,11.189917000000001,11.387592000000001,11.600946000000002,12.046403000000002,12.302248000000002,12.733312000000002,13.027945,13.669728000000001,14.022973,14.341321,14.86983,25.197937000000003,26.044496000000002,27.535536,27.901944,29.935384,30.375754,30.839239,33.136505,35.56274,36.085678,36.887824,37.343124,38.179431,38.584631,39.508219000000004,39.98093,40.831232,41.122742,41.599175,42.433685000000004,43.209389,43.729946,44.021595999999995,44.50570499999999,44.70248899999999,45.09746499999999,45.552324999999996,45.861236,47.144782,47.397265,47.922292,48.212361,48.964988
74-2803190,,,,,,,0,0.543205,0.863535,1.2325220000000001,1.8696000000000002,2.605792,3.4619850000000003,3.9361990000000002,4.25755,5.158912,5.441962,6.590712,6.905654999999999,7.359107,8.319748,8.595697000000001,8.793412000000002,9.700868000000002,9.910901,10.108576000000001,10.321930000000002,10.767387000000001,11.023232000000002,11.454296000000001,11.748929,12.390712,12.743957,13.062305,13.590814,23.918921,24.76548,26.256520000000002,26.622928,28.656368,29.096738000000002,29.560223,31.857489,34.283724,34.806662,35.608808,36.064108000000004,36.900415,37.305615,38.229203000000005,38.701914,39.552216,39.843726000000004,40.320159000000004,41.154669000000005,41.930373,42.45093,42.74258,43.22668899999999,43.423472999999994,43.818448999999994,44.273309,44.58222,45.865766,46.118249,46.643276,46.933345,47.685972
75-2805813,,,,,,,,0,0.32033,0.689317,1.3263949999999998,2.0625869999999997,2.91878,3.392994,3.714345,4.615707,4.898757,6.0475069999999995,6.362449999999999,6.8159019999999995,7.776542999999999,8.052491999999999,8.250207,9.157663,9.367695999999999,9.565370999999999,9.778725,10.224181999999999,10.480027,10.911090999999999,11.205723999999998,11.847506999999998,12.200751999999998,12.519099999999998,13.047608999999998,23.375715999999997,24.222274999999996,25.713314999999994,26.079722999999994,28.113162999999993,28.553532999999995,29.017017999999993,31.314283999999994,33.74051899999999,34.263456999999995,35.065602999999996,35.520903,36.357209999999995,36.762409999999996,37.685998,38.158708999999995,39.009010999999994,39.300520999999996,39.776953999999996,40.611464,41.387167999999996,41.90772499999999,42.19937499999999,42.683483999999986,42.88026799999999,43.27524399999999,43.73010399999998,44.039014999999985,45.322560999999986,45.575043999999984,46.100070999999986,46.39013999999999,47.142766999999985
76-2805149,,,,,,,,,0,0.368987,1.006065,1.742257,2.5984499999999997,3.0726639999999996,3.3940149999999996,4.295376999999999,4.578427,5.727176999999999,6.042119999999999,6.495571999999999,7.456212999999999,7.732161999999999,7.9298769999999985,8.837333,9.047365999999998,9.245040999999999,9.458395,9.903851999999999,10.159697,10.590760999999999,10.885393999999998,11.527176999999998,11.880421999999998,12.198769999999998,12.727278999999998,23.055386,23.901944999999998,25.392984999999996,25.759392999999996,27.792832999999995,28.233202999999996,28.696687999999995,30.993953999999995,33.42018899999999,33.943127,34.745273,35.200573,36.03688,36.44208,37.365668,37.838378999999996,38.688680999999995,38.980191,39.456624,40.291134,41.066838,41.587394999999994,41.87904499999999,42.36315399999999,42.55993799999999,42.95491399999999,43.409773999999985,43.71868499999999,45.00223099999999,45.254713999999986,45.77974099999999,46.06980999999999,46.82243699999999
77-2803656,,,,,,,,,,0,0.6370779999999999,1.3732699999999998,2.229463,2.703677,3.025028,3.92639,4.20944,5.35819,5.673133,6.126585,7.087226,7.363175,7.56089,8.468346,8.678379,8.876054,9.089408,9.534865,9.79071,10.221774,10.516407,11.15819,11.511434999999999,11.829782999999999,12.358291999999999,22.686399,23.532958,25.023998,25.390406,27.423845999999998,27.864216,28.327700999999998,30.624966999999998,33.051201999999996,33.57414,34.376286,34.831586,35.667893,36.073093,36.996681,37.469392,38.319694,38.611204,39.087637,39.922147,40.697851,41.218408,41.510057999999994,41.99416699999999,42.19095099999999,42.58592699999999,43.040786999999995,43.349698,44.633244,44.885726999999996,45.410754,45.700823,46.45345
