순번_정류장ID,71-2805248,72-2803365,73-2803370,74-2803373,75-2805943,76-2805200,77-2805242,78-2805239,79-2805237,80-2805243,81-2805246,82-2805236,83-2805234,84-2805198,85-2803379,86-2803381,87-2807010,88-2805325,89-2803211,90-2803215,91-2803212,92-2803210,93-2803361,94-2807505,95-2807521,96-2806171,97-2800565,98-2806015,99-2800567,100-2800561,101-2804974,102-2800546,103-2800539,104-2800537,105-2800533,106-2800529,107-2800527,108-2800991,109-2800982,110-2800836,111-2800835,112-2800843,113-2800842,114-2800999,115-2801020,116-2801036,117-2801058,118-2801277,119-2801240,120-2801340,121-2801354,122-2801365,123-2801414,124-2801492,125-2801524,126-2801602,127-2801658,128-2801672,129-2801684,130-2801718,131-2801741,132-2801750,133-2801755,134-2801765,135-2801775,136-2801789
71-2805248,0,0.6459590000000001,1.269795,1.684736,2.205668,2.675527,3.266906,3.716288,4.013428,4.3879660000000005,4.961743,6.0946880000000005,6.775174000000001,7.036759000000001,7.7415210000000005,8.258277,8.697642,12.611623999999999,13.404905999999999,16.566141,17.002592999999997,18.640973,18.940279999999998,30.230560999999998,39.965897,40.812456,42.303495999999996,42.669903999999995,42.865736999999996,43.689156,45.072413,45.370281,45.659275,46.147668,46.618891000000005,47.039202,47.355025000000005,49.329358000000006,49.612244000000004,49.940352000000004,50.25945600000001,50.76744000000001,51.20795400000001,51.56373500000001,51.89879900000001,52.16206700000001,52.523478000000004,53.672383,53.851599,54.566521,54.923217,55.159582,55.822162,56.562377999999995,56.86295199999999,57.33644999999999,57.926655999999994,58.288791999999994,58.728286999999995,59.210668999999996,59.645242999999994,60.04465199999999,60.42724799999999,60.80000599999999,61.13637999999999,61.375027999999986
72-2803365,,0,0.623836,1.038777,1.559709,2.0295680000000003,2.620947,3.070329,3.3674690000000003,3.742007,4.315784,5.448729,6.129215,6.3908000000000005,7.095562,7.612318,8.051683,11.965665000000001,12.758947000000001,15.920182,16.356634,17.995014,18.294321,29.584602,39.319938,40.166497,41.657537,42.023945,42.219778,43.043197,44.426454,44.724322,45.013316,45.501709000000005,45.97293200000001,46.393243000000005,46.70906600000001,48.68339900000001,48.966285000000006,49.29439300000001,49.61349700000001,50.12148100000001,50.56199500000001,50.91777600000001,51.25284000000001,51.51610800000001,51.87751900000001,53.026424000000006,53.20564,53.920562000000004,54.277258,54.513623,55.176203,55.916419,56.216992999999995,56.690490999999994,57.280696999999996,57.642832999999996,58.082328,58.56471,58.999283999999996,59.398692999999994,59.781288999999994,60.15404699999999,60.49042099999999,60.72906899999999
73-2803370,,,0,0.414941,0.935873,1.405732,1.9971109999999999,2.446493,2.743633,3.1181710000000002,3.6919480000000005,4.824893,5.5053790000000005,5.766964000000001,6.471726,6.988482,7.427847,11.341829,12.135111,15.296346,15.732797999999999,17.371178,17.670485,28.960766,38.696101999999996,39.542660999999995,41.03370099999999,41.40010899999999,41.595941999999994,42.419360999999995,43.802617999999995,44.100486,44.38948,44.877873,45.349096,45.769407,46.08523,48.059563000000004,48.342449,48.670557,48.989661000000005,49.497645000000006,49.938159000000006,50.293940000000006,50.62900400000001,50.892272000000006,51.253683,52.402588,52.581804,53.296726,53.653422,53.889787,54.552367,55.29258299999999,55.59315699999999,56.06665499999999,56.65686099999999,57.01899699999999,57.45849199999999,57.940873999999994,58.37544799999999,58.77485699999999,59.15745299999999,59.53021099999999,59.866584999999986,60.105232999999984
74-2803373,,,,0,0.520932,0.990791,1.58217,2.031552,2.328692,2.7032300000000005,3.2770070000000007,4.4099520000000005,5.090438000000001,5.352023000000001,6.0567850000000005,6.5735410000000005,7.012906,10.926888,11.72017,14.881404999999999,15.317857,16.956237,17.255544,28.545825,38.281161,39.12772,40.618759999999995,40.985167999999994,41.181000999999995,42.004419999999996,43.387677,43.685545,43.974539,44.462932,44.934155000000004,45.354466,45.670289000000004,47.644622000000005,47.927508,48.255616,48.574720000000006,49.08270400000001,49.52321800000001,49.87899900000001,50.21406300000001,50.47733100000001,50.838742,51.987647,52.166863,52.881785,53.238481,53.474846,54.137426,54.877641999999994,55.17821599999999,55.65171399999999,56.24191999999999,56.60405599999999,57.043550999999994,57.525932999999995,57.96050699999999,58.35991599999999,58.74251199999999,59.11526999999999,59.45164399999999,59.690291999999985
75-2805943,,,,,0,0.469859,1.061238,1.5106199999999999,1.8077599999999998,2.182298,2.756075,3.8890200000000004,4.5695060000000005,4.831091000000001,5.535853,6.052609,6.491974,10.405956,11.199238,14.360472999999999,14.796924999999998,16.435305,16.734612,28.024893,37.760228999999995,38.606787999999995,40.09782799999999,40.46423599999999,40.66006899999999,41.483487999999994,42.866744999999995,43.164612999999996,43.453607,43.942,44.413223,44.833534,45.149357,47.12369,47.406576,47.734684,48.053788000000004,48.561772000000005,49.002286000000005,49.358067000000005,49.69313100000001,49.956399000000005,50.31781,51.466715,51.645931,52.360853,52.717549,52.953914,53.616493999999996,54.35670999999999,54.65728399999999,55.13078199999999,55.72098799999999,56.08312399999999,56.52261899999999,57.00500099999999,57.43957499999999,57.83898399999999,58.22157999999999,58.594337999999986,58.930711999999986,59.16935999999998
76-2805200,,,,,,0,0.591379,1.0407609999999998,1.3379009999999998,1.7124389999999998,2.286216,3.419161,4.099647,4.361232,5.065994,5.58275,6.022114999999999,9.936097,10.729379,13.890614,14.327065999999999,15.965445999999998,16.264753,27.555034,37.290369999999996,38.136928999999995,39.62796899999999,39.99437699999999,40.19020999999999,41.013628999999995,42.396885999999995,42.694753999999996,42.983748,43.472141,43.943364,44.363675,44.679498,46.653831000000004,46.936717,47.264825,47.583929000000005,48.091913000000005,48.532427000000006,48.888208000000006,49.22327200000001,49.486540000000005,49.847951,50.996856,51.176072,51.890994,52.24769,52.484055,53.146634999999996,53.88685099999999,54.18742499999999,54.66092299999999,55.25112899999999,55.61326499999999,56.05275999999999,56.53514199999999,56.96971599999999,57.36912499999999,57.75172099999999,58.12447899999999,58.460852999999986,58.699500999999984
77-2805242,,,,,,,0,0.44938199999999995,0.7465219999999999,1.12106,1.6948370000000001,2.827782,3.508268,3.7698530000000003,4.474615,4.991371,5.430736,9.344718,10.138,13.299235,13.735686999999999,15.374066999999998,15.673373999999999,26.963655,36.698991,37.54555,39.03659,39.402998,39.598831,40.42225,41.805507,42.103375,42.392369,42.880762000000004,43.351985000000006,43.772296000000004,44.088119000000006,46.06245200000001,46.345338000000005,46.673446000000006,46.99255000000001,47.50053400000001,47.94104800000001,48.29682900000001,48.63189300000001,48.89516100000001,49.256572000000006,50.405477000000005,50.584693,51.299615,51.656311,51.892676,52.555256,53.295472,53.596045999999994,54.06954399999999,54.659749999999995,55.021885999999995,55.461380999999996,55.943763,56.378336999999995,56.77774599999999,57.16034199999999,57.53309999999999,57.86947399999999,58.10812199999999
78-2805239,,,,,,,,0,0.29714,0.671678,1.2454550000000002,2.3784,3.058886,3.3204710000000004,4.025233,4.541989,4.981354,8.895336,9.688618,12.849853,13.286304999999999,14.924684999999998,15.223991999999999,26.514273,36.249609,37.096168,38.587208,38.953616,39.149449,39.972868,41.356125,41.653993,41.942987,42.431380000000004,42.902603000000006,43.322914000000004,43.638737000000006,45.61307000000001,45.895956000000005,46.224064000000006,46.54316800000001,47.05115200000001,47.49166600000001,47.84744700000001,48.18251100000001,48.44577900000001,48.807190000000006,49.956095000000005,50.135311,50.850233,51.206929,51.443294,52.105874,52.84609,53.146663999999994,53.62016199999999,54.210367999999995,54.572503999999995,55.011998999999996,55.494381,55.928954999999995,56.32836399999999,56.71095999999999,57.08371799999999,57.42009199999999,57.65873999999999
79-2805237,,,,,,,,,0,0.37453800000000004,0.9483150000000001,2.0812600000000003,2.7617460000000005,3.0233310000000007,3.7280930000000008,4.244849,4.684214,8.598196,9.391478,12.552712999999999,12.989165,14.627545,14.926852,26.217133,35.952469,36.799028,38.290068,38.656476,38.852309,39.675728,41.058985,41.356853,41.645847,42.134240000000005,42.60546300000001,43.025774000000006,43.34159700000001,45.31593000000001,45.59881600000001,45.92692400000001,46.24602800000001,46.75401200000001,47.19452600000001,47.55030700000001,47.88537100000001,48.14863900000001,48.51005000000001,49.658955000000006,49.838171,50.553093000000004,50.909789,51.146154,51.808734,52.54895,52.849523999999995,53.323021999999995,53.913228,54.275363999999996,54.714859,55.197241,55.631814999999996,56.031223999999995,56.413819999999994,56.78657799999999,57.12295199999999,57.36159999999999
80-2805243,,,,,,,,,,0,0.5737770000000001,1.706722,2.387208,2.6487930000000004,3.3535550000000005,3.8703110000000005,4.3096760000000005,8.223658,9.01694,12.178175,12.614626999999999,14.253006999999998,14.552313999999999,25.842595,35.577931,36.42449,37.91553,38.281938,38.477771,39.30119,40.684447,40.982315,41.271309,41.759702000000004,42.230925000000006,42.651236000000004,42.967059000000006,44.94139200000001,45.224278000000005,45.552386000000006,45.87149000000001,46.37947400000001,46.81998800000001,47.17576900000001,47.51083300000001,47.77410100000001,48.135512000000006,49.284417000000005,49.463633,50.178555,50.535251,50.771616,51.434196,52.174412,52.474985999999994,52.94848399999999,53.538689999999995,53.900825999999995,54.340320999999996,54.822703,55.257276999999995,55.65668599999999,56.03928199999999,56.41203999999999,56.74841399999999,56.98706199999999
81-2805246,,,,,,,,,,,0,1.132945,1.813431,2.075016,2.7797780000000003,3.2965340000000003,3.7358990000000003,7.649881000000001,8.443163,11.604398,12.040849999999999,13.679229999999999,13.978537,25.268818,35.004154,35.850713,37.341753,37.708161,37.903994,38.727413,40.11067,40.408538,40.697532,41.185925000000005,41.65714800000001,42.077459000000005,42.393282000000006,44.36761500000001,44.650501000000006,44.978609000000006,45.29771300000001,45.80569700000001,46.24621100000001,46.60199200000001,46.93705600000001,47.20032400000001,47.561735000000006,48.710640000000005,48.889856,49.604778,49.961474,50.197839,50.860419,51.600635,51.901208999999994,52.374706999999994,52.964912999999996,53.327048999999995,53.766543999999996,54.248926,54.683499999999995,55.082908999999994,55.46550499999999,55.83826299999999,56.17463699999999,56.41328499999999
