순번_정류장ID,1-2807578,2-2803343,3-2803340,4-2803339,5-2803331,6-2803325,7-2803320,8-2803314,9-2803311,10-2803316,11-2803319,12-2803328,13-2803305,14-2803293,15-2803281,16-2803275,17-2803257,18-2803253,19-2803249,20-2803226,21-2803132,22-2803135,23-2803124,24-2803100,25-2803087,26-2802667,27-2802631,28-2802668,29-2802655,30-2803050,31-2800814,32-2800787,33-2800773,34-2800760,35-2800741,36-2800725,37-2800691,38-2800684,39-2800676,40-2800667,41-2800657,42-2800340,43-2800624,44-2800619,45-2806214,46-2806242,47-2806244,48-2801157,49-2801155,50-2801151,51-2801145,52-2801140,53-2801302,54-2801321,55-2801307,56-2801299,57-2801315,58-2801356,59-2801414,60-2801492,61-2801524,62-2801602,63-2801647,64-2806781,65-2801573,66-2801558,67-2801532,68-2801571,69-2801641,70-2801649,71-2801651,72-2804430,73-2804914
23-2803124,,,,,,,,,,,,,,,,,,,,,,,0,0.29165,0.676113,1.084744,1.361416,2.014643,2.374315,2.6933190000000002,3.8114360000000005,4.313473,4.5879010000000005,4.876302000000001,5.161906000000001,5.552460000000001,5.792663000000001,6.105547000000001,6.445598000000001,6.6181290000000015,6.906279000000001,7.4515280000000015,7.731823000000001,8.194558,8.794381000000001,9.103999000000002,9.899624000000001,10.295687000000001,10.582996000000001,11.081567000000001,11.541667000000002,11.861275000000003,12.114662000000003,12.509514000000003,12.813848000000004,13.295042000000004,13.730902000000004,14.280259000000004,15.020475000000005,15.321049000000004,15.794547000000003,16.419789,17.064241000000003,17.450255000000002,17.661102000000003,18.109813000000003,18.336342000000002,18.934917000000002,19.353348000000004,19.710292000000003,20.006860000000003,20.578790000000005,20.761737000000004
24-2803100,,,,,,,,,,,,,,,,,,,,,,,,0,0.384463,0.793094,1.069766,1.722993,2.082665,2.401669,3.519786,4.0218229999999995,4.296251,4.584652,4.870256,5.26081,5.501013,5.813897000000001,6.153948000000001,6.326479000000001,6.614629000000001,7.159878000000001,7.440173000000001,7.902908000000001,8.502731,8.812349000000001,9.607974,10.004037,10.291346,10.789917,11.250017000000001,11.569625000000002,11.823012000000002,12.217864000000002,12.522198000000003,13.003392000000003,13.439252000000003,13.988609000000004,14.728825000000004,15.029399000000003,15.502897000000003,16.128139,16.772591000000002,17.158605,17.369452000000003,17.818163000000002,18.044692,18.643267,19.061698000000003,19.418642000000002,19.715210000000003,20.28714,20.470087
25-2803087,,,,,,,,,,,,,,,,,,,,,,,,,0,0.408631,0.685303,1.33853,1.698202,2.017206,3.1353229999999996,3.6373599999999997,3.9117879999999996,4.200189,4.485793,4.876347,5.11655,5.4294340000000005,5.769485,5.942016000000001,6.2301660000000005,6.775415000000001,7.05571,7.518445000000001,8.118268,8.427886,9.223511,9.619574,9.906883,10.405454,10.865554000000001,11.185162000000002,11.438549000000002,11.833401000000002,12.137735000000003,12.618929000000003,13.054789000000003,13.604146000000004,14.344362000000004,14.644936000000003,15.118434000000002,15.743676000000002,16.388128000000002,16.774142,16.984989000000002,17.4337,17.660229,18.258804,18.677235000000003,19.034179,19.330747000000002,19.902677000000004,20.085624000000003
26-2802667,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.276672,0.929899,1.289571,1.608575,2.726692,3.228729,3.503157,3.7915579999999998,4.0771619999999995,4.467715999999999,4.7079189999999995,5.020803,5.360854,5.533385,5.821535,6.366784,6.647079,7.109814,7.709637,8.019255,8.814879999999999,9.210942999999999,9.498251999999999,9.996823,10.456923,10.776531,11.029918,11.42477,11.729104000000001,12.210298000000002,12.646158000000002,13.195515000000002,13.935731000000002,14.236305000000002,14.709803,15.335045000000001,15.979497,16.365511,16.576358000000003,17.025069000000002,17.251598,17.850173,18.268604000000003,18.625548000000002,18.922116000000003,19.494046000000004,19.676993000000003
27-2802631,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.653227,1.012899,1.331903,2.4500200000000003,2.9520570000000004,3.2264850000000003,3.514886,3.80049,4.191044,4.431247,4.744131,5.084182,5.256713,5.544863,6.090112,6.370407,6.8331420000000005,7.432965,7.742583000000001,8.538208000000001,8.934271,9.221580000000001,9.720151000000001,10.180251000000002,10.499859000000002,10.753246000000003,11.148098000000003,11.452432000000003,11.933626000000004,12.369486000000004,12.918843000000004,13.659059000000005,13.959633000000004,14.433131000000003,15.058373000000003,15.702825000000002,16.088839000000004,16.299686000000005,16.748397000000004,16.974926000000004,17.573501000000004,17.991932000000006,18.348876000000004,18.645444000000005,19.217374000000007,19.400321000000005
28-2802668,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.359672,0.6786760000000001,1.796793,2.29883,2.573258,2.861659,3.1472629999999997,3.5378169999999995,3.7780199999999997,4.090904,4.430955,4.603486,4.891636,5.436885,5.71718,6.179915,6.779738,7.089356,7.884981000000001,8.281044000000001,8.568353000000002,9.066924000000002,9.527024000000003,9.846632000000003,10.100019000000003,10.494871000000003,10.799205000000004,11.280399000000005,11.716259000000004,12.265616000000005,13.005832000000005,13.306406000000004,13.779904000000004,14.405146000000004,15.049598000000003,15.435612000000003,15.646459000000002,16.095170000000003,16.321699000000002,16.920274000000003,17.338705000000004,17.695649000000003,17.992217000000004,18.564147000000006,18.747094000000004
29-2802655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.319004,1.437121,1.939158,2.213586,2.5019869999999997,2.787591,3.1781449999999998,3.418348,3.731232,4.071283,4.243814,4.531964,5.077213,5.357508,5.8202430000000005,6.420066,6.729684000000001,7.525309000000001,7.921372000000001,8.208681,8.707252,9.167352000000001,9.486960000000002,9.740347000000002,10.135199000000002,10.439533000000003,10.920727000000003,11.356587000000003,11.905944000000003,12.646160000000004,12.946734000000003,13.420232000000002,14.045474000000002,14.689926000000002,15.075940000000001,15.286787,15.735498,15.962026999999999,16.560602,16.979033,17.335977,17.632545,18.204475000000002,18.387422
30-2803050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.118117,1.6201539999999999,1.8945819999999998,2.1829829999999997,2.4685869999999994,2.8591409999999993,3.0993439999999994,3.4122279999999994,3.7522789999999993,3.924809999999999,4.212959999999999,4.758208999999999,5.038503999999999,5.501238999999999,6.101061999999999,6.410679999999999,7.2063049999999995,7.602367999999999,7.889676999999999,8.388247999999999,8.848348,9.167956,9.421343,9.816195,10.120529000000001,10.601723000000002,11.037583000000001,11.586940000000002,12.327156000000002,12.627730000000001,13.101228,13.72647,14.370922,14.756936,14.967782999999999,15.416493999999998,15.643022999999998,16.241597999999996,16.660028999999998,17.016972999999997,17.313540999999997,17.885470999999995,18.068417999999994
31-2800814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.502037,0.776465,1.0648659999999999,1.3504699999999998,1.741024,1.9812269999999998,2.294111,2.634162,2.806693,3.094843,3.640092,3.920387,4.383122,4.982945,5.292563,6.088188000000001,6.484251,6.771560000000001,7.270131000000001,7.730231000000001,8.049839,8.303226,8.698078,9.002412000000001,9.483606000000002,9.919466000000002,10.468823000000002,11.209039000000002,11.509613000000002,11.983111000000001,12.608353000000001,13.252805,13.638819,13.849666,14.298376999999999,14.524905999999998,15.123480999999998,15.541911999999998,15.898855999999999,16.195424,16.767353999999997,16.950300999999996
32-2800787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.274428,0.562829,0.848433,1.238987,1.47919,1.792074,2.132125,2.3046559999999996,2.5928059999999995,3.1380549999999996,3.4183499999999993,3.8810849999999992,4.4809079999999994,4.790526,5.586151,5.982214,6.2695229999999995,6.768094,7.228193999999999,7.547801999999999,7.801188999999999,8.196041,8.500375,8.981569,9.417429,9.966786,10.707002000000001,11.007576,11.481074,12.106316,12.750767999999999,13.136781999999998,13.347628999999998,13.796339999999997,14.022868999999996,14.621443999999997,15.039874999999997,15.396818999999997,15.693386999999998,16.265316999999996,16.448263999999995
