순번_정류장ID,15-2803232,16-2803181,17-2803254,18-2803258,19-2803263,20-2803276,21-2802859,22-2802877,23-2806753,24-2806754,25-2802900,26-2802910,27-2802623,28-2802932,29-2802944,30-2802622,31-2802996,32-2803018,33-2803030,34-2802644,35-2802965,36-2802939,37-2802634,38-2802843,39-2807106,40-2802606,41-2802764,42-2802743,43-2802750,44-2802766,45-2802777,46-2802786,47-2802779,48-2802765,49-2802746,50-2802633,51-2802770,52-2806099,53-2802840,54-2802886,55-2802934,56-2802984,57-2803578,58-2803032
15-2803232,0,0.4052,0.736496,1.0992190000000002,1.413215,1.875131,2.119217,2.4184229999999998,2.7513759999999996,3.1557999999999997,3.368181,3.5673909999999998,3.7946259999999996,4.038659999999999,4.294229999999999,4.4237769999999985,4.6595179999999985,4.902683999999999,5.438735999999999,5.650686999999999,6.690349999999999,6.928997999999999,7.5064139999999995,7.852962999999999,8.443237,8.803862,9.027096,9.452472,9.662002000000001,9.934795000000001,10.272717000000002,10.749024000000002,11.114824000000002,11.502439000000003,11.803456000000002,11.967177000000003,12.570663000000003,12.986433000000003,13.557535000000003,13.959433000000002,14.453277000000002,14.723139000000002,15.117891000000002,15.808365000000002
16-2803181,,0,0.331296,0.6940189999999999,1.0080149999999999,1.4699309999999999,1.714017,2.013223,2.346176,2.7506,2.962981,3.162191,3.389426,3.63346,3.88903,4.018577,4.254318,4.497484,5.033536,5.245487,6.28515,6.523798,7.101214000000001,7.447763,8.038037,8.398662,8.621896,9.047272,9.256802,9.529595,9.867517000000001,10.343824000000001,10.709624000000002,11.097239000000002,11.398256000000002,11.561977000000002,12.165463000000003,12.581233000000003,13.152335000000003,13.554233000000002,14.048077000000001,14.317939,14.712691000000001,15.403165000000001
17-2803254,,,0,0.362723,0.6767190000000001,1.138635,1.382721,1.681927,2.01488,2.419304,2.631685,2.830895,3.05813,3.302164,3.557734,3.687281,3.923022,4.166188,4.70224,4.914191,5.953854,6.192502,6.7699180000000005,7.116467,7.706741,8.067366,8.2906,8.715976,8.925506,9.198299,9.536221000000001,10.012528000000001,10.378328000000002,10.765943000000002,11.066960000000002,11.230681000000002,11.834167000000003,12.249937000000003,12.821039000000003,13.222937000000002,13.716781000000001,13.986643,14.381395000000001,15.071869000000001
18-2803258,,,,0,0.313996,0.7759119999999999,1.019998,1.319204,1.652157,2.056581,2.268962,2.468172,2.695407,2.939441,3.195011,3.324558,3.560299,3.803465,4.339517,4.551468,5.591131,5.829779,6.407195000000001,6.753744000000001,7.344018000000001,7.704643000000001,7.9278770000000005,8.353253,8.562783000000001,8.835576000000001,9.173498000000002,9.649805000000002,10.015605000000003,10.403220000000003,10.704237000000003,10.867958000000003,11.471444000000004,11.887214000000004,12.458316000000003,12.860214000000003,13.354058000000002,13.623920000000002,14.018672000000002,14.709146000000002
19-2803263,,,,,0,0.461916,0.706002,1.005208,1.3381610000000002,1.742585,1.954966,2.154176,2.381411,2.625445,2.881015,3.010562,3.246303,3.489469,4.025521,4.237472,5.277135,5.515783000000001,6.093199000000001,6.439748000000002,7.0300220000000015,7.390647000000001,7.613881000000001,8.039257000000001,8.248787000000002,8.521580000000002,8.859502000000003,9.335809000000003,9.701609000000003,10.089224000000003,10.390241000000003,10.553962000000004,11.157448000000004,11.573218000000004,12.144320000000004,12.546218000000003,13.040062000000002,13.309924000000002,13.704676000000003,14.395150000000003
20-2803276,,,,,,0,0.24408600000000003,0.543292,0.8762449999999999,1.280669,1.49305,1.69226,1.9194950000000002,2.163529,2.419099,2.548646,2.784387,3.027553,3.5636050000000004,3.7755560000000004,4.815219000000001,5.053867000000001,5.631283000000002,5.977832000000001,6.568106000000001,6.928731000000001,7.151965000000001,7.5773410000000005,7.7868710000000005,8.059664,8.397586,8.873893,9.239693,9.627308000000001,9.928325000000001,10.092046000000002,10.695532000000002,11.111302000000002,11.682404000000002,12.084302000000001,12.578146,12.848008,13.24276,13.933234
21-2802859,,,,,,,0,0.29920599999999997,0.6321589999999999,1.0365829999999998,1.2489639999999997,1.4481739999999999,1.675409,1.919443,2.175013,2.30456,2.540301,2.783467,3.319519,3.53147,4.571133,4.809781,5.3871970000000005,5.733746,6.32402,6.684645,6.907878999999999,7.333254999999999,7.542784999999999,7.8155779999999995,8.1535,8.629807,8.995607,9.383222,9.684239,9.84796,10.451446,10.867216,11.438318,11.840216,12.33406,12.603921999999999,12.998674,13.689148
22-2802877,,,,,,,,0,0.332953,0.737377,0.9497579999999999,1.148968,1.376203,1.6202370000000001,1.875807,2.005354,2.241095,2.484261,3.0203130000000002,3.2322640000000002,4.271927,4.510575,5.087991000000001,5.43454,6.024814,6.385439,6.608673,7.0340489999999996,7.2435789999999995,7.516372,7.854293999999999,8.330601,8.696401,9.084016,9.385033,9.548754,10.15224,10.568010000000001,11.139112,11.54101,12.034854,12.304715999999999,12.699468,13.389942
23-2806753,,,,,,,,,0,0.404424,0.616805,0.816015,1.04325,1.287284,1.5428540000000002,1.6724010000000002,1.9081420000000002,2.151308,2.6873600000000004,2.8993110000000004,3.9389740000000004,4.177622,4.755038000000001,5.101587,5.691861,6.052486,6.27572,6.701096,6.910626,7.183419,7.521341,7.997648,8.363448,8.751063,9.05208,9.215801,9.819287000000001,10.235057000000001,10.806159000000001,11.208057,11.701901,11.971763,12.366515,13.056989
24-2806754,,,,,,,,,,0,0.212381,0.411591,0.638826,0.88286,1.13843,1.2679770000000001,1.503718,1.746884,2.2829360000000003,2.4948870000000003,3.5345500000000003,3.7731980000000003,4.350614,4.697163,5.287437,5.6480619999999995,5.871295999999999,6.296671999999999,6.506201999999999,6.778994999999999,7.116916999999999,7.593223999999999,7.959023999999999,8.346639,8.647656,8.811377,9.414863,9.830633,10.401735,10.803633,11.297476999999999,11.567338999999999,11.962091,12.652565
