순번_정류장ID,1-2800402,2-2800418,3-2800405,4-2800400,5-2800398,6-2800394,7-2800322,8-2800326,9-2800436,10-2800433,11-2800401,12-2800901,13-2807489,14-2807492,15-2807529,16-2807537,17-2805157,18-2805159,19-2805161,20-2805168,21-2805163,22-2805165,23-2803466,24-2806277,25-2803486,26-2803483
1-2800402,0,0.7244970000000001,1.260548,2.6826730000000003,2.9200190000000004,3.4108400000000003,5.90106,6.777901,7.29905,7.5488990000000005,9.749801000000001,12.218048000000001,21.337030000000002,25.325207000000002,28.739951,30.169608,33.157471,33.972222,34.493853,35.016382,35.703662,36.115116,36.535869,37.416354,38.416002999999996,39.520672
2-2800418,,0,0.536051,1.9581760000000001,2.195522,2.686343,5.176563,6.053404,6.574553,6.824402,9.025304,11.493551,20.612533,24.60071,28.015454,29.445110999999997,32.432973999999994,33.247724999999996,33.769355999999995,34.29188499999999,34.979164999999995,35.390618999999994,35.81137199999999,36.69185699999999,37.69150599999999,38.79617499999999
3-2800405,,,0,1.422125,1.6594710000000001,2.1502920000000003,4.640512,5.517353,6.038502,6.2883510000000005,8.489253000000001,10.957500000000001,20.076482000000002,24.064659000000002,27.479403,28.90906,31.896923,32.711674,33.233305,33.755834,34.443114,34.854568,35.275321,36.155806,37.155454999999996,38.260124
4-2800400,,,,0,0.237346,0.728167,3.218387,4.095228,4.616377,4.866226,7.067128,9.535375,18.654357,22.642534,26.057278,27.486935,30.474798,31.289549,31.81118,32.333709,33.020989,33.432443,33.853196,34.733681,35.733329999999995,36.837998999999996
5-2800398,,,,,0,0.490821,2.981041,3.857882,4.379031,4.6288800000000005,6.829782000000001,9.298029000000001,18.417011000000002,22.405188000000003,25.819932,27.249589,30.237452,31.052203000000002,31.573834,32.096363000000004,32.783643000000005,33.195097000000004,33.61585,34.496335,35.495984,36.600653
6-2800394,,,,,,0,2.49022,3.3670609999999996,3.8882099999999995,4.138058999999999,6.338960999999999,8.807208,17.92619,21.914367,25.329110999999997,26.758767999999996,29.746630999999997,30.561382,31.083012999999998,31.605541999999996,32.292821999999994,32.70427599999999,33.12502899999999,34.00551399999999,35.00516299999999,36.10983199999999
7-2800322,,,,,,,0,0.876841,1.39799,1.647839,3.8487410000000004,6.316988,15.435970000000001,19.424147,22.838891,24.268548,27.256411,28.071162,28.592793,29.115322,29.802602,30.214056,30.634809,31.515294,32.514943,33.619612000000004
8-2800326,,,,,,,,0,0.521149,0.770998,2.9719,5.4401470000000005,14.559129000000002,18.547306000000003,21.96205,23.391707,26.37957,27.194321000000002,27.715952,28.238481,28.925761,29.337215,29.757968,30.638453000000002,31.638102000000003,32.742771000000005
9-2800436,,,,,,,,,0,0.249849,2.4507510000000003,4.918998,14.037980000000001,18.026157,21.440901,22.870558,25.858421,26.673172,27.194803,27.717332,28.404612,28.816066,29.236819,30.117304,31.116953000000002,32.221622
10-2800433,,,,,,,,,,0,2.200902,4.669149000000001,13.788131000000002,17.776308,21.191052,22.620708999999998,25.608572,26.423323,26.944954,27.467482999999998,28.154763,28.566216999999998,28.98697,29.867455,30.867104,31.971773000000002
11-2800401,,,,,,,,,,,0,2.4682470000000003,11.587229,15.575406000000001,18.99015,20.419807,23.40767,24.222421,24.744052,25.266581,25.953861,26.365315,26.786068,27.666553,28.666202000000002,29.770871000000003
12-2800901,,,,,,,,,,,,0,9.118982,13.107159000000001,16.521903000000002,17.95156,20.939423,21.754174000000003,22.275805000000002,22.798334,23.485614,23.897068,24.317821000000002,25.198306000000002,26.197955000000004,27.302624000000005
13-2807489,,,,,,,,,,,,,0,3.988177,7.402921,8.832578,11.820440999999999,12.635191999999998,13.156822999999997,13.679351999999998,14.366631999999997,14.778085999999998,15.198838999999998,16.079323999999996,17.078972999999998,18.183642
14-2807492,,,,,,,,,,,,,,0,3.4147440000000002,4.844401,7.832264,8.647015,9.168645999999999,9.691175,10.378454999999999,10.789908999999998,11.210661999999997,12.091146999999998,13.090795999999997,14.195464999999997
15-2807529,,,,,,,,,,,,,,,0,1.429657,4.41752,5.232271,5.753902,6.2764310000000005,6.963711000000001,7.375165000000001,7.795918000000001,8.676403,9.676052,10.780721
16-2807537,,,,,,,,,,,,,,,,0,2.987863,3.802614,4.324245,4.846774,5.534054,5.945508,6.366261000000001,7.246746000000001,8.246395000000001,9.351064000000001
17-2805157,,,,,,,,,,,,,,,,,0,0.814751,1.336382,1.858911,2.546191,2.957645,3.378398,4.258883,5.258532,6.363201
18-2805159,,,,,,,,,,,,,,,,,,0,0.5216310000000001,1.0441600000000002,1.73144,2.142894,2.563647,3.444132,4.443781,5.548450000000001
19-2805161,,,,,,,,,,,,,,,,,,,0,0.522529,1.209809,1.621263,2.042016,2.922501,3.9221500000000002,5.026819000000001
20-2805168,,,,,,,,,,,,,,,,,,,,0,0.68728,1.0987339999999999,1.5194869999999998,2.399972,3.399621,4.50429
21-2805163,,,,,,,,,,,,,,,,,,,,,0,0.411454,0.8322069999999999,1.712692,2.7123410000000003,3.8170100000000007
22-2805165,,,,,,,,,,,,,,,,,,,,,,0,0.420753,1.3012380000000001,2.3008870000000003,3.4055560000000007
23-2803466,,,,,,,,,,,,,,,,,,,,,,,0,0.8804850000000001,1.880134,2.9848030000000003
24-2806277,,,,,,,,,,,,,,,,,,,,,,,,0,0.999649,2.104318
25-2803486,,,,,,,,,,,,,,,,,,,,,,,,,0,1.1046690000000001
26-2803483,,,,,,,,,,,,,,,,,,,,,,,,,,0
