순번_정류장ID,1-2800090,2-2800089,3-2800086,4-2800083,5-2800082,6-2800084,7-2805852,8-2805850,9-2805848,10-2805846,11-2800061,12-2800096,13-2803806,14-2806862,15-2807442,16-2801891,17-2806772,18-2807111,19-2806524,20-2806523,21-2806522,22-2806521,23-2805659,24-2802207,25-2802211,26-2802214,27-2805534,28-2802203,29-2802199,30-2802198,31-2802192,32-2806511,33-2806503,34-2806507,35-2802175,36-2801848,37-2802825,38-2802870,39-2802906,40-2802953,41-2802616,42-2802968,43-2802992,44-2802986,45-2802987,46-2802627,47-2802626,48-2803006,49-2803002,50-2804818,51-2802956,52-2802984,53-2803578,54-2802646,55-2803032,56-2803031,57-2803025,58-2803023,59-2803016,60-2802995,61-2802957,62-2802946,63-2802943,64-2806403
1-2800090,0,0.16351400000000002,0.4514520000000001,0.679014,0.913139,1.206947,1.466661,1.894612,2.26694,2.580047,3.200758,4.381877,5.180327,6.152192,6.405338,6.7075380000000004,7.095964,7.587212,7.969476,8.257684000000001,8.430993,8.960667,10.521158000000002,11.135457000000002,11.579923000000003,11.973487000000002,12.405065000000002,12.544657000000003,12.822884000000002,13.741513000000001,15.079573000000002,15.506426000000001,15.901917000000001,16.248067000000002,16.513344000000004,16.865148000000005,17.175045000000004,17.830761000000003,18.504116000000003,18.694456000000002,18.937293000000004,19.288058000000003,19.573488000000005,19.897569000000004,20.287138000000006,20.570757000000008,20.978372000000007,21.264010000000006,21.676184000000006,21.963710000000006,22.461906000000006,22.856658000000007,23.252487000000006,23.547132000000005,23.812072000000004,23.986756000000003,24.080540000000003,24.305646000000003,24.535116000000002,24.805319,24.912198,25.109134,26.116191,26.817188
2-2800089,,0,0.287938,0.5155000000000001,0.7496250000000001,1.043433,1.303147,1.731098,2.103426,2.416533,3.037244,4.218363,5.016813,5.988678,6.241824,6.544024,6.93245,7.423698,7.805962,8.09417,8.267479,8.797153,10.357644,10.971943,11.416409,11.809973,12.241551,12.381143,12.65937,13.577998999999998,14.916058999999999,15.342911999999998,15.738402999999998,16.084553,16.34983,16.701634000000002,17.011531,17.667247000000003,18.340602000000004,18.530942000000003,18.773779000000005,19.124544000000004,19.409974000000005,19.734055000000005,20.123624000000007,20.40724300000001,20.814858000000008,21.100496000000007,21.512670000000007,21.800196000000007,22.298392000000007,22.693144000000007,23.088973000000006,23.383618000000006,23.648558000000005,23.823242000000004,23.917026000000003,24.142132000000004,24.371602000000003,24.641805,24.748684,24.94562,25.952677,26.653674000000002
3-2800086,,,0,0.227562,0.46168699999999996,0.755495,1.015209,1.44316,1.815488,2.128595,2.749306,3.9304249999999996,4.7288749999999995,5.70074,5.953886,6.256086,6.644512,7.135759999999999,7.518024,7.806232,7.979540999999999,8.509215,10.069706,10.684004999999999,11.128471,11.522034999999999,11.953612999999999,12.093205,12.371431999999999,13.290060999999998,14.628120999999998,15.054973999999998,15.450464999999998,15.796614999999997,16.061891999999997,16.413695999999998,16.723592999999997,17.379309,18.052664,18.243004,18.485841,18.836606,19.122036,19.446117,19.835686000000003,20.119305000000004,20.526920000000004,20.812558000000003,21.224732000000003,21.512258000000003,22.010454000000003,22.405206000000003,22.801035000000002,23.09568,23.36062,23.535304,23.629088,23.854194,24.083664,24.353866999999997,24.460745999999997,24.657681999999998,25.664738999999997,26.365736
4-2800083,,,,0,0.234125,0.527933,0.787647,1.215598,1.587926,1.901033,2.521744,3.702863,4.501313,5.473178,5.726324,6.028524,6.41695,6.908198,7.290462,7.57867,7.7519789999999995,8.281652999999999,9.842144,10.456443,10.900909,11.294473,11.726051,11.865643,12.14387,13.062498999999999,14.400559,14.827411999999999,15.222902999999999,15.569052999999998,15.834329999999998,16.186134,16.496031,17.151747,17.825102,18.015442,18.258279,18.609044,18.894474000000002,19.218555000000002,19.608124000000004,19.891743000000005,20.299358000000005,20.584996000000004,20.997170000000004,21.284696000000004,21.782892000000004,22.177644000000004,22.573473000000003,22.868118000000003,23.133058000000002,23.307742,23.401526,23.626632,23.856102,24.126305,24.233183999999998,24.43012,25.437177,26.138174
5-2800082,,,,,0,0.293808,0.5535220000000001,0.981473,1.353801,1.666908,2.2876190000000003,3.468738,4.267188,5.239053,5.492199,5.794399,6.182825,6.674073,7.056337,7.344545,7.517854,8.047528,9.608019,10.222318000000001,10.666784000000002,11.060348000000001,11.491926000000001,11.631518000000002,11.909745000000001,12.828374,14.166434,14.593287,14.988778,15.334928,15.600204999999999,15.952008999999999,16.261906,16.917622,17.590977000000002,17.781317,18.024154000000003,18.374919000000002,18.660349000000004,18.984430000000003,19.373999000000005,19.657618000000006,20.065233000000006,20.350871000000005,20.763045000000005,21.050571000000005,21.548767000000005,21.943519000000006,22.339348000000005,22.633993000000004,22.898933000000003,23.073617000000002,23.167401,23.392507000000002,23.621977,23.89218,23.999059,24.195995,25.203052,25.904049
6-2800084,,,,,,0,0.259714,0.687665,1.059993,1.3731,1.993811,3.17493,3.9733799999999997,4.945245,5.198391,5.500591,5.889017,6.380265,6.762529,7.050737,7.2240459999999995,7.7537199999999995,9.314211,9.92851,10.372976,10.766539999999999,11.198118,11.33771,11.615936999999999,12.534565999999998,13.872625999999999,14.299478999999998,14.694969999999998,15.041119999999998,15.306396999999997,15.658200999999996,15.968097999999996,16.623813999999996,17.297168999999997,17.487508999999996,17.730345999999997,18.081110999999996,18.366540999999998,18.690621999999998,19.080191,19.36381,19.771425,20.057063,20.469237,20.756763,21.254959,21.649711,22.04554,22.340184999999998,22.605124999999997,22.779808999999997,22.873592999999996,23.098698999999996,23.328168999999995,23.598371999999994,23.705250999999993,23.902186999999994,24.909243999999994,25.610240999999995
7-2805852,,,,,,,0,0.427951,0.800279,1.113386,1.734097,2.915216,3.713666,4.685531,4.938677,5.240877,5.629303,6.120551,6.502815,6.791023,6.964332,7.494006,9.054497,9.668796,10.113262,10.506826,10.938404,11.077996,11.356223,12.274852,13.612912,14.039765,14.435255999999999,14.781405999999999,15.046682999999998,15.398486999999998,15.708383999999997,16.364099999999997,17.037454999999998,17.227794999999997,17.470632,17.821396999999997,18.106827,18.430908,18.820477,19.104096000000002,19.511711000000002,19.797349,20.209523,20.497049,20.995245,21.389997,21.785826,22.080471,22.345411,22.520094999999998,22.613878999999997,22.838984999999997,23.068454999999997,23.338657999999995,23.445536999999995,23.642472999999995,24.649529999999995,25.350526999999996
8-2805850,,,,,,,,0,0.372328,0.685435,1.306146,2.487265,3.2857149999999997,4.25758,4.510726,4.812926,5.201352,5.6926,6.074864,6.363072,6.5363809999999996,7.0660549999999995,8.626546,9.240845,9.685311,10.078875,10.510453,10.650045,10.928272,11.846900999999999,13.184961,13.611813999999999,14.007304999999999,14.353454999999999,14.618731999999998,14.970535999999997,15.280432999999997,15.936148999999997,16.609503999999998,16.799843999999997,17.042680999999998,17.393445999999997,17.678876,18.002957,18.392526,18.676145,19.08376,19.369398,19.781572,20.069098,20.567294,20.962046,21.357875,21.65252,21.91746,22.092143999999998,22.185927999999997,22.411033999999997,22.640503999999996,22.910706999999995,23.017585999999994,23.214521999999995,24.221578999999995,24.922575999999996
9-2805848,,,,,,,,,0,0.313107,0.933818,2.1149370000000003,2.913387,3.8852520000000004,4.1383980000000005,4.4405980000000005,4.829024,5.320272,5.702536,5.990744,6.164053,6.693727,8.254218,8.868517,9.312983000000001,9.706547,10.138125,10.277717,10.555944,11.474573,12.812633,13.239486,13.634977,13.981126999999999,14.246403999999998,14.598207999999998,14.908104999999997,15.563820999999997,16.237175999999998,16.427515999999997,16.670353,17.021117999999998,17.306548,17.630629,18.020198,18.303817000000002,18.711432000000002,18.99707,19.409244,19.69677,20.194966,20.589718,20.985547,21.280192,21.545132,21.719815999999998,21.813599999999997,22.038705999999998,22.268175999999997,22.538378999999996,22.645257999999995,22.842193999999996,23.849250999999995,24.550247999999996
10-2805846,,,,,,,,,,0,0.620711,1.80183,2.60028,3.572145,3.825291,4.127491,4.515917,5.007165,5.389429,5.677637,5.8509459999999995,6.3806199999999995,7.941110999999999,8.555409999999998,8.999875999999999,9.393439999999998,9.825017999999998,9.964609999999999,10.242836999999998,11.161465999999997,12.499525999999998,12.926378999999997,13.321869999999997,13.668019999999997,13.933296999999996,14.285100999999996,14.594997999999995,15.250713999999995,15.924068999999996,16.114408999999995,16.357245999999996,16.708010999999996,16.993440999999997,17.317521999999997,17.707091,17.99071,18.398325,18.683963,19.096137,19.383663,19.881859,20.276611,20.672439999999998,20.967084999999997,21.232024999999997,21.406708999999996,21.500492999999995,21.725598999999995,21.955068999999995,22.225271999999993,22.332150999999993,22.529086999999993,23.536143999999993,24.237140999999994
11-2800061,,,,,,,,,,,0,1.181119,1.9795690000000001,2.951434,3.20458,3.50678,3.895206,4.386454,4.768718,5.056926,5.2302349999999995,5.7599089999999995,7.320399999999999,7.934698999999999,8.379164999999999,8.772728999999998,9.204306999999998,9.343898999999999,9.622125999999998,10.540754999999997,11.878814999999998,12.305667999999997,12.701158999999997,13.047308999999997,13.312585999999996,13.664389999999996,13.974286999999995,14.630002999999995,15.303357999999996,15.493697999999997,15.736534999999996,16.087299999999995,16.372729999999997,16.696810999999997,17.08638,17.369999,17.777614,18.063252,18.475426,18.762952,19.261148,19.6559,20.051728999999998,20.346373999999997,20.611313999999997,20.785997999999996,20.879781999999995,21.104887999999995,21.334357999999995,21.604560999999993,21.711439999999993,21.908375999999993,22.915432999999993,23.616429999999994
