순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2806293,24-2804201,25-2806291,26-2807291,27-2804203,28-2804206,29-2804332,30-2804208,31-2804210,32-2804212,33-2804579,34-2803703,35-2803704,36-2804633,37-2803707,38-2803709,39-2806218,40-2803710,41-2803712,42-2803713,43-2803717,44-2803722,45-2803724,46-2803725,47-2803753,48-2804637,49-2803726,50-2803727,51-2803729,52-2803731,53-2803733,54-2804300,55-2803738,56-2807372,57-2803736,58-2804795,59-2804746,60-2804640,61-2804188,62-2806152,63-2804190,64-2804192,65-2804642,66-2804194,67-2804196,68-2804199,69-2804644,70-2804330,71-2804328,72-2804326,73-2807375,74-2804647,75-2804650,76-2804170,77-2804652,78-2806207,79-2804169,80-2804655,81-2804167,82-2804165,83-2804657,84-2804659,85-2804146,86-2804144,87-2804143,88-2804662,89-2804139,90-2804664,91-2804137,92-2803741,93-2803742,94-2803743,95-2803744,96-2804666,97-2803745,98-2803746,99-2803747,100-2803748,101-2804688,102-2807370,103-2803604,104-2800266,105-2807368,106-2804602,107-2803580,108-2800263,109-2800267,110-2804032
1-2800269,0,0.41885600000000006,0.775061,1.343418,1.730049,1.9700739999999999,2.1342399999999997,2.3960009999999996,2.7858639999999997,3.5499169999999998,3.869557,4.150482,4.6594880000000005,5.250293000000001,5.731132000000001,5.891259000000001,6.225085000000001,6.719396000000001,7.039803000000001,7.477903000000001,7.833264000000002,8.185478000000002,8.721814000000002,8.976198000000002,9.351470000000003,9.542272000000002,9.778519000000003,9.974164000000004,10.519432000000004,11.069991000000003,11.567985000000004,11.902872000000004,12.432939000000005,12.612322000000004,13.534283000000004,14.036287000000003,14.579306000000003,14.840658000000003,15.200272000000004,15.333438000000003,15.533427000000003,16.222453,17.003513,17.339801,17.775286,18.285411,18.454156,18.693916,19.02833,20.697539,21.069668999999998,21.38938,21.763782,22.220391,22.524684,22.816638,23.104380000000003,23.381670000000003,25.001551000000003,25.566177000000003,25.920155000000005,26.207460000000005,26.382343000000006,26.886242000000006,27.049846000000006,27.480404000000007,27.865551000000007,28.111002000000006,28.513730000000006,28.931126000000006,29.155527000000006,29.406647000000007,29.77134600000001,30.08367800000001,31.88945700000001,32.20423200000001,32.90393800000001,33.637912000000014,34.39490900000001,34.72255300000001,35.18250500000001,35.83625600000001,36.00329400000001,36.18745200000001,36.71944800000001,37.24718500000001,37.72613100000001,38.54924000000001,38.94299500000001,39.44561400000001,39.851039000000014,40.449207000000015,41.46717300000002,41.740693000000014,42.31103000000002,42.61525200000002,43.268506000000016,43.745123000000014,44.47693800000001,44.88299600000001,45.31633100000001,45.45126400000001,45.765012000000006,46.43939900000001,46.74054600000001,46.966983000000006,47.11615100000001,47.33616200000001,47.58818500000001,48.22691000000001
2-2805488,,0,0.356205,0.924562,1.311193,1.551218,1.715384,1.9771450000000002,2.3670080000000002,3.1310610000000003,3.4507010000000005,3.7316260000000003,4.240632000000001,4.831437000000001,5.312276000000001,5.472403000000001,5.806229000000001,6.300540000000001,6.620947000000001,7.059047000000001,7.414408000000002,7.766622000000002,8.302958000000002,8.557342000000002,8.932614000000003,9.123416000000002,9.359663000000003,9.555308000000004,10.100576000000004,10.651135000000004,11.149129000000004,11.484016000000004,12.014083000000005,12.193466000000004,13.115427000000004,13.617431000000003,14.160450000000003,14.421802000000003,14.781416000000004,14.914582000000003,15.114571000000003,15.803597000000003,16.584657000000004,16.920945000000003,17.356430000000003,17.866555,18.035300000000003,18.275060000000003,18.609474000000002,20.278683,20.650813,20.970524,21.344926,21.801535,22.105828000000002,22.397782000000003,22.685524000000004,22.962814000000005,24.582695000000005,25.147321000000005,25.501299000000007,25.788604000000007,25.963487000000008,26.46738600000001,26.630990000000008,27.06154800000001,27.44669500000001,27.692146000000008,28.094874000000008,28.512270000000008,28.73667100000001,28.98779100000001,29.35249000000001,29.66482200000001,31.470601000000013,31.785376000000014,32.48508200000001,33.219056000000016,33.976053000000014,34.303697000000014,34.763649000000015,35.417400000000015,35.58443800000001,35.76859600000001,36.30059200000001,36.82832900000001,37.30727500000001,38.130384000000014,38.52413900000001,39.026758000000015,39.432183000000016,40.03035100000002,41.04831700000002,41.321837000000016,41.89217400000002,42.19639600000002,42.84965000000002,43.326267000000016,44.05808200000001,44.464140000000015,44.897475000000014,45.03240800000001,45.34615600000001,46.02054300000001,46.32169000000001,46.54812700000001,46.69729500000001,46.91730600000001,47.16932900000001,47.80805400000001
3-2807373,,,0,0.568357,0.954988,1.1950129999999999,1.359179,1.62094,2.010803,2.774856,3.0944960000000004,3.3754210000000002,3.8844270000000005,4.475232,4.956071,5.116198,5.450024,5.944335,6.264742,6.702842,7.058203000000001,7.410417000000001,7.946753000000001,8.201137000000001,8.576409000000002,8.767211000000001,9.003458000000002,9.199103000000003,9.744371000000003,10.294930000000003,10.792924000000003,11.127811000000003,11.657878000000004,11.837261000000003,12.759222000000003,13.261226000000002,13.804245000000002,14.065597000000002,14.425211000000003,14.558377000000002,14.758366000000002,15.447392000000002,16.228452000000004,16.564740000000004,17.000225000000004,17.510350000000003,17.679095000000004,17.918855000000004,18.253269000000003,19.922478,20.294608,20.614319000000002,20.988721,21.445330000000002,21.749623000000003,22.041577000000004,22.329319000000005,22.606609000000006,24.226490000000005,24.791116000000006,25.145094000000007,25.432399000000007,25.60728200000001,26.11118100000001,26.27478500000001,26.70534300000001,27.09049000000001,27.33594100000001,27.73866900000001,28.15606500000001,28.38046600000001,28.63158600000001,28.99628500000001,29.308617000000012,31.114396000000013,31.429171000000014,32.12887700000002,32.86285100000002,33.61984800000002,33.94749200000002,34.40744400000002,35.06119500000002,35.22823300000002,35.412391000000014,35.94438700000001,36.472124000000015,36.951070000000016,37.77417900000002,38.16793400000002,38.67055300000002,39.07597800000002,39.67414600000002,40.69211200000002,40.96563200000002,41.53596900000002,41.840191000000026,42.49344500000002,42.97006200000002,43.70187700000002,44.10793500000002,44.54127000000002,44.676203000000015,44.98995100000001,45.664338000000015,45.965485000000015,46.19192200000001,46.341090000000015,46.561101000000015,46.813124000000016,47.45184900000002
4-2800272,,,,0,0.386631,0.626656,0.790822,1.052583,1.4424460000000001,2.206499,2.526139,2.807064,3.31607,3.906875,4.387714,4.547841,4.881667,5.375978,5.696385,6.134485000000001,6.489846000000001,6.842060000000001,7.378396,7.63278,8.008052000000001,8.198854,8.435101000000001,8.630746000000002,9.176014000000002,9.726573000000002,10.224567000000002,10.559454000000002,11.089521000000003,11.268904000000003,12.190865000000002,12.692869000000002,13.235888000000001,13.497240000000001,13.856854000000002,13.990020000000001,14.190009000000002,14.879035000000002,15.660095000000002,15.996383000000002,16.431868,16.941993,17.110738,17.350498,17.684912,19.354121,19.726250999999998,20.045962,20.420364,20.876973,21.181266,21.47322,21.760962000000003,22.038252000000004,23.658133000000003,24.222759000000003,24.576737000000005,24.864042000000005,25.038925000000006,25.542824000000007,25.706428000000006,26.136986000000007,26.522133000000007,26.767584000000006,27.170312000000006,27.587708000000006,27.812109000000007,28.063229000000007,28.42792800000001,28.74026000000001,30.54603900000001,30.860814000000012,31.56052000000001,32.294494000000014,33.05149100000001,33.37913500000001,33.83908700000001,34.49283800000001,34.65987600000001,34.84403400000001,35.37603000000001,35.90376700000001,36.38271300000001,37.20582200000001,37.59957700000001,38.10219600000001,38.507621000000015,39.105789000000016,40.12375500000002,40.397275000000015,40.96761200000002,41.27183400000002,41.92508800000002,42.401705000000014,43.13352000000001,43.53957800000001,43.97291300000001,44.10784600000001,44.421594000000006,45.09598100000001,45.39712800000001,45.623565000000006,45.77273300000001,45.99274400000001,46.24476700000001,46.88349200000001
5-2803582,,,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.819868,2.139508,2.420433,2.9294390000000003,3.5202440000000004,4.001083,4.1612100000000005,4.495036000000001,4.989347,5.309754000000001,5.747854000000001,6.103215000000001,6.455429000000001,6.991765000000001,7.246149000000001,7.621421000000001,7.812223,8.04847,8.244115,8.789383,9.339942,9.837936000000001,10.172823000000001,10.702890000000002,10.882273000000001,11.804234000000001,12.306238,12.849257,13.110609,13.470223,13.603389,13.803378,14.492404,15.273464,15.609752,16.045237,16.555362,16.724107,16.963867,17.298281,18.967489999999998,19.339619999999996,19.659330999999998,20.033732999999998,20.490342,20.794635,21.086589,21.374331,21.651621000000002,23.271502,23.836128000000002,24.190106000000004,24.477411000000004,24.652294000000005,25.156193000000005,25.319797000000005,25.750355000000006,26.135502000000006,26.380953000000005,26.783681000000005,27.201077000000005,27.425478000000005,27.676598000000006,28.041297000000007,28.35362900000001,30.15940800000001,30.47418300000001,31.17388900000001,31.90786300000001,32.66486000000001,32.99250400000001,33.45245600000001,34.10620700000001,34.27324500000001,34.457403000000006,34.989399000000006,35.51713600000001,35.99608200000001,36.81919100000001,37.21294600000001,37.71556500000001,38.12099000000001,38.719158000000014,39.737124000000016,40.01064400000001,40.580981000000016,40.88520300000002,41.538457000000015,42.01507400000001,42.74688900000001,43.15294700000001,43.58628200000001,43.72121500000001,44.034963000000005,44.70935000000001,45.01049700000001,45.236934000000005,45.38610200000001,45.60611300000001,45.85813600000001,46.49686100000001
6-2803603,,,,,,0,0.164166,0.42592700000000006,0.81579,1.5798429999999999,1.899483,2.180408,2.689414,3.280219,3.7610580000000002,3.9211850000000004,4.2550110000000005,4.749322,5.069729000000001,5.507829000000001,5.863190000000001,6.215404000000001,6.751740000000002,7.006124000000002,7.381396000000001,7.572198000000001,7.808445000000001,8.004090000000001,8.549358000000002,9.099917000000001,9.597911000000002,9.932798000000002,10.462865000000003,10.642248000000002,11.564209000000002,12.066213000000001,12.609232,12.870584000000001,13.230198000000001,13.363364,13.563353000000001,14.252379000000001,15.033439000000001,15.369727000000001,15.805212000000001,16.315337,16.484082,16.723842,17.058256,18.727465,19.099594999999997,19.419306,19.793708,20.250317,20.55461,20.846564,21.134306000000002,21.411596000000003,23.031477000000002,23.596103000000003,23.950081000000004,24.237386000000004,24.412269000000006,24.916168000000006,25.079772000000006,25.510330000000007,25.895477000000007,26.140928000000006,26.543656000000006,26.961052000000006,27.185453000000006,27.436573000000006,27.801272000000008,28.11360400000001,29.91938300000001,30.23415800000001,30.93386400000001,31.66783800000001,32.42483500000001,32.75247900000001,33.21243100000001,33.86618200000001,34.03322000000001,34.217378000000004,34.749374,35.277111000000005,35.756057000000006,36.57916600000001,36.97292100000001,37.47554000000001,37.88096500000001,38.47913300000001,39.49709900000001,39.77061900000001,40.34095600000001,40.645178000000016,41.29843200000001,41.77504900000001,42.50686400000001,42.91292200000001,43.34625700000001,43.481190000000005,43.794938,44.469325000000005,44.770472000000005,44.996909,45.146077000000005,45.366088000000005,45.618111000000006,46.25683600000001
7-2803602,,,,,,,0,0.261761,0.651624,1.415677,1.7353170000000002,2.016242,2.5252480000000004,3.1160530000000004,3.5968920000000004,3.7570190000000006,4.090845000000001,4.5851560000000005,4.905563000000001,5.343663000000001,5.699024000000001,6.0512380000000014,6.587574000000002,6.841958000000002,7.217230000000002,7.408032000000001,7.644279000000001,7.839924000000001,8.385192,8.935751,9.433745,9.768632,10.298699000000001,10.478082,11.400043,11.902047,12.445065999999999,12.706418,13.066032,13.199197999999999,13.399187,14.088213,14.869273,15.205561,15.641046,16.151170999999998,16.319916,16.559676,16.89409,18.563298999999997,18.935428999999996,19.255139999999997,19.629541999999997,20.086150999999997,20.390444,20.682398,20.97014,21.24743,22.867311,23.431937,23.785915000000003,24.073220000000003,24.248103000000004,24.752002000000005,24.915606000000004,25.346164000000005,25.731311000000005,25.976762000000004,26.379490000000004,26.796886000000004,27.021287000000004,27.272407000000005,27.637106000000006,27.949438000000008,29.75521700000001,30.06999200000001,30.76969800000001,31.50367200000001,32.26066900000001,32.58831300000001,33.04826500000001,33.70201600000001,33.869054000000006,34.053212,34.585208,35.112945,35.591891000000004,36.415000000000006,36.808755000000005,37.31137400000001,37.71679900000001,38.31496700000001,39.33293300000001,39.60645300000001,40.17679000000001,40.481012000000014,41.13426600000001,41.61088300000001,42.342698000000006,42.74875600000001,43.18209100000001,43.317024,43.630772,44.305159,44.606306000000004,44.832743,44.981911000000004,45.201922,45.453945000000004,46.092670000000005
8-2800274,,,,,,,,0,0.389863,1.153916,1.4735559999999999,1.7544809999999997,2.2634869999999996,2.8542919999999996,3.3351309999999996,3.4952579999999998,3.829084,4.323395,4.643802,5.081902,5.437263000000001,5.789477000000001,6.325813,6.580197,6.955469,7.146271,7.382517999999999,7.578162999999999,8.123430999999998,8.673989999999998,9.171983999999998,9.506870999999999,10.036938,10.216320999999999,11.138281999999998,11.640285999999998,12.183304999999997,12.444656999999998,12.804270999999998,12.937436999999997,13.137425999999998,13.826451999999998,14.607511999999998,14.943799999999998,15.379284999999998,15.889409999999998,16.058155,16.297915,16.632329,18.301537999999997,18.673667999999996,18.993378999999997,19.367780999999997,19.824389999999998,20.128683,20.420637,20.708379,20.985669,22.60555,23.170176,23.524154000000003,23.811459000000003,23.986342000000004,24.490241000000005,24.653845000000004,25.084403000000005,25.469550000000005,25.715001000000004,26.117729000000004,26.535125000000004,26.759526000000005,27.010646000000005,27.375345000000006,27.687677000000008,29.49345600000001,29.80823100000001,30.50793700000001,31.24191100000001,31.998908000000007,32.32655200000001,32.78650400000001,33.44025500000001,33.607293000000006,33.791451,34.323447,34.851184,35.330130000000004,36.153239000000006,36.546994000000005,37.04961300000001,37.45503800000001,38.05320600000001,39.07117200000001,39.34469200000001,39.91502900000001,40.219251000000014,40.87250500000001,41.34912200000001,42.080937000000006,42.48699500000001,42.92033000000001,43.055263000000004,43.369011,44.043398,44.344545000000004,44.570982,44.720150000000004,44.940161,45.192184000000005,45.830909000000005
9-2803847,,,,,,,,,0,0.764053,1.083693,1.364618,1.8736240000000002,2.464429,2.945268,3.105395,3.4392210000000003,3.9335320000000005,4.253939000000001,4.692039000000001,5.047400000000001,5.3996140000000015,5.935950000000002,6.190334000000002,6.565606000000002,6.756408000000001,6.992655000000001,7.188300000000001,7.733568000000001,8.284127000000002,8.782121000000002,9.117008000000002,9.647075000000003,9.826458000000002,10.748419000000002,11.250423000000001,11.793442,12.054794000000001,12.414408000000002,12.547574000000001,12.747563000000001,13.436589000000001,14.217649000000002,14.553937000000001,14.989422000000001,15.499547000000002,15.668292000000001,15.908052000000001,16.242466,17.911675,18.283804999999997,18.603516,18.977918,19.434527,19.73882,20.030774,20.318516000000002,20.595806000000003,22.215687000000003,22.780313000000003,23.134291000000005,23.421596000000005,23.596479000000006,24.100378000000006,24.263982000000006,24.694540000000007,25.079687000000007,25.325138000000006,25.727866000000006,26.145262000000006,26.369663000000006,26.620783000000007,26.985482000000008,27.29781400000001,29.10359300000001,29.41836800000001,30.11807400000001,30.85204800000001,31.60904500000001,31.93668900000001,32.39664100000001,33.05039200000001,33.21743000000001,33.401588000000004,33.933584,34.461321000000005,34.940267000000006,35.76337600000001,36.15713100000001,36.65975000000001,37.06517500000001,37.66334300000001,38.68130900000001,38.95482900000001,39.52516600000001,39.829388000000016,40.48264200000001,40.95925900000001,41.69107400000001,42.09713200000001,42.53046700000001,42.665400000000005,42.979148,43.653535000000005,43.954682000000005,44.181119,44.330287000000006,44.550298000000005,44.802321000000006,45.44104600000001
10-2806301,,,,,,,,,,0,0.31964000000000004,0.600565,1.109571,1.700376,2.181215,2.341342,2.675168,3.169479,3.489886,3.9279859999999998,4.283347,4.635561,5.1718969999999995,5.4262809999999995,5.801552999999999,5.992354999999999,6.228601999999999,6.4242469999999985,6.969514999999999,7.520073999999998,8.018067999999998,8.352954999999998,8.883021999999999,9.062404999999998,9.984365999999998,10.486369999999997,11.029388999999997,11.290740999999997,11.650354999999998,11.783520999999997,11.983509999999997,12.672535999999997,13.453595999999997,13.789883999999997,14.225368999999997,14.735493999999997,14.904238999999997,15.143998999999997,15.478412999999998,17.147622,17.519751999999997,17.839463,18.213865,18.670474,18.974767,19.266721,19.554463000000002,19.831753000000003,21.451634000000002,22.016260000000003,22.370238000000004,22.657543000000004,22.832426000000005,23.336325000000006,23.499929000000005,23.930487000000007,24.315634000000006,24.561085000000006,24.963813000000005,25.381209000000005,25.605610000000006,25.856730000000006,26.221429000000008,26.53376100000001,28.33954000000001,28.65431500000001,29.35402100000001,30.08799500000001,30.84499200000001,31.172636000000008,31.63258800000001,32.28633900000001,32.45337700000001,32.63753500000001,33.169531000000006,33.69726800000001,34.17621400000001,34.99932300000001,35.39307800000001,35.89569700000001,36.301122000000014,36.899290000000015,37.917256000000016,38.190776000000014,38.761113000000016,39.06533500000002,39.718589000000016,40.19520600000001,40.92702100000001,41.33307900000001,41.76641400000001,41.90134700000001,42.215095000000005,42.88948200000001,43.19062900000001,43.417066000000005,43.56623400000001,43.78624500000001,44.03826800000001,44.67699300000001
