순번_정류장ID,70-2807131,71-2807129,72-2807127,73-2806963,74-2807124,75-2806987,76-2806965,77-2806966,78-2806967,79-2806968,80-2806969,81-2806970,82-2807408,83-2806971,84-2807122,85-2807141,86-2807155,87-2804229,88-2807153,89-2804227,90-2804225,91-2804223,92-2806333,93-2804220,94-2804217,95-2804215,96-2804342,97-2803719,98-2803711,99-2806217,100-2803708,101-2806218,102-2803710,103-2803712,104-2803713,105-2804231,106-2804232,107-2806331,108-2804233,109-2804235,110-2804237,111-2804239,112-2806328,113-2804241,114-2804335,115-2804773,116-2804244,117-2806230,118-2804257,119-2804259,120-2804758,121-2804760,122-2807395,123-2804261,124-2804337,125-2807368,126-2804602,127-2803580,128-2800263,129-2800267
70-2807131,0,0.802024,1.513896,2.1227489999999998,3.1030209999999996,3.5716979999999996,4.255866999999999,4.478604,5.028445,5.278204,5.627421999999999,5.943051,6.551765,7.297460999999999,7.883455999999999,9.637433,10.016576,10.344033000000001,10.605866,10.961363,11.296152000000001,11.742119,11.962168,12.894967,13.667150999999999,14.047327999999998,14.751516999999998,15.390449999999998,15.621690999999998,15.740749,16.093317,16.757254,16.89042,17.090408999999998,17.779434999999996,18.707823999999995,18.939391999999994,19.294633999999995,20.007921999999994,20.461505999999993,20.721050999999992,21.32211999999999,21.78145499999999,22.28897199999999,23.172267999999992,24.24539399999999,25.42964799999999,26.02882299999999,26.33687999999999,26.79330499999999,27.22115499999999,27.53052199999999,27.78050999999999,27.99217199999999,28.08917699999999,28.46252199999999,28.68895899999999,28.83812699999999,29.05813799999999,29.31016099999999
71-2807129,,0,0.7118720000000001,1.320725,2.3009969999999997,2.7696739999999997,3.4538429999999996,3.6765799999999995,4.226420999999999,4.476179999999999,4.825397999999999,5.141026999999999,5.749740999999999,6.495436999999999,7.081431999999999,8.835408999999999,9.214551999999998,9.542008999999998,9.803841999999998,10.159338999999997,10.494127999999998,10.940094999999998,11.160143999999997,12.092942999999996,12.865126999999996,13.245303999999996,13.949492999999995,14.588425999999995,14.819666999999995,14.938724999999996,15.291292999999996,15.955229999999997,16.088395999999996,16.288384999999995,16.977410999999993,17.905799999999992,18.13736799999999,18.492609999999992,19.20589799999999,19.65948199999999,19.91902699999999,20.520095999999988,20.979430999999988,21.486947999999988,22.37024399999999,23.443369999999987,24.627623999999987,25.226798999999986,25.534855999999987,25.991280999999987,26.419130999999986,26.728497999999988,26.978485999999986,27.190147999999986,27.287152999999986,27.660497999999986,27.886934999999987,28.036102999999986,28.256113999999986,28.508136999999987
72-2807127,,,0,0.608853,1.589125,2.057802,2.741971,2.964708,3.5145489999999997,3.7643079999999998,4.113525999999999,4.429155,5.037869,5.783564999999999,6.369559999999999,8.123536999999999,8.502679999999998,8.830136999999999,9.091969999999998,9.447466999999998,9.782255999999999,10.228222999999998,10.448271999999998,11.381070999999997,12.153254999999996,12.533431999999996,13.237620999999995,13.876553999999995,14.107794999999996,14.226852999999997,14.579420999999996,15.243357999999997,15.376523999999996,15.576512999999997,16.265538999999997,17.193927999999996,17.425495999999995,17.780737999999996,18.494025999999995,18.947609999999994,19.207154999999993,19.808223999999992,20.26755899999999,20.77507599999999,21.658371999999993,22.73149799999999,23.91575199999999,24.51492699999999,24.82298399999999,25.27940899999999,25.70725899999999,26.01662599999999,26.26661399999999,26.47827599999999,26.57528099999999,26.94862599999999,27.17506299999999,27.32423099999999,27.54424199999999,27.79626499999999
73-2806963,,,,0,0.9802719999999999,1.448949,2.133118,2.355855,2.905696,3.155455,3.504673,3.820302,4.429016,5.1747119999999995,5.760706999999999,7.514683999999999,7.893826999999999,8.221283999999999,8.483116999999998,8.838613999999998,9.173402999999999,9.619369999999998,9.839418999999998,10.772217999999997,11.544401999999996,11.924578999999996,12.628767999999996,13.267700999999995,13.498941999999996,13.617999999999997,13.970567999999997,14.634504999999997,14.767670999999996,14.967659999999997,15.656685999999997,16.585074999999996,16.816642999999996,17.171884999999996,17.885172999999995,18.338756999999994,18.598301999999993,19.199370999999992,19.65870599999999,20.16622299999999,21.049518999999993,22.12264499999999,23.30689899999999,23.90607399999999,24.21413099999999,24.67055599999999,25.09840599999999,25.40777299999999,25.65776099999999,25.86942299999999,25.96642799999999,26.33977299999999,26.56620999999999,26.71537799999999,26.93538899999999,27.18741199999999
74-2807124,,,,,0,0.46867700000000007,1.152846,1.375583,1.925424,2.175183,2.524401,2.84003,3.448744,4.19444,4.780435,6.534412,6.913555,7.241012,7.502845,7.8583419999999995,8.193131,8.639097999999999,8.859146999999998,9.791945999999998,10.564129999999997,10.944306999999997,11.648495999999996,12.287428999999996,12.518669999999997,12.637727999999997,12.990295999999997,13.654232999999998,13.787398999999997,13.987387999999997,14.676413999999998,15.604802999999997,15.836370999999996,16.191612999999997,16.904900999999995,17.358484999999995,17.618029999999994,18.219098999999993,18.678433999999992,19.185950999999992,20.069246999999994,21.142372999999992,22.32662699999999,22.92580199999999,23.233858999999992,23.69028399999999,24.11813399999999,24.427500999999992,24.67748899999999,24.88915099999999,24.98615599999999,25.35950099999999,25.58593799999999,25.73510599999999,25.95511699999999,26.207139999999992
75-2806987,,,,,,0,0.6841689999999999,0.9069059999999999,1.456747,1.706506,2.055724,2.371353,2.980067,3.725763,4.311758,6.065735,6.444878,6.772335,7.034168,7.389665,7.724454,8.170421,8.390469999999999,9.323268999999998,10.095452999999997,10.475629999999997,11.179818999999997,11.818751999999996,12.049992999999997,12.169050999999998,12.521618999999998,13.185555999999998,13.318721999999998,13.518710999999998,14.207736999999998,15.136125999999997,15.367693999999997,15.722935999999997,16.436223999999996,16.889807999999995,17.149352999999994,17.750421999999993,18.209756999999993,18.717273999999993,19.600569999999994,20.673695999999993,21.85794999999999,22.45712499999999,22.765181999999992,23.22160699999999,23.64945699999999,23.958823999999993,24.20881199999999,24.42047399999999,24.51747899999999,24.89082399999999,25.117260999999992,25.26642899999999,25.48643999999999,25.738462999999992
76-2806965,,,,,,,0,0.222737,0.772578,1.022337,1.371555,1.687184,2.295898,3.0415940000000004,3.6275890000000004,5.381566,5.760709,6.088166,6.349999,6.705496,7.040285,7.486252,7.706301000000001,8.639100000000001,9.411284,9.791461,10.49565,11.134583,11.365824,11.484882,11.83745,12.501387000000001,12.634553,12.834542,13.523568000000001,14.451957,14.683525,15.038767,15.752055,16.205639,16.465184,17.066253,17.525588,18.033105,18.916401,19.989527,21.173780999999998,21.772955999999997,22.081013,22.537437999999998,22.965287999999997,23.274655,23.524642999999998,23.736304999999998,23.833309999999997,24.206654999999998,24.433092,24.582259999999998,24.802270999999998,25.054294
77-2806966,,,,,,,,0,0.549841,0.7996000000000001,1.1488180000000001,1.464447,2.073161,2.818857,3.404852,5.158829,5.537972,5.865429,6.127262,6.482759,6.8175479999999995,7.263515,7.483564,8.416363,9.188547,9.568724,10.272912999999999,10.911845999999999,11.143087,11.262145,11.614713,12.27865,12.411816,12.611805,13.300831,14.22922,14.460787999999999,14.81603,15.529318,15.982902,16.242447,16.843515999999997,17.302850999999997,17.810367999999997,18.693664,19.766789999999997,20.951043999999996,21.550218999999995,21.858275999999996,22.314700999999996,22.742550999999995,23.051917999999997,23.301905999999995,23.513567999999996,23.610572999999995,23.983917999999996,24.210354999999996,24.359522999999996,24.579533999999995,24.831556999999997
78-2806967,,,,,,,,,0,0.249759,0.598977,0.914606,1.52332,2.269016,2.855011,4.608988,4.988131,5.315588,5.577421,5.932918,6.267707,6.713673999999999,6.933723,7.866522,8.638705999999999,9.018882999999999,9.723071999999998,10.362004999999998,10.593245999999999,10.712304,11.064872,11.728809,11.861975,12.061964,12.75099,13.679378999999999,13.910946999999998,14.266188999999999,14.979477,15.433060999999999,15.692605999999998,16.293674999999997,16.753009999999996,17.260526999999996,18.143822999999998,19.216948999999996,20.401202999999995,21.000377999999994,21.308434999999996,21.764859999999995,22.192709999999995,22.502076999999996,22.752064999999995,22.963726999999995,23.060731999999994,23.434076999999995,23.660513999999996,23.809681999999995,24.029692999999995,24.281715999999996
79-2806968,,,,,,,,,,0,0.349218,0.664847,1.273561,2.019257,2.605252,4.359229,4.738372,5.065829,5.327662,5.683159,6.017948,6.463915,6.6839640000000005,7.616763000000001,8.388947,8.769124,9.473313,10.112245999999999,10.343487,10.462545,10.815113,11.47905,11.612216,11.812205,12.501231,13.42962,13.661188,14.01643,14.729718,15.183302,15.442846999999999,16.043916,16.503251,17.010768,17.894064,18.96719,20.151443999999998,20.750618999999997,21.058676,21.515100999999998,21.942950999999997,22.252318,22.502305999999997,22.713967999999998,22.810972999999997,23.184317999999998,23.410754999999998,23.559922999999998,23.779933999999997,24.031957
