순번_정류장ID,1-2805255,2-2804916,3-2801044,4-2801054,5-2801050,6-2801053,7-2801061,8-2801067,9-2801074,10-2801101,11-2801112,12-2801115,13-2801098,14-2800857,15-2800855,16-2800853,17-2800851,18-2801143,19-2805962,20-2805963
1-2805255,0,0.49320299999999995,0.829372,1.273357,1.870177,2.056528,2.299252,2.475132,2.613076,2.906274,3.3287679999999997,3.967659,4.266630999999999,4.611197,4.927459,5.384823,5.900838,6.493693,7.075171,7.247681
2-2804916,,0,0.336169,0.780154,1.3769740000000001,1.563325,1.806049,1.981929,2.119873,2.413071,2.835565,3.474456,3.773428,4.117994,4.434256,4.8916200000000005,5.407635000000001,6.000490000000001,6.581968000000001,6.754478000000001
3-2801044,,,0,0.443985,1.040805,1.227156,1.4698799999999999,1.64576,1.783704,2.076902,2.499396,3.138287,3.437259,3.781825,4.098087,4.555451,5.071466,5.664321,6.245799,6.418309
4-2801054,,,,0,0.59682,0.7831710000000001,1.025895,1.201775,1.339719,1.6329170000000002,2.0554110000000003,2.6943020000000004,2.9932740000000004,3.3378400000000004,3.6541020000000004,4.111466,4.627481,5.2203360000000005,5.801814,5.974324
5-2801050,,,,,0,0.186351,0.429075,0.604955,0.742899,1.036097,1.458591,2.097482,2.396454,2.74102,3.057282,3.514646,4.030661,4.623516,5.204994,5.377504
6-2801053,,,,,,0,0.24272399999999997,0.418604,0.556548,0.8497460000000001,1.27224,1.9111310000000001,2.210103,2.554669,2.870931,3.3282950000000002,3.84431,4.437165,5.018643,5.191153
7-2801061,,,,,,,0,0.17588,0.313824,0.607022,1.0295159999999999,1.6684069999999998,1.9673789999999998,2.3119449999999997,2.6282069999999997,3.085571,3.6015859999999997,4.194440999999999,4.775918999999999,4.948428999999999
8-2801067,,,,,,,,0,0.137944,0.431142,0.8536360000000001,1.492527,1.791499,2.136065,2.452327,2.909691,3.425706,4.018561,4.600039,4.772549
9-2801074,,,,,,,,,0,0.293198,0.715692,1.3545829999999999,1.6535549999999999,1.9981209999999998,2.314383,2.771747,3.287762,3.880617,4.462095,4.634605
10-2801101,,,,,,,,,,0,0.422494,1.061385,1.360357,1.704923,2.021185,2.478549,2.994564,3.587419,4.168897,4.341407
11-2801112,,,,,,,,,,,0,0.638891,0.9378629999999999,1.2824289999999998,1.5986909999999999,2.0560549999999997,2.5720699999999996,3.1649249999999998,3.746403,3.918913
12-2801115,,,,,,,,,,,,0,0.29897199999999996,0.6435379999999999,0.9598,1.417164,1.933179,2.526034,3.107512,3.2800219999999998
13-2801098,,,,,,,,,,,,,0,0.344566,0.660828,1.118192,1.634207,2.227062,2.80854,2.9810499999999998
14-2800857,,,,,,,,,,,,,,0,0.316262,0.773626,1.289641,1.8824960000000002,2.4639740000000003,2.6364840000000003
15-2800855,,,,,,,,,,,,,,,0,0.45736400000000005,0.973379,1.5662340000000001,2.1477120000000003,2.3202220000000002
16-2800853,,,,,,,,,,,,,,,,0,0.516015,1.10887,1.690348,1.862858
17-2800851,,,,,,,,,,,,,,,,,0,0.592855,1.1743329999999998,1.3468429999999998
18-2801143,,,,,,,,,,,,,,,,,,0,0.5814779999999999,0.7539879999999999
19-2805962,,,,,,,,,,,,,,,,,,,0,0.17251
20-2805963,,,,,,,,,,,,,,,,,,,,0
