순번_정류장ID,56-2807325,57-2806483,58-2807343,59-2807599,60-2804421,61-2803623,62-2802601,63-2802361,64-2802362,65-2802595,66-2802598,67-2805538,68-2802587,69-2802565,70-2802545,71-2802367,72-2802541,73-2802547,74-2802552,75-2802566,76-2802366,77-2802585,78-2802374,79-2803664,80-2804436,81-2805821,82-2805822
56-2807325,0,0.467661,2.837324,19.818928999999997,20.122686999999996,20.586693999999994,20.991708999999993,21.415502999999994,21.701295999999992,21.938159999999993,22.285273999999994,23.664539999999995,24.593201999999994,25.213487999999995,25.651054999999996,26.099177999999995,26.276449999999993,26.452065999999995,26.774176999999995,27.083431999999995,27.391932999999995,27.600146999999996,29.678188999999996,30.519589999999997,31.895954999999997,32.246905999999996,33.034946999999995
57-2806483,,0,2.369663,19.351267999999997,19.655025999999996,20.119032999999995,20.524047999999993,20.947841999999994,21.233634999999992,21.470498999999993,21.817612999999994,23.196878999999996,24.125540999999995,24.745826999999995,25.183393999999996,25.631516999999995,25.808788999999994,25.984404999999995,26.306515999999995,26.615770999999995,26.924271999999995,27.132485999999997,29.210527999999996,30.051928999999998,31.428293999999998,31.779244999999996,32.567285999999996
58-2807343,,,0,16.981605,17.285362999999997,17.749369999999995,18.154384999999994,18.578178999999995,18.863971999999997,19.100835999999997,19.44795,20.827216,21.755878,22.376164,22.813731,23.261854,23.439125999999998,23.614742,23.936853,24.246108,24.554609,24.762823,26.840865,27.682266000000002,29.058631000000002,29.409582,30.197623
59-2807599,,,,0,0.303758,0.7677649999999999,1.17278,1.596574,1.882367,2.119231,2.466345,3.845611,4.774273,5.394559,5.832126,6.2802489999999995,6.457521,6.633137,6.955247999999999,7.2645029999999995,7.573003999999999,7.781217999999999,9.859259999999999,10.700660999999998,12.077025999999998,12.427976999999998,13.216017999999998
60-2804421,,,,,0,0.46400699999999995,0.869022,1.292816,1.578609,1.815473,2.162587,3.5418529999999997,4.470515,5.090801,5.5283679999999995,5.976490999999999,6.153763,6.329378999999999,6.651489999999999,6.960744999999999,7.269245999999999,7.477459999999999,9.555501999999999,10.396902999999998,11.773267999999998,12.124218999999998,12.912259999999998
61-2803623,,,,,,0,0.405015,0.8288089999999999,1.1146019999999999,1.3514659999999998,1.6985799999999998,3.0778459999999996,4.006508,4.626794,5.064361,5.512484,5.689756,5.865372,6.187483,6.496738000000001,6.805239,7.013453,9.091495,9.932896,11.309261,11.660212,12.448253
62-2802601,,,,,,,0,0.42379399999999995,0.709587,0.9464509999999999,1.2935649999999999,2.6728309999999995,3.6014929999999996,4.221779,4.659345999999999,5.107468999999999,5.2847409999999995,5.460356999999999,5.782468,6.091723,6.400224,6.608438,8.68648,9.527880999999999,10.904245999999999,11.255196999999999,12.043237999999999
63-2802361,,,,,,,,0,0.28579299999999996,0.5226569999999999,0.8697709999999998,2.2490369999999995,3.1776989999999996,3.7979849999999997,4.235551999999999,4.683674999999999,4.8609469999999995,5.036562999999999,5.358673999999999,5.667928999999999,5.976429999999999,6.184643999999999,8.262685999999999,9.104086999999998,10.480451999999998,10.831402999999998,11.619443999999998
64-2802362,,,,,,,,,0,0.236864,0.583978,1.963244,2.891906,3.512192,3.9497590000000002,4.397882,4.575154,4.75077,5.072881000000001,5.382136000000001,5.690637000000001,5.8988510000000005,7.9768930000000005,8.818294,10.194659,10.54561,11.333651
65-2802595,,,,,,,,,,0,0.347114,1.7263799999999998,2.655042,3.275328,3.712895,4.161018,4.338290000000001,4.513906,4.836017,5.145272,5.453773,5.661987,7.740029,8.58143,9.957794999999999,10.308746,11.096786999999999
66-2802598,,,,,,,,,,,0,1.3792659999999999,2.307928,2.928214,3.365781,3.813904,3.991176,4.166792,4.4889030000000005,4.798158000000001,5.1066590000000005,5.314873,7.392915,8.234316,9.610681,9.961632,10.749673
67-2805538,,,,,,,,,,,,0,0.9286620000000001,1.5489480000000002,1.9865150000000003,2.434638,2.61191,2.7875259999999997,3.1096369999999998,3.4188919999999996,3.7273929999999997,3.9356069999999996,6.013648999999999,6.855049999999999,8.231415,8.582366,9.370407
68-2802587,,,,,,,,,,,,,0,0.620286,1.057853,1.505976,1.683248,1.858864,2.180975,2.49023,2.798731,3.006945,5.084987,5.926388,7.302753,7.653704,8.441745000000001
69-2802565,,,,,,,,,,,,,,0,0.437567,0.8856899999999999,1.062962,1.238578,1.560689,1.869944,2.178445,2.386659,4.464701,5.306102,6.682467,7.033418,7.821459
70-2802545,,,,,,,,,,,,,,,0,0.44812299999999994,0.6253949999999999,0.8010109999999999,1.123122,1.432377,1.740878,1.9490919999999998,4.027134,4.8685350000000005,6.2449,6.595851000000001,7.383892
71-2802367,,,,,,,,,,,,,,,,0,0.177272,0.352888,0.674999,0.984254,1.292755,1.500969,3.579011,4.420412,5.796777,6.147728,6.935769
72-2802541,,,,,,,,,,,,,,,,,0,0.175616,0.49772700000000003,0.8069820000000001,1.1154830000000002,1.3236970000000001,3.401739,4.24314,5.619505,5.970456,6.758497
73-2802547,,,,,,,,,,,,,,,,,,0,0.32211100000000004,0.6313660000000001,0.9398670000000001,1.1480810000000001,3.2261230000000003,4.067524000000001,5.443889,5.794840000000001,6.582881
74-2802552,,,,,,,,,,,,,,,,,,,0,0.309255,0.617756,0.82597,2.904012,3.745413,5.121778,5.472729,6.26077
75-2802566,,,,,,,,,,,,,,,,,,,,0,0.308501,0.516715,2.594757,3.436158,4.812523,5.163474,5.951515
76-2802366,,,,,,,,,,,,,,,,,,,,,0,0.20821399999999998,2.286256,3.127657,4.504022,4.854973,5.643014
77-2802585,,,,,,,,,,,,,,,,,,,,,,0,2.078042,2.9194430000000002,4.295808,4.646759,5.4348
78-2802374,,,,,,,,,,,,,,,,,,,,,,,0,0.8414010000000001,2.217766,2.5687170000000004,3.356758
79-2803664,,,,,,,,,,,,,,,,,,,,,,,,0,1.376365,1.727316,2.515357
80-2804436,,,,,,,,,,,,,,,,,,,,,,,,,0,0.350951,1.138992
81-2805821,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.788041
82-2805822,,,,,,,,,,,,,,,,,,,,,,,,,,,0
